"Plot Title: Injection_Temp_xn10_2022-07-06"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 11016513, SEN S/N: 11016513)","Temp, °C (LGR S/N: 11016513, SEN S/N: 11016513)","Coupler Detached (LGR S/N: 11016513)","End Of File (LGR S/N: 11016513)"
476,07/06/22 10:46:50 AM,64.811,5.962,,
477,07/06/22 10:47:00 AM,64.811,5.962,,
478,07/06/22 10:47:10 AM,64.811,5.962,,
479,07/06/22 10:47:20 AM,64.811,5.962,,
480,07/06/22 10:47:30 AM,64.801,5.962,,
481,07/06/22 10:47:40 AM,64.811,5.962,,
482,07/06/22 10:47:50 AM,64.801,5.962,,
483,07/06/22 10:48:00 AM,64.801,5.962,,
484,07/06/22 10:48:10 AM,64.811,5.962,,
485,07/06/22 10:48:20 AM,64.801,5.962,,
486,07/06/22 10:48:30 AM,64.811,5.962,,
487,07/06/22 10:48:40 AM,64.831,5.962,,
488,07/06/22 10:48:50 AM,64.811,5.962,,
489,07/06/22 10:49:00 AM,64.801,5.962,,
490,07/06/22 10:49:10 AM,64.791,5.962,,
