Plot Title: Sampling_Wetlands010203_Baro_2022-07-14,,,,,,,,
#,"Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 20028183, SEN S/N: 20028183)","Temp, °C (LGR S/N: 20028183, SEN S/N: 20028183)",Coupler Detached (LGR S/N: 20028183),Coupler Attached (LGR S/N: 20028183),Host Connected (LGR S/N: 20028183),Stopped (LGR S/N: 20028183),End Of File (LGR S/N: 20028183)
89,7/14/2022 9:27,61.852,13.942,,,,,
90,7/14/2022 9:28,61.864,13.942,,,,,
91,7/14/2022 9:28,61.852,13.942,,,,,
92,7/14/2022 9:28,61.864,13.942,,,,,
93,7/14/2022 9:28,61.864,13.942,,,,,
94,7/14/2022 9:28,61.873,13.846,,,,,
95,7/14/2022 9:28,61.873,13.846,,,,,
96,7/14/2022 9:29,61.873,13.846,,,,,
97,7/14/2022 9:29,61.873,13.846,,,,,
98,7/14/2022 9:29,61.873,13.846,,,,,
99,7/14/2022 9:29,61.87,13.75,,,,,
100,7/14/2022 9:29,61.882,13.75,,,,,
101,7/14/2022 9:29,61.87,13.75,,,,,
102,7/14/2022 9:30,61.87,13.75,,,,,
103,7/14/2022 9:30,61.867,13.654,,,,,
104,7/14/2022 9:30,61.867,13.654,,,,,
105,7/14/2022 9:30,61.891,13.654,,,,,
106,7/14/2022 9:30,61.902,13.654,,,,,
107,7/14/2022 9:30,61.902,13.654,,,,,
108,7/14/2022 9:31,61.899,13.558,,,,,
109,7/14/2022 9:31,61.911,13.558,,,,,
110,7/14/2022 9:31,61.911,13.558,,,,,
111,7/14/2022 9:31,61.911,13.558,,,,,
112,7/14/2022 9:31,61.911,13.558,,,,,
113,7/14/2022 9:31,61.908,13.461,,,,,
114,7/14/2022 9:32,61.897,13.461,,,,,
115,7/14/2022 9:32,61.897,13.461,,,,,
116,7/14/2022 9:32,61.908,13.461,,,,,
117,7/14/2022 9:32,61.908,13.461,,,,,
118,7/14/2022 9:32,61.908,13.461,,,,,
119,7/14/2022 9:32,61.905,13.365,,,,,
120,7/14/2022 9:33,61.905,13.365,,,,,
121,7/14/2022 9:33,61.905,13.365,,,,,
122,7/14/2022 9:33,61.905,13.365,,,,,
123,7/14/2022 9:33,61.905,13.365,,,,,
124,7/14/2022 9:33,61.905,13.365,,,,,
125,7/14/2022 9:33,61.905,13.365,,,,,
126,7/14/2022 9:34,61.905,13.365,,,,,
127,7/14/2022 9:34,61.905,13.365,,,,,
128,7/14/2022 9:34,61.905,13.365,,,,,
129,7/14/2022 9:34,61.894,13.365,,,,,
130,7/14/2022 9:34,61.902,13.269,,,,,
131,7/14/2022 9:34,61.902,13.269,,,,,
132,7/14/2022 9:35,61.891,13.269,,,,,
133,7/14/2022 9:35,61.902,13.269,,,,,
134,7/14/2022 9:35,61.905,13.365,,,,,
135,7/14/2022 9:35,61.891,13.269,,,,,
136,7/14/2022 9:35,61.902,13.269,,,,,
137,7/14/2022 9:35,61.905,13.365,,,,,
138,7/14/2022 9:36,61.902,13.269,,,,,
139,7/14/2022 9:36,61.894,13.365,,,,,
140,7/14/2022 9:36,61.905,13.365,,,,,
141,7/14/2022 9:36,61.894,13.365,,,,,
142,7/14/2022 9:36,61.894,13.365,,,,,
143,7/14/2022 9:36,61.905,13.365,,,,,
144,7/14/2022 9:37,61.905,13.365,,,,,
145,7/14/2022 9:37,61.894,13.365,,,,,
146,7/14/2022 9:37,61.905,13.365,,,,,
147,7/14/2022 9:37,61.894,13.365,,,,,
148,7/14/2022 9:37,61.905,13.365,,,,,
149,7/14/2022 9:37,61.905,13.365,,,,,
150,7/14/2022 9:38,61.905,13.365,,,,,
151,7/14/2022 9:38,61.905,13.365,,,,,
152,7/14/2022 9:38,61.905,13.365,,,,,
153,7/14/2022 9:38,61.905,13.365,,,,,
154,7/14/2022 9:38,61.917,13.365,,,,,
155,7/14/2022 9:38,61.905,13.365,,,,,
156,7/14/2022 9:39,61.905,13.365,,,,,
157,7/14/2022 9:39,61.905,13.365,,,,,
158,7/14/2022 9:39,61.905,13.365,,,,,
159,7/14/2022 9:39,61.905,13.365,,,,,
160,7/14/2022 9:39,61.894,13.365,,,,,
161,7/14/2022 9:39,61.894,13.365,,,,,
162,7/14/2022 9:40,61.894,13.365,,,,,
163,7/14/2022 9:40,61.905,13.365,,,,,
164,7/14/2022 9:40,61.905,13.365,,,,,
165,7/14/2022 9:40,61.894,13.365,,,,,
166,7/14/2022 9:40,61.894,13.365,,,,,
167,7/14/2022 9:40,61.894,13.365,,,,,
168,7/14/2022 9:41,61.894,13.365,,,,,
169,7/14/2022 9:41,61.905,13.365,,,,,
170,7/14/2022 9:41,61.905,13.365,,,,,
171,7/14/2022 9:41,61.897,13.461,,,,,
172,7/14/2022 9:41,61.897,13.461,,,,,
173,7/14/2022 9:41,61.897,13.461,,,,,
174,7/14/2022 9:42,61.908,13.461,,,,,
175,7/14/2022 9:42,61.908,13.461,,,,,
176,7/14/2022 9:42,61.897,13.461,,,,,
177,7/14/2022 9:42,61.897,13.461,,,,,
178,7/14/2022 9:42,61.897,13.461,,,,,
179,7/14/2022 9:42,61.897,13.461,,,,,
180,7/14/2022 9:43,61.897,13.461,,,,,
181,7/14/2022 9:43,61.897,13.461,,,,,
182,7/14/2022 9:43,61.897,13.461,,,,,
183,7/14/2022 9:43,61.885,13.461,,,,,
184,7/14/2022 9:43,61.897,13.461,,,,,
185,7/14/2022 9:43,61.897,13.461,,,,,
186,7/14/2022 9:44,61.897,13.461,,,,,
187,7/14/2022 9:44,61.885,13.461,,,,,
188,7/14/2022 9:44,61.897,13.461,,,,,
189,7/14/2022 9:44,61.897,13.461,,,,,
190,7/14/2022 9:44,61.897,13.461,,,,,
191,7/14/2022 9:44,61.897,13.461,,,,,
192,7/14/2022 9:45,61.885,13.461,,,,,
193,7/14/2022 9:45,61.897,13.461,,,,,
194,7/14/2022 9:45,61.897,13.461,,,,,
195,7/14/2022 9:45,61.897,13.461,,,,,
196,7/14/2022 9:45,61.897,13.461,,,,,
197,7/14/2022 9:45,61.897,13.461,,,,,
198,7/14/2022 9:46,61.908,13.461,,,,,
199,7/14/2022 9:46,61.894,13.365,,,,,
200,7/14/2022 9:46,61.894,13.365,,,,,
201,7/14/2022 9:46,61.894,13.365,,,,,
202,7/14/2022 9:46,61.894,13.365,,,,,
203,7/14/2022 9:46,61.894,13.365,,,,,
204,7/14/2022 9:47,61.894,13.365,,,,,
205,7/14/2022 9:47,61.894,13.365,,,,,
206,7/14/2022 9:47,61.894,13.365,,,,,
207,7/14/2022 9:47,61.905,13.365,,,,,
208,7/14/2022 9:47,61.905,13.365,,,,,
209,7/14/2022 9:47,61.894,13.365,,,,,
210,7/14/2022 9:48,61.894,13.365,,,,,
211,7/14/2022 9:48,61.894,13.365,,,,,
212,7/14/2022 9:48,61.894,13.365,,,,,
213,7/14/2022 9:48,61.894,13.365,,,,,
214,7/14/2022 9:48,61.891,13.269,,,,,
215,7/14/2022 9:48,61.891,13.269,,,,,
216,7/14/2022 9:49,61.902,13.269,,,,,
217,7/14/2022 9:49,61.891,13.269,,,,,
218,7/14/2022 9:49,61.902,13.269,,,,,
219,7/14/2022 9:49,61.902,13.269,,,,,
220,7/14/2022 9:49,61.902,13.269,,,,,
221,7/14/2022 9:49,61.891,13.269,,,,,
222,7/14/2022 9:50,61.891,13.269,,,,,
223,7/14/2022 9:50,61.891,13.269,,,,,
224,7/14/2022 9:50,61.902,13.269,,,,,
225,7/14/2022 9:50,61.891,13.269,,,,,
226,7/14/2022 9:50,61.902,13.269,,,,,
227,7/14/2022 9:50,61.891,13.269,,,,,
228,7/14/2022 9:51,61.902,13.269,,,,,
229,7/14/2022 9:51,61.9,13.173,,,,,
230,7/14/2022 9:51,61.9,13.173,,,,,
231,7/14/2022 9:51,61.9,13.173,,,,,
232,7/14/2022 9:51,61.9,13.173,,,,,
233,7/14/2022 9:51,61.9,13.173,,,,,
234,7/14/2022 9:52,61.911,13.173,,,,,
235,7/14/2022 9:52,61.911,13.173,,,,,
236,7/14/2022 9:52,61.9,13.173,,,,,
237,7/14/2022 9:52,61.908,13.076,,,,,
238,7/14/2022 9:52,61.908,13.076,,,,,
239,7/14/2022 9:52,61.908,13.076,,,,,
240,7/14/2022 9:53,61.908,13.076,,,,,
241,7/14/2022 9:53,61.908,13.076,,,,,
242,7/14/2022 9:53,61.897,13.076,,,,,
243,7/14/2022 9:53,61.908,13.076,,,,,
244,7/14/2022 9:53,61.908,13.076,,,,,
245,7/14/2022 9:53,61.908,13.076,,,,,
246,7/14/2022 9:54,61.897,13.076,,,,,
247,7/14/2022 9:54,61.908,13.076,,,,,
248,7/14/2022 9:54,61.906,12.98,,,,,
249,7/14/2022 9:54,61.906,12.98,,,,,
250,7/14/2022 9:54,61.917,12.98,,,,,
251,7/14/2022 9:54,61.906,12.98,,,,,
252,7/14/2022 9:55,61.906,12.98,,,,,
253,7/14/2022 9:55,61.906,12.98,,,,,
254,7/14/2022 9:55,61.906,12.98,,,,,
255,7/14/2022 9:55,61.917,12.98,,,,,
256,7/14/2022 9:55,61.903,12.883,,,,,
257,7/14/2022 9:55,61.903,12.883,,,,,
258,7/14/2022 9:56,61.903,12.883,,,,,
259,7/14/2022 9:56,61.903,12.883,,,,,
260,7/14/2022 9:56,61.914,12.883,,,,,
261,7/14/2022 9:56,61.903,12.883,,,,,
262,7/14/2022 9:56,61.914,12.883,,,,,
263,7/14/2022 9:56,61.903,12.883,,,,,
264,7/14/2022 9:57,61.903,12.883,,,,,
265,7/14/2022 9:57,61.914,12.883,,,,,
266,7/14/2022 9:57,61.912,12.787,,,,,
267,7/14/2022 9:57,61.912,12.787,,,,,
268,7/14/2022 9:57,61.912,12.787,,,,,
269,7/14/2022 9:57,61.912,12.787,,,,,
270,7/14/2022 9:58,61.912,12.787,,,,,
271,7/14/2022 9:58,61.912,12.787,,,,,
272,7/14/2022 9:58,61.912,12.787,,,,,
273,7/14/2022 9:58,61.909,12.69,,,,,
274,7/14/2022 9:58,61.909,12.69,,,,,
275,7/14/2022 9:58,61.909,12.69,,,,,
276,7/14/2022 9:59,61.909,12.69,,,,,
277,7/14/2022 9:59,61.909,12.69,,,,,
278,7/14/2022 9:59,61.92,12.69,,,,,
279,7/14/2022 9:59,61.92,12.69,,,,,
280,7/14/2022 9:59,61.909,12.69,,,,,
281,7/14/2022 9:59,61.917,12.594,,,,,
282,7/14/2022 10:00,61.917,12.594,,,,,
283,7/14/2022 10:00,61.906,12.594,,,,,
284,7/14/2022 10:00,61.906,12.594,,,,,
285,7/14/2022 10:00,61.903,12.497,,,,,
286,7/14/2022 10:00,61.915,12.497,,,,,
287,7/14/2022 10:00,61.915,12.497,,,,,
288,7/14/2022 10:01,61.903,12.497,,,,,
289,7/14/2022 10:01,61.912,12.401,,,,,
290,7/14/2022 10:01,61.912,12.401,,,,,
291,7/14/2022 10:01,61.912,12.401,,,,,
292,7/14/2022 10:01,61.923,12.401,,,,,
293,7/14/2022 10:01,61.912,12.401,,,,,
294,7/14/2022 10:02,61.912,12.401,,,,,
295,7/14/2022 10:02,61.909,12.304,,,,,
296,7/14/2022 10:02,61.909,12.304,,,,,
297,7/14/2022 10:02,61.909,12.304,,,,,
298,7/14/2022 10:02,61.909,12.304,,,,,
299,7/14/2022 10:02,61.918,12.207,,,,,
300,7/14/2022 10:03,61.918,12.207,,,,,
301,7/14/2022 10:03,61.906,12.207,,,,,
302,7/14/2022 10:03,61.918,12.207,,,,,
303,7/14/2022 10:03,61.915,12.11,,,,,
304,7/14/2022 10:03,61.903,12.11,,,,,
305,7/14/2022 10:03,61.915,12.11,,,,,
306,7/14/2022 10:04,61.915,12.11,,,,,
307,7/14/2022 10:04,61.915,12.11,,,,,
308,7/14/2022 10:04,61.912,12.013,,,,,
309,7/14/2022 10:04,61.912,12.013,,,,,
310,7/14/2022 10:04,61.912,12.013,,,,,
311,7/14/2022 10:04,61.9,12.013,,,,,
312,7/14/2022 10:05,61.912,12.013,,,,,
313,7/14/2022 10:05,61.912,12.013,,,,,
314,7/14/2022 10:05,61.912,12.013,,,,,
315,7/14/2022 10:05,61.921,11.916,,,,,
316,7/14/2022 10:05,61.909,11.916,,,,,
317,7/14/2022 10:05,61.909,11.916,,,,,
318,7/14/2022 10:06,61.921,11.916,,,,,
319,7/14/2022 10:06,61.921,11.916,,,,,
320,7/14/2022 10:06,61.909,11.916,,,,,
321,7/14/2022 10:06,61.906,11.819,,,,,
322,7/14/2022 10:06,61.894,11.819,,,,,
323,7/14/2022 10:06,61.906,11.819,,,,,
324,7/14/2022 10:07,61.906,11.819,,,,,
325,7/14/2022 10:07,61.906,11.819,,,,,
326,7/14/2022 10:07,61.906,11.819,,,,,
327,7/14/2022 10:07,61.903,11.722,,,,,
328,7/14/2022 10:07,61.903,11.722,,,,,
329,7/14/2022 10:07,61.903,11.722,,,,,
330,7/14/2022 10:08,61.915,11.722,,,,,
331,7/14/2022 10:08,61.915,11.722,,,,,
332,7/14/2022 10:08,61.915,11.722,,,,,
333,7/14/2022 10:08,61.912,11.625,,,,,
334,7/14/2022 10:08,61.912,11.625,,,,,
335,7/14/2022 10:08,61.912,11.625,,,,,
336,7/14/2022 10:09,61.912,11.625,,,,,
337,7/14/2022 10:09,61.921,11.528,,,,,
338,7/14/2022 10:09,61.921,11.528,,,,,
339,7/14/2022 10:09,61.909,11.528,,,,,
340,7/14/2022 10:09,61.909,11.528,,,,,
341,7/14/2022 10:09,61.921,11.528,,,,,
342,7/14/2022 10:10,61.894,11.431,,,,,
343,7/14/2022 10:10,61.906,11.431,,,,,
344,7/14/2022 10:10,61.906,11.431,,,,,
345,7/14/2022 10:10,61.906,11.431,,,,,
346,7/14/2022 10:10,61.918,11.431,,,,,
347,7/14/2022 10:10,61.906,11.431,,,,,
348,7/14/2022 10:11,61.903,11.334,,,,,
349,7/14/2022 10:11,61.903,11.334,,,,,
350,7/14/2022 10:11,61.915,11.334,,,,,
351,7/14/2022 10:11,61.903,11.334,,,,,
352,7/14/2022 10:11,61.903,11.334,,,,,
353,7/14/2022 10:11,61.903,11.334,,,,,
354,7/14/2022 10:12,61.912,11.236,,,,,
355,7/14/2022 10:12,61.912,11.236,,,,,
356,7/14/2022 10:12,61.912,11.236,,,,,
357,7/14/2022 10:12,61.912,11.236,,,,,
358,7/14/2022 10:12,61.9,11.236,,,,,
359,7/14/2022 10:12,61.9,11.236,,,,,
360,7/14/2022 10:13,61.897,11.139,,,,,
361,7/14/2022 10:13,61.909,11.139,,,,,
362,7/14/2022 10:13,61.897,11.139,,,,,
363,7/14/2022 10:13,61.897,11.139,,,,,
364,7/14/2022 10:13,61.909,11.139,,,,,
365,7/14/2022 10:13,61.909,11.139,,,,,
366,7/14/2022 10:14,61.909,11.139,,,,,
367,7/14/2022 10:14,61.909,11.139,,,,,
368,7/14/2022 10:14,61.909,11.139,,,,,
369,7/14/2022 10:14,61.897,11.139,,,,,
370,7/14/2022 10:14,61.906,11.041,,,,,
371,7/14/2022 10:14,61.895,11.041,,,,,
372,7/14/2022 10:15,61.906,11.041,,,,,
373,7/14/2022 10:15,61.906,11.041,,,,,
374,7/14/2022 10:15,61.895,11.041,,,,,
375,7/14/2022 10:15,61.906,11.041,,,,,
376,7/14/2022 10:15,61.906,11.041,,,,,
377,7/14/2022 10:15,61.906,11.041,,,,,
378,7/14/2022 10:16,61.906,11.041,,,,,
379,7/14/2022 10:16,61.906,11.041,,,,,
380,7/14/2022 10:16,61.895,11.041,,,,,
381,7/14/2022 10:16,61.906,11.041,,,,,
382,7/14/2022 10:16,61.906,11.041,,,,,
383,7/14/2022 10:16,61.906,11.041,,,,,
384,7/14/2022 10:17,61.906,11.041,,,,,
385,7/14/2022 10:17,61.903,10.944,,,,,
386,7/14/2022 10:17,61.903,10.944,,,,,
387,7/14/2022 10:17,61.903,10.944,,,,,
388,7/14/2022 10:17,61.903,10.944,,,,,
389,7/14/2022 10:17,61.915,10.944,,,,,
390,7/14/2022 10:18,61.903,10.944,,,,,
391,7/14/2022 10:18,61.901,10.846,,,,,
392,7/14/2022 10:18,61.889,10.846,,,,,
393,7/14/2022 10:18,61.901,10.846,,,,,
394,7/14/2022 10:18,61.901,10.846,,,,,
395,7/14/2022 10:18,61.912,10.846,,,,,
396,7/14/2022 10:19,61.901,10.846,,,,,
397,7/14/2022 10:19,61.901,10.846,,,,,
398,7/14/2022 10:19,61.898,10.748,,,,,
399,7/14/2022 10:19,61.909,10.748,,,,,
400,7/14/2022 10:19,61.898,10.748,,,,,
401,7/14/2022 10:19,61.909,10.748,,,,,
402,7/14/2022 10:20,61.898,10.748,,,,,
403,7/14/2022 10:20,61.909,10.748,,,,,
404,7/14/2022 10:20,61.898,10.748,,,,,
405,7/14/2022 10:20,61.909,10.748,,,,,
406,7/14/2022 10:20,61.909,10.748,,,,,
407,7/14/2022 10:20,61.895,10.651,,,,,
408,7/14/2022 10:21,61.895,10.651,,,,,
409,7/14/2022 10:21,61.906,10.651,,,,,
410,7/14/2022 10:21,61.906,10.651,,,,,
411,7/14/2022 10:21,61.895,10.651,,,,,
412,7/14/2022 10:21,61.895,10.651,,,,,
413,7/14/2022 10:21,61.906,10.651,,,,,
414,7/14/2022 10:22,61.895,10.651,,,,,
415,7/14/2022 10:22,61.895,10.651,,,,,
416,7/14/2022 10:22,61.895,10.651,,,,,
417,7/14/2022 10:22,61.895,10.651,,,,,
418,7/14/2022 10:22,61.906,10.651,,,,,
419,7/14/2022 10:22,61.895,10.651,,,,,
420,7/14/2022 10:23,61.895,10.651,,,,,
421,7/14/2022 10:23,61.906,10.651,,,,,
422,7/14/2022 10:23,61.895,10.651,,,,,
423,7/14/2022 10:23,61.895,10.651,,,,,
424,7/14/2022 10:23,61.895,10.651,,,,,
425,7/14/2022 10:23,61.895,10.651,,,,,
426,7/14/2022 10:24,61.895,10.651,,,,,
427,7/14/2022 10:24,61.895,10.651,,,,,
428,7/14/2022 10:24,61.892,10.553,,,,,
429,7/14/2022 10:24,61.892,10.553,,,,,
430,7/14/2022 10:24,61.88,10.553,,,,,
431,7/14/2022 10:24,61.892,10.553,,,,,
432,7/14/2022 10:25,61.88,10.553,,,,,
433,7/14/2022 10:25,61.892,10.553,,,,,
434,7/14/2022 10:25,61.892,10.553,,,,,
435,7/14/2022 10:25,61.892,10.553,,,,,
436,7/14/2022 10:25,61.895,10.651,,,,,
437,7/14/2022 10:25,61.895,10.651,,,,,
438,7/14/2022 10:26,61.883,10.651,,,,,
439,7/14/2022 10:26,61.883,10.651,,,,,
440,7/14/2022 10:26,61.883,10.651,,,,,
441,7/14/2022 10:26,61.883,10.651,,,,,
442,7/14/2022 10:26,61.895,10.651,,,,,
443,7/14/2022 10:26,61.895,10.651,,,,,
444,7/14/2022 10:27,61.883,10.651,,,,,
445,7/14/2022 10:27,61.895,10.651,,,,,
446,7/14/2022 10:27,61.895,10.651,,,,,
447,7/14/2022 10:27,61.895,10.651,,,,,
448,7/14/2022 10:27,61.895,10.651,,,,,
449,7/14/2022 10:27,61.883,10.651,,,,,
450,7/14/2022 10:28,61.895,10.651,,,,,
451,7/14/2022 10:28,61.886,10.748,,,,,
452,7/14/2022 10:28,61.898,10.748,,,,,
453,7/14/2022 10:28,61.898,10.748,,,,,
454,7/14/2022 10:28,61.886,10.748,,,,,
455,7/14/2022 10:28,61.886,10.748,,,,,
456,7/14/2022 10:29,61.898,10.748,,,,,
457,7/14/2022 10:29,61.898,10.748,,,,,
458,7/14/2022 10:29,61.886,10.748,,,,,
459,7/14/2022 10:29,61.898,10.748,,,,,
460,7/14/2022 10:29,61.886,10.748,,,,,
461,7/14/2022 10:29,61.886,10.748,,,,,
462,7/14/2022 10:30,61.886,10.748,,,,,
463,7/14/2022 10:30,61.886,10.748,,,,,
464,7/14/2022 10:30,61.886,10.748,,,,,
465,7/14/2022 10:30,61.898,10.748,,,,,
466,7/14/2022 10:30,61.886,10.748,,,,,
467,7/14/2022 10:30,61.874,10.748,,,,,
468,7/14/2022 10:31,61.886,10.748,,,,,
469,7/14/2022 10:31,61.877,10.846,,,,,
470,7/14/2022 10:31,61.889,10.846,,,,,
471,7/14/2022 10:31,61.889,10.846,,,,,
472,7/14/2022 10:31,61.889,10.846,,,,,
473,7/14/2022 10:31,61.889,10.846,,,,,
474,7/14/2022 10:32,61.889,10.846,,,,,
475,7/14/2022 10:32,61.901,10.846,,,,,
476,7/14/2022 10:32,61.898,10.748,,,,,
477,7/14/2022 10:32,61.886,10.748,,,,,
478,7/14/2022 10:32,61.886,10.748,,,,,
479,7/14/2022 10:32,61.886,10.748,,,,,
480,7/14/2022 10:33,61.898,10.748,,,,,
481,7/14/2022 10:33,61.898,10.748,,,,,
482,7/14/2022 10:33,61.886,10.748,,,,,
483,7/14/2022 10:33,61.886,10.748,,,,,
484,7/14/2022 10:33,61.886,10.748,,,,,
485,7/14/2022 10:33,61.898,10.748,,,,,
486,7/14/2022 10:34,61.886,10.748,,,,,
487,7/14/2022 10:34,61.898,10.748,,,,,
488,7/14/2022 10:34,61.898,10.748,,,,,
489,7/14/2022 10:34,61.883,10.651,,,,,
490,7/14/2022 10:34,61.895,10.651,,,,,
491,7/14/2022 10:34,61.895,10.651,,,,,
492,7/14/2022 10:35,61.883,10.651,,,,,
493,7/14/2022 10:35,61.895,10.651,,,,,
494,7/14/2022 10:35,61.895,10.651,,,,,
495,7/14/2022 10:35,61.883,10.651,,,,,
496,7/14/2022 10:35,61.895,10.651,,,,,
497,7/14/2022 10:35,61.88,10.553,,,,,
498,7/14/2022 10:36,61.892,10.553,,,,,
499,7/14/2022 10:36,61.892,10.553,,,,,
500,7/14/2022 10:36,61.892,10.553,,,,,
501,7/14/2022 10:36,61.892,10.553,,,,,
502,7/14/2022 10:36,61.901,10.455,,,,,
503,7/14/2022 10:36,61.889,10.455,,,,,
504,7/14/2022 10:37,61.889,10.455,,,,,
505,7/14/2022 10:37,61.889,10.455,,,,,
506,7/14/2022 10:37,61.889,10.455,,,,,
507,7/14/2022 10:37,61.889,10.455,,,,,
508,7/14/2022 10:37,61.889,10.455,,,,,
509,7/14/2022 10:37,61.889,10.455,,,,,
510,7/14/2022 10:38,61.877,10.455,,,,,
511,7/14/2022 10:38,61.889,10.455,,,,,
512,7/14/2022 10:38,61.889,10.455,,,,,
513,7/14/2022 10:38,61.889,10.455,,,,,
514,7/14/2022 10:38,61.88,10.553,,,,,
515,7/14/2022 10:38,61.88,10.553,,,,,
516,7/14/2022 10:39,61.892,10.553,,,,,
517,7/14/2022 10:39,61.88,10.553,,,,,
518,7/14/2022 10:39,61.88,10.553,,,,,
519,7/14/2022 10:39,61.88,10.553,,,,,
520,7/14/2022 10:39,61.88,10.553,,,,,
521,7/14/2022 10:39,61.88,10.553,,,,,
