Wetland 12 reformated for r script,,,
no.,DateTime,Level_20220442,TEMPERATURE
464,6/12/2022 8:15,65.78283435,7.18
465,6/12/2022 8:30,65.8073447,7.175
466,6/12/2022 8:45,65.77008897,7.169
467,6/12/2022 9:00,65.78871683,7.163
468,6/12/2022 9:15,65.79263849,7.157
469,6/12/2022 9:30,65.8004818,7.151
470,6/12/2022 9:45,65.80244263,7.144
471,6/12/2022 10:00,65.80538387,7.138
472,6/12/2022 10:15,65.80930552,7.132
473,6/12/2022 10:30,65.80636428,7.126
474,6/12/2022 10:45,65.8004818,7.12
475,6/12/2022 11:00,65.79165807,7.115
476,6/12/2022 11:15,65.77793228,7.109
477,6/12/2022 11:30,65.77597145,7.103
478,6/12/2022 11:45,65.77303021,7.096
479,6/12/2022 12:00,65.76224565,7.092
480,6/12/2022 12:15,65.76812814,7.087
481,6/12/2022 12:30,65.76714772,7.082
482,6/12/2022 12:45,65.75440234,7.077
483,6/12/2022 13:00,65.75244151,7.073
484,6/12/2022 13:15,65.73675489,7.069
485,6/12/2022 13:30,65.72695075,7.066
486,6/12/2022 13:45,65.71322496,7.062
487,6/12/2022 14:00,65.69949916,7.058
488,6/12/2022 14:15,65.68577337,7.056
489,6/12/2022 14:30,65.70145999,7.053
490,6/12/2022 14:45,65.67302799,7.051
491,6/12/2022 15:00,65.66322385,7.05
492,6/12/2022 15:15,65.65243929,7.047
493,6/12/2022 15:30,65.65930219,7.047
494,6/12/2022 15:45,65.66322385,7.046
495,6/12/2022 16:00,65.66322385,7.045
496,6/12/2022 16:15,65.65145888,7.045
497,6/12/2022 16:30,65.65047846,7.046
498,6/12/2022 16:45,65.64949805,7.047
499,6/12/2022 17:00,65.64655681,7.047
500,6/12/2022 17:15,65.64263515,7.049
501,6/12/2022 17:30,65.64753722,7.051
502,6/12/2022 17:45,65.65047846,7.054
503,6/12/2022 18:00,65.65145888,7.057
504,6/12/2022 18:15,65.66322385,7.06
505,6/12/2022 18:30,65.67596923,7.063
506,6/12/2022 18:45,65.67596923,7.067
507,6/12/2022 19:00,65.69067544,7.071
508,6/12/2022 19:15,65.70047958,7.077
509,6/12/2022 19:30,65.7161662,7.082
510,6/12/2022 19:45,65.71518578,7.088
511,6/12/2022 20:00,65.7230291,7.094
512,6/12/2022 20:15,65.73185282,7.101
513,6/12/2022 20:30,65.72793117,7.107
514,6/12/2022 20:45,65.73283324,7.115
