Wetland 12 reformated for r script,,,
no.,DateTime,Level_20220442,TEMPERATURE
NA,12/2/2022 11:00,65.0492292,9.329
NA,12/2/2022 11:15,65.05609383,9.077
NA,12/2/2022 11:30,65.03353862,8.993
NA,12/2/2022 11:45,65.03059663,8.95
NA,12/2/2022 12:00,65.01588671,8.922
NA,12/2/2022 12:15,64.99921547,8.902
NA,12/2/2022 12:30,64.97862158,8.887
NA,12/2/2022 12:45,64.96783431,8.876
NA,12/2/2022 13:00,64.95998902,8.866
NA,12/2/2022 13:15,64.94625976,8.858
NA,12/2/2022 13:30,64.92076256,8.851
NA,12/2/2022 13:45,64.92076256,8.845
NA,12/2/2022 14:00,64.89722669,8.84
NA,12/2/2022 14:15,64.88545875,8.837
NA,12/2/2022 14:30,64.8766328,8.834
NA,12/2/2022 14:45,64.86682619,8.832
NA,12/2/2022 15:00,64.85996156,8.831
NA,12/2/2022 15:15,64.84034833,8.831
NA,12/2/2022 15:30,64.84329031,8.832
NA,12/2/2022 15:45,64.84721296,8.833
NA,12/2/2022 16:00,64.85113561,8.835
NA,12/2/2022 16:15,64.85701957,8.836
NA,12/2/2022 16:30,64.85211627,8.839
NA,12/2/2022 16:45,64.85800024,8.843
NA,12/2/2022 17:00,64.8589809,8.847
NA,12/2/2022 17:15,64.86878751,8.852
NA,12/2/2022 17:30,64.88349743,8.857
NA,12/2/2022 17:45,64.90114934,8.862
NA,12/2/2022 18:00,64.91782058,8.868
NA,12/2/2022 18:15,64.92468521,8.875
NA,12/2/2022 18:30,64.93449182,8.881
NA,12/2/2022 18:45,64.9452791,8.888
NA,12/2/2022 19:00,64.96587298,8.896
NA,12/2/2022 19:15,64.97960224,8.904
NA,12/2/2022 19:30,64.9933315,8.911
NA,12/2/2022 19:45,65.01098341,8.919
NA,12/2/2022 20:00,65.02079002,8.928
NA,12/2/2022 20:15,65.03255796,8.936
NA,12/2/2022 20:30,65.0492292,8.943
NA,12/2/2022 20:45,65.06295846,8.952
NA,12/2/2022 21:00,65.07570706,8.96
NA,12/2/2022 21:15,65.0923783,8.967
NA,12/2/2022 21:30,65.10218491,8.975
NA,12/2/2022 21:45,65.10904954,8.981
NA,12/2/2022 22:00,65.1227788,8.989
NA,12/2/2022 22:15,65.12081748,8.995
NA,12/2/2022 22:30,65.1227788,9.002
NA,12/2/2022 22:45,65.11885616,9.008
NA,12/2/2022 23:00,65.10022359,9.013
NA,12/2/2022 23:15,65.09433962,9.018
NA,12/2/2022 23:30,65.08845565,9.022
NA,12/2/2022 23:45,65.0747264,9.026
NA,12/3/2022 0:00,65.07668772,9.029
NA,12/3/2022 0:15,65.0668811,9.033
NA,12/3/2022 0:30,65.05020986,9.036
NA,12/3/2022 0:45,65.04138391,9.038
NA,12/3/2022 1:00,65.02961597,9.04
NA,12/3/2022 1:15,65.01686738,9.041
NA,12/3/2022 1:30,65.01098341,9.042
NA,12/3/2022 1:45,64.99529283,9.042
NA,12/3/2022 2:00,64.9756796,9.041
NA,12/3/2022 2:15,64.96489232,9.041
NA,12/3/2022 2:30,64.95802769,9.039
NA,12/3/2022 2:45,64.9452791,9.037
NA,12/3/2022 3:00,64.93743381,9.035
NA,12/3/2022 3:15,64.93743381,9.032
NA,12/3/2022 3:30,64.93154984,9.03
NA,12/3/2022 3:45,64.92762719,9.025
NA,12/3/2022 4:00,64.92860785,9.021
NA,12/3/2022 4:15,64.93645314,9.017
NA,12/3/2022 4:30,64.9452791,9.011
NA,12/3/2022 4:45,64.94724042,9.006
NA,12/3/2022 5:00,64.95998902,9
NA,12/3/2022 5:15,64.96391166,8.994
NA,12/3/2022 5:30,64.97371828,8.988
NA,12/3/2022 5:45,64.97371828,8.981
NA,12/3/2022 6:00,64.98744753,8.973
NA,12/3/2022 6:15,64.9933315,8.965
NA,12/3/2022 6:30,65.01294473,8.958
NA,12/3/2022 6:45,65.0315773,8.95
NA,12/3/2022 7:00,65.04726788,8.941
NA,12/3/2022 7:15,65.06884243,8.932
NA,12/3/2022 7:30,65.08061036,8.923
NA,12/3/2022 7:45,65.09630095,8.915
NA,12/3/2022 8:00,65.11101087,8.905
NA,12/3/2022 8:15,65.12179814,8.895
NA,12/3/2022 8:30,65.12474012,8.886
NA,12/3/2022 8:45,65.11885616,8.876
NA,12/3/2022 9:00,65.12964343,8.866
NA,12/3/2022 9:15,65.12866277,8.856
NA,12/3/2022 9:30,65.12768211,8.846
NA,12/3/2022 9:45,65.12670145,8.836
NA,12/3/2022 10:00,65.13748872,8.826
NA,12/3/2022 10:15,65.13356608,8.817
NA,12/3/2022 10:30,65.13454674,8.806
NA,12/3/2022 10:45,65.12768211,8.796
NA,12/3/2022 11:00,65.1227788,8.786
NA,12/3/2022 11:15,65.11395285,8.778
NA,12/3/2022 11:30,65.08649433,8.768
NA,12/3/2022 11:45,65.0619778,8.759
NA,12/3/2022 12:00,65.05119052,8.749
NA,12/3/2022 12:15,65.0364806,8.74
NA,12/3/2022 12:30,65.02177068,8.733
NA,12/3/2022 12:45,64.99627349,8.724
NA,12/3/2022 13:00,64.97862158,8.716
NA,12/3/2022 13:15,64.97175695,8.709
NA,12/3/2022 13:30,64.95606637,8.702
NA,12/3/2022 13:45,64.94233711,8.695
NA,12/3/2022 14:00,64.94429843,8.689
NA,12/3/2022 14:15,64.9197819,8.683
NA,12/3/2022 14:30,64.89918801,8.677
NA,12/3/2022 14:45,64.89526537,8.673
NA,12/3/2022 15:00,64.89820735,8.668
NA,12/3/2022 15:15,64.91193661,8.665
NA,12/3/2022 15:30,64.89330404,8.662
NA,12/3/2022 15:45,64.90311066,8.659
NA,12/3/2022 16:00,64.89428471,8.657
NA,12/3/2022 16:15,64.89624603,8.655
NA,12/3/2022 16:30,64.89036206,8.654
NA,12/3/2022 16:45,64.89526537,8.653
NA,12/3/2022 17:00,64.88055545,8.653
NA,12/3/2022 17:15,64.89918801,8.654
NA,12/3/2022 17:30,64.89428471,8.655
NA,12/3/2022 17:45,64.90114934,8.657
NA,12/3/2022 18:00,64.9070333,8.658
NA,12/3/2022 18:15,64.9197819,8.66
NA,12/3/2022 18:30,64.91880124,8.663
NA,12/3/2022 18:45,64.93154984,8.666
NA,12/3/2022 19:00,64.96096968,8.668
NA,12/3/2022 19:15,64.98254423,8.672
NA,12/3/2022 19:30,65.00117679,8.676
