Serial_number:
2020421
Project ID:

Location:

Station01
UNIT: kPa
Offset: 0,000000 kPa
TEMPERATURE
UNIT: °C
Date;Time;ms;Station01;TEMPERATURE
27/7/2021;14:30:00;0;64,2784;10,558
27/7/2021;14:45:00;0;64,2497;10,356
27/7/2021;15:00:00;0;64,2337;10,176
27/7/2021;15:15:00;0;64,2102;10,046
27/7/2021;15:30:00;0;64,2052;10,236
27/7/2021;15:45:00;0;64,1843;10,379
27/7/2021;16:00:00;0;64,1781;10,578
27/7/2021;16:15:00;0;64,1870;10,739
27/7/2021;16:30:00;0;64,1833;10,588
27/7/2021;16:45:00;0;64,1781;10,680
27/7/2021;17:00:00;0;64,1762;10,632
27/7/2021;17:15:00;0;64,1679;10,451
27/7/2021;17:30:00;0;64,1671;10,218
27/7/2021;17:45:00;0;64,1763;10,008
27/7/2021;18:00:00;0;64,1886;9,826
27/7/2021;18:15:00;0;64,1965;9,669
27/7/2021;18:30:00;0;64,2112;9,521
27/7/2021;18:45:00;0;64,2177;9,377
27/7/2021;19:00:00;0;64,2232;9,265
27/7/2021;19:15:00;0;64,2214;9,150
27/7/2021;19:30:00;0;64,2254;9,046
27/7/2021;19:45:00;0;64,2345;8,957
27/7/2021;20:00:00;0;64,2431;8,878
27/7/2021;20:15:00;0;64,2464;8,805
27/7/2021;20:30:00;0;64,2559;8,737
27/7/2021;20:45:00;0;64,2549;8,631
27/7/2021;21:00:00;0;64,2668;8,477
27/7/2021;21:15:00;0;64,2695;8,332
27/7/2021;21:30:00;0;64,2678;8,203
27/7/2021;21:45:00;0;64,2658;8,092
27/7/2021;22:00:00;0;64,2620;7,986
27/7/2021;22:15:00;0;64,2572;7,870
27/7/2021;22:30:00;0;64,2536;7,773
27/7/2021;22:45:00;0;64,2428;7,657
27/7/2021;23:00:00;0;64,2415;7,538
27/7/2021;23:15:00;0;64,2406;7,422
27/7/2021;23:30:00;0;64,2343;7,342
27/7/2021;23:45:00;0;64,2421;7,290
28/7/2021;00:00:00;0;64,2444;7,262
28/7/2021;00:15:00;0;64,2365;7,255
28/7/2021;00:30:00;0;64,2205;7,241
28/7/2021;00:45:00;0;64,2004;7,212
28/7/2021;01:00:00;0;64,1816;7,161
28/7/2021;01:15:00;0;64,1716;7,077
28/7/2021;01:30:00;0;64,1590;7,003
28/7/2021;01:45:00;0;64,1453;6,945
28/7/2021;02:00:00;0;64,1367;6,870
28/7/2021;02:15:00;0;64,1252;6,801
28/7/2021;02:30:00;0;64,1123;6,742
28/7/2021;02:45:00;0;64,1096;6,689
28/7/2021;03:00:00;0;64,0963;6,647
28/7/2021;03:15:00;0;64,0810;6,607
28/7/2021;03:30:00;0;64,0660;6,535
28/7/2021;03:45:00;0;64,0639;6,463
28/7/2021;04:00:00;0;64,0552;6,396
28/7/2021;04:15:00;0;64,0551;6,325
28/7/2021;04:30:00;0;64,0435;6,255
28/7/2021;04:45:00;0;64,0320;6,181
28/7/2021;05:00:00;0;64,0251;6,112
28/7/2021;05:15:00;0;64,0267;6,044
28/7/2021;05:30:00;0;64,0212;5,985
28/7/2021;05:45:00;0;64,0316;5,933
28/7/2021;06:00:00;0;64,0371;5,881
28/7/2021;06:15:00;0;64,0418;5,832
28/7/2021;06:30:00;0;64,0452;5,782
28/7/2021;06:45:00;0;64,0512;5,743
28/7/2021;07:00:00;0;64,0616;5,714
28/7/2021;07:15:00;0;64,0762;5,740
28/7/2021;07:30:00;0;64,0898;5,805
28/7/2021;07:45:00;0;64,1101;5,877
28/7/2021;08:00:00;0;64,1294;5,951
28/7/2021;08:15:00;0;64,1395;6,029
28/7/2021;08:30:00;0;64,1588;6,115
28/7/2021;08:45:00;0;64,1686;6,191
28/7/2021;09:00:00;0;64,1704;6,276
28/7/2021;09:15:00;0;64,1770;6,426
28/7/2021;09:30:00;0;64,1807;6,566
28/7/2021;09:45:00;0;64,1844;6,721
28/7/2021;10:00:00;0;64,1881;6,918
28/7/2021;10:15:00;0;64,1944;7,114
28/7/2021;10:30:00;0;64,1876;7,209
28/7/2021;10:45:00;0;64,1825;7,296
28/7/2021;11:00:00;0;64,1895;7,387
28/7/2021;11:15:00;0;64,1792;7,403
28/7/2021;11:30:00;0;64,1813;7,409
28/7/2021;11:45:00;0;64,1701;7,472
28/7/2021;12:00:00;0;64,1700;7,612
28/7/2021;12:15:00;0;64,1648;7,787
28/7/2021;12:30:00;0;64,1554;8,149
28/7/2021;12:45:00;0;64,1574;8,541
28/7/2021;13:00:00;0;64,1316;8,693
28/7/2021;13:15:00;0;64,1278;8,958
28/7/2021;13:30:00;0;64,1167;9,276
28/7/2021;13:45:00;0;64,1244;9,662
28/7/2021;14:00:00;0;64,0939;9,750
28/7/2021;14:15:00;0;64,0712;9,809
28/7/2021;14:30:00;0;64,0542;9,925
28/7/2021;14:45:00;0;64,0378;9,919
28/7/2021;15:00:00;0;64,0197;10,010
28/7/2021;15:15:00;0;64,0076;10,251
28/7/2021;15:30:00;0;64,0021;10,362
