Serial_number:
2020433
Project ID:

Location:

Well02
UNIT: kPa
Offset: 0,000000 kPa
TEMPERATURE
UNIT: °C
Date;Time;ms;Well02;TEMPERATURE
27/7/2021;12:30:00;0;64,4633;6,493
27/7/2021;12:45:00;0;64,4448;6,128
27/7/2021;13:00:00;0;64,4396;6,081
27/7/2021;13:15:00;0;64,4309;6,060
27/7/2021;13:30:00;0;64,4192;6,053
27/7/2021;13:45:00;0;64,4042;6,056
27/7/2021;14:00:00;0;64,4091;6,065
27/7/2021;14:15:00;0;64,4095;6,079
27/7/2021;14:30:00;0;64,4017;6,099
27/7/2021;14:45:00;0;64,3797;6,122
27/7/2021;15:00:00;0;64,3718;6,151
27/7/2021;15:15:00;0;64,3429;6,180
27/7/2021;15:30:00;0;64,3420;6,211
27/7/2021;15:45:00;0;64,3385;6,240
27/7/2021;16:00:00;0;64,3354;6,268
27/7/2021;16:15:00;0;64,3503;6,291
27/7/2021;16:30:00;0;64,3561;6,315
27/7/2021;16:45:00;0;64,3527;6,336
27/7/2021;17:00:00;0;64,3668;6,358
27/7/2021;17:15:00;0;64,3670;6,377
27/7/2021;17:30:00;0;64,3719;6,395
27/7/2021;17:45:00;0;64,3761;6,407
27/7/2021;18:00:00;0;64,3919;6,418
27/7/2021;18:15:00;0;64,4002;6,426
27/7/2021;18:30:00;0;64,4134;6,434
27/7/2021;18:45:00;0;64,4191;6,435
27/7/2021;19:00:00;0;64,4204;6,431
27/7/2021;19:15:00;0;64,4239;6,422
27/7/2021;19:30:00;0;64,4252;6,407
27/7/2021;19:45:00;0;64,4301;6,390
27/7/2021;20:00:00;0;64,4391;6,368
27/7/2021;20:15:00;0;64,4455;6,345
27/7/2021;20:30:00;0;64,4524;6,322
27/7/2021;20:45:00;0;64,4575;6,296
27/7/2021;21:00:00;0;64,4680;6,261
27/7/2021;21:15:00;0;64,4764;6,223
27/7/2021;21:30:00;0;64,4722;6,184
27/7/2021;21:45:00;0;64,4750;6,138
27/7/2021;22:00:00;0;64,4844;6,101
27/7/2021;22:15:00;0;64,4847;6,074
27/7/2021;22:30:00;0;64,4876;6,053
27/7/2021;22:45:00;0;64,4763;6,044
27/7/2021;23:00:00;0;64,4756;5,992
27/7/2021;23:15:00;0;64,4914;5,973
27/7/2021;23:30:00;0;64,4893;5,952
27/7/2021;23:45:00;0;64,4922;5,940
28/7/2021;00:00:00;0;64,4941;5,919
28/7/2021;00:15:00;0;64,4884;5,893
28/7/2021;00:30:00;0;64,4762;5,867
28/7/2021;00:45:00;0;64,4652;5,892
28/7/2021;01:00:00;0;64,4495;5,853
28/7/2021;01:15:00;0;64,4428;5,842
28/7/2021;01:30:00;0;64,4333;5,825
28/7/2021;01:45:00;0;64,4293;5,835
28/7/2021;02:00:00;0;64,4183;5,820
28/7/2021;02:15:00;0;64,4193;5,845
28/7/2021;02:30:00;0;64,4125;5,907
28/7/2021;02:45:00;0;64,4055;5,877
28/7/2021;03:00:00;0;64,4014;5,913
28/7/2021;03:15:00;0;64,3830;5,833
28/7/2021;03:30:00;0;64,3731;5,831
28/7/2021;03:45:00;0;64,3732;5,855
28/7/2021;04:00:00;0;64,3623;5,794
28/7/2021;04:15:00;0;64,3572;5,780
28/7/2021;04:30:00;0;64,3538;5,774
28/7/2021;04:45:00;0;64,3438;5,764
28/7/2021;05:00:00;0;64,3402;5,758
28/7/2021;05:15:00;0;64,3411;5,736
28/7/2021;05:30:00;0;64,3354;5,708
28/7/2021;05:45:00;0;64,3424;5,706
28/7/2021;06:00:00;0;64,3429;5,686
28/7/2021;06:15:00;0;64,3509;5,677
28/7/2021;06:30:00;0;64,3479;5,659
28/7/2021;06:45:00;0;64,3580;5,652
28/7/2021;07:00:00;0;64,3626;5,641
28/7/2021;07:15:00;0;64,3737;5,640
28/7/2021;07:30:00;0;64,3858;5,645
28/7/2021;07:45:00;0;64,4051;5,652
28/7/2021;08:00:00;0;64,4275;5,657
28/7/2021;08:15:00;0;64,4384;5,685
28/7/2021;08:30:00;0;64,4564;5,665
28/7/2021;08:45:00;0;64,4602;5,666
28/7/2021;09:00:00;0;64,4615;5,675
28/7/2021;09:15:00;0;64,4683;5,687
28/7/2021;09:30:00;0;64,4655;5,704
28/7/2021;09:45:00;0;64,4739;5,723
28/7/2021;10:00:00;0;64,4732;5,745
28/7/2021;10:15:00;0;64,4750;5,765
28/7/2021;10:30:00;0;64,4754;5,784
28/7/2021;10:45:00;0;64,4767;5,807
28/7/2021;11:00:00;0;64,4895;5,833
28/7/2021;11:15:00;0;64,4860;5,849
28/7/2021;11:30:00;0;64,4882;5,867
28/7/2021;11:45:00;0;64,4801;5,882
28/7/2021;12:00:00;0;64,4787;5,894
28/7/2021;12:15:00;0;64,4652;5,906
28/7/2021;12:30:00;0;64,4724;5,917
28/7/2021;12:45:00;0;64,4324;5,918
