Serial_number:
2020435
Project ID:

Location:
BelowLake_Downstream
BelowLake_Downstream
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,BelowLake_Downstream,TEMPERATURE
11/30/2022,02:45:00 pm,0,67.1607,9.129
11/30/2022,03:00:00 pm,0,67.1207,8.829
11/30/2022,03:15:00 pm,0,67.0766,8.762
11/30/2022,03:30:00 pm,0,67.0886,8.734
11/30/2022,03:45:00 pm,0,67.0805,8.718
11/30/2022,04:00:00 pm,0,67.0720,8.709
11/30/2022,04:15:00 pm,0,67.0705,8.703
11/30/2022,04:30:00 pm,0,67.0537,8.699
11/30/2022,04:45:00 pm,0,67.0603,8.696
11/30/2022,05:00:00 pm,0,67.0591,8.693
11/30/2022,05:15:00 pm,0,67.0713,8.693
11/30/2022,05:30:00 pm,0,67.0854,8.692
11/30/2022,05:45:00 pm,0,67.0778,8.692
11/30/2022,06:00:00 pm,0,67.0768,8.693
11/30/2022,06:15:00 pm,0,67.0913,8.693
11/30/2022,06:30:00 pm,0,67.0973,8.694
11/30/2022,06:45:00 pm,0,67.1006,8.694
11/30/2022,07:00:00 pm,0,67.0957,8.696
11/30/2022,07:15:00 pm,0,67.0962,8.698
11/30/2022,07:30:00 pm,0,67.1031,8.700
11/30/2022,07:45:00 pm,0,67.1148,8.702
11/30/2022,08:00:00 pm,0,67.1179,8.704
11/30/2022,08:15:00 pm,0,67.1408,8.707
11/30/2022,08:30:00 pm,0,67.1397,8.710
11/30/2022,08:45:00 pm,0,67.1558,8.713
11/30/2022,09:00:00 pm,0,67.1636,8.717
11/30/2022,09:15:00 pm,0,67.1759,8.721
11/30/2022,09:30:00 pm,0,67.1866,8.726
11/30/2022,09:45:00 pm,0,67.2172,8.731
11/30/2022,10:00:00 pm,0,67.1803,8.735
11/30/2022,10:15:00 pm,0,67.1732,8.741
11/30/2022,10:30:00 pm,0,67.1928,8.746
11/30/2022,10:45:00 pm,0,67.1876,8.751
11/30/2022,11:00:00 pm,0,67.1865,8.758
11/30/2022,11:15:00 pm,0,67.1946,8.763
11/30/2022,11:30:00 pm,0,67.1790,8.770
11/30/2022,11:45:00 pm,0,67.1635,8.776
12/1/2022,12:00:00 am,0,67.1344,8.782
12/1/2022,12:15:00 am,0,67.1095,8.789
12/1/2022,12:30:00 am,0,67.0968,8.796
12/1/2022,12:45:00 am,0,67.0830,8.802
12/1/2022,01:00:00 am,0,67.0622,8.810
12/1/2022,01:15:00 am,0,67.0459,8.816
12/1/2022,01:30:00 am,0,67.0383,8.823
12/1/2022,01:45:00 am,0,67.0277,8.830
12/1/2022,02:00:00 am,0,67.0174,8.837
12/1/2022,02:15:00 am,0,67.0078,8.843
12/1/2022,02:30:00 am,0,66.9938,8.850
12/1/2022,02:45:00 am,0,66.9728,8.856
12/1/2022,03:00:00 am,0,66.9816,8.862
12/1/2022,03:15:00 am,0,66.9751,8.869
12/1/2022,03:30:00 am,0,66.9658,8.875
12/1/2022,03:45:00 am,0,66.9661,8.880
12/1/2022,04:00:00 am,0,66.9641,8.886
12/1/2022,04:15:00 am,0,66.9656,8.891
12/1/2022,04:30:00 am,0,66.9570,8.897
12/1/2022,04:45:00 am,0,66.9874,8.903
12/1/2022,05:00:00 am,0,67.0040,8.907
12/1/2022,05:15:00 am,0,67.0085,8.912
12/1/2022,05:30:00 am,0,67.0114,8.917
12/1/2022,05:45:00 am,0,67.0223,8.922
12/1/2022,06:00:00 am,0,67.0266,8.926
12/1/2022,06:15:00 am,0,67.0322,8.930
12/1/2022,06:30:00 am,0,67.0514,8.934
12/1/2022,06:45:00 am,0,67.0593,8.938
12/1/2022,07:00:00 am,0,67.0737,8.941
12/1/2022,07:15:00 am,0,67.0801,8.944
12/1/2022,07:30:00 am,0,67.0896,8.947
12/1/2022,07:45:00 am,0,67.1168,8.950
12/1/2022,08:00:00 am,0,67.1200,8.953
12/1/2022,08:15:00 am,0,67.1287,8.956
12/1/2022,08:30:00 am,0,67.1306,8.958
12/1/2022,08:45:00 am,0,67.1365,8.960
12/1/2022,09:00:00 am,0,67.1469,8.963
12/1/2022,09:15:00 am,0,67.1592,8.964
12/1/2022,09:30:00 am,0,67.1515,8.966
12/1/2022,09:45:00 am,0,67.1513,8.968
12/1/2022,10:00:00 am,0,67.1424,8.970
12/1/2022,10:15:00 am,0,67.1389,8.972
12/1/2022,10:30:00 am,0,67.1426,8.974
12/1/2022,10:45:00 am,0,67.1250,8.974
12/1/2022,11:00:00 am,0,67.1400,8.977
12/1/2022,11:15:00 am,0,67.1303,8.979
12/1/2022,11:30:00 am,0,67.1253,8.980
12/1/2022,11:45:00 am,0,67.1257,8.982
12/1/2022,12:00:00 pm,0,67.1085,8.983
12/1/2022,12:15:00 pm,0,67.1184,8.984
12/1/2022,12:30:00 pm,0,67.0944,8.986
12/1/2022,12:45:00 pm,0,67.0777,8.987
12/1/2022,01:00:00 pm,0,67.0657,8.989
12/1/2022,01:15:00 pm,0,67.0545,8.990
12/1/2022,01:30:00 pm,0,67.0438,8.992
12/1/2022,01:45:00 pm,0,67.0253,8.993
12/1/2022,02:00:00 pm,0,67.0016,8.995
12/1/2022,02:15:00 pm,0,67.0046,8.996
12/1/2022,02:30:00 pm,0,66.9713,8.998
12/1/2022,02:45:00 pm,0,66.9551,8.999
12/1/2022,03:00:00 pm,0,66.9326,9.000
12/1/2022,03:15:00 pm,0,66.9242,9.002
12/1/2022,03:30:00 pm,0,66.8997,9.003
12/1/2022,03:45:00 pm,0,66.8868,9.004
12/1/2022,04:00:00 pm,0,66.9092,9.006
12/1/2022,04:15:00 pm,0,66.9273,9.007
12/1/2022,04:30:00 pm,0,66.9264,9.008
12/1/2022,04:45:00 pm,0,66.8991,9.011
12/1/2022,05:00:00 pm,0,66.9366,9.013
12/1/2022,05:15:00 pm,0,66.9484,9.015
12/1/2022,05:30:00 pm,0,66.9720,9.017
12/1/2022,05:45:00 pm,0,66.9807,9.018
12/1/2022,06:00:00 pm,0,66.9686,9.022
12/1/2022,06:15:00 pm,0,66.9850,9.025
12/1/2022,06:30:00 pm,0,66.9959,9.028
12/1/2022,06:45:00 pm,0,67.0041,9.031
12/1/2022,07:00:00 pm,0,67.0153,9.035
12/1/2022,07:15:00 pm,0,67.0282,9.039
12/1/2022,07:30:00 pm,0,67.0356,9.043
12/1/2022,07:45:00 pm,0,67.0562,9.048
12/1/2022,08:00:00 pm,0,67.0754,9.052
12/1/2022,08:15:00 pm,0,67.0996,9.058
12/1/2022,08:30:00 pm,0,67.1124,9.064
12/1/2022,08:45:00 pm,0,67.1209,9.069
12/1/2022,09:00:00 pm,0,67.1295,9.075
12/1/2022,09:15:00 pm,0,67.1111,9.082
12/1/2022,09:30:00 pm,0,67.1065,9.087
12/1/2022,09:45:00 pm,0,67.1051,9.095
12/1/2022,10:00:00 pm,0,67.1019,9.102
12/1/2022,10:15:00 pm,0,67.1098,9.110
12/1/2022,10:30:00 pm,0,67.0928,9.117
12/1/2022,10:45:00 pm,0,67.1061,9.125
12/1/2022,11:00:00 pm,0,67.0854,9.134
12/1/2022,11:15:00 pm,0,67.0862,9.141
12/1/2022,11:30:00 pm,0,67.0904,9.150
12/1/2022,11:45:00 pm,0,67.0833,9.159
12/2/2022,12:00:00 am,0,67.0665,9.167
12/2/2022,12:15:00 am,0,67.0481,9.176
12/2/2022,12:30:00 am,0,67.0459,9.185
12/2/2022,12:45:00 am,0,67.0285,9.194
12/2/2022,01:00:00 am,0,67.0132,9.202
12/2/2022,01:15:00 am,0,66.9987,9.212
12/2/2022,01:30:00 am,0,66.9927,9.220
12/2/2022,01:45:00 am,0,66.9709,9.228
12/2/2022,02:00:00 am,0,66.9767,9.237
12/2/2022,02:15:00 am,0,66.9517,9.245
12/2/2022,02:30:00 am,0,66.9284,9.253
12/2/2022,02:45:00 am,0,66.9244,9.262
12/2/2022,03:00:00 am,0,66.9128,9.270
12/2/2022,03:15:00 am,0,66.9038,9.278
12/2/2022,03:30:00 am,0,66.8877,9.285
12/2/2022,03:45:00 am,0,66.8918,9.293
12/2/2022,04:00:00 am,0,66.8874,9.300
12/2/2022,04:15:00 am,0,66.8860,9.307
12/2/2022,04:30:00 am,0,66.8807,9.314
12/2/2022,04:45:00 am,0,66.8943,9.321
12/2/2022,05:00:00 am,0,66.9034,9.328
12/2/2022,05:15:00 am,0,66.9087,9.333
12/2/2022,05:30:00 am,0,66.9076,9.340
12/2/2022,05:45:00 am,0,66.9333,9.346
12/2/2022,06:00:00 am,0,66.9332,9.352
12/2/2022,06:15:00 am,0,66.9562,9.357
12/2/2022,06:30:00 am,0,66.9492,9.362
12/2/2022,06:45:00 am,0,66.9774,9.367
12/2/2022,07:00:00 am,0,67.0040,9.372
12/2/2022,07:15:00 am,0,67.0232,9.376
12/2/2022,07:30:00 am,0,67.0431,9.380
12/2/2022,07:45:00 am,0,67.0494,9.385
12/2/2022,08:00:00 am,0,67.0571,9.389
12/2/2022,08:15:00 am,0,67.0558,9.392
12/2/2022,08:30:00 am,0,67.0698,9.396
12/2/2022,08:45:00 am,0,67.0795,9.399
12/2/2022,09:00:00 am,0,67.0863,9.401
12/2/2022,09:15:00 am,0,67.0781,9.405
12/2/2022,09:30:00 am,0,67.0870,9.408
12/2/2022,09:45:00 am,0,67.0816,9.411
12/2/2022,10:00:00 am,0,67.0738,9.414
12/2/2022,10:15:00 am,0,67.0667,9.417
12/2/2022,10:30:00 am,0,67.0776,9.419
12/2/2022,10:45:00 am,0,67.0707,9.421
12/2/2022,11:00:00 am,0,67.0509,9.423
12/2/2022,11:15:00 am,0,67.0582,9.427
12/2/2022,11:30:00 am,0,67.0381,9.429
12/2/2022,11:45:00 am,0,67.0352,9.431
12/2/2022,12:00:00 pm,0,67.0192,9.434
12/2/2022,12:15:00 pm,0,67.0013,9.436
12/2/2022,12:30:00 pm,0,66.9893,9.439
12/2/2022,12:45:00 pm,0,66.9669,9.440
12/2/2022,01:00:00 pm,0,66.9650,9.443
12/2/2022,01:15:00 pm,0,66.9540,9.444
12/2/2022,01:30:00 pm,0,66.9272,9.447
12/2/2022,01:45:00 pm,0,66.9265,9.449
12/2/2022,02:00:00 pm,0,66.9023,9.450
12/2/2022,02:15:00 pm,0,66.8921,9.452
12/2/2022,02:30:00 pm,0,66.8854,9.454
12/2/2022,02:45:00 pm,0,66.8760,9.456
12/2/2022,03:00:00 pm,0,66.8706,9.457
12/2/2022,03:15:00 pm,0,66.8499,9.459
12/2/2022,03:30:00 pm,0,66.8532,9.460
12/2/2022,03:45:00 pm,0,66.8556,9.462
12/2/2022,04:00:00 pm,0,66.8638,9.464
12/2/2022,04:15:00 pm,0,66.8672,9.465
12/2/2022,04:30:00 pm,0,66.8669,9.467
12/2/2022,04:45:00 pm,0,66.8719,9.468
12/2/2022,05:00:00 pm,0,66.8726,9.469
12/2/2022,05:15:00 pm,0,66.8801,9.471
12/2/2022,05:30:00 pm,0,66.8957,9.473
12/2/2022,05:45:00 pm,0,66.9077,9.474
12/2/2022,06:00:00 pm,0,66.9247,9.476
12/2/2022,06:15:00 pm,0,66.9328,9.478
12/2/2022,06:30:00 pm,0,66.9429,9.479
12/2/2022,06:45:00 pm,0,66.9548,9.481
12/2/2022,07:00:00 pm,0,66.9764,9.482
12/2/2022,07:15:00 pm,0,66.9860,9.485
12/2/2022,07:30:00 pm,0,67.0070,9.487
12/2/2022,07:45:00 pm,0,67.0213,9.489
12/2/2022,08:00:00 pm,0,67.0285,9.491
12/2/2022,08:15:00 pm,0,67.0397,9.493
12/2/2022,08:30:00 pm,0,67.0535,9.496
12/2/2022,08:45:00 pm,0,67.0651,9.498
12/2/2022,09:00:00 pm,0,67.0770,9.500
12/2/2022,09:15:00 pm,0,67.0893,9.502
12/2/2022,09:30:00 pm,0,67.0970,9.505
12/2/2022,09:45:00 pm,0,67.1030,9.506
12/2/2022,10:00:00 pm,0,67.1165,9.509
12/2/2022,10:15:00 pm,0,67.1098,9.511
12/2/2022,10:30:00 pm,0,67.1142,9.514
12/2/2022,10:45:00 pm,0,67.1096,9.515
12/2/2022,11:00:00 pm,0,67.0860,9.518
12/2/2022,11:15:00 pm,0,67.0846,9.521
12/2/2022,11:30:00 pm,0,67.0771,9.521
12/2/2022,11:45:00 pm,0,67.0684,9.524
12/3/2022,12:00:00 am,0,67.0669,9.525
12/3/2022,12:15:00 am,0,67.0557,9.526
12/3/2022,12:30:00 am,0,67.0385,9.530
12/3/2022,12:45:00 am,0,67.0309,9.531
12/3/2022,01:00:00 am,0,67.0187,9.533
12/3/2022,01:15:00 am,0,66.9995,9.535
12/3/2022,01:30:00 am,0,66.9935,9.536
12/3/2022,01:45:00 am,0,66.9801,9.536
12/3/2022,02:00:00 am,0,66.9689,9.538
12/3/2022,02:15:00 am,0,66.9547,9.539
12/3/2022,02:30:00 am,0,66.9480,9.541
12/3/2022,02:45:00 am,0,66.9327,9.541
12/3/2022,03:00:00 am,0,66.9216,9.542
12/3/2022,03:15:00 am,0,66.9213,9.543
12/3/2022,03:30:00 am,0,66.9200,9.543
12/3/2022,03:45:00 am,0,66.9163,9.544
12/3/2022,04:00:00 am,0,66.9226,9.544
12/3/2022,04:15:00 am,0,66.9259,9.544
12/3/2022,04:30:00 am,0,66.9350,9.544
12/3/2022,04:45:00 am,0,66.9367,9.544
12/3/2022,05:00:00 am,0,66.9512,9.544
12/3/2022,05:15:00 am,0,66.9548,9.544
12/3/2022,05:30:00 am,0,66.9648,9.544
12/3/2022,05:45:00 am,0,66.9607,9.543
12/3/2022,06:00:00 am,0,66.9752,9.543
12/3/2022,06:15:00 am,0,66.9817,9.542
12/3/2022,06:30:00 am,0,67.0029,9.541
12/3/2022,06:45:00 am,0,67.0253,9.540
12/3/2022,07:00:00 am,0,67.0396,9.539
12/3/2022,07:15:00 am,0,67.0609,9.537
12/3/2022,07:30:00 am,0,67.0743,9.536
12/3/2022,07:45:00 am,0,67.0860,9.534
12/3/2022,08:00:00 am,0,67.1043,9.534
12/3/2022,08:15:00 am,0,67.1126,9.531
12/3/2022,08:30:00 am,0,67.1179,9.530
12/3/2022,08:45:00 am,0,67.1147,9.528
12/3/2022,09:00:00 am,0,67.1168,9.526
12/3/2022,09:15:00 am,0,67.1230,9.525
12/3/2022,09:30:00 am,0,67.1245,9.522
12/3/2022,09:45:00 am,0,67.1255,9.521
12/3/2022,10:00:00 am,0,67.1253,9.518
12/3/2022,10:15:00 am,0,67.1243,9.516
12/3/2022,10:30:00 am,0,67.1290,9.514
12/3/2022,10:45:00 am,0,67.1213,9.512
12/3/2022,11:00:00 am,0,67.1160,9.510
12/3/2022,11:15:00 am,0,67.1100,9.508
12/3/2022,11:30:00 am,0,67.0774,9.507
12/3/2022,11:45:00 am,0,67.0638,9.505
12/3/2022,12:00:00 pm,0,67.0514,9.503
12/3/2022,12:15:00 pm,0,67.0352,9.502
