"","New.Name","Location","Date","Watertemp_c","AirPress_kpa","ppm_Corrected","pCO2_w_uatm","CO2_umol.L","CO2_sat_precent","pCO2_air_ppm","pCO2_air_uatm","KH_mol.l.atm"
"69","S10","edge",2022-07-05,7.36585,63.72989,6088.5119014167,3836.29936239464,225.663816314059,1456.97524434311,418.53,263.305734074038,0.0588233073065493
"70","S10","edge",2022-07-08,7.28,63.80642,4268.3870988327,2692.68492014376,158.808039257966,1021.41918740898,418.53,263.62192460612,0.0589775796157716
"71","S10","edge",2022-07-18,7.582,63.80909,4733.3770712254,2986.14565335513,174.501648478789,1132.69057830744,418.53,263.632955949655,0.05843708537215
"72","S11","edge",2022-07-05,7.179,63.70984,1830.49691061761,1153.01215608033,68.2118717418788,438.036422697926,418.53,263.222895707799,0.0591597160378301
"73","S11","middle",2022-07-05,7.179,63.70984,2790.82043761829,1757.91058228316,103.997490867768,667.841062061182,418.53,263.222895707799,0.0591597160378301
"74","S11","edge",2022-07-05,7.179,63.70984,4013.93229005206,2528.33681240788,149.575687870043,960.530734079669,418.53,263.222895707799,0.0591597160378301
"75","S11","edge",2022-07-08,7.381,63.79533,2025.82979645712,1277.76009267419,75.1273542497677,484.778425311007,418.53,263.576105280355,0.0587961344860409
"76","S11","middle",2022-07-08,7.381,63.79533,3031.77161553838,1912.24197966291,112.432436606114,725.49898923081,418.53,263.576105280355,0.0587961344860409
"77","S11","edge",2022-07-08,7.381,63.79533,3189.50457142667,2011.72954603501,118.281920938216,763.244279634231,418.53,263.576105280355,0.0587961344860409
"78","S11","edge",2022-07-18,8.282,63.77594,2324.03121897815,1465.40107532169,83.8320792192397,556.137895834305,418.53,263.49599376308,0.0572076004522085
"79","S11","middle",2022-07-18,8.282,63.77594,3901.97443328213,2460.3617557786,140.751392292476,933.737822970777,418.53,263.49599376308,0.0572076004522085
"80","S11","edge",2022-07-18,8.282,63.77594,4102.88023999456,2587.04145904188,147.998434142167,981.814342637786,418.53,263.49599376308,0.0572076004522085
"81","S6","edge",2022-07-11,8.4016,62.78498,405.54065220198,251.743552549423,14.3495686867724,97.0477449266156,418.53,259.401753992103,0.0570007396076419
"82","S6","edge",2022-07-19,6.166,62.74875,674.233961931843,418.296562316083,25.5267233740412,161.347436086632,418.53,259.252066510365,0.0610254199381921
"83","S6","edge",2022-07-22,6.37,62.68232,679.386221630878,421.047513633393,25.5339761689567,162.580665453154,418.53,258.977605030602,0.060643930535567
"84","Wetland","edge",2022-07-06,6.0454,62.70932,1716.12846906332,1064.02272949957,65.1738811949669,410.678215155072,418.53,259.089157942744,0.0612523392480718
"85","Wetland","middle",2022-07-06,6.0454,62.70932,1682.12031274908,1042.9372152394,63.8823441222828,402.539891487807,418.53,259.089157942744,0.0612523392480718
"86","Wetland","edge",2022-07-06,6.0454,62.70932,1655.41734800359,1026.38101799285,62.8682383118793,396.149737079954,418.53,259.089157942744,0.0612523392480718
"87","Wetland","edge",2022-07-22,6.1658,62.88231,1239.19374548249,770.432958046805,47.016284064694,296.544052134328,418.53,259.803881582428,0.0610257953967719
"88","Wetland","middle",2022-07-22,6.1658,62.88231,2413.24996571719,1500.36853911809,91.5611834879741,577.500432241258,418.53,259.803881582428,0.0610257953967719
"89","Wetland","edge",2022-07-22,6.1658,62.88231,2190.58599149692,1361.93363744565,83.1130835027393,524.216046792797,418.53,259.803881582428,0.0610257953967719
"90","Wetland","edge",2022-07-27,7.2852,62.96565,2172.41640681809,1352.4244798864,79.7500656607072,519.866920878272,418.53,260.148208237907,0.0589682210332409
"91","Wetland","middle",2022-07-27,7.2852,62.96565,2094.70937645405,1304.04844581035,76.8974169905989,501.271353988258,418.53,260.148208237907,0.0589682210332409
"92","Wetland","edge",2022-07-27,7.2852,62.96565,2095.89573196704,1304.78700414225,76.9409684615605,501.555253053681,418.53,260.148208237907,0.0589682210332409
"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,418.53,NA,NA
"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,418.53,NA,NA
"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,418.53,NA,NA
"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,418.53,NA,NA
"97","S5","edge",2022-10-15,7.949167,62.5518,432.716514000348,267.617190126637,15.4651071440077,103.551655602529,418.53,258.438349990128,0.0577881680047893
"98","S5","middle",2022-10-15,7.949167,62.5518,426.483566655402,263.762371092251,15.2423442140206,102.060073941165,418.53,258.438349990128,0.0577881680047893
"99","S5","middle",2022-10-15,7.949167,62.5518,NA,NA,NA,NA,418.53,258.438349990128,0.0577881680047893
"100","S5","edge",2022-10-15,7.949167,62.5518,NA,NA,NA,NA,418.53,258.438349990128,0.0577881680047893
"101","S7","edge",2022-10-15,7.848667,62.5118,612.55230587393,378.596281018401,21.9452956440176,146.587585362162,418.53,258.273086416584,0.0579649001965525
"102","S7","edge",2022-10-15,7.848667,62.5118,NA,NA,NA,NA,418.53,258.273086416584,0.0579649001965525
"103","S7","middle",2022-10-15,7.848667,62.5118,610.679121449598,377.438533916785,21.8781869488196,146.139320652246,418.53,258.273086416584,0.0579649001965525
"104","S7","middle",2022-10-15,7.848667,62.5118,NA,NA,NA,NA,418.53,258.273086416584,0.0579649001965525
"105","S6","edge",2022-10-15,7.582,62.445,874.050208002087,539.642242108017,31.5351197724847,209.166013863847,418.53,257.997096248766,0.05843708537215
"106","S6","edge",2022-10-15,7.582,62.445,NA,NA,NA,NA,418.53,257.997096248766,0.05843708537215
"107","S6","middle",2022-10-15,7.582,62.445,NA,NA,NA,NA,418.53,257.997096248766,0.05843708537215
"108","S6","middle",2022-10-15,7.582,62.445,NA,NA,NA,NA,418.53,257.997096248766,0.05843708537215
"109","S4","edge",2022-10-16,8.248667,62.2807,1571.96841301045,967.990252007768,55.4323668608123,376.184026491268,418.53,257.318276120434,0.0572654184748623
"110","S4","edge",2022-10-16,8.248667,62.2807,NA,NA,NA,NA,418.53,257.318276120434,0.0572654184748623
"111","S4","middle",2022-10-16,8.248667,62.2807,NA,NA,NA,NA,418.53,257.318276120434,0.0572654184748623
"112","S4","middle",2022-10-16,8.248667,62.2807,NA,NA,NA,NA,418.53,257.318276120434,0.0572654184748623
"113","Wetland","edge",2022-10-16,7.589333,62.4405,2709.93584602751,1673.0053062085,97.7437248427048,648.505700917284,418.53,257.978504096742,0.058424037556832
"114","Wetland","edge",2022-10-16,7.589333,62.4405,NA,NA,NA,NA,418.53,257.978504096742,0.058424037556832
"115","Wetland","middle",2022-10-16,7.589333,62.4405,NA,NA,NA,NA,418.53,257.978504096742,0.058424037556832
"116","Wetland","middle",2022-10-16,7.589333,62.4405,NA,NA,NA,NA,418.53,257.978504096742,0.058424037556832
"117","S12","edge",2022-10-16,8.382,62.2806,4065.83310955546,2503.66386145326,142.79540812227,972.984864959748,418.53,257.317862961501,0.057034576534321
"118","S12","edge",2022-10-16,8.382,62.2806,NA,NA,NA,NA,418.53,257.317862961501,0.057034576534321
"119","S12","middle",2022-10-16,8.382,62.2806,4157.42105231387,2560.06200083832,146.01205211942,994.902558016872,418.53,257.317862961501,0.057034576534321
"120","S12","middle",2022-10-16,8.382,62.2806,NA,NA,NA,NA,418.53,257.317862961501,0.057034576534321
"121","S11","edge",2022-10-16,8.978,62.2605,3266.59064232,2010.85716410671,112.641478896674,781.72044500727,418.53,257.234818015795,0.0560166484757324
"122","S11","edge",2022-10-16,8.978,62.2605,NA,NA,NA,NA,418.53,257.234818015795,0.0560166484757324
"123","S11","middle",2022-10-16,8.978,62.2605,3135.95550433629,1930.44041408748,108.136802079286,750.458444536441,418.53,257.234818015795,0.0560166484757324
"124","S11","middle",2022-10-16,8.978,62.2605,NA,NA,NA,NA,418.53,257.234818015795,0.0560166484757324
"125","S10","edge",2022-10-16,8.481,62.2664,NA,NA,NA,NA,418.53,257.259194392892,0.0568639188376262
"126","S10","edge",2022-10-16,8.481,62.2664,NA,NA,NA,NA,418.53,257.259194392892,0.0568639188376262
"127","S10","middle",2022-10-16,8.481,62.2664,4129.14640303177,2542.07218728985,144.552186537437,988.136573034407,418.53,257.259194392892,0.0568639188376262
"128","S10","middle",2022-10-16,8.481,62.2664,NA,NA,NA,NA,418.53,257.259194392892,0.0568639188376262
