"Lat","Lon","Site","Site2","Date","AirPress_kpa","Watertemp_c","pCO2_ppm","CH4_umol.L","CO2_umol.L","pCO2_air_ppm","air_pressure_atm","water_pressure_atm","pCO2_air_atm","pCO2_air_uatm","pCO2_w_atm","pCO2_w_uatm","KH_mol.l.atm","KH_mol.m3.atm","CO2_sat_mol.L","CO2_mol.L","CO2_sat_precent","KH_CH4_mol.L.atm","CH4_air_atm","CH4_sat_umol.L","CH4_pSat","CH4_mol.L","pCH4_w_atm","pCH4_w_uatm","pCH4_ppm"
-0.327926748,-78.20042241,"Gavilan","Waypt01","11/29/22",62.3881,7.356,10449.169322947,5.2388,379.259047614911,418.53,0.615874629812438,0.616842470812438,0.0002577620088154,257.7620088154,0.00644549142310416,6445.49142310416,0.0588409824354803,58.8409824354803,0.0000151669698332411,0.000379259047614911,2500.55912146471,0.00198762404449881,0.00000117691794133268,0.00233927039859486,223950.168528906,0.0000052388,0.00263570971306146,2635.70971306146,4272.90570571443
-0.327926748,-78.20042241,"Gavilan","Waypt01","11/29/22",62.3881,7.356,10449.169322947,2.2586,379.259047614911,418.53,0.615874629812438,0.616842470812438,0.0002577620088154,257.7620088154,0.00644549142310416,6445.49142310416,0.0588409824354803,58.8409824354803,0.0000151669698332411,0.000379259047614911,2500.55912146471,0.00198762404449881,0.00000117691794133268,0.00233927039859486,96551.4718331272,0.0000022586,0.00113633159462484,1136.33159462484,1842.17470163523
-0.328094093,-78.20023206,"Gavilan","waypt10","11/29/22",62.3653,7.334,13732.6248426205,0.2985,498.586709027344,418.53,0.615649555774926,0.616617396774926,0.00025766780857848,257.66780857848,0.00846777538134333,8467.77538134333,0.0588804835477636,58.8804835477636,0.0000151716051637935,0.000498586709027344,3286.31482064405,0.00198851349915365,0.00000117648783159921,0.00233946193472503,12759.3441709529,0.0000002985,0.000150112131563124,150.112131563124,243.44452872762
-0.328094093,-78.20023206,"Gavilan","waypt10","11/29/22",62.3653,7.334,13732.6248426205,0.3024,498.586709027344,418.53,0.615649555774926,0.616617396774926,0.00025766780857848,257.66780857848,0.00846777538134333,8467.77538134333,0.0588804835477636,58.8804835477636,0.0000151716051637935,0.000498586709027344,3286.31482064405,0.00198851349915365,0.00000117648783159921,0.00233946193472503,12926.0491701714,0.0000003024,0.000152073395593597,152.073395593597,246.625211012504
-0.326712588,-78.19979796,"Gavilan","waypt11","11/29/22",62.2956,7.304,12020.6293064534,0.8299,436.341956845308,418.53,0.614961500493583,0.615929341493583,0.000257379836801579,257.379836801579,0.00740385829306231,7403.85829306231,0.0589344014396083,58.9344014396083,0.0000151685266245252,0.000436341956845308,2876.62716126832,0.00198972725842378,0.00000117517297859822,0.00233827370887995,35491.9955199569,0.0000008299,0.000417092340915825,417.092340915825,677.175631711922
-0.326712588,-78.19979796,"Gavilan","waypt11","11/29/22",62.2956,7.304,12020.6293064534,0.8543,436.341956845308,418.53,0.614961500493583,0.615929341493583,0.000257379836801579,257.379836801579,0.00740385829306231,7403.85829306231,0.0589344014396083,58.9344014396083,0.0000151685266245252,0.000436341956845308,2876.62716126832,0.00198972725842378,0.00000117517297859822,0.00233827370887995,36535.500388841,0.0000008543,0.000429355328165308,429.355328165308,697.085362298463
-0.326281381,-78.20010507,"Gavilan","Waypt03","11/29/22",62.2576,7.291,7671.2700035195,0.3492,278.403530143785,418.53,0.614586377097729,0.615554218097729,0.000257222836406713,257.222836406713,0.00472208260883301,4722.08260883301,0.0589577847755163,58.9577847755163,0.0000151652886282148,0.000278403530143785,1835.79447097248,0.00199025353151778,0.00000117445612904245,0.00233746545843943,14939.2581926382,0.0000003492,0.000175455033476915,175.455033476915,285.035872256924
-0.326281381,-78.20010507,"Gavilan","Waypt03","11/29/22",62.2576,7.291,7671.2700035195,0.2214,278.403530143785,418.53,0.614586377097729,0.615554218097729,0.000257222836406713,257.222836406713,0.00472208260883301,4722.08260883301,0.0589577847755163,58.9577847755163,0.0000151652886282148,0.000278403530143785,1835.79447097248,0.00199025353151778,0.00000117445612904245,0.00233746545843943,9471.79772007472,0.0000002214,0.00011124210885392,111.24210885392,180.718620039184
-0.326323835,-78.19988681,"Gavilan","waypy04","11/29/22",62.1824,7.278,1467.3411644377,0,53.2092083814107,418.53,0.613844027640671,0.614811868640671,0.00025691214088845,256.91214088845,0.000902138763241321,902.138763241321,0.0589811795584903,58.9811795584903,0.0000151529811124978,0.0000532092083814107,351.146800661719,0.00199077999262141,0.00000117303752150049,0.0023352596283974,0,0,0,0,0
-0.326323835,-78.19988681,"Gavilan","waypy04","11/29/22",62.1824,7.278,1467.3411644377,0,53.2092083814107,418.53,0.613844027640671,0.614811868640671,0.00025691214088845,256.91214088845,0.000902138763241321,902.138763241321,0.0589811795584903,58.9811795584903,0.0000151529811124978,0.0000532092083814107,351.146800661719,0.00199077999262141,0.00000117303752150049,0.0023352596283974,0,0,0,0,0
