"Lat","Lon","Site","Site2","Date","AirPress_kpa","Watertemp_c","pCO2_ppm","CH4_umol.L","CO2_umol.L","pCO2_air_ppm","air_pressure_atm","water_pressure_atm","pCO2_air_atm","pCO2_air_uatm","pCO2_w_atm","pCO2_w_uatm","KH_mol.l.atm","KH_mol.m3.atm","CO2_sat_mol.L","CO2_mol.L","CO2_sat_precent","KH_CH4_mol.L.atm","CH4_air_atm","CH4_sat_umol.L","CH4_pSat","CH4_mol.L","pCH4_w_atm","pCH4_w_uatm","pCH4_ppm"
-0.327066346,-78.20043809,"Gavilan","Waypoint2","11/29/22",NA,NA,NA,NA,NA,418.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.328265587,-78.20016811,"Gavilan","waypt12","11/30/22",62.3872,7.538,5612.8523199435,9.6714,202.59195153032,418.53,0.615865745310958,0.616833586310958,0.000257758290384995,257.758290384995,0.00346219582594453,3462.19582594453,0.0585154513826642,58.5154513826642,0.0000150828427095018,0.00020259195153032,1343.19475069969,0.0019802863987613,0.00000117690096331688,0.00233060097034549,414974.511855898,0.0000096714,0.00488383902755159,4883.83902755158,7917.59582476682
-0.328265587,-78.20016811,"Gavilan","waypt12","11/30/22",62.3872,7.538,5612.8523199435,8.2002,202.59195153032,418.53,0.615865745310958,0.616833586310958,0.000257758290384995,257.758290384995,0.00346219582594453,3462.19582594453,0.0585154513826642,58.5154513826642,0.0000150828427095018,0.00020259195153032,1343.19475069969,0.0019802863987613,0.00000117690096331688,0.00233060097034549,351849.162698341,0.0000082002,0.00414091618521915,4140.91618521915,6713.18209176054
-0.328201926,-78.19985798,"Gavilan","waypt13","11/30/22",62.3582,7.507,12609.123844602,2.555,455.336054011312,418.53,0.615579466929911,0.616547307929911,0.000257638474294176,257.638474294176,0.00777412136174421,7774.12136174421,0.058570741672748,58.570741672748,0.0000150900765228451,0.000455336054011312,3017.45357832992,0.00198153362915304,0.00000117635389391905,0.00233098480058573,109610.324329784,0.000002555,0.00128940531839072,1289.40531839072,2091.3323305554
-0.328201926,-78.19985798,"Gavilan","waypt13","11/30/22",62.3582,7.507,12609.123844602,2.5151,455.336054011312,418.53,0.615579466929911,0.616547307929911,0.000257638474294176,257.638474294176,0.00777412136174421,7774.12136174421,0.058570741672748,58.570741672748,0.0000150900765228451,0.000455336054011312,3017.45357832992,0.00198153362915304,0.00000117635389391905,0.00233098480058573,107898.601456689,0.0000025151,0.00126926939971996,1269.26939971996,2058.67316813303
-0.328201926,-78.19985798,"Gavilan","waypt14","11/30/22",62.3242,7.486,6867.700234585,0.1893,248.027524234692,418.53,0.615243830207305,0.616211671207305,0.000257498000256663,257.498000256663,0.00423195703890442,4231.95703890442,0.0586082330124273,58.6082330124273,0.0000150915027992766,0.000248027524234692,1643.49122505269,0.00198237913010822,0.00000117571250221125,0.0023307079273909,8121.99580116034,0.0000001893,0.0000954913200633152,95.4913200633152,154.96512728528
-0.328201926,-78.19985798,"Gavilan","waypt14","11/30/22",62.3242,7.486,6867.700234585,0.1789,248.027524234692,418.53,0.615243830207305,0.616211671207305,0.000257498000256663,257.498000256663,0.00423195703890442,4231.95703890442,0.0586082330124273,58.6082330124273,0.0000150915027992766,0.000248027524234692,1643.49122505269,0.00198237913010822,0.00000117571250221125,0.0023307079273909,7675.77944441408,0.0000001789,0.0000902450985701378,90.2450985701378,146.451459436538
-0.327188387,-78.19932849,"Gavilan","waypt08","11/30/22",62.2761,7.464,1883.213367212,1.2702,68.0055692271965,418.53,0.6147690029615,0.615736843961501,0.000257299270809477,257.299270809477,0.00115956385523323,1159.56385523323,0.0586475414185089,58.6475414185089,0.0000150899696417509,0.0000680055692271965,450.667369396415,0.0019832654157812,0.00000117480512158934,0.00232995036793076,54516.182725732,0.0000012702,0.000640458906756902,640.458906756902,1040.1503711169
-0.327188387,-78.19932849,"Gavilan","waypt08","11/30/22",62.2761,7.464,1883.213367212,1.5216,68.0055692271965,418.53,0.6147690029615,0.615736843961501,0.000257299270809477,257.299270809477,0.00115956385523323,1159.56385523323,0.0586475414185089,58.6475414185089,0.0000150899696417509,0.0000680055692271965,450.667369396415,0.0019832654157812,0.00000117480512158934,0.00232995036793076,65306.1121362572,0.0000015216,0.000767219550087626,767.219550087626,1246.01858344471
-0.327040656,-78.19938566,"Gavilan","waypt07","11/30/22",62.227,7.451,2225.4627145415,3.6229,80.3332530093454,418.53,0.614284304047384,0.615252145047384,0.000257096409772952,257.096409772952,0.00136922070884463,1369.22070884463,0.0586707844034376,58.6707844034376,0.0000150840480286867,0.0000803332530093454,532.570917677857,0.0019837893816373,0.00000117387887650543,0.00232872845053979,155574.171782898,0.0000036229,0.00182625233985771,1826.25233985771,2968.29902107381
-0.327040656,-78.19938566,"Gavilan","waypt07","11/30/22",62.227,7.451,2225.4627145415,3.8544,80.3332530093454,418.53,0.614284304047384,0.615252145047384,0.000257096409772952,257.096409772952,0.00136922070884463,1369.22070884463,0.0586707844034376,58.6707844034376,0.0000150840480286867,0.0000803332530093454,532.570917677857,0.0019837893816373,0.00000117387887650543,0.00232872845053979,165515.219222171,0.0000038544,0.00194294819585072,1942.94819585072,3157.9706165853
-0.326784505,-78.19940108,"Gavilan","waypt06","11/30/22",62.1573,7.454,4322.4861976595,0.8845,155.841448654748,418.53,0.613596248766041,0.614564089766041,0.000256808437996051,256.808437996051,0.00265644479559089,2656.44479559089,0.058665419629051,58.665419629051,0.0000150657747793195,0.000155841448654748,1034.40713098054,0.00198366844984511,0.00000117256402350444,0.00232597825884921,38027.0106410028,0.0000008845,0.000445891045990605,445.891045990605,725.540351959632
-0.326784505,-78.19940108,"Gavilan","waypt06","11/30/22",62.1573,7.454,4322.4861976595,0.9108,155.841448654748,418.53,0.613596248766041,0.614564089766041,0.000256808437996051,256.808437996051,0.00265644479559089,2656.44479559089,0.058665419629051,58.665419629051,0.0000150657747793195,0.000155841448654748,1034.40713098054,0.00198366844984511,0.00000117256402350444,0.00232597825884921,39157.7176843701,0.0000009108,0.000459149309992361,459.149309992361,747.113796003203
-0.326476721,-78.19944416,"Gavilan","waypt05","12/1/22",62.3281,8.234,12031.5508524861,20.0253,424.780109549093,418.53,0.615282329713722,0.616250170713722,0.000257514113455084,257.514113455084,0.00741444526679538,7414.44526679538,0.0572908820908578,57.2908820908578,0.000014753210710687,0.000424780109549093,2879.23841039828,0.00195256112164333,0.00000117578607361303,0.00229579417470647,872260.249661115,0.0000200253,0.0102559145411776,10255.9145411776,16642.4530630143
-0.326476721,-78.19944416,"Gavilan","waypt05","12/1/22",62.3281,8.234,12031.5508524861,16.7675,424.780109549093,418.53,0.615282329713722,0.616250170713722,0.000257514113455084,257.514113455084,0.00741444526679538,7414.44526679538,0.0572908820908578,57.2908820908578,0.000014753210710687,0.000424780109549093,2879.23841039828,0.00195256112164333,0.00000117578607361303,0.00229579417470647,730357.284844309,0.0000167675,0.00858743924281764,8587.43924281764,13934.9888258399
-0.327248527,-78.19988463,"Gavilan","waypt09","12/1/22",62.1925,8.182,18036.825547609,1.7017,636.418724413462,418.53,0.613943731490622,0.614911572490622,0.00025695386994077,256.95386994077,0.0110910527602193,11091.0527602193,0.0573812728306668,57.3812728306668,0.000014744340115967,0.000636418724413462,4316.35949393401,0.00195461435198802,0.00000117322805256663,0.00229320838970169,74206.0777224595,0.0000017017,0.000870606520549294,870.606520549294,1415.82393224933
-0.327248527,-78.19988463,"Gavilan","waypt09","12/1/22",62.1925,8.182,18036.825547609,1.65,636.418724413462,418.53,0.613943731490622,0.614911572490622,0.00025695386994077,256.95386994077,0.0110910527602193,11091.0527602193,0.0573812728306668,57.3812728306668,0.000014744340115967,0.000636418724413462,4316.35949393401,0.00195461435198802,0.00000117322805256663,0.00229320838970169,71951.5944303097,0.00000165,0.000844156290125366,844.156290125366,1372.80924264641
