"Plot Title: Inj_DO_x50m_2022-07-01"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21223042, SEN S/N: 21223042)","Temp, °C (LGR S/N: 21223042, SEN S/N: 21223042)","Coupler Attached (LGR S/N: 21223042)","Host Connected (LGR S/N: 21223042)","Stopped (LGR S/N: 21223042)","End Of File (LGR S/N: 21223042)"
1,07/01/22 09:15:00 AM,6.60,14.18,,,,
2,07/01/22 09:20:00 AM,6.58,14.54,,,,
3,07/01/22 09:25:00 AM,6.65,14.00,,,,
4,07/01/22 09:30:00 AM,6.73,13.56,,,,
5,07/01/22 09:35:00 AM,6.50,15.66,,,,
6,07/01/22 09:40:00 AM,6.34,16.38,,,,
7,07/01/22 09:45:00 AM,6.37,16.04,,,,
8,07/01/22 09:50:00 AM,6.40,15.78,,,,
9,07/01/22 09:55:00 AM,6.34,15.78,,,,
10,07/01/22 10:00:00 AM,6.38,15.38,,,,
11,07/01/22 10:05:00 AM,6.44,15.04,,,,
12,07/01/22 10:10:00 AM,6.49,14.86,,,,
13,07/01/22 10:15:00 AM,6.51,14.80,,,,
14,07/01/22 10:20:00 AM,6.78,11.10,,,,
15,07/01/22 10:25:00 AM,7.50,8.46,,,,
16,07/01/22 10:30:00 AM,7.75,7.64,,,,
17,07/01/22 10:35:00 AM,7.86,7.36,,,,
18,07/01/22 10:40:00 AM,7.88,7.30,,,,
19,07/01/22 10:45:00 AM,7.89,7.32,,,,
20,07/01/22 10:50:00 AM,7.89,7.36,,,,
21,07/01/22 10:55:00 AM,7.86,7.44,,,,
22,07/01/22 11:00:00 AM,7.86,7.48,,,,
23,07/01/22 11:05:00 AM,7.86,7.54,,,,
24,07/01/22 11:10:00 AM,7.84,7.58,,,,
25,07/01/22 11:15:00 AM,7.83,7.60,,,,
26,07/01/22 11:20:00 AM,7.82,7.62,,,,
27,07/01/22 11:25:00 AM,7.81,7.64,,,,
28,07/01/22 11:30:00 AM,7.82,7.64,,,,
