"","vaisala","air_co2_ppm","pre_plateau_co2_ppm","plateau_co2_ppm","post_plateau_co2_ppm"
"1","xn10m",324.905371964631,941.043992953073,933.974509466412,916.768537110216
"2","x0m",NA,1041.67211933576,1797.60251762507,1035.50043336824
"3","x25m",333.382520225521,458.64795617034,991.768004495415,NA
"4","x50m",308.927464489811,883.776754765233,1451.61879312723,NA
