"Plot Title: Injection_Conductivity_x0m_2022-07-01"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20954780, SEN S/N: 20954780)","Temp, °C (LGR S/N: 20954780, SEN S/N: 20954780)","Coupler Detached (LGR S/N: 20954780)","Coupler Attached (LGR S/N: 20954780)","Host Connected (LGR S/N: 20954780)","Stopped (LGR S/N: 20954780)","End Of File (LGR S/N: 20954780)"
1,07/01/22 12:02:11 PM,2.0,21.40,Logged,,,,
2,07/01/22 12:02:12 PM,2.0,21.39,,,,,
3,07/01/22 12:02:13 PM,1.4,21.34,,,,,
4,07/01/22 12:02:14 PM,2.0,21.34,,,,,
5,07/01/22 12:02:15 PM,2.0,21.35,,,,,
6,07/01/22 12:02:16 PM,3.3,21.37,,,,,
7,07/01/22 12:02:17 PM,2.0,21.37,,,,,
8,07/01/22 12:02:18 PM,1.9,21.35,,,,,
9,07/01/22 12:02:19 PM,3.3,21.35,,,,,
10,07/01/22 12:02:20 PM,1.9,21.28,,,,,
11,07/01/22 12:02:21 PM,1.9,21.29,,,,,
12,07/01/22 12:02:22 PM,2.0,21.24,,,,,
13,07/01/22 12:02:23 PM,2.0,21.23,,,,,
14,07/01/22 12:02:24 PM,2.0,21.22,,,,,
15,07/01/22 12:02:25 PM,3.3,21.16,,,,,
16,07/01/22 12:02:26 PM,2.0,21.00,,,,,
17,07/01/22 12:02:27 PM,3.3,20.98,,,,,
18,07/01/22 12:02:28 PM,3.3,20.90,,,,,
19,07/01/22 12:02:29 PM,2.0,20.82,,,,,
20,07/01/22 12:02:30 PM,1.9,20.95,,,,,
21,07/01/22 12:02:31 PM,1.9,21.01,,,,,
22,07/01/22 12:02:32 PM,2.0,21.06,,,,,
23,07/01/22 12:02:33 PM,2.0,21.10,,,,,
24,07/01/22 12:02:34 PM,1.9,21.11,,,,,
25,07/01/22 12:02:35 PM,2.0,21.04,,,,,
26,07/01/22 12:02:36 PM,1.9,20.88,,,,,
27,07/01/22 12:02:37 PM,81.9,12.29,,,,,
28,07/01/22 12:02:38 PM,76.6,11.20,,,,,
29,07/01/22 12:02:39 PM,75.1,10.38,,,,,
30,07/01/22 12:02:40 PM,75.2,10.34,,,,,
31,07/01/22 12:02:41 PM,75.0,9.91,,,,,
32,07/01/22 12:02:42 PM,74.7,9.65,,,,,
33,07/01/22 12:02:43 PM,74.8,9.58,,,,,
34,07/01/22 12:02:44 PM,74.9,9.53,,,,,
35,07/01/22 12:02:45 PM,74.6,9.36,,,,,
36,07/01/22 12:02:46 PM,74.6,9.30,,,,,
37,07/01/22 12:02:47 PM,74.5,9.11,,,,,
38,07/01/22 12:02:48 PM,74.6,9.13,,,,,
39,07/01/22 12:02:49 PM,74.4,9.03,,,,,
40,07/01/22 12:02:50 PM,74.6,9.09,,,,,
41,07/01/22 12:02:51 PM,74.4,8.93,,,,,
42,07/01/22 12:02:52 PM,74.6,8.96,,,,,
43,07/01/22 12:02:53 PM,74.4,8.91,,,,,
44,07/01/22 12:02:54 PM,74.5,8.90,,,,,
45,07/01/22 12:02:55 PM,74.4,8.84,,,,,
46,07/01/22 12:02:56 PM,74.6,8.90,,,,,
47,07/01/22 12:02:57 PM,74.6,8.91,,,,,
48,07/01/22 12:02:58 PM,74.8,8.99,,,,,
49,07/01/22 12:02:59 PM,74.7,8.93,,,,,
50,07/01/22 12:03:00 PM,74.7,8.88,,,,,
51,07/01/22 12:03:01 PM,74.8,9.02,,,,,
52,07/01/22 12:03:02 PM,74.5,8.80,,,,,
