"Plot Title: EC 3"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20636126, SEN S/N: 20636126)","Full Range, μS/cm (LGR S/N: 20636126, SEN S/N: 20636126, LBL: Conductivity)","Temp, °C (LGR S/N: 20636126, SEN S/N: 20636126)","Coupler Detached (LGR S/N: 20636126)","End Of File (LGR S/N: 20636126)"
6825,04/01/20 02:00:00 PM,15.5,13.8,12.72,,
6826,04/01/20 02:15:00 PM,15.5,13.4,12.79,,
6827,04/01/20 02:30:00 PM,15.5,13.8,12.79,,
6828,04/01/20 02:45:00 PM,15.4,13.4,12.78,,
6829,04/01/20 03:00:00 PM,15.4,13.8,12.72,,
6830,04/01/20 03:15:00 PM,15.2,13.4,12.66,,
6831,04/01/20 03:30:00 PM,15.2,13.4,12.60,,
6832,04/01/20 03:45:00 PM,15.1,13.0,12.54,,
6833,04/01/20 04:00:00 PM,15.1,13.0,12.50,,
6834,04/01/20 04:15:00 PM,15.0,13.0,12.48,,
6835,04/01/20 04:30:00 PM,15.0,13.0,12.47,,
6836,04/01/20 04:45:00 PM,15.0,13.0,12.38,,
6837,04/01/20 05:00:00 PM,14.9,13.0,12.27,,
6838,04/01/20 05:15:00 PM,14.9,13.0,12.18,,
6839,04/01/20 05:30:00 PM,14.9,13.0,12.11,,
6840,04/01/20 05:45:00 PM,14.8,13.0,12.03,,
6841,04/01/20 06:00:00 PM,14.7,13.0,11.91,,
6842,04/01/20 06:15:00 PM,14.7,13.0,11.78,,
6843,04/01/20 06:30:00 PM,14.7,13.0,11.57,,
6844,04/01/20 06:45:00 PM,14.6,13.0,11.41,,
6845,04/01/20 07:00:00 PM,14.5,13.0,11.29,,
6846,04/01/20 07:15:00 PM,14.5,13.0,11.19,,
6847,04/01/20 07:30:00 PM,14.5,13.0,11.10,,
6848,04/01/20 07:45:00 PM,14.5,13.0,11.01,,
6849,04/01/20 08:00:00 PM,14.5,12.7,10.94,,
6850,04/01/20 08:15:00 PM,14.5,13.1,10.85,,
6851,04/01/20 08:30:00 PM,14.5,13.1,10.77,,
6852,04/01/20 08:45:00 PM,14.5,13.1,10.68,,
6853,04/01/20 09:00:00 PM,14.5,13.1,10.60,,
6854,04/01/20 09:15:00 PM,14.5,12.7,10.52,,
6855,04/01/20 09:30:00 PM,14.5,13.1,10.44,,
6856,04/01/20 09:45:00 PM,14.5,12.7,10.36,,
6857,04/01/20 10:00:00 PM,14.5,13.1,10.32,,
6858,04/01/20 10:15:00 PM,14.5,12.7,10.25,,
6859,04/01/20 10:30:00 PM,14.5,13.1,10.20,,
6860,04/01/20 10:45:00 PM,14.5,12.7,10.12,,
6861,04/01/20 11:00:00 PM,14.5,12.7,10.04,,
6862,04/01/20 11:15:00 PM,14.5,13.1,9.94,,
6863,04/01/20 11:30:00 PM,14.4,13.1,9.81,,
6864,04/01/20 11:45:00 PM,14.4,12.7,9.72,,
6865,04/02/20 12:00:00 AM,14.4,12.3,9.65,,
6866,04/02/20 12:15:00 AM,14.4,12.7,9.62,,
6867,04/02/20 12:30:00 AM,14.4,12.3,9.60,,
6868,04/02/20 12:45:00 AM,14.4,12.7,9.57,,
6869,04/02/20 01:00:00 AM,14.3,13.1,9.53,,
6870,04/02/20 01:15:00 AM,14.4,13.1,9.49,,
6871,04/02/20 01:30:00 AM,14.4,12.7,9.46,,
6872,04/02/20 01:45:00 AM,14.4,12.3,9.44,,
6873,04/02/20 02:00:00 AM,14.4,12.3,9.40,,
6874,04/02/20 02:15:00 AM,14.4,12.3,9.36,,
6875,04/02/20 02:30:00 AM,14.4,12.3,9.32,,
6876,04/02/20 02:45:00 AM,14.4,12.7,9.28,,
6877,04/02/20 03:00:00 AM,14.4,12.7,9.23,,
6878,04/02/20 03:15:00 AM,14.4,12.3,9.20,,
6879,04/02/20 03:30:00 AM,14.4,13.1,9.17,,
6880,04/02/20 03:45:00 AM,14.4,12.7,9.16,,
6881,04/02/20 04:00:00 AM,14.4,12.7,9.13,,
6882,04/02/20 04:15:00 AM,14.4,12.3,9.09,,
6883,04/02/20 04:30:00 AM,14.4,12.7,9.07,,
6884,04/02/20 04:45:00 AM,14.4,12.3,9.04,,
6885,04/02/20 05:00:00 AM,14.4,12.7,9.01,,
6886,04/02/20 05:15:00 AM,14.4,12.3,8.99,,
6887,04/02/20 05:30:00 AM,14.4,12.7,8.96,,
6888,04/02/20 05:45:00 AM,14.4,12.3,8.93,,
6889,04/02/20 06:00:00 AM,14.4,12.3,8.89,,
6890,04/02/20 06:15:00 AM,14.4,12.3,8.85,,
6891,04/02/20 06:30:00 AM,14.4,12.7,8.81,,
6892,04/02/20 06:45:00 AM,14.4,12.7,8.75,,
6893,04/02/20 07:00:00 AM,14.4,12.7,8.71,,
6894,04/02/20 07:15:00 AM,14.4,12.3,8.67,,
6895,04/02/20 07:30:00 AM,14.3,12.3,8.64,,
6896,04/02/20 07:45:00 AM,14.4,13.1,8.64,,
6897,04/02/20 08:00:00 AM,14.4,12.3,8.65,,
6898,04/02/20 08:15:00 AM,14.4,12.3,8.71,,
6899,04/02/20 08:30:00 AM,14.4,12.7,8.77,,
6900,04/02/20 08:45:00 AM,14.4,12.7,8.87,,
6901,04/02/20 09:00:00 AM,14.5,12.7,8.96,,
6902,04/02/20 09:15:00 AM,14.4,12.7,9.03,,
6903,04/02/20 09:30:00 AM,14.5,12.7,9.13,,
6904,04/02/20 09:45:00 AM,14.5,13.1,9.24,,
6905,04/02/20 10:00:00 AM,14.6,13.1,9.41,,
6906,04/02/20 10:15:00 AM,14.8,13.1,9.65,,
6907,04/02/20 10:30:00 AM,14.9,13.1,9.97,,
6908,04/02/20 10:45:00 AM,14.8,13.1,10.28,,
6909,04/02/20 11:00:00 AM,14.9,13.1,10.53,,
6910,04/02/20 11:15:00 AM,15.0,13.1,10.73,,
6911,04/02/20 11:30:00 AM,15.0,13.1,10.93,,
6912,04/02/20 11:45:00 AM,15.0,13.0,11.14,,
6913,04/02/20 12:00:00 PM,15.2,13.0,11.42,,
6914,04/02/20 12:15:00 PM,15.2,13.0,11.66,,
6915,04/02/20 12:30:00 PM,15.3,13.4,11.87,,
6916,04/02/20 12:45:00 PM,15.3,13.8,12.12,,
6917,04/02/20 01:00:00 PM,15.4,13.4,12.42,,
6918,04/02/20 01:15:00 PM,15.7,13.4,12.74,,
6919,04/02/20 01:30:00 PM,15.6,13.8,13.11,,
6920,04/02/20 01:45:00 PM,15.8,13.8,13.39,,
6921,04/02/20 02:00:00 PM,15.7,13.8,13.55,,
6922,04/02/20 02:15:00 PM,15.7,13.8,13.64,,
6923,04/02/20 02:30:00 PM,15.7,13.8,13.72,,
6924,04/02/20 02:45:00 PM,15.7,13.8,13.75,,
6925,04/02/20 03:00:00 PM,15.6,13.8,13.76,,
6926,04/02/20 03:15:00 PM,15.6,13.8,13.73,,
6927,04/02/20 03:30:00 PM,15.5,13.4,13.63,,
6928,04/02/20 03:45:00 PM,15.4,13.8,13.41,,
6929,04/02/20 04:00:00 PM,15.1,13.0,13.20,,
6930,04/02/20 04:15:00 PM,15.0,13.0,12.99,,
6931,04/02/20 04:30:00 PM,14.9,13.0,12.80,,
6932,04/02/20 04:45:00 PM,14.8,13.0,12.63,,
6933,04/02/20 05:00:00 PM,14.7,13.0,12.50,,
6934,04/02/20 05:15:00 PM,14.7,13.0,12.35,,
6935,04/02/20 05:30:00 PM,14.6,13.0,12.23,,
6936,04/02/20 05:45:00 PM,14.6,13.0,12.10,,
6937,04/02/20 06:00:00 PM,14.5,13.0,11.97,,
6938,04/02/20 06:15:00 PM,14.5,13.0,11.82,,
6939,04/02/20 06:30:00 PM,14.5,12.7,11.65,,
6940,04/02/20 06:45:00 PM,14.4,13.0,11.50,,
6941,04/02/20 07:00:00 PM,14.3,12.7,11.35,,
6942,04/02/20 07:15:00 PM,14.3,12.7,11.22,,
6943,04/02/20 07:30:00 PM,14.3,12.3,11.09,,
6944,04/02/20 07:45:00 PM,14.2,12.3,10.97,,
6945,04/02/20 08:00:00 PM,14.2,12.3,10.85,,
6946,04/02/20 08:15:00 PM,14.1,12.3,10.74,,
6947,04/02/20 08:30:00 PM,14.1,12.3,10.65,,
6948,04/02/20 08:45:00 PM,14.1,12.3,10.56,,
6949,04/02/20 09:00:00 PM,14.1,12.3,10.46,,
6950,04/02/20 09:15:00 PM,14.1,12.3,10.37,,
6951,04/02/20 09:30:00 PM,14.1,12.7,10.25,,
6952,04/02/20 09:45:00 PM,14.1,12.3,10.14,,
6953,04/02/20 10:00:00 PM,14.1,12.7,10.02,,
6954,04/02/20 10:15:00 PM,14.1,12.7,9.92,,
6955,04/02/20 10:30:00 PM,14.1,12.3,9.80,,
6956,04/02/20 10:45:00 PM,14.1,12.3,9.68,,
6957,04/02/20 11:00:00 PM,14.1,12.3,9.57,,
6958,04/02/20 11:15:00 PM,14.1,12.3,9.45,,
6959,04/02/20 11:30:00 PM,14.1,12.3,9.37,,
6960,04/02/20 11:45:00 PM,14.0,12.7,9.28,,
6961,04/03/20 12:00:00 AM,14.1,12.3,9.23,,
6962,04/03/20 12:15:00 AM,14.1,12.3,9.17,,
6963,04/03/20 12:30:00 AM,14.1,12.3,9.13,,
6964,04/03/20 12:45:00 AM,14.0,12.3,9.09,,
6965,04/03/20 01:00:00 AM,14.1,12.3,9.05,,
6966,04/03/20 01:15:00 AM,14.0,12.3,9.03,,
6967,04/03/20 01:30:00 AM,14.0,12.3,8.99,,
6968,04/03/20 01:45:00 AM,13.9,12.3,8.96,,
6969,04/03/20 02:00:00 AM,14.0,12.3,8.91,,
6970,04/03/20 02:15:00 AM,14.0,12.3,8.88,,
6971,04/03/20 02:30:00 AM,13.9,12.3,8.84,,
6972,04/03/20 02:45:00 AM,14.0,12.3,8.80,,
6973,04/03/20 03:00:00 AM,13.9,12.3,8.73,,
6974,04/03/20 03:15:00 AM,13.9,12.3,8.71,,
6975,04/03/20 03:30:00 AM,13.9,12.3,8.67,,
6976,04/03/20 03:45:00 AM,13.9,12.3,8.63,,
6977,04/03/20 04:00:00 AM,13.9,12.3,8.60,,
6978,04/03/20 04:15:00 AM,13.9,12.3,8.57,,
6979,04/03/20 04:30:00 AM,13.9,12.3,8.53,,
6980,04/03/20 04:45:00 AM,13.9,12.3,8.49,,
6981,04/03/20 05:00:00 AM,13.9,12.3,8.47,,
6982,04/03/20 05:15:00 AM,13.8,12.3,8.44,,
6983,04/03/20 05:30:00 AM,13.8,12.3,8.40,,
6984,04/03/20 05:45:00 AM,13.7,12.3,8.36,,
6985,04/03/20 06:00:00 AM,13.8,12.3,8.32,,
6986,04/03/20 06:15:00 AM,13.7,12.3,8.29,,
6987,04/03/20 06:30:00 AM,13.7,12.3,8.27,,
6988,04/03/20 06:45:00 AM,13.7,12.3,8.23,,
6989,04/03/20 07:00:00 AM,13.7,12.0,8.19,,
6990,04/03/20 07:15:00 AM,13.7,12.3,8.16,,
6991,04/03/20 07:30:00 AM,13.7,12.3,8.13,,
6992,04/03/20 07:45:00 AM,13.7,12.3,8.12,,
6993,04/03/20 08:00:00 AM,13.7,12.3,8.11,,
6994,04/03/20 08:15:00 AM,13.7,12.3,8.11,,
6995,04/03/20 08:30:00 AM,13.7,12.3,8.13,,
6996,04/03/20 08:45:00 AM,13.7,12.0,8.15,,
6997,04/03/20 09:00:00 AM,13.7,12.0,8.19,,
6998,04/03/20 09:15:00 AM,13.7,12.3,8.24,,
6999,04/03/20 09:30:00 AM,13.7,12.7,8.32,,
7000,04/03/20 09:45:00 AM,13.8,12.3,8.41,,
7001,04/03/20 10:00:00 AM,13.9,12.3,8.52,,
7002,04/03/20 10:15:00 AM,13.8,12.3,8.67,,
7003,04/03/20 10:30:00 AM,13.9,12.3,8.81,,
7004,04/03/20 10:45:00 AM,13.9,12.3,9.00,,
7005,04/03/20 11:00:00 AM,14.0,12.3,9.20,,
7006,04/03/20 11:15:00 AM,14.1,12.7,9.41,,
7007,04/03/20 11:30:00 AM,14.1,12.3,9.61,,
7008,04/03/20 11:45:00 AM,14.2,12.7,9.81,,
7009,04/03/20 12:00:00 PM,14.3,12.7,10.04,,
7010,04/03/20 12:15:00 PM,14.4,13.1,10.26,,
7011,04/03/20 12:30:00 PM,14.5,13.1,10.49,,
7012,04/03/20 12:45:00 PM,14.6,13.1,10.71,,
7013,04/03/20 01:00:00 PM,14.6,13.1,10.93,,
7014,04/03/20 01:15:00 PM,14.8,13.0,11.14,,
7015,04/03/20 01:30:00 PM,14.7,13.0,11.35,,
7016,04/03/20 01:45:00 PM,14.8,13.0,11.61,,
7017,04/03/20 02:00:00 PM,15.0,13.0,11.86,,
7018,04/03/20 02:15:00 PM,15.0,13.4,12.15,,
7019,04/03/20 02:30:00 PM,15.2,13.4,12.47,,
7020,04/03/20 02:45:00 PM,15.2,13.4,12.76,,
7021,04/03/20 03:00:00 PM,15.4,13.8,13.04,,
7022,04/03/20 03:15:00 PM,15.4,13.8,13.28,,
7023,04/03/20 03:30:00 PM,15.4,13.8,13.41,,
7024,04/03/20 03:45:00 PM,15.4,13.4,13.45,,
7025,04/03/20 04:00:00 PM,15.4,13.8,13.43,,
7026,04/03/20 04:15:00 PM,15.4,13.4,13.33,,
7027,04/03/20 04:30:00 PM,15.2,13.8,13.24,,
7028,04/03/20 04:45:00 PM,15.1,13.4,13.12,,
7029,04/03/20 05:00:00 PM,15.1,13.4,12.99,,
7030,04/03/20 05:15:00 PM,14.9,13.4,12.84,,
7031,04/03/20 05:30:00 PM,14.9,13.0,12.68,,
7032,04/03/20 05:45:00 PM,14.8,13.0,12.50,,
7033,04/03/20 06:00:00 PM,14.7,13.0,12.32,,
7034,04/03/20 06:15:00 PM,14.6,13.0,12.14,,
7035,04/03/20 06:30:00 PM,14.5,13.0,11.97,,
7036,04/03/20 06:45:00 PM,14.5,13.0,11.81,,
7037,04/03/20 07:00:00 PM,14.4,13.0,11.62,,
7038,04/03/20 07:15:00 PM,14.2,12.7,11.45,,
7039,04/03/20 07:30:00 PM,14.2,12.7,11.31,,
7040,04/03/20 07:45:00 PM,14.1,12.3,11.17,,
7041,04/03/20 08:00:00 PM,14.0,12.3,11.03,,
7042,04/03/20 08:15:00 PM,14.0,12.3,10.91,,
7043,04/03/20 08:30:00 PM,14.0,12.3,10.77,,
7044,04/03/20 08:45:00 PM,14.0,12.3,10.65,,
7045,04/03/20 09:00:00 PM,13.9,12.3,10.53,,
7046,04/03/20 09:15:00 PM,13.8,12.3,10.41,,
7047,04/03/20 09:30:00 PM,13.8,12.3,10.30,,
7048,04/03/20 09:45:00 PM,13.8,12.3,10.20,,
7049,04/03/20 10:00:00 PM,13.8,12.3,10.10,,
7050,04/03/20 10:15:00 PM,13.7,12.3,10.04,,
7051,04/03/20 10:30:00 PM,13.8,11.9,9.97,,
7052,04/03/20 10:45:00 PM,13.6,12.3,9.90,,
7053,04/03/20 11:00:00 PM,13.6,11.9,9.84,,
7054,04/03/20 11:15:00 PM,13.6,12.3,9.78,,
7055,04/03/20 11:30:00 PM,13.6,12.3,9.72,,
7056,04/03/20 11:45:00 PM,13.6,12.3,9.66,,
7057,04/04/20 12:00:00 AM,13.6,11.9,9.60,,
7058,04/04/20 12:15:00 AM,13.6,12.3,9.54,,
7059,04/04/20 12:30:00 AM,13.5,11.9,9.49,,
7060,04/04/20 12:45:00 AM,13.5,11.9,9.42,,
7061,04/04/20 01:00:00 AM,13.5,11.9,9.37,,
7062,04/04/20 01:15:00 AM,13.5,11.9,9.31,,
7063,04/04/20 01:30:00 AM,13.5,11.6,9.25,,
7064,04/04/20 01:45:00 AM,13.5,11.9,9.21,,
7065,04/04/20 02:00:00 AM,13.5,12.0,9.15,,
7066,04/04/20 02:15:00 AM,13.4,12.0,9.11,,
7067,04/04/20 02:30:00 AM,13.4,12.0,9.05,,
7068,04/04/20 02:45:00 AM,13.4,12.0,9.01,,
7069,04/04/20 03:00:00 AM,13.5,12.3,8.99,,
7070,04/04/20 03:15:00 AM,13.4,12.0,8.95,,
7071,04/04/20 03:30:00 AM,13.4,12.0,8.92,,
7072,04/04/20 03:45:00 AM,13.4,12.0,8.89,,
7073,04/04/20 04:00:00 AM,13.4,12.0,8.87,,
7074,04/04/20 04:15:00 AM,13.4,12.0,8.85,,
7075,04/04/20 04:30:00 AM,13.4,12.0,8.83,,
7076,04/04/20 04:45:00 AM,13.4,12.0,8.81,,
7077,04/04/20 05:00:00 AM,13.4,12.0,8.80,,
7078,04/04/20 05:15:00 AM,13.3,12.0,8.77,,
7079,04/04/20 05:30:00 AM,13.3,11.6,8.75,,
7080,04/04/20 05:45:00 AM,13.4,12.0,8.73,,
7081,04/04/20 06:00:00 AM,13.4,12.0,8.71,,
7082,04/04/20 06:15:00 AM,13.3,12.0,8.68,,
7083,04/04/20 06:30:00 AM,13.3,12.0,8.67,,
7084,04/04/20 06:45:00 AM,13.4,12.0,8.65,,
7085,04/04/20 07:00:00 AM,13.3,12.0,8.63,,
7086,04/04/20 07:15:00 AM,13.4,12.0,8.63,,
7087,04/04/20 07:30:00 AM,13.3,12.0,8.61,,
7088,04/04/20 07:45:00 AM,13.4,12.0,8.61,,
7089,04/04/20 08:00:00 AM,13.3,12.0,8.63,,
7090,04/04/20 08:15:00 AM,13.3,11.6,8.64,,
7091,04/04/20 08:30:00 AM,13.4,12.0,8.68,,
7092,04/04/20 08:45:00 AM,13.4,12.0,8.71,,
7093,04/04/20 09:00:00 AM,13.4,12.0,8.76,,
7094,04/04/20 09:15:00 AM,13.5,12.0,8.83,,
7095,04/04/20 09:30:00 AM,13.5,12.0,8.91,,
7096,04/04/20 09:45:00 AM,13.5,12.0,9.00,,
7097,04/04/20 10:00:00 AM,13.5,12.3,9.09,,
7098,04/04/20 10:15:00 AM,13.6,12.0,9.20,,
7099,04/04/20 10:30:00 AM,13.6,12.3,9.32,,
7100,04/04/20 10:45:00 AM,13.7,11.9,9.48,,
7101,04/04/20 11:00:00 AM,13.7,12.3,9.66,,
7102,04/04/20 11:15:00 AM,13.8,12.3,9.88,,
7103,04/04/20 11:30:00 AM,13.8,12.3,10.12,,
7104,04/04/20 11:45:00 AM,13.9,12.3,10.36,,
7105,04/04/20 12:00:00 PM,13.9,12.3,10.62,,
7106,04/04/20 12:15:00 PM,14.0,12.3,10.89,,
7107,04/04/20 12:30:00 PM,14.0,12.3,11.15,,
7108,04/04/20 12:45:00 PM,14.1,12.3,11.43,,
7109,04/04/20 01:00:00 PM,14.2,12.3,11.69,,
7110,04/04/20 01:15:00 PM,14.2,12.7,11.95,,
7111,04/04/20 01:30:00 PM,14.2,12.3,12.16,,
7112,04/04/20 01:45:00 PM,14.2,12.3,12.35,,
7113,04/04/20 02:00:00 PM,14.3,12.6,12.51,,
7114,04/04/20 02:15:00 PM,14.4,13.0,12.63,,
7115,04/04/20 02:30:00 PM,14.4,13.0,12.75,,
7116,04/04/20 02:45:00 PM,14.4,13.0,12.86,,
7117,04/04/20 03:00:00 PM,14.4,13.0,12.94,,
7118,04/04/20 03:15:00 PM,14.4,13.0,13.00,,
7119,04/04/20 03:30:00 PM,14.4,13.0,13.04,,
7120,04/04/20 03:45:00 PM,14.5,13.0,13.08,,
7121,04/04/20 04:00:00 PM,14.5,13.0,13.07,,
7122,04/04/20 04:15:00 PM,14.4,12.6,13.04,,
7123,04/04/20 04:30:00 PM,14.5,12.6,12.99,,
7124,04/04/20 04:45:00 PM,14.5,13.0,12.92,,
7125,04/04/20 05:00:00 PM,14.4,12.6,12.84,,
7126,04/04/20 05:15:00 PM,14.4,13.0,12.75,,
7127,04/04/20 05:30:00 PM,14.4,13.0,12.66,,
7128,04/04/20 05:45:00 PM,14.4,13.0,12.55,,
7129,04/04/20 06:00:00 PM,14.4,12.3,12.43,,
7130,04/04/20 06:15:00 PM,14.7,12.7,12.31,,
7131,04/04/20 06:30:00 PM,14.9,13.0,12.19,,
7132,04/04/20 06:45:00 PM,15.4,13.4,12.08,,
7133,04/04/20 07:00:00 PM,15.7,13.8,11.97,,
7134,04/04/20 07:15:00 PM,16.2,14.2,11.86,,
7135,04/04/20 07:30:00 PM,16.4,14.2,11.77,,
7136,04/04/20 07:45:00 PM,16.7,14.5,11.67,,
7137,04/04/20 08:00:00 PM,16.8,14.5,11.58,,
7138,04/04/20 08:15:00 PM,16.9,14.9,11.50,,
7139,04/04/20 08:30:00 PM,17.2,14.9,11.41,,
7140,04/04/20 08:45:00 PM,17.4,14.9,11.31,,
7141,04/04/20 09:00:00 PM,17.5,15.3,11.23,,
7142,04/04/20 09:15:00 PM,17.8,15.7,11.14,,
7143,04/04/20 09:30:00 PM,18.2,16.1,11.06,,
7144,04/04/20 09:45:00 PM,18.4,16.8,10.97,,
7145,04/04/20 10:00:00 PM,18.6,16.8,10.90,,
7146,04/04/20 10:15:00 PM,18.6,16.1,10.83,,
7147,04/04/20 10:30:00 PM,18.7,16.8,10.77,,
7148,04/04/20 10:45:00 PM,18.7,16.4,10.69,,
7149,04/04/20 11:00:00 PM,18.5,16.8,10.64,,
7150,04/04/20 11:15:00 PM,18.4,16.1,10.58,,
7151,04/04/20 11:30:00 PM,18.2,16.1,10.52,,
7152,04/04/20 11:45:00 PM,17.5,15.3,10.45,,
7153,04/05/20 12:00:00 AM,16.5,14.2,10.40,,
7154,04/05/20 12:15:00 AM,16.8,14.6,10.36,,
7155,04/05/20 12:30:00 AM,16.8,14.9,10.29,,
7156,04/05/20 12:45:00 AM,16.8,14.6,10.25,,
7157,04/05/20 01:00:00 AM,16.8,14.9,10.20,,
7158,04/05/20 01:15:00 AM,17.0,14.6,10.16,,
7159,04/05/20 01:30:00 AM,18.4,16.5,10.10,,
7160,04/05/20 01:45:00 AM,18.9,16.8,10.06,,
7161,04/05/20 02:00:00 AM,18.6,16.8,10.01,,
7162,04/05/20 02:15:00 AM,18.4,16.1,9.97,,
7163,04/05/20 02:30:00 AM,17.8,15.7,9.93,,
7164,04/05/20 02:45:00 AM,17.7,15.7,9.89,,
7165,04/05/20 03:00:00 AM,17.6,15.3,9.85,,
7166,04/05/20 03:15:00 AM,17.0,15.0,9.82,,
7167,04/05/20 03:30:00 AM,17.0,15.0,9.80,,
7168,04/05/20 03:45:00 AM,17.2,15.0,9.77,,
7169,04/05/20 04:00:00 AM,17.8,15.7,9.76,,
7170,04/05/20 04:15:00 AM,18.5,16.5,9.72,,
7171,04/05/20 04:30:00 AM,17.5,15.3,9.69,,
7172,04/05/20 04:45:00 AM,17.3,15.0,9.66,,
7173,04/05/20 05:00:00 AM,17.1,15.0,9.62,,
7174,04/05/20 05:15:00 AM,18.0,16.1,9.61,,
7175,04/05/20 05:30:00 AM,18.2,15.7,9.57,,
7176,04/05/20 05:45:00 AM,17.6,15.0,9.54,,
7177,04/05/20 06:00:00 AM,17.0,15.0,9.53,,
7178,04/05/20 06:15:00 AM,17.0,15.0,9.52,,
7179,04/05/20 06:30:00 AM,17.0,15.0,9.49,,
7180,04/05/20 06:45:00 AM,17.0,15.0,9.45,,
7181,04/05/20 07:00:00 AM,16.8,15.0,9.44,,
7182,04/05/20 07:15:00 AM,16.8,15.0,9.42,,
7183,04/05/20 07:30:00 AM,17.2,15.0,9.41,,
7184,04/05/20 07:45:00 AM,17.6,15.0,9.40,,
7185,04/05/20 08:00:00 AM,16.8,14.6,9.40,,
7186,04/05/20 08:15:00 AM,16.3,14.2,9.39,,
7187,04/05/20 08:30:00 AM,16.0,14.2,9.41,,
7188,04/05/20 08:45:00 AM,15.7,13.5,9.42,,
7189,04/05/20 09:00:00 AM,15.6,13.8,9.45,,
7190,04/05/20 09:15:00 AM,15.1,13.1,9.50,,
7191,04/05/20 09:30:00 AM,15.0,13.1,9.58,,
7192,04/05/20 09:45:00 AM,15.7,13.4,9.69,,
7193,04/05/20 10:00:00 AM,15.6,13.4,9.81,,
7194,04/05/20 10:15:00 AM,15.5,13.4,9.97,,
7195,04/05/20 10:30:00 AM,15.3,13.4,10.14,,
7196,04/05/20 10:45:00 AM,15.3,13.4,10.30,,
7197,04/05/20 11:00:00 AM,15.4,13.4,10.46,,
7198,04/05/20 11:15:00 AM,15.5,13.4,10.61,,
7199,04/05/20 11:30:00 AM,15.6,13.8,10.73,,
7200,04/05/20 11:45:00 AM,15.8,13.8,10.83,,
7201,04/05/20 12:00:00 PM,15.8,13.8,10.94,,
7202,04/05/20 12:15:00 PM,15.8,13.8,11.06,,
7203,04/05/20 12:30:00 PM,15.9,13.8,11.18,,
7204,04/05/20 12:45:00 PM,16.0,14.2,11.29,,
7205,04/05/20 01:00:00 PM,16.0,14.2,11.41,,
7206,04/05/20 01:15:00 PM,16.2,14.2,11.53,,
7207,04/05/20 01:30:00 PM,16.2,14.2,11.62,,
7208,04/05/20 01:45:00 PM,16.3,14.2,11.70,,
7209,04/05/20 02:00:00 PM,16.3,14.5,11.77,,
7210,04/05/20 02:15:00 PM,16.3,14.2,11.82,,
7211,04/05/20 02:30:00 PM,16.4,14.2,11.86,,
7212,04/05/20 02:45:00 PM,16.4,14.2,11.90,,
7213,04/05/20 03:00:00 PM,16.4,14.2,11.90,,
7214,04/05/20 03:15:00 PM,16.4,14.2,11.90,,
7215,04/05/20 03:30:00 PM,16.6,14.5,11.87,,
7216,04/05/20 03:45:00 PM,16.7,14.5,11.85,,
7217,04/05/20 04:00:00 PM,17.1,14.9,11.79,,
7218,04/05/20 04:15:00 PM,17.5,15.3,11.73,,
7219,04/05/20 04:30:00 PM,18.2,16.0,11.66,,
7220,04/05/20 04:45:00 PM,19.4,17.2,11.58,,
7221,04/05/20 05:00:00 PM,20.2,18.3,11.50,,
7222,04/05/20 05:15:00 PM,20.8,18.7,11.41,,
7223,04/05/20 05:30:00 PM,20.9,18.7,11.34,,
7224,04/05/20 05:45:00 PM,20.9,18.7,11.26,,
7225,04/05/20 06:00:00 PM,20.9,18.7,11.18,,
7226,04/05/20 06:15:00 PM,20.8,18.7,11.10,,
7227,04/05/20 06:30:00 PM,20.4,17.9,11.02,,
7228,04/05/20 06:45:00 PM,19.9,17.6,10.95,,
7229,04/05/20 07:00:00 PM,19.7,17.6,10.89,,
7230,04/05/20 07:15:00 PM,19.5,17.2,10.81,,
7231,04/05/20 07:30:00 PM,19.6,17.6,10.73,,
7232,04/05/20 07:45:00 PM,19.9,17.6,10.65,,
7233,04/05/20 08:00:00 PM,20.1,18.0,10.57,,
7234,04/05/20 08:15:00 PM,20.2,18.0,10.50,,
7235,04/05/20 08:30:00 PM,20.3,18.0,10.44,,
7236,04/05/20 08:45:00 PM,20.3,18.0,10.38,,
7237,04/05/20 09:00:00 PM,20.0,18.0,10.33,,
7238,04/05/20 09:15:00 PM,20.0,18.0,10.28,,
7239,04/05/20 09:30:00 PM,20.2,18.0,10.22,,
7240,04/05/20 09:45:00 PM,20.0,17.6,10.17,,
7241,04/05/20 10:00:00 PM,20.5,18.0,10.13,,
7242,04/05/20 10:15:00 PM,21.2,19.1,10.09,,
7243,04/05/20 10:30:00 PM,21.0,18.7,10.06,,
7244,04/05/20 10:45:00 PM,20.8,18.7,10.01,,
7245,04/05/20 11:00:00 PM,20.5,18.3,9.97,,
7246,04/05/20 11:15:00 PM,19.3,17.2,9.94,,
7247,04/05/20 11:30:00 PM,18.8,16.5,9.92,,
7248,04/05/20 11:45:00 PM,18.7,16.8,9.89,,
7249,04/06/20 12:00:00 AM,18.0,16.1,9.86,,
7250,04/06/20 12:15:00 AM,17.8,15.7,9.84,,
7251,04/06/20 12:30:00 AM,17.5,15.3,9.81,,
7252,04/06/20 12:45:00 AM,17.5,15.3,9.80,,
7253,04/06/20 01:00:00 AM,18.0,16.1,9.77,,
7254,04/06/20 01:15:00 AM,19.3,17.2,9.76,,
7255,04/06/20 01:30:00 AM,19.0,16.8,9.73,,
