"Plot Title: EC Logger 2"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20636127, SEN S/N: 20636127)","Full Range, μS/cm (LGR S/N: 20636127, SEN S/N: 20636127)","Temp, °C (LGR S/N: 20636127, SEN S/N: 20636127)","Coupler Detached (LGR S/N: 20636127)","End Of File (LGR S/N: 20636127)"
1361,02/04/20 03:00:00 PM,11.1,9.6,10.80,,
1362,02/04/20 03:15:00 PM,11.1,9.6,10.83,,
1363,02/04/20 03:30:00 PM,11.1,9.6,10.86,,
1364,02/04/20 03:45:00 PM,11.1,9.6,10.83,,
1365,02/04/20 04:00:00 PM,11.1,9.2,10.80,,
1366,02/04/20 04:15:00 PM,11.2,9.6,10.80,,
1367,02/04/20 04:30:00 PM,11.2,9.6,10.82,,
1368,02/04/20 04:45:00 PM,11.2,9.6,10.86,,
1369,02/04/20 05:00:00 PM,11.1,9.6,10.90,,
1370,02/04/20 05:15:00 PM,11.1,9.6,10.92,,
1371,02/04/20 05:30:00 PM,11.1,9.6,10.95,,
1372,02/04/20 05:45:00 PM,11.1,9.6,10.93,,
1373,02/04/20 06:00:00 PM,11.1,9.6,10.88,,
1374,02/04/20 06:15:00 PM,11.1,9.6,10.78,,
1375,02/04/20 06:30:00 PM,10.9,9.6,10.63,,
1376,02/04/20 06:45:00 PM,10.9,9.6,10.47,,
1377,02/04/20 07:00:00 PM,11.2,9.6,10.26,,
1378,02/04/20 07:15:00 PM,11.1,9.6,10.08,,
1379,02/04/20 07:30:00 PM,11.1,9.6,9.88,,
1380,02/04/20 07:45:00 PM,11.1,9.6,9.72,,
1381,02/04/20 08:00:00 PM,11.1,9.6,9.58,,
1382,02/04/20 08:15:00 PM,11.2,9.6,9.41,,
1383,02/04/20 08:30:00 PM,11.2,9.6,9.26,,
1384,02/04/20 08:45:00 PM,11.1,9.6,9.13,,
1385,02/04/20 09:00:00 PM,11.1,9.6,9.01,,
1386,02/04/20 09:15:00 PM,11.1,9.6,8.90,,
1387,02/04/20 09:30:00 PM,11.2,9.6,8.79,,
1388,02/04/20 09:45:00 PM,11.1,9.6,8.67,,
1389,02/04/20 10:00:00 PM,11.1,9.6,8.58,,
1390,02/04/20 10:15:00 PM,11.1,9.3,8.50,,
1391,02/04/20 10:30:00 PM,10.9,9.6,8.41,,
1392,02/04/20 10:45:00 PM,10.9,9.3,8.33,,
1393,02/04/20 11:00:00 PM,10.9,9.6,8.25,,
1394,02/04/20 11:15:00 PM,10.9,9.6,8.17,,
1395,02/04/20 11:30:00 PM,10.9,9.6,8.08,,
1396,02/04/20 11:45:00 PM,10.9,9.6,8.00,,
1397,02/05/20 12:00:00 AM,10.9,9.3,7.92,,
1398,02/05/20 12:15:00 AM,10.9,9.7,7.86,,
1399,02/05/20 12:30:00 AM,10.9,9.3,7.76,,
1400,02/05/20 12:45:00 AM,10.9,9.7,7.70,,
1401,02/05/20 01:00:00 AM,10.9,9.7,7.63,,
1402,02/05/20 01:15:00 AM,10.9,9.7,7.55,,
1403,02/05/20 01:30:00 AM,10.9,9.3,7.50,,
1404,02/05/20 01:45:00 AM,10.8,9.7,7.45,,
1405,02/05/20 02:00:00 AM,10.9,9.7,7.41,,
1406,02/05/20 02:15:00 AM,10.8,9.7,7.36,,
1407,02/05/20 02:30:00 AM,10.9,9.7,7.29,,
1408,02/05/20 02:45:00 AM,10.9,9.7,7.24,,
1409,02/05/20 03:00:00 AM,10.9,9.7,7.19,,
1410,02/05/20 03:15:00 AM,10.9,9.7,7.12,,
1411,02/05/20 03:30:00 AM,10.9,9.3,7.07,,
1412,02/05/20 03:45:00 AM,10.9,9.7,7.01,,
1413,02/05/20 04:00:00 AM,10.8,9.7,6.96,,
1414,02/05/20 04:15:00 AM,10.8,9.7,6.90,,
1415,02/05/20 04:30:00 AM,10.9,9.7,6.83,,
1416,02/05/20 04:45:00 AM,10.8,9.7,6.78,,
1417,02/05/20 05:00:00 AM,10.9,9.7,6.72,,
1418,02/05/20 05:15:00 AM,10.9,9.7,6.69,,
1419,02/05/20 05:30:00 AM,10.9,9.7,6.62,,
1420,02/05/20 05:45:00 AM,10.8,9.7,6.59,,
1421,02/05/20 06:00:00 AM,10.9,9.7,6.54,,
1422,02/05/20 06:15:00 AM,10.9,9.7,6.49,,
1423,02/05/20 06:30:00 AM,10.8,9.7,6.44,,
1424,02/05/20 06:45:00 AM,10.9,9.7,6.37,,
1425,02/05/20 07:00:00 AM,10.8,9.7,6.32,,
1426,02/05/20 07:15:00 AM,10.8,9.3,6.29,,
1427,02/05/20 07:30:00 AM,10.9,9.7,6.24,,
1428,02/05/20 07:45:00 AM,10.9,9.3,6.21,,
1429,02/05/20 08:00:00 AM,10.9,9.7,6.20,,
1430,02/05/20 08:15:00 AM,11.0,9.7,6.20,,
1431,02/05/20 08:30:00 AM,11.1,9.7,6.21,,
1432,02/05/20 08:45:00 AM,11.1,9.7,6.25,,
1433,02/05/20 09:00:00 AM,11.1,9.7,6.29,,
1434,02/05/20 09:15:00 AM,11.1,9.7,6.34,,
1435,02/05/20 09:30:00 AM,11.1,9.7,6.40,,
1436,02/05/20 09:45:00 AM,11.2,9.7,6.47,,
1437,02/05/20 10:00:00 AM,11.2,9.7,6.58,,
1438,02/05/20 10:15:00 AM,11.3,9.7,6.70,,
1439,02/05/20 10:30:00 AM,11.5,10.0,6.86,,
1440,02/05/20 10:45:00 AM,11.6,10.0,7.09,,
1441,02/05/20 11:00:00 AM,12.0,10.4,7.45,,
1442,02/05/20 11:15:00 AM,11.9,10.4,7.96,,
1443,02/05/20 11:30:00 AM,12.1,10.4,8.57,,
1444,02/05/20 11:45:00 AM,12.1,10.0,9.22,,
1445,02/05/20 12:00:00 PM,12.3,10.4,9.88,,
1446,02/05/20 12:15:00 PM,12.5,10.4,10.51,,
1447,02/05/20 12:30:00 PM,12.7,10.7,11.11,,
1448,02/05/20 12:45:00 PM,12.9,10.7,11.65,,
1449,02/05/20 01:00:00 PM,13.1,10.7,12.12,,
1450,02/05/20 01:15:00 PM,13.2,11.5,12.58,,
1451,02/05/20 01:30:00 PM,13.3,11.5,12.96,,
1452,02/05/20 01:45:00 PM,13.3,11.4,13.32,,
1453,02/05/20 02:00:00 PM,13.3,11.4,13.59,,
1454,02/05/20 02:15:00 PM,13.3,11.1,13.84,,
1455,02/05/20 02:30:00 PM,13.3,11.4,14.08,,
1456,02/05/20 02:45:00 PM,13.4,11.4,14.28,,
1457,02/05/20 03:00:00 PM,13.4,11.4,14.42,,
1458,02/05/20 03:15:00 PM,13.5,11.4,14.55,,
1459,02/05/20 03:30:00 PM,13.5,11.4,14.68,,
1460,02/05/20 03:45:00 PM,13.5,11.4,14.76,,
1461,02/05/20 04:00:00 PM,13.5,11.4,14.82,,
1462,02/05/20 04:15:00 PM,13.5,11.4,14.84,,
1463,02/05/20 04:30:00 PM,13.4,11.4,14.80,,
1464,02/05/20 04:45:00 PM,13.3,11.4,14.66,,
1465,02/05/20 05:00:00 PM,13.2,11.1,14.30,,
1466,02/05/20 05:15:00 PM,13.1,11.1,13.75,,
1467,02/05/20 05:30:00 PM,13.0,11.1,13.18,,
1468,02/05/20 05:45:00 PM,12.9,10.7,12.66,,
1469,02/05/20 06:00:00 PM,12.8,11.1,12.15,,
1470,02/05/20 06:15:00 PM,12.9,10.7,11.72,,
1471,02/05/20 06:30:00 PM,13.4,11.5,11.34,,
1472,02/05/20 06:45:00 PM,13.6,11.5,11.03,,
1473,02/05/20 07:00:00 PM,13.2,11.1,10.74,,
1474,02/05/20 07:15:00 PM,13.0,11.1,10.45,,
1475,02/05/20 07:30:00 PM,13.0,11.1,10.21,,
1476,02/05/20 07:45:00 PM,13.0,10.7,10.03,,
1477,02/05/20 08:00:00 PM,13.0,11.1,9.84,,
1478,02/05/20 08:15:00 PM,12.8,11.1,9.68,,
1479,02/05/20 08:30:00 PM,12.8,11.1,9.53,,
1480,02/05/20 08:45:00 PM,12.8,11.1,9.38,,
1481,02/05/20 09:00:00 PM,12.8,10.8,9.24,,
1482,02/05/20 09:15:00 PM,12.8,10.8,9.09,,
1483,02/05/20 09:30:00 PM,12.8,10.8,8.97,,
1484,02/05/20 09:45:00 PM,12.8,10.8,8.84,,
1485,02/05/20 10:00:00 PM,12.8,10.8,8.72,,
1486,02/05/20 10:15:00 PM,12.8,11.1,8.61,,
1487,02/05/20 10:30:00 PM,12.8,11.1,8.50,,
1488,02/05/20 10:45:00 PM,12.8,10.8,8.40,,
1489,02/05/20 11:00:00 PM,12.9,11.1,8.29,,
1490,02/05/20 11:15:00 PM,12.8,11.1,8.21,,
1491,02/05/20 11:30:00 PM,12.8,11.2,8.12,,
1492,02/05/20 11:45:00 PM,12.9,11.2,8.04,,
1493,02/06/20 12:00:00 AM,12.8,10.8,7.95,,
1494,02/06/20 12:15:00 AM,12.8,10.8,7.90,,
1495,02/06/20 12:30:00 AM,12.8,11.2,7.83,,
1496,02/06/20 12:45:00 AM,12.8,11.2,7.75,,
1497,02/06/20 01:00:00 AM,12.9,11.2,7.70,,
1498,02/06/20 01:15:00 AM,12.8,11.2,7.62,,
1499,02/06/20 01:30:00 AM,12.8,10.8,7.57,,
1500,02/06/20 01:45:00 AM,12.8,10.8,7.49,,
1501,02/06/20 02:00:00 AM,12.8,10.8,7.44,,
1502,02/06/20 02:15:00 AM,12.8,10.8,7.37,,
1503,02/06/20 02:30:00 AM,12.8,11.2,7.32,,
1504,02/06/20 02:45:00 AM,12.8,11.2,7.28,,
1505,02/06/20 03:00:00 AM,12.7,10.8,7.22,,
1506,02/06/20 03:15:00 AM,12.8,11.2,7.19,,
1507,02/06/20 03:30:00 AM,12.8,10.8,7.15,,
1508,02/06/20 03:45:00 AM,12.8,11.2,7.09,,
1509,02/06/20 04:00:00 AM,12.7,11.2,7.07,,
1510,02/06/20 04:15:00 AM,12.7,11.2,7.03,,
1511,02/06/20 04:30:00 AM,12.9,11.2,7.00,,
1512,02/06/20 04:45:00 AM,12.8,11.2,6.97,,
1513,02/06/20 05:00:00 AM,12.9,11.2,6.95,,
1514,02/06/20 05:15:00 AM,12.8,10.8,6.94,,
1515,02/06/20 05:30:00 AM,12.8,11.2,6.91,,
1516,02/06/20 05:45:00 AM,12.9,11.2,6.88,,
1517,02/06/20 06:00:00 AM,12.9,10.8,6.86,,
1518,02/06/20 06:15:00 AM,12.9,11.2,6.83,,
1519,02/06/20 06:30:00 AM,12.9,11.2,6.82,,
1520,02/06/20 06:45:00 AM,12.9,11.2,6.79,,
1521,02/06/20 07:00:00 AM,12.9,11.2,6.78,,
1522,02/06/20 07:15:00 AM,13.0,10.8,6.78,,
1523,02/06/20 07:30:00 AM,13.1,11.2,6.78,,
1524,02/06/20 07:45:00 AM,13.1,11.2,6.78,,
1525,02/06/20 08:00:00 AM,13.2,11.2,6.78,,
1526,02/06/20 08:15:00 AM,13.3,11.2,6.83,,
1527,02/06/20 08:30:00 AM,13.3,11.2,6.87,,
1528,02/06/20 08:45:00 AM,13.4,11.5,6.92,,
1529,02/06/20 09:00:00 AM,13.5,11.5,6.97,,
1530,02/06/20 09:15:00 AM,13.6,11.5,7.04,,
1531,02/06/20 09:30:00 AM,13.6,11.5,7.11,,
1532,02/06/20 09:45:00 AM,13.4,11.5,7.21,,
1533,02/06/20 10:00:00 AM,13.5,11.9,7.32,,
1534,02/06/20 10:15:00 AM,13.6,11.5,7.45,,
1535,02/06/20 10:30:00 AM,14.1,12.3,7.61,,
1536,02/06/20 10:45:00 AM,14.3,12.3,7.82,,
1537,02/06/20 11:00:00 AM,14.4,12.3,8.17,,
1538,02/06/20 11:15:00 AM,14.5,12.3,8.65,,
1539,02/06/20 11:30:00 AM,14.4,12.3,9.19,,
1540,02/06/20 11:45:00 AM,14.5,12.3,9.75,,
1541,02/06/20 12:00:00 PM,14.4,12.2,10.28,,
1542,02/06/20 12:15:00 PM,14.4,12.2,10.76,,
1543,02/06/20 12:30:00 PM,14.5,12.2,11.22,,
1544,02/06/20 12:45:00 PM,14.6,12.2,11.65,,
1545,02/06/20 01:00:00 PM,14.7,12.2,12.03,,
1546,02/06/20 01:15:00 PM,14.8,12.6,12.40,,
1547,02/06/20 01:30:00 PM,14.9,12.6,12.72,,
1548,02/06/20 01:45:00 PM,15.0,12.6,13.01,,
1549,02/06/20 02:00:00 PM,15.0,12.6,13.28,,
1550,02/06/20 02:15:00 PM,15.2,12.6,13.51,,
1551,02/06/20 02:30:00 PM,15.3,12.9,13.71,,
1552,02/06/20 02:45:00 PM,15.5,13.3,13.87,,
1553,02/06/20 03:00:00 PM,15.6,13.3,14.04,,
1554,02/06/20 03:15:00 PM,15.9,13.7,14.18,,
1555,02/06/20 03:30:00 PM,16.0,13.7,14.34,,
1556,02/06/20 03:45:00 PM,16.3,13.7,14.45,,
1557,02/06/20 04:00:00 PM,16.5,14.0,14.53,,
1558,02/06/20 04:15:00 PM,16.7,14.4,14.61,,
1559,02/06/20 04:30:00 PM,17.0,14.4,14.58,,
1560,02/06/20 04:45:00 PM,17.0,14.4,14.45,,
1561,02/06/20 05:00:00 PM,17.1,14.4,14.21,,
1562,02/06/20 05:15:00 PM,17.0,14.4,13.84,,
1563,02/06/20 05:30:00 PM,16.9,14.4,13.38,,
1564,02/06/20 05:45:00 PM,16.7,14.4,12.90,,
1565,02/06/20 06:00:00 PM,16.1,14.1,12.45,,
1566,02/06/20 06:15:00 PM,15.5,13.3,12.01,,
1567,02/06/20 06:30:00 PM,15.5,13.3,11.66,,
1568,02/06/20 06:45:00 PM,15.3,13.0,11.36,,
1569,02/06/20 07:00:00 PM,15.4,12.6,11.12,,
1570,02/06/20 07:15:00 PM,15.8,13.7,10.90,,
1571,02/06/20 07:30:00 PM,16.2,14.1,10.66,,
1572,02/06/20 07:45:00 PM,15.6,13.4,10.46,,
1573,02/06/20 08:00:00 PM,15.4,12.6,10.33,,
1574,02/06/20 08:15:00 PM,15.3,13.0,10.20,,
1575,02/06/20 08:30:00 PM,15.3,12.6,10.08,,
1576,02/06/20 08:45:00 PM,15.2,13.0,9.97,,
1577,02/06/20 09:00:00 PM,15.2,13.0,9.88,,
1578,02/06/20 09:15:00 PM,15.2,13.0,9.79,,
1579,02/06/20 09:30:00 PM,15.2,13.0,9.71,,
1580,02/06/20 09:45:00 PM,15.3,12.6,9.62,,
1581,02/06/20 10:00:00 PM,15.2,12.6,9.57,,
1582,02/06/20 10:15:00 PM,15.3,13.0,9.49,,
1583,02/06/20 10:30:00 PM,15.4,13.0,9.41,,
1584,02/06/20 10:45:00 PM,15.4,13.0,9.36,,
1585,02/06/20 11:00:00 PM,15.4,13.0,9.29,,
1586,02/06/20 11:15:00 PM,15.4,13.0,9.24,,
1587,02/06/20 11:30:00 PM,15.3,13.0,9.17,,
1588,02/06/20 11:45:00 PM,15.4,13.0,9.12,,
1589,02/07/20 12:00:00 AM,15.2,13.0,9.05,,
1590,02/07/20 12:15:00 AM,15.2,13.0,9.00,,
1591,02/07/20 12:30:00 AM,15.2,13.0,8.91,,
1592,02/07/20 12:45:00 AM,15.2,12.6,8.83,,
1593,02/07/20 01:00:00 AM,15.2,13.0,8.75,,
1594,02/07/20 01:15:00 AM,15.1,13.0,8.66,,
1595,02/07/20 01:30:00 AM,15.2,13.0,8.59,,
1596,02/07/20 01:45:00 AM,15.1,13.0,8.57,,
1597,02/07/20 02:00:00 AM,15.1,12.6,8.53,,
1598,02/07/20 02:15:00 AM,15.0,13.0,8.50,,
1599,02/07/20 02:30:00 AM,15.1,12.6,8.50,,
1600,02/07/20 02:45:00 AM,15.0,13.0,8.46,,
1601,02/07/20 03:00:00 AM,15.1,12.6,8.47,,
1602,02/07/20 03:15:00 AM,15.2,13.0,8.46,,
1603,02/07/20 03:30:00 AM,15.2,13.0,8.44,,
1604,02/07/20 03:45:00 AM,15.3,13.0,8.44,,
1605,02/07/20 04:00:00 AM,15.2,13.0,8.42,,
1606,02/07/20 04:15:00 AM,15.2,13.0,8.40,,
1607,02/07/20 04:30:00 AM,15.3,13.0,8.38,,
1608,02/07/20 04:45:00 AM,15.4,13.0,8.38,,
1609,02/07/20 05:00:00 AM,15.4,13.0,8.40,,
1610,02/07/20 05:15:00 AM,15.4,13.0,8.40,,
1611,02/07/20 05:30:00 AM,15.4,13.0,8.38,,
1612,02/07/20 05:45:00 AM,15.4,13.0,8.38,,
1613,02/07/20 06:00:00 AM,15.4,13.0,8.37,,
1614,02/07/20 06:15:00 AM,15.4,13.0,8.38,,
1615,02/07/20 06:30:00 AM,15.5,13.0,8.37,,
1616,02/07/20 06:45:00 AM,15.4,13.0,8.38,,
1617,02/07/20 07:00:00 AM,15.5,13.0,8.37,,
1618,02/07/20 07:15:00 AM,15.5,13.0,8.38,,
1619,02/07/20 07:30:00 AM,15.5,13.0,8.40,,
1620,02/07/20 07:45:00 AM,15.5,13.4,8.42,,
1621,02/07/20 08:00:00 AM,15.5,13.4,8.45,,
1622,02/07/20 08:15:00 AM,15.5,13.4,8.50,,
1623,02/07/20 08:30:00 AM,15.6,13.0,8.57,,
1624,02/07/20 08:45:00 AM,15.6,13.4,8.62,,
1625,02/07/20 09:00:00 AM,15.6,13.4,8.71,,
1626,02/07/20 09:15:00 AM,15.6,13.4,8.80,,
1627,02/07/20 09:30:00 AM,15.7,13.4,8.91,,
1628,02/07/20 09:45:00 AM,15.7,13.4,9.01,,
1629,02/07/20 10:00:00 AM,15.7,13.4,9.15,,
1630,02/07/20 10:15:00 AM,15.7,13.4,9.29,,
1631,02/07/20 10:30:00 AM,15.9,13.4,9.46,,
1632,02/07/20 10:45:00 AM,16.0,13.8,9.68,,
1633,02/07/20 11:00:00 AM,16.1,13.7,10.00,,
1634,02/07/20 11:15:00 AM,16.1,14.1,10.42,,
1635,02/07/20 11:30:00 AM,16.3,14.1,10.86,,
1636,02/07/20 11:45:00 AM,16.3,14.1,11.28,,
1637,02/07/20 12:00:00 PM,16.5,14.1,11.71,,
1638,02/07/20 12:15:00 PM,16.5,14.5,12.12,,
1639,02/07/20 12:30:00 PM,16.5,13.7,12.54,,
1640,02/07/20 12:45:00 PM,16.4,14.1,12.88,,
1641,02/07/20 01:00:00 PM,16.4,14.1,13.17,,
1642,02/07/20 01:15:00 PM,16.3,14.1,13.43,,
1643,02/07/20 01:30:00 PM,16.5,14.1,13.61,,
1644,02/07/20 01:45:00 PM,16.8,14.4,13.66,,
1645,02/07/20 02:00:00 PM,17.1,14.4,13.67,,
1646,02/07/20 02:15:00 PM,17.6,15.2,13.67,,
1647,02/07/20 02:30:00 PM,17.9,15.5,13.72,,
1648,02/07/20 02:45:00 PM,18.0,15.5,13.80,,
1649,02/07/20 03:00:00 PM,18.0,15.5,13.97,,
1650,02/07/20 03:15:00 PM,17.8,15.5,14.09,,
1651,02/07/20 03:30:00 PM,17.7,15.5,14.18,,
1652,02/07/20 03:45:00 PM,17.5,15.5,14.17,,
1653,02/07/20 04:00:00 PM,17.6,15.2,14.01,,
1654,02/07/20 04:15:00 PM,17.5,15.2,13.86,,
1655,02/07/20 04:30:00 PM,17.4,15.2,13.68,,
1656,02/07/20 04:45:00 PM,17.3,14.4,13.55,,
1657,02/07/20 05:00:00 PM,17.0,14.4,13.36,,
1658,02/07/20 05:15:00 PM,16.6,14.4,13.11,,
1659,02/07/20 05:30:00 PM,16.4,14.1,12.84,,
1660,02/07/20 05:45:00 PM,16.0,13.7,12.58,,
1661,02/07/20 06:00:00 PM,15.8,13.3,12.32,,
1662,02/07/20 06:15:00 PM,15.7,13.3,12.07,,
1663,02/07/20 06:30:00 PM,15.7,13.3,11.80,,
1664,02/07/20 06:45:00 PM,15.9,13.7,11.51,,
1665,02/07/20 07:00:00 PM,16.0,13.7,11.29,,
1666,02/07/20 07:15:00 PM,15.9,13.7,11.09,,
1667,02/07/20 07:30:00 PM,15.6,13.4,10.91,,
1668,02/07/20 07:45:00 PM,15.6,13.4,10.78,,
1669,02/07/20 08:00:00 PM,15.6,13.4,10.66,,
1670,02/07/20 08:15:00 PM,15.7,13.4,10.57,,
1671,02/07/20 08:30:00 PM,15.8,13.4,10.46,,
1672,02/07/20 08:45:00 PM,16.0,13.7,10.34,,
1673,02/07/20 09:00:00 PM,16.1,13.7,10.24,,
1674,02/07/20 09:15:00 PM,16.0,13.7,10.12,,
1675,02/07/20 09:30:00 PM,15.9,13.7,10.01,,
1676,02/07/20 09:45:00 PM,16.0,13.7,9.95,,
1677,02/07/20 10:00:00 PM,16.1,14.1,9.87,,
1678,02/07/20 10:15:00 PM,16.3,14.1,9.79,,
1679,02/07/20 10:30:00 PM,16.2,13.8,9.72,,
1680,02/07/20 10:45:00 PM,16.4,14.1,9.67,,
1681,02/07/20 11:00:00 PM,16.4,14.1,9.61,,
1682,02/07/20 11:15:00 PM,16.5,14.1,9.55,,
1683,02/07/20 11:30:00 PM,16.5,13.8,9.51,,
1684,02/07/20 11:45:00 PM,16.5,14.1,9.45,,
1685,02/08/20 12:00:00 AM,16.5,14.1,9.38,,
1686,02/08/20 12:15:00 AM,16.5,13.8,9.37,,
1687,02/08/20 12:30:00 AM,16.6,14.1,9.37,,
1688,02/08/20 12:45:00 AM,16.6,14.5,9.30,,
1689,02/08/20 01:00:00 AM,16.6,14.1,9.25,,
1690,02/08/20 01:15:00 AM,16.6,14.1,9.22,,
1691,02/08/20 01:30:00 AM,16.7,14.5,9.19,,
1692,02/08/20 01:45:00 AM,16.8,14.5,9.15,,
1693,02/08/20 02:00:00 AM,16.8,14.5,9.15,,
1694,02/08/20 02:15:00 AM,16.8,14.5,9.11,,
1695,02/08/20 02:30:00 AM,16.8,14.5,9.11,,
1696,02/08/20 02:45:00 AM,16.9,14.5,9.08,,
1697,02/08/20 03:00:00 AM,16.9,14.5,9.04,,
1698,02/08/20 03:15:00 AM,16.9,14.5,9.01,,
1699,02/08/20 03:30:00 AM,17.0,14.5,8.99,,
1700,02/08/20 03:45:00 AM,17.0,14.5,8.96,,
1701,02/08/20 04:00:00 AM,17.3,14.5,8.95,,
1702,02/08/20 04:15:00 AM,18.1,15.6,8.99,,
1703,02/08/20 04:30:00 AM,17.7,15.3,8.97,,
1704,02/08/20 04:45:00 AM,17.6,15.3,8.99,,
1705,02/08/20 05:00:00 AM,17.6,15.3,9.03,,
1706,02/08/20 05:15:00 AM,17.7,15.6,9.05,,
1707,02/08/20 05:30:00 AM,17.6,15.3,9.09,,
1708,02/08/20 05:45:00 AM,17.6,15.3,9.15,,
1709,02/08/20 06:00:00 AM,17.6,15.3,9.21,,
1710,02/08/20 06:15:00 AM,17.7,15.3,9.25,,
1711,02/08/20 06:30:00 AM,17.7,15.3,9.25,,
1712,02/08/20 06:45:00 AM,17.7,15.3,9.28,,
1713,02/08/20 07:00:00 AM,17.8,15.3,9.30,,
1714,02/08/20 07:15:00 AM,17.6,15.3,9.34,,
1715,02/08/20 07:30:00 AM,17.6,15.3,9.36,,
1716,02/08/20 07:45:00 AM,18.0,15.6,9.36,,
1717,02/08/20 08:00:00 AM,18.1,15.6,9.37,,
1718,02/08/20 08:15:00 AM,18.4,16.0,9.43,,
1719,02/08/20 08:30:00 AM,18.1,15.6,9.47,,
1720,02/08/20 08:45:00 AM,18.0,15.6,9.53,,
1721,02/08/20 09:00:00 AM,18.0,15.6,9.59,,
1722,02/08/20 09:15:00 AM,17.8,15.6,9.67,,
1723,02/08/20 09:30:00 AM,17.9,15.6,9.75,,
1724,02/08/20 09:45:00 AM,18.0,15.6,9.84,,
1725,02/08/20 10:00:00 AM,18.0,15.6,9.93,,
1726,02/08/20 10:15:00 AM,18.0,15.6,10.05,,
1727,02/08/20 10:30:00 AM,18.0,15.6,10.17,,
1728,02/08/20 10:45:00 AM,18.0,15.6,10.30,,
1729,02/08/20 11:00:00 AM,18.1,15.6,10.49,,
1730,02/08/20 11:15:00 AM,18.2,15.6,10.68,,
1731,02/08/20 11:30:00 AM,18.2,15.6,10.92,,
1732,02/08/20 11:45:00 AM,18.3,15.6,11.16,,
1733,02/08/20 12:00:00 PM,18.4,16.0,11.34,,
1734,02/08/20 12:15:00 PM,18.5,15.6,11.59,,
1735,02/08/20 12:30:00 PM,18.7,16.3,11.86,,
1736,02/08/20 12:45:00 PM,18.8,16.3,12.08,,
1737,02/08/20 01:00:00 PM,18.9,16.3,12.28,,
1738,02/08/20 01:15:00 PM,19.0,16.3,12.33,,
1739,02/08/20 01:30:00 PM,19.6,17.1,12.24,,
1740,02/08/20 01:45:00 PM,20.0,17.5,12.08,,
1741,02/08/20 02:00:00 PM,19.8,17.5,11.93,,
1742,02/08/20 02:15:00 PM,18.9,16.3,11.84,,
1743,02/08/20 02:30:00 PM,18.5,16.0,11.74,,
1744,02/08/20 02:45:00 PM,18.2,15.6,11.65,,
1745,02/08/20 03:00:00 PM,17.9,15.6,11.53,,
1746,02/08/20 03:15:00 PM,17.8,15.2,11.42,,
1747,02/08/20 03:30:00 PM,17.7,15.2,11.36,,
1748,02/08/20 03:45:00 PM,17.7,14.8,11.32,,
1749,02/08/20 04:00:00 PM,17.5,15.2,11.25,,
1750,02/08/20 04:15:00 PM,17.6,15.2,11.17,,
1751,02/08/20 04:30:00 PM,17.7,15.6,11.12,,
1752,02/08/20 04:45:00 PM,17.6,15.2,11.08,,
1753,02/08/20 05:00:00 PM,17.6,15.2,11.07,,
1754,02/08/20 05:15:00 PM,17.6,14.9,11.05,,
1755,02/08/20 05:30:00 PM,17.5,15.2,11.04,,
1756,02/08/20 05:45:00 PM,17.5,15.2,11.01,,
1757,02/08/20 06:00:00 PM,17.4,15.2,10.96,,
1758,02/08/20 06:15:00 PM,17.3,14.9,10.88,,
1759,02/08/20 06:30:00 PM,17.3,14.5,10.80,,
1760,02/08/20 06:45:00 PM,17.2,14.5,10.74,,
1761,02/08/20 07:00:00 PM,17.8,15.6,10.59,,
1762,02/08/20 07:15:00 PM,17.9,15.2,10.51,,
1763,02/08/20 07:30:00 PM,17.5,14.9,10.43,,
1764,02/08/20 07:45:00 PM,17.4,14.9,10.40,,
1765,02/08/20 08:00:00 PM,17.3,14.9,10.34,,
1766,02/08/20 08:15:00 PM,17.3,14.5,10.29,,
1767,02/08/20 08:30:00 PM,17.3,14.5,10.22,,
1768,02/08/20 08:45:00 PM,17.3,14.5,10.17,,
1769,02/08/20 09:00:00 PM,17.3,14.5,10.15,,
1770,02/08/20 09:15:00 PM,17.3,15.2,10.12,,
1771,02/08/20 09:30:00 PM,17.3,14.9,10.09,,
1772,02/08/20 09:45:00 PM,17.3,14.9,10.04,,
1773,02/08/20 10:00:00 PM,17.2,14.5,9.97,,
1774,02/08/20 10:15:00 PM,17.2,14.5,9.91,,
1775,02/08/20 10:30:00 PM,17.3,14.9,9.83,,
1776,02/08/20 10:45:00 PM,17.3,14.5,9.79,,
1777,02/08/20 11:00:00 PM,17.3,14.9,9.75,,
1778,02/08/20 11:15:00 PM,17.3,14.5,9.68,,
1779,02/08/20 11:30:00 PM,17.2,14.5,9.63,,
1780,02/08/20 11:45:00 PM,17.2,14.5,9.59,,
1781,02/09/20 12:00:00 AM,17.2,14.5,9.57,,
1782,02/09/20 12:15:00 AM,17.3,14.9,9.53,,
1783,02/09/20 12:30:00 AM,17.3,14.5,9.47,,
1784,02/09/20 12:45:00 AM,17.3,14.9,9.42,,
1785,02/09/20 01:00:00 AM,17.4,14.9,9.34,,
1786,02/09/20 01:15:00 AM,17.5,14.5,9.30,,
1787,02/09/20 01:30:00 AM,17.6,15.3,9.30,,
1788,02/09/20 01:45:00 AM,17.7,15.3,9.33,,
1789,02/09/20 02:00:00 AM,18.2,15.6,9.38,,
1790,02/09/20 02:15:00 AM,18.1,15.6,9.41,,
1791,02/09/20 02:30:00 AM,18.1,15.6,9.43,,
1792,02/09/20 02:45:00 AM,17.9,15.6,9.43,,
