"Plot Title: EC1"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20636125, SEN S/N: 20636125)","Full Range, μS/cm (LGR S/N: 20636125, SEN S/N: 20636125)","Temp, °C (LGR S/N: 20636125, SEN S/N: 20636125)","Coupler Detached (LGR S/N: 20636125)","End Of File (LGR S/N: 20636125)"
2328,02/14/20 04:45:00 PM,31.0,28.2,11.82,,
2329,02/14/20 05:00:00 PM,29.2,26.7,11.63,,
2330,02/14/20 05:15:00 PM,27.3,24.5,11.48,,
2331,02/14/20 05:30:00 PM,26.7,24.1,11.30,,
2332,02/14/20 05:45:00 PM,26.3,23.8,11.14,,
2333,02/14/20 06:00:00 PM,25.8,23.8,10.97,,
2334,02/14/20 06:15:00 PM,24.5,21.9,10.79,,
2335,02/14/20 06:30:00 PM,23.5,21.2,10.64,,
2336,02/14/20 06:45:00 PM,23.4,21.2,10.47,,
2337,02/14/20 07:00:00 PM,23.8,21.5,10.32,,
2338,02/14/20 07:15:00 PM,24.1,21.5,10.16,,
2339,02/14/20 07:30:00 PM,24.3,21.9,10.11,,
2340,02/14/20 07:45:00 PM,24.0,21.5,10.06,,
2341,02/14/20 08:00:00 PM,24.2,21.5,9.99,,
2342,02/14/20 08:15:00 PM,24.8,22.3,9.94,,
2343,02/14/20 08:30:00 PM,24.8,22.3,9.93,,
2344,02/14/20 08:45:00 PM,24.6,21.9,9.87,,
2345,02/14/20 09:00:00 PM,24.9,22.3,9.86,,
2346,02/14/20 09:15:00 PM,25.1,22.3,9.85,,
2347,02/14/20 09:30:00 PM,25.1,22.7,9.83,,
2348,02/14/20 09:45:00 PM,25.0,22.3,9.81,,
2349,02/14/20 10:00:00 PM,25.1,22.7,9.77,,
2350,02/14/20 10:15:00 PM,25.2,22.7,9.75,,
2351,02/14/20 10:30:00 PM,25.0,22.3,9.73,,
2352,02/14/20 10:45:00 PM,25.4,22.7,9.70,,
2353,02/14/20 11:00:00 PM,25.8,23.1,9.67,,
2354,02/14/20 11:15:00 PM,26.1,23.8,9.65,,
2355,02/14/20 11:30:00 PM,26.0,23.4,9.61,,
2356,02/14/20 11:45:00 PM,26.0,23.8,9.58,,
2357,02/15/20 12:00:00 AM,25.8,23.1,9.53,,
2358,02/15/20 12:15:00 AM,25.7,23.1,9.41,,
2359,02/15/20 12:30:00 AM,26.0,23.8,9.33,,
2360,02/15/20 12:45:00 AM,26.0,23.4,9.26,,
2361,02/15/20 01:00:00 AM,26.1,23.8,9.22,,
2362,02/15/20 01:15:00 AM,26.1,23.8,9.17,,
2363,02/15/20 01:30:00 AM,26.0,23.8,9.13,,
2364,02/15/20 01:45:00 AM,26.0,23.8,9.10,,
2365,02/15/20 02:00:00 AM,25.9,23.4,9.10,,
2366,02/15/20 02:15:00 AM,25.9,23.8,9.08,,
2367,02/15/20 02:30:00 AM,25.9,23.4,9.08,,
2368,02/15/20 02:45:00 AM,25.8,23.4,9.05,,
2369,02/15/20 03:00:00 AM,25.5,23.1,9.04,,
2370,02/15/20 03:15:00 AM,25.4,22.7,9.00,,
2371,02/15/20 03:30:00 AM,25.2,22.7,8.95,,
2372,02/15/20 03:45:00 AM,25.1,22.7,8.88,,
2373,02/15/20 04:00:00 AM,25.1,22.7,8.87,,
2374,02/15/20 04:15:00 AM,24.9,22.7,8.83,,
2375,02/15/20 04:30:00 AM,24.7,22.0,8.81,,
2376,02/15/20 04:45:00 AM,24.5,21.9,8.84,,
2377,02/15/20 05:00:00 AM,24.4,22.3,8.88,,
2378,02/15/20 05:15:00 AM,24.4,21.9,8.87,,
2379,02/15/20 05:30:00 AM,24.4,21.6,8.85,,
2380,02/15/20 05:45:00 AM,24.3,21.6,8.88,,
2381,02/15/20 06:00:00 AM,24.4,22.0,8.81,,
2382,02/15/20 06:15:00 AM,24.5,22.0,8.73,,
2383,02/15/20 06:30:00 AM,24.5,22.0,8.73,,
2384,02/15/20 06:45:00 AM,24.5,22.0,8.75,,
2385,02/15/20 07:00:00 AM,24.6,22.0,8.81,,
2386,02/15/20 07:15:00 AM,24.7,22.0,8.81,,
2387,02/15/20 07:30:00 AM,26.5,24.6,8.85,,
2388,02/15/20 07:45:00 AM,24.9,22.3,8.89,,
2389,02/15/20 08:00:00 AM,25.0,22.7,8.95,,
2390,02/15/20 08:15:00 AM,25.1,22.7,8.98,,
2391,02/15/20 08:30:00 AM,25.1,22.7,9.04,,
2392,02/15/20 08:45:00 AM,25.2,22.7,9.06,,
2393,02/15/20 09:00:00 AM,25.2,22.7,9.12,,
2394,02/15/20 09:15:00 AM,25.2,23.1,9.21,,
2395,02/15/20 09:30:00 AM,25.0,22.7,9.29,,
2396,02/15/20 09:45:00 AM,24.8,22.3,9.33,,
2397,02/15/20 10:00:00 AM,24.4,21.9,9.40,,
2398,02/15/20 10:15:00 AM,24.7,21.9,9.40,,
2399,02/15/20 10:30:00 AM,25.2,22.7,9.42,,
2400,02/15/20 10:45:00 AM,25.4,22.7,9.49,,
2401,02/15/20 11:00:00 AM,25.6,23.1,9.59,,
2402,02/15/20 11:15:00 AM,25.6,23.1,9.69,,
2403,02/15/20 11:30:00 AM,25.8,23.0,9.77,,
2404,02/15/20 11:45:00 AM,25.6,23.0,9.87,,
2405,02/15/20 12:00:00 PM,25.5,23.0,10.10,,
2406,02/15/20 12:15:00 PM,25.6,23.4,10.31,,
2407,02/15/20 12:30:00 PM,25.3,23.0,10.44,,
2408,02/15/20 12:45:00 PM,24.8,22.7,10.52,,
2409,02/15/20 01:00:00 PM,24.6,22.7,10.61,,
2410,02/15/20 01:15:00 PM,24.5,21.9,10.72,,
2411,02/15/20 01:30:00 PM,24.3,21.9,10.72,,
2412,02/15/20 01:45:00 PM,24.6,21.9,10.83,,
2413,02/15/20 02:00:00 PM,24.8,22.3,10.93,,
2414,02/15/20 02:15:00 PM,24.8,22.6,11.01,,
2415,02/15/20 02:30:00 PM,24.8,21.9,11.09,,
2416,02/15/20 02:45:00 PM,25.0,22.6,11.20,,
2417,02/15/20 03:00:00 PM,25.2,22.6,11.32,,
2418,02/15/20 03:15:00 PM,25.3,22.6,11.40,,
2419,02/15/20 03:30:00 PM,25.5,23.0,11.37,,
2420,02/15/20 03:45:00 PM,25.5,23.4,11.33,,
2421,02/15/20 04:00:00 PM,25.5,23.4,11.28,,
2422,02/15/20 04:15:00 PM,25.5,23.4,11.17,,
2423,02/15/20 04:30:00 PM,25.3,23.4,11.08,,
2424,02/15/20 04:45:00 PM,25.2,22.6,10.99,,
2425,02/15/20 05:00:00 PM,25.0,22.6,10.88,,
2426,02/15/20 05:15:00 PM,25.0,22.6,10.80,,
2427,02/15/20 05:30:00 PM,24.9,22.6,10.72,,
2428,02/15/20 05:45:00 PM,24.8,22.7,10.63,,
2429,02/15/20 06:00:00 PM,24.6,22.3,10.51,,
2430,02/15/20 06:15:00 PM,24.5,22.3,10.39,,
2431,02/15/20 06:30:00 PM,24.3,21.5,10.28,,
2432,02/15/20 06:45:00 PM,24.1,21.9,10.19,,
2433,02/15/20 07:00:00 PM,24.1,21.5,10.10,,
2434,02/15/20 07:15:00 PM,24.0,21.5,10.04,,
2435,02/15/20 07:30:00 PM,23.8,21.5,10.00,,
2436,02/15/20 07:45:00 PM,23.7,21.5,9.93,,
2437,02/15/20 08:00:00 PM,23.5,20.8,9.83,,
2438,02/15/20 08:15:00 PM,23.4,20.8,9.79,,
2439,02/15/20 08:30:00 PM,23.4,20.8,9.71,,
2440,02/15/20 08:45:00 PM,23.3,20.8,9.66,,
2441,02/15/20 09:00:00 PM,23.1,20.4,9.54,,
2442,02/15/20 09:15:00 PM,23.1,20.8,9.50,,
2443,02/15/20 09:30:00 PM,23.0,20.4,9.45,,
2444,02/15/20 09:45:00 PM,23.0,20.8,9.42,,
2445,02/15/20 10:00:00 PM,22.9,20.4,9.40,,
2446,02/15/20 10:15:00 PM,22.9,20.4,9.41,,
2447,02/15/20 10:30:00 PM,23.0,20.4,9.48,,
2448,02/15/20 10:45:00 PM,23.1,20.8,9.49,,
2449,02/15/20 11:00:00 PM,23.1,20.8,9.49,,
2450,02/15/20 11:15:00 PM,23.1,20.8,9.49,,
2451,02/15/20 11:30:00 PM,23.4,20.8,9.46,,
2452,02/15/20 11:45:00 PM,23.5,21.2,9.44,,
2453,02/16/20 12:00:00 AM,23.4,21.2,9.41,,
2454,02/16/20 12:15:00 AM,23.2,21.2,9.32,,
2455,02/16/20 12:30:00 AM,23.2,20.4,9.26,,
2456,02/16/20 12:45:00 AM,23.1,20.8,9.24,,
2457,02/16/20 01:00:00 AM,23.2,20.8,9.24,,
2458,02/16/20 01:15:00 AM,23.2,21.2,9.22,,
2459,02/16/20 01:30:00 AM,23.0,20.8,9.24,,
2460,02/16/20 01:45:00 AM,23.1,20.8,9.30,,
2461,02/16/20 02:00:00 AM,23.2,20.8,9.32,,
2462,02/16/20 02:15:00 AM,23.3,20.8,9.30,,
2463,02/16/20 02:30:00 AM,23.3,21.2,9.30,,
2464,02/16/20 02:45:00 AM,23.3,20.8,9.26,,
2465,02/16/20 03:00:00 AM,23.2,20.8,9.26,,
2466,02/16/20 03:15:00 AM,23.2,21.2,9.25,,
2467,02/16/20 03:30:00 AM,23.2,20.8,9.24,,
2468,02/16/20 03:45:00 AM,23.1,21.2,9.22,,
2469,02/16/20 04:00:00 AM,23.2,20.8,9.22,,
2470,02/16/20 04:15:00 AM,23.0,20.4,9.20,,
2471,02/16/20 04:30:00 AM,23.0,20.4,9.20,,
2472,02/16/20 04:45:00 AM,22.9,20.4,9.17,,
2473,02/16/20 05:00:00 AM,22.9,20.4,9.17,,
2474,02/16/20 05:15:00 AM,22.9,20.4,9.16,,
2475,02/16/20 05:30:00 AM,22.9,20.4,9.13,,
2476,02/16/20 05:45:00 AM,22.8,20.4,9.12,,
2477,02/16/20 06:00:00 AM,22.8,20.4,9.12,,
2478,02/16/20 06:15:00 AM,22.7,20.4,9.09,,
2479,02/16/20 06:30:00 AM,22.7,20.4,9.09,,
2480,02/16/20 06:45:00 AM,22.7,20.4,9.12,,
2481,02/16/20 07:00:00 AM,22.6,20.4,9.10,,
2482,02/16/20 07:15:00 AM,22.6,20.4,9.10,,
2483,02/16/20 07:30:00 AM,22.6,20.4,9.12,,
2484,02/16/20 07:45:00 AM,22.6,20.4,9.13,,
2485,02/16/20 08:00:00 AM,22.6,20.4,9.17,,
2486,02/16/20 08:15:00 AM,22.6,20.4,9.22,,
2487,02/16/20 08:30:00 AM,22.6,20.4,9.29,,
2488,02/16/20 08:45:00 AM,22.6,20.4,9.38,,
2489,02/16/20 09:00:00 AM,22.6,20.4,9.34,,
2490,02/16/20 09:15:00 AM,22.7,20.4,9.38,,
2491,02/16/20 09:30:00 AM,22.8,20.4,9.40,,
2492,02/16/20 09:45:00 AM,22.9,20.4,9.49,,
2493,02/16/20 10:00:00 AM,23.1,20.8,9.53,,
2494,02/16/20 10:15:00 AM,23.1,20.8,9.53,,
2495,02/16/20 10:30:00 AM,23.1,20.8,9.58,,
2496,02/16/20 10:45:00 AM,23.2,20.8,9.65,,
2497,02/16/20 11:00:00 AM,23.4,21.2,9.69,,
2498,02/16/20 11:15:00 AM,23.4,21.2,9.74,,
2499,02/16/20 11:30:00 AM,23.6,21.2,9.85,,
2500,02/16/20 11:45:00 AM,23.6,21.2,9.90,,
2501,02/16/20 12:00:00 PM,23.6,20.8,9.99,,
2502,02/16/20 12:15:00 PM,23.6,21.2,10.14,,
2503,02/16/20 12:30:00 PM,23.6,21.5,10.20,,
2504,02/16/20 12:45:00 PM,23.6,20.8,10.27,,
2505,02/16/20 01:00:00 PM,23.6,21.2,10.38,,
2506,02/16/20 01:15:00 PM,23.6,21.5,10.49,,
2507,02/16/20 01:30:00 PM,23.7,21.5,10.63,,
2508,02/16/20 01:45:00 PM,23.8,21.5,10.73,,
2509,02/16/20 02:00:00 PM,23.8,21.5,10.81,,
2510,02/16/20 02:15:00 PM,23.8,21.5,10.88,,
2511,02/16/20 02:30:00 PM,23.8,21.5,10.89,,
2512,02/16/20 02:45:00 PM,23.8,21.5,10.96,,
2513,02/16/20 03:00:00 PM,23.9,21.5,11.04,,
2514,02/16/20 03:15:00 PM,23.9,21.5,11.10,,
2515,02/16/20 03:30:00 PM,23.9,21.5,11.14,,
2516,02/16/20 03:45:00 PM,24.0,21.5,11.16,,
2517,02/16/20 04:00:00 PM,24.0,21.5,11.13,,
2518,02/16/20 04:15:00 PM,24.0,21.5,11.04,,
2519,02/16/20 04:30:00 PM,23.9,21.5,10.93,,
2520,02/16/20 04:45:00 PM,23.8,21.5,10.89,,
2521,02/16/20 05:00:00 PM,23.7,21.5,10.81,,
2522,02/16/20 05:15:00 PM,23.7,21.5,10.72,,
2523,02/16/20 05:30:00 PM,23.6,21.5,10.60,,
2524,02/16/20 05:45:00 PM,23.6,21.5,10.49,,
2525,02/16/20 06:00:00 PM,23.5,21.2,10.42,,
2526,02/16/20 06:15:00 PM,23.5,21.2,10.32,,
2527,02/16/20 06:30:00 PM,23.3,20.8,10.23,,
2528,02/16/20 06:45:00 PM,23.3,20.8,10.15,,
2529,02/16/20 07:00:00 PM,23.2,21.2,10.10,,
2530,02/16/20 07:15:00 PM,23.2,20.8,10.04,,
2531,02/16/20 07:30:00 PM,23.1,20.4,9.97,,
2532,02/16/20 07:45:00 PM,23.3,20.8,9.89,,
2533,02/16/20 08:00:00 PM,23.3,20.8,9.85,,
2534,02/16/20 08:15:00 PM,23.4,21.2,9.81,,
2535,02/16/20 08:30:00 PM,23.5,20.8,9.77,,
2536,02/16/20 08:45:00 PM,23.6,21.6,9.74,,
2537,02/16/20 09:00:00 PM,23.6,21.6,9.71,,
2538,02/16/20 09:15:00 PM,23.7,21.6,9.67,,
2539,02/16/20 09:30:00 PM,23.7,21.6,9.63,,
2540,02/16/20 09:45:00 PM,23.7,21.6,9.58,,
2541,02/16/20 10:00:00 PM,23.7,21.2,9.54,,
2542,02/16/20 10:15:00 PM,23.6,21.6,9.49,,
2543,02/16/20 10:30:00 PM,23.6,21.2,9.46,,
2544,02/16/20 10:45:00 PM,23.6,21.6,9.46,,
2545,02/16/20 11:00:00 PM,23.7,21.6,9.42,,
2546,02/16/20 11:15:00 PM,23.8,21.6,9.41,,
2547,02/16/20 11:30:00 PM,23.9,21.2,9.37,,
2548,02/16/20 11:45:00 PM,23.9,21.6,9.33,,
2549,02/17/20 12:00:00 AM,23.9,21.6,9.34,,
2550,02/17/20 12:15:00 AM,24.4,22.3,9.33,,
2551,02/17/20 12:30:00 AM,24.9,22.7,9.32,,
2552,02/17/20 12:45:00 AM,25.1,22.7,9.29,,
2553,02/17/20 01:00:00 AM,25.1,22.7,9.30,,
2554,02/17/20 01:15:00 AM,25.2,22.7,9.30,,
2555,02/17/20 01:30:00 AM,25.1,23.1,9.28,,
2556,02/17/20 01:45:00 AM,24.9,22.7,9.28,,
2557,02/17/20 02:00:00 AM,24.8,22.7,9.26,,
2558,02/17/20 02:15:00 AM,24.7,22.3,9.26,,
2559,02/17/20 02:30:00 AM,24.6,22.3,9.26,,
2560,02/17/20 02:45:00 AM,24.5,22.3,9.26,,
2561,02/17/20 03:00:00 AM,24.5,22.3,9.25,,
2562,02/17/20 03:15:00 AM,24.6,22.7,9.26,,
2563,02/17/20 03:30:00 AM,24.7,21.9,9.25,,
2564,02/17/20 03:45:00 AM,24.7,22.3,9.25,,
2565,02/17/20 04:00:00 AM,24.6,22.3,9.25,,
2566,02/17/20 04:15:00 AM,24.7,22.3,9.25,,
2567,02/17/20 04:30:00 AM,24.7,22.7,9.22,,
2568,02/17/20 04:45:00 AM,24.7,22.3,9.21,,
2569,02/17/20 05:00:00 AM,24.7,22.3,9.16,,
2570,02/17/20 05:15:00 AM,24.4,21.9,9.14,,
2571,02/17/20 05:30:00 AM,24.4,21.9,9.12,,
2572,02/17/20 05:45:00 AM,24.7,22.3,9.12,,
2573,02/17/20 06:00:00 AM,24.7,22.7,9.08,,
2574,02/17/20 06:15:00 AM,24.7,22.7,9.08,,
2575,02/17/20 06:30:00 AM,24.8,22.7,9.08,,
2576,02/17/20 06:45:00 AM,24.7,22.3,9.05,,
2577,02/17/20 07:00:00 AM,24.7,22.7,9.05,,
2578,02/17/20 07:15:00 AM,24.7,22.3,9.05,,
2579,02/17/20 07:30:00 AM,24.7,22.3,9.02,,
2580,02/17/20 07:45:00 AM,24.6,22.3,9.02,,
2581,02/17/20 08:00:00 AM,24.4,21.9,9.00,,
2582,02/17/20 08:15:00 AM,24.4,21.9,8.98,,
2583,02/17/20 08:30:00 AM,24.2,21.9,8.97,,
2584,02/17/20 08:45:00 AM,24.2,21.9,8.98,,
2585,02/17/20 09:00:00 AM,24.2,21.6,8.98,,
2586,02/17/20 09:15:00 AM,24.2,21.6,9.00,,
2587,02/17/20 09:30:00 AM,24.1,21.6,9.00,,
2588,02/17/20 09:45:00 AM,24.1,21.6,9.02,,
2589,02/17/20 10:00:00 AM,24.1,21.6,9.06,,
2590,02/17/20 10:15:00 AM,24.2,21.6,9.10,,
2591,02/17/20 10:30:00 AM,24.2,21.9,9.16,,
2592,02/17/20 10:45:00 AM,25.4,23.8,9.22,,
2593,02/17/20 11:00:00 AM,24.8,23.1,9.25,,
2594,02/17/20 11:15:00 AM,24.4,21.9,9.32,,
2595,02/17/20 11:30:00 AM,24.4,21.6,9.41,,
2596,02/17/20 11:45:00 AM,24.4,22.3,9.57,,
2597,02/17/20 12:00:00 PM,24.4,22.3,9.70,,
2598,02/17/20 12:15:00 PM,24.4,22.3,9.79,,
2599,02/17/20 12:30:00 PM,24.4,22.3,9.82,,
2600,02/17/20 12:45:00 PM,24.5,22.3,9.87,,
2601,02/17/20 01:00:00 PM,24.6,22.3,9.97,,
2602,02/17/20 01:15:00 PM,24.6,22.3,10.06,,
2603,02/17/20 01:30:00 PM,24.7,22.7,10.14,,
2604,02/17/20 01:45:00 PM,24.7,22.3,10.23,,
2605,02/17/20 02:00:00 PM,24.8,22.3,10.31,,
2606,02/17/20 02:15:00 PM,24.8,22.3,10.35,,
2607,02/17/20 02:30:00 PM,24.8,22.7,10.36,,
2608,02/17/20 02:45:00 PM,24.8,22.7,10.40,,
2609,02/17/20 03:00:00 PM,24.8,22.3,10.46,,
2610,02/17/20 03:15:00 PM,24.8,22.7,10.55,,
2611,02/17/20 03:30:00 PM,24.9,22.7,10.60,,
2612,02/17/20 03:45:00 PM,25.0,22.6,10.67,,
2613,02/17/20 04:00:00 PM,25.0,22.6,10.73,,
2614,02/17/20 04:15:00 PM,25.0,22.6,10.76,,
2615,02/17/20 04:30:00 PM,25.0,22.6,10.72,,
2616,02/17/20 04:45:00 PM,24.8,22.6,10.67,,
2617,02/17/20 05:00:00 PM,24.8,22.7,10.64,,
2618,02/17/20 05:15:00 PM,24.8,22.3,10.60,,
2619,02/17/20 05:30:00 PM,24.6,22.3,10.56,,
2620,02/17/20 05:45:00 PM,24.5,21.9,10.47,,
2621,02/17/20 06:00:00 PM,24.4,22.3,10.39,,
2622,02/17/20 06:15:00 PM,24.5,21.9,10.34,,
2623,02/17/20 06:30:00 PM,24.6,22.3,10.27,,
2624,02/17/20 06:45:00 PM,24.6,22.3,10.18,,
2625,02/17/20 07:00:00 PM,24.7,22.7,10.08,,
2626,02/17/20 07:15:00 PM,24.6,22.3,10.00,,
2627,02/17/20 07:30:00 PM,24.6,22.3,9.93,,
2628,02/17/20 07:45:00 PM,24.8,22.3,9.85,,
2629,02/17/20 08:00:00 PM,24.7,22.7,9.77,,
2630,02/17/20 08:15:00 PM,24.7,22.7,9.66,,
2631,02/17/20 08:30:00 PM,24.7,22.3,9.57,,
2632,02/17/20 08:45:00 PM,24.6,22.3,9.50,,
2633,02/17/20 09:00:00 PM,24.4,22.3,9.45,,
2634,02/17/20 09:15:00 PM,24.3,21.9,9.38,,
2635,02/17/20 09:30:00 PM,24.3,21.6,9.37,,
2636,02/17/20 09:45:00 PM,24.2,21.6,9.30,,
2637,02/17/20 10:00:00 PM,24.2,21.6,9.29,,
2638,02/17/20 10:15:00 PM,24.2,21.6,9.26,,
2639,02/17/20 10:30:00 PM,24.4,22.3,9.25,,
2640,02/17/20 10:45:00 PM,24.7,22.3,9.22,,
2641,02/17/20 11:00:00 PM,24.7,22.3,9.21,,
2642,02/17/20 11:15:00 PM,24.7,22.3,9.20,,
2643,02/17/20 11:30:00 PM,24.9,22.3,9.17,,
2644,02/17/20 11:45:00 PM,25.1,22.7,9.12,,
2645,02/18/20 12:00:00 AM,25.2,22.7,9.12,,
2646,02/18/20 12:15:00 AM,25.6,23.1,9.08,,
2647,02/18/20 12:30:00 AM,25.4,23.4,9.06,,
2648,02/18/20 12:45:00 AM,25.4,22.7,9.05,,
2649,02/18/20 01:00:00 AM,25.5,23.4,9.04,,
2650,02/18/20 01:15:00 AM,25.5,23.4,9.01,,
2651,02/18/20 01:30:00 AM,25.4,22.7,8.97,,
2652,02/18/20 01:45:00 AM,25.5,23.1,8.95,,
2653,02/18/20 02:00:00 AM,25.4,22.7,8.89,,
2654,02/18/20 02:15:00 AM,25.5,22.7,8.89,,
2655,02/18/20 02:30:00 AM,25.3,22.7,8.87,,
2656,02/18/20 02:45:00 AM,25.3,22.7,8.84,,
2657,02/18/20 03:00:00 AM,25.2,22.7,8.83,,
2658,02/18/20 03:15:00 AM,25.1,22.7,8.79,,
2659,02/18/20 03:30:00 AM,25.0,22.7,8.79,,
2660,02/18/20 03:45:00 AM,25.0,22.7,8.79,,
2661,02/18/20 04:00:00 AM,25.0,22.7,8.77,,
2662,02/18/20 04:15:00 AM,24.9,22.7,8.80,,
2663,02/18/20 04:30:00 AM,24.8,22.7,8.77,,
2664,02/18/20 04:45:00 AM,24.7,22.0,8.76,,
2665,02/18/20 05:00:00 AM,24.7,22.7,8.75,,
2666,02/18/20 05:15:00 AM,24.7,22.3,8.71,,
2667,02/18/20 05:30:00 AM,24.7,22.3,8.71,,
2668,02/18/20 05:45:00 AM,24.6,22.3,8.67,,
2669,02/18/20 06:00:00 AM,24.6,22.3,8.65,,
2670,02/18/20 06:15:00 AM,24.5,22.0,8.63,,
2671,02/18/20 06:30:00 AM,24.5,22.3,8.64,,
2672,02/18/20 06:45:00 AM,24.4,22.3,8.64,,
2673,02/18/20 07:00:00 AM,24.4,22.0,8.63,,
2674,02/18/20 07:15:00 AM,24.3,21.6,8.60,,
2675,02/18/20 07:30:00 AM,24.2,21.6,8.59,,
2676,02/18/20 07:45:00 AM,24.2,21.6,8.59,,
2677,02/18/20 08:00:00 AM,24.1,21.6,8.57,,
2678,02/18/20 08:15:00 AM,24.2,21.6,8.55,,
2679,02/18/20 08:30:00 AM,23.8,21.6,8.56,,
2680,02/18/20 08:45:00 AM,23.6,21.6,8.56,,
2681,02/18/20 09:00:00 AM,23.7,21.6,8.55,,
2682,02/18/20 09:15:00 AM,25.5,23.8,8.56,,
2683,02/18/20 09:30:00 AM,23.7,21.6,8.57,,
2684,02/18/20 09:45:00 AM,23.7,21.6,8.60,,
2685,02/18/20 10:00:00 AM,23.8,21.6,8.61,,
2686,02/18/20 10:15:00 AM,23.7,21.6,8.64,,
2687,02/18/20 10:30:00 AM,23.7,21.6,8.65,,
2688,02/18/20 10:45:00 AM,23.7,21.6,8.69,,
2689,02/18/20 11:00:00 AM,23.7,21.6,8.76,,
2690,02/18/20 11:15:00 AM,23.7,21.6,8.79,,
2691,02/18/20 11:30:00 AM,23.7,21.2,8.81,,
2692,02/18/20 11:45:00 AM,23.7,21.6,8.88,,
2693,02/18/20 12:00:00 PM,23.7,21.6,8.92,,
2694,02/18/20 12:15:00 PM,23.7,21.6,8.96,,
2695,02/18/20 12:30:00 PM,23.7,21.6,9.00,,
2696,02/18/20 12:45:00 PM,23.7,20.8,9.00,,
2697,02/18/20 01:00:00 PM,23.7,21.6,9.01,,
2698,02/18/20 01:15:00 PM,23.5,21.2,9.02,,
2699,02/18/20 01:30:00 PM,23.6,21.6,9.04,,
2700,02/18/20 01:45:00 PM,23.6,21.2,9.06,,
2701,02/18/20 02:00:00 PM,23.6,21.2,9.08,,
2702,02/18/20 02:15:00 PM,23.6,21.2,9.13,,
2703,02/18/20 02:30:00 PM,23.6,21.6,9.13,,
2704,02/18/20 02:45:00 PM,23.6,20.8,9.14,,
2705,02/18/20 03:00:00 PM,23.6,21.2,9.16,,
2706,02/18/20 03:15:00 PM,23.6,21.2,9.18,,
2707,02/18/20 03:30:00 PM,23.6,21.6,9.25,,
2708,02/18/20 03:45:00 PM,23.7,21.2,9.28,,
2709,02/18/20 04:00:00 PM,23.7,21.6,9.29,,
2710,02/18/20 04:15:00 PM,23.7,21.2,9.29,,
2711,02/18/20 04:30:00 PM,23.6,21.2,9.25,,
2712,02/18/20 04:45:00 PM,23.6,21.2,9.24,,
2713,02/18/20 05:00:00 PM,23.5,20.8,9.22,,
2714,02/18/20 05:15:00 PM,23.5,20.8,9.17,,
2715,02/18/20 05:30:00 PM,23.4,20.8,9.13,,
2716,02/18/20 05:45:00 PM,23.4,21.2,9.08,,
2717,02/18/20 06:00:00 PM,23.3,21.2,9.04,,
2718,02/18/20 06:15:00 PM,23.2,20.8,8.97,,
2719,02/18/20 06:30:00 PM,23.2,21.2,8.89,,
2720,02/18/20 06:45:00 PM,23.2,20.8,8.83,,
2721,02/18/20 07:00:00 PM,23.0,20.5,8.73,,
2722,02/18/20 07:15:00 PM,23.0,20.5,8.67,,
2723,02/18/20 07:30:00 PM,23.0,20.5,8.59,,
2724,02/18/20 07:45:00 PM,23.0,20.5,8.53,,
2725,02/18/20 08:00:00 PM,23.0,20.8,8.49,,
2726,02/18/20 08:15:00 PM,23.0,20.5,8.48,,
2727,02/18/20 08:30:00 PM,23.0,20.5,8.47,,
2728,02/18/20 08:45:00 PM,22.9,20.5,8.42,,
2729,02/18/20 09:00:00 PM,22.9,20.5,8.39,,
2730,02/18/20 09:15:00 PM,22.9,20.5,8.39,,
2731,02/18/20 09:30:00 PM,22.9,20.5,8.39,,
2732,02/18/20 09:45:00 PM,23.0,20.5,8.40,,
2733,02/18/20 10:00:00 PM,22.9,20.5,8.39,,
2734,02/18/20 10:15:00 PM,22.8,20.5,8.38,,
2735,02/18/20 10:30:00 PM,22.8,20.5,8.35,,
2736,02/18/20 10:45:00 PM,22.9,20.5,8.36,,
2737,02/18/20 11:00:00 PM,22.8,20.5,8.36,,
2738,02/18/20 11:15:00 PM,22.7,20.5,8.35,,
2739,02/18/20 11:30:00 PM,22.7,20.5,8.34,,
2740,02/18/20 11:45:00 PM,22.7,20.5,8.34,,
2741,02/19/20 12:00:00 AM,22.7,20.5,8.32,,
2742,02/19/20 12:15:00 AM,22.7,20.5,8.32,,
2743,02/19/20 12:30:00 AM,22.8,20.5,8.32,,
2744,02/19/20 12:45:00 AM,22.7,20.5,8.31,,
2745,02/19/20 01:00:00 AM,22.7,20.5,8.30,,
2746,02/19/20 01:15:00 AM,22.7,20.5,8.31,,
2747,02/19/20 01:30:00 AM,22.7,20.5,8.32,,
2748,02/19/20 01:45:00 AM,22.7,20.5,8.32,,
2749,02/19/20 02:00:00 AM,22.8,20.5,8.34,,
2750,02/19/20 02:15:00 AM,22.7,20.5,8.32,,
2751,02/19/20 02:30:00 AM,22.8,20.5,8.35,,
2752,02/19/20 02:45:00 AM,22.8,20.5,8.35,,
2753,02/19/20 03:00:00 AM,22.7,20.5,8.35,,
2754,02/19/20 03:15:00 AM,22.8,20.5,8.32,,
2755,02/19/20 03:30:00 AM,22.7,20.5,8.31,,
2756,02/19/20 03:45:00 AM,22.8,20.5,8.32,,
2757,02/19/20 04:00:00 AM,22.7,20.5,8.31,,
2758,02/19/20 04:15:00 AM,22.7,20.5,8.31,,
2759,02/19/20 04:30:00 AM,22.8,20.5,8.32,,
