Serial_number:
2020435
Project ID:

Location:
BelowLake_Downstream
BelowLake_Downstream
UNIT: kPa
Offset: 0,000000 kPa
TEMPERATURE
UNIT: °C
Date;Time;ms;BelowLake_Downstream;TEMPERATURE
20/8/2021;12:00:00;0;63,2656;7,341
20/8/2021;12:15:00;0;63,1971;7,596
20/8/2021;12:30:00;0;63,1900;7,801
20/8/2021;12:45:00;0;63,1423;8,004
20/8/2021;13:00:00;0;63,1644;8,209
20/8/2021;13:15:00;0;63,1800;8,422
20/8/2021;13:30:00;0;63,1892;8,576
20/8/2021;13:45:00;0;63,1775;8,701
20/8/2021;14:00:00;0;63,1776;9,020
20/8/2021;14:15:00;0;63,1861;9,296
20/8/2021;14:30:00;0;63,1797;9,454
20/8/2021;14:45:00;0;63,0634;9,655
20/8/2021;15:00:00;0;63,0786;9,899
20/8/2021;15:15:00;0;63,0835;10,158
20/8/2021;15:30:00;0;63,0986;10,340
20/8/2021;15:45:00;0;63,1053;10,412
20/8/2021;16:00:00;0;63,0975;10,451
20/8/2021;16:15:00;0;63,0908;10,481
20/8/2021;16:30:00;0;63,0911;10,470
20/8/2021;16:45:00;0;63,0983;10,413
20/8/2021;17:00:00;0;63,0988;10,299
20/8/2021;17:15:00;0;63,0836;10,158
20/8/2021;17:30:00;0;63,0649;10,017
20/8/2021;17:45:00;0;63,0736;9,850
20/8/2021;18:00:00;0;63,0628;9,627
20/8/2021;18:15:00;0;63,0525;9,384
20/8/2021;18:30:00;0;63,0320;9,121
20/8/2021;18:45:00;0;63,0029;8,816
20/8/2021;19:00:00;0;62,9772;8,502
20/8/2021;19:15:00;0;62,9607;8,209
20/8/2021;19:30:00;0;62,9555;7,955
20/8/2021;19:45:00;0;62,9594;7,726
20/8/2021;20:00:00;0;62,9625;7,520
20/8/2021;20:15:00;0;62,9633;7,336
20/8/2021;20:30:00;0;62,9679;7,173
20/8/2021;20:45:00;0;62,9689;7,021
20/8/2021;21:00:00;0;62,9654;6,860
20/8/2021;21:15:00;0;62,9814;6,701
20/8/2021;21:30:00;0;62,9909;6,550
20/8/2021;21:45:00;0;63,0044;6,409
20/8/2021;22:00:00;0;63,0109;6,282
20/8/2021;22:15:00;0;63,0214;6,149
20/8/2021;22:30:00;0;63,0164;6,009
20/8/2021;22:45:00;0;63,0103;5,887
20/8/2021;23:00:00;0;63,0123;5,775
20/8/2021;23:15:00;0;63,0065;5,657
20/8/2021;23:30:00;0;63,0067;5,546
20/8/2021;23:45:00;0;63,0076;5,448
21/8/2021;00:00:00;0;62,9977;5,364
21/8/2021;00:15:00;0;62,9800;5,278
21/8/2021;00:30:00;0;62,9737;5,195
21/8/2021;00:45:00;0;62,9655;5,116
21/8/2021;01:00:00;0;62,9436;5,044
21/8/2021;01:15:00;0;62,9227;4,978
21/8/2021;01:30:00;0;62,9084;4,924
21/8/2021;01:45:00;0;62,8904;4,878
21/8/2021;02:00:00;0;62,8874;4,836
21/8/2021;02:15:00;0;62,8759;4,793
21/8/2021;02:30:00;0;62,8586;4,754
