Serial_number:
2020437
Project ID:

Location:
BelowLake_upstream
BelowLake_upstream
UNIT: kPa
Offset: 0,000000 kPa
TEMPERATURE
UNIT: °C
Date;Time;ms;BelowLake_upstream;TEMPERATURE
20/8/2021;12:00:00;0;65,2042;5,753
20/8/2021;12:15:00;0;65,1942;5,748
20/8/2021;12:30:00;0;65,1783;5,742
20/8/2021;12:45:00;0;65,1731;5,739
20/8/2021;13:00:00;0;65,1602;5,735
20/8/2021;13:15:00;0;65,1521;5,734
20/8/2021;13:30:00;0;65,1464;5,731
20/8/2021;13:45:00;0;65,1305;5,731
20/8/2021;14:00:00;0;65,1030;5,731
20/8/2021;14:15:00;0;65,0949;5,732
20/8/2021;14:30:00;0;65,0814;5,732
20/8/2021;14:45:00;0;65,0587;5,734
20/8/2021;15:00:00;0;65,0313;5,737
20/8/2021;15:15:00;0;65,0049;5,740
20/8/2021;15:30:00;0;65,0031;5,745
20/8/2021;15:45:00;0;65,0030;5,749
20/8/2021;16:00:00;0;65,0004;5,755
20/8/2021;16:15:00;0;64,9914;5,762
20/8/2021;16:30:00;0;64,9893;5,770
20/8/2021;16:45:00;0;65,0035;5,778
20/8/2021;17:00:00;0;65,0079;5,787
20/8/2021;17:15:00;0;65,0084;5,796
20/8/2021;17:30:00;0;65,0029;5,806
20/8/2021;17:45:00;0;65,0192;5,818
20/8/2021;18:00:00;0;65,0285;5,830
20/8/2021;18:15:00;0;65,0294;5,843
20/8/2021;18:30:00;0;65,0442;5,856
20/8/2021;18:45:00;0;65,0498;5,870
20/8/2021;19:00:00;0;65,0629;5,885
20/8/2021;19:15:00;0;65,0781;5,900
20/8/2021;19:30:00;0;65,0860;5,916
20/8/2021;19:45:00;0;65,0911;5,932
20/8/2021;20:00:00;0;65,1010;5,949
20/8/2021;20:15:00;0;65,1072;5,965
20/8/2021;20:30:00;0;65,1129;5,981
20/8/2021;20:45:00;0;65,1235;5,998
20/8/2021;21:00:00;0;65,1310;6,015
20/8/2021;21:15:00;0;65,1481;6,030
20/8/2021;21:30:00;0;65,1640;6,046
20/8/2021;21:45:00;0;65,1793;6,061
20/8/2021;22:00:00;0;65,1851;6,076
20/8/2021;22:15:00;0;65,1940;6,090
20/8/2021;22:30:00;0;65,1952;6,104
20/8/2021;22:45:00;0;65,1963;6,116
20/8/2021;23:00:00;0;65,2037;6,129
20/8/2021;23:15:00;0;65,2008;6,139
20/8/2021;23:30:00;0;65,2039;6,151
20/8/2021;23:45:00;0;65,2053;6,160
21/8/2021;00:00:00;0;65,2023;6,169
21/8/2021;00:15:00;0;65,1784;6,177
21/8/2021;00:30:00;0;65,1836;6,185
21/8/2021;00:45:00;0;65,1731;6,191
21/8/2021;01:00:00;0;65,1463;6,197
21/8/2021;01:15:00;0;65,1286;6,202
21/8/2021;01:30:00;0;65,1149;6,207
