Serial_number:
2020435
Project ID:

Location:
BelowLake_Downstream
BelowLake_Downstream
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,BelowLake_Downstream,TEMPERATURE
7/28/2022,01:09:43 pm,0,61.7487,21.601
7/28/2022,01:24:43 pm,0,63.5754,8.142
7/28/2022,01:39:43 pm,0,63.5275,6.663
7/28/2022,01:54:43 pm,0,63.5186,6.538
7/28/2022,02:09:43 pm,0,63.5147,6.556
7/28/2022,02:24:43 pm,0,63.5022,6.610
7/28/2022,02:39:43 pm,0,63.4927,6.725
7/28/2022,02:54:43 pm,0,63.4831,6.877
7/28/2022,03:09:43 pm,0,63.4689,7.047
7/28/2022,03:24:43 pm,0,63.4565,7.242
7/28/2022,03:39:43 pm,0,63.4532,7.399
7/28/2022,03:54:43 pm,0,63.4448,7.492
7/28/2022,04:09:43 pm,0,63.4314,7.569
7/28/2022,04:24:43 pm,0,63.4214,7.611
7/28/2022,04:39:43 pm,0,63.4202,7.601
7/28/2022,04:54:43 pm,0,63.4105,7.555
7/28/2022,05:09:43 pm,0,63.3966,7.547
7/28/2022,05:24:43 pm,0,63.4028,7.545
7/28/2022,05:39:43 pm,0,63.4048,7.513
7/28/2022,05:54:43 pm,0,63.4101,7.473
7/28/2022,06:09:43 pm,0,63.4027,7.417
7/28/2022,06:24:43 pm,0,63.4098,7.346
7/28/2022,06:39:43 pm,0,63.4100,7.263
7/28/2022,06:54:43 pm,0,63.4198,7.172
7/28/2022,07:09:43 pm,0,63.4229,7.086
7/28/2022,07:24:43 pm,0,63.4320,7.002
7/28/2022,07:39:43 pm,0,63.4310,6.922
7/28/2022,07:54:43 pm,0,63.4373,6.847
7/28/2022,08:09:43 pm,0,63.4332,6.768
7/28/2022,08:24:43 pm,0,63.4403,6.691
7/28/2022,08:39:43 pm,0,63.4422,6.609
7/28/2022,08:54:43 pm,0,63.4469,6.524
7/28/2022,09:09:43 pm,0,63.4471,6.439
7/28/2022,09:24:43 pm,0,63.4594,6.356
7/28/2022,09:39:43 pm,0,63.4689,6.275
7/28/2022,09:54:43 pm,0,63.4691,6.200
7/28/2022,10:09:43 pm,0,63.4639,6.134
7/28/2022,10:24:43 pm,0,63.4643,6.073
7/28/2022,10:39:43 pm,0,63.4635,6.015
7/28/2022,10:54:43 pm,0,63.4630,5.955
7/28/2022,11:09:43 pm,0,63.4635,5.901
7/28/2022,11:24:43 pm,0,63.4495,5.859
7/28/2022,11:39:43 pm,0,63.4419,5.829
7/28/2022,11:54:43 pm,0,63.4322,5.803
7/29/2022,12:09:43 am,0,63.4222,5.774
7/29/2022,12:24:43 am,0,63.4130,5.738
7/29/2022,12:39:43 am,0,63.4102,5.685
7/29/2022,12:54:43 am,0,63.3893,5.631
7/29/2022,01:09:43 am,0,63.3860,5.577
7/29/2022,01:24:43 am,0,63.3741,5.527
7/29/2022,01:39:43 am,0,63.3605,5.482
7/29/2022,01:54:43 am,0,63.3409,5.443
7/29/2022,02:09:43 am,0,63.3296,5.404
7/29/2022,02:24:43 am,0,63.3160,5.365
7/29/2022,02:39:43 am,0,63.3194,5.336
7/29/2022,02:54:43 am,0,63.3054,5.309
7/29/2022,03:09:43 am,0,63.3012,5.279
7/29/2022,03:24:43 am,0,63.2891,5.240
7/29/2022,03:39:43 am,0,63.2912,5.211
7/29/2022,03:54:43 am,0,63.2843,5.190
7/29/2022,04:09:43 am,0,63.2746,5.155
7/29/2022,04:24:43 am,0,63.2794,5.120
7/29/2022,04:39:43 am,0,63.2776,5.084
7/29/2022,04:54:43 am,0,63.2829,5.045
7/29/2022,05:09:43 am,0,63.2845,5.005
7/29/2022,05:24:43 am,0,63.2886,4.963
7/29/2022,05:39:43 am,0,63.2935,4.927
7/29/2022,05:54:43 am,0,63.2995,4.896
7/29/2022,06:09:43 am,0,63.2996,4.869
7/29/2022,06:24:43 am,0,63.3110,4.845
7/29/2022,06:39:43 am,0,63.3103,4.814
7/29/2022,06:54:43 am,0,63.3279,4.788
7/29/2022,07:09:43 am,0,63.3356,4.771
7/29/2022,07:24:43 am,0,63.3509,4.759
7/29/2022,07:39:43 am,0,63.3552,4.750
7/29/2022,07:54:43 am,0,63.3787,4.764
7/29/2022,08:09:43 am,0,63.3918,4.795
7/29/2022,08:24:43 am,0,63.4044,4.852
7/29/2022,08:39:43 am,0,63.4166,4.927
7/29/2022,08:54:43 am,0,63.4386,5.031
7/29/2022,09:09:43 am,0,63.4444,5.164
7/29/2022,09:24:43 am,0,63.4536,5.322
7/29/2022,09:39:43 am,0,63.4575,5.505
7/29/2022,09:54:43 am,0,63.4658,5.709
7/29/2022,10:09:43 am,0,63.4724,5.934
7/29/2022,10:24:43 am,0,63.4780,6.162
7/29/2022,10:39:43 am,0,63.4759,6.402
7/29/2022,10:54:43 am,0,63.4881,6.651
7/29/2022,11:09:43 am,0,63.4883,6.861
7/29/2022,11:24:43 am,0,63.4901,7.043
7/29/2022,11:39:43 am,0,63.4957,7.235
7/29/2022,11:54:43 am,0,63.4819,7.389
7/29/2022,12:09:43 pm,0,63.4749,7.523
7/29/2022,12:24:43 pm,0,63.4689,7.666
7/29/2022,12:39:43 pm,0,63.4720,7.768
7/29/2022,12:54:43 pm,0,63.4720,7.875
7/29/2022,01:09:43 pm,0,63.4685,8.007
7/29/2022,01:24:43 pm,0,63.4623,8.094
7/29/2022,01:39:43 pm,0,63.4562,8.139
7/29/2022,01:54:43 pm,0,63.4388,8.149
7/29/2022,02:09:43 pm,0,63.4193,8.151
7/29/2022,02:24:43 pm,0,63.4095,8.159
7/29/2022,02:39:43 pm,0,63.3911,8.131
7/29/2022,02:54:43 pm,0,63.3626,8.114
7/29/2022,03:09:43 pm,0,63.3545,8.156
7/29/2022,03:24:43 pm,0,63.3561,8.213
7/29/2022,03:39:43 pm,0,63.3631,8.295
7/29/2022,03:54:43 pm,0,63.3517,8.368
7/29/2022,04:09:43 pm,0,63.3468,8.437
7/29/2022,04:24:43 pm,0,63.3498,8.496
7/29/2022,04:39:43 pm,0,63.3450,8.525
7/29/2022,04:54:43 pm,0,63.3253,8.504
7/29/2022,05:09:43 pm,0,63.3228,8.449
7/29/2022,05:24:43 pm,0,63.3107,8.371
7/29/2022,05:39:43 pm,0,63.3211,8.291
7/29/2022,05:54:43 pm,0,63.3192,8.196
7/29/2022,06:09:43 pm,0,63.3179,8.108
7/29/2022,06:24:43 pm,0,63.3071,8.029
7/29/2022,06:39:43 pm,0,63.3070,7.955
7/29/2022,06:54:43 pm,0,63.3045,7.881
7/29/2022,07:09:43 pm,0,63.3098,7.798
7/29/2022,07:24:43 pm,0,63.3068,7.718
7/29/2022,07:39:43 pm,0,63.3008,7.636
