Serial_number:
2020435
Project ID:

Location:
BelowLake_Downstream
BelowLake_Downstream
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,BelowLake_Downstream,TEMPERATURE
6/9/2022,11:45:00 am,0,63.4764,13.037
6/9/2022,12:00:00 pm,0,63.3324,7.378
6/9/2022,12:15:00 pm,0,63.3272,7.217
6/9/2022,12:30:00 pm,0,63.3195,7.257
6/9/2022,12:45:00 pm,0,63.3090,7.363
6/9/2022,01:00:00 pm,0,63.3087,7.570
6/9/2022,01:15:00 pm,0,63.3049,7.666
6/9/2022,01:30:00 pm,0,63.2951,7.745
6/9/2022,01:45:00 pm,0,63.2909,7.930
6/9/2022,02:00:00 pm,0,63.2798,8.075
6/9/2022,02:15:00 pm,0,63.2691,8.147
6/9/2022,02:30:00 pm,0,63.2464,8.184
6/9/2022,02:45:00 pm,0,63.2349,8.226
6/9/2022,03:00:00 pm,0,63.2262,8.256
6/9/2022,03:15:00 pm,0,63.2101,8.246
6/9/2022,03:30:00 pm,0,63.2054,8.220
6/9/2022,03:45:00 pm,0,63.2177,8.183
6/9/2022,04:00:00 pm,0,63.2151,8.148
6/9/2022,04:15:00 pm,0,63.2124,8.109
6/9/2022,04:30:00 pm,0,63.2118,8.076
6/9/2022,04:45:00 pm,0,63.2086,8.030
6/9/2022,05:00:00 pm,0,63.2114,7.977
6/9/2022,05:15:00 pm,0,63.1942,7.926
6/9/2022,05:30:00 pm,0,63.1805,7.876
6/9/2022,05:45:00 pm,0,63.1896,7.827
6/9/2022,06:00:00 pm,0,63.1994,7.777
6/9/2022,06:15:00 pm,0,63.2097,7.729
6/9/2022,06:30:00 pm,0,63.2214,7.684
6/9/2022,06:45:00 pm,0,63.2295,7.647
6/9/2022,07:00:00 pm,0,63.2351,7.612
6/9/2022,07:15:00 pm,0,63.2309,7.573
6/9/2022,07:30:00 pm,0,63.2397,7.525
6/9/2022,07:45:00 pm,0,63.2484,7.481
6/9/2022,08:00:00 pm,0,63.2510,7.446
6/9/2022,08:15:00 pm,0,63.2610,7.403
6/9/2022,08:30:00 pm,0,63.2660,7.338
6/9/2022,08:45:00 pm,0,63.2791,7.272
6/9/2022,09:00:00 pm,0,63.2761,7.217
6/9/2022,09:15:00 pm,0,63.2803,7.156
6/9/2022,09:30:00 pm,0,63.2797,7.092
6/9/2022,09:45:00 pm,0,63.2759,7.031
6/9/2022,10:00:00 pm,0,63.2735,6.971
6/9/2022,10:15:00 pm,0,63.2671,6.911
6/9/2022,10:30:00 pm,0,63.2686,6.854
6/9/2022,10:45:00 pm,0,63.2688,6.814
6/9/2022,11:00:00 pm,0,63.2737,6.786
6/9/2022,11:15:00 pm,0,63.2715,6.766
6/9/2022,11:30:00 pm,0,63.2754,6.755
6/9/2022,11:45:00 pm,0,63.2621,6.745
6/10/2022,12:00:00 am,0,63.2584,6.743
6/10/2022,12:15:00 am,0,63.2450,6.744
6/10/2022,12:30:00 am,0,63.2407,6.745
6/10/2022,12:45:00 am,0,63.2381,6.745
6/10/2022,01:00:00 am,0,63.2310,6.742
6/10/2022,01:15:00 am,0,63.2244,6.737
6/10/2022,01:30:00 am,0,63.2178,6.715
6/10/2022,01:45:00 am,0,63.2059,6.692
6/10/2022,02:00:00 am,0,63.1928,6.671
6/10/2022,02:15:00 am,0,63.1833,6.647
6/10/2022,02:30:00 am,0,63.1663,6.617
6/10/2022,02:45:00 am,0,63.1494,6.592
6/10/2022,03:00:00 am,0,63.1427,6.580
6/10/2022,03:15:00 am,0,63.1365,6.570
6/10/2022,03:30:00 am,0,63.1381,6.559
6/10/2022,03:45:00 am,0,63.1417,6.548
6/10/2022,04:00:00 am,0,63.1462,6.540
6/10/2022,04:15:00 am,0,63.1460,6.526
6/10/2022,04:30:00 am,0,63.1333,6.491
6/10/2022,04:45:00 am,0,63.1300,6.458
6/10/2022,05:00:00 am,0,63.1308,6.428
6/10/2022,05:15:00 am,0,63.1389,6.385
6/10/2022,05:30:00 am,0,63.1452,6.333
6/10/2022,05:45:00 am,0,63.1638,6.296
6/10/2022,06:00:00 am,0,63.1744,6.263
6/10/2022,06:15:00 am,0,63.1878,6.232
6/10/2022,06:30:00 am,0,63.1911,6.202
6/10/2022,06:45:00 am,0,63.1926,6.178
6/10/2022,07:00:00 am,0,63.2012,6.169
6/10/2022,07:15:00 am,0,63.2130,6.170
6/10/2022,07:30:00 am,0,63.2277,6.177
6/10/2022,07:45:00 am,0,63.2480,6.189
6/10/2022,08:00:00 am,0,63.2581,6.196
6/10/2022,08:15:00 am,0,63.2637,6.203
6/10/2022,08:30:00 am,0,63.2760,6.219
6/10/2022,08:45:00 am,0,63.2948,6.240
6/10/2022,09:00:00 am,0,63.3134,6.254
6/10/2022,09:15:00 am,0,63.3192,6.256
6/10/2022,09:30:00 am,0,63.3157,6.264
6/10/2022,09:45:00 am,0,63.3236,6.287
6/10/2022,10:00:00 am,0,63.3171,6.300
6/10/2022,10:15:00 am,0,63.3131,6.322
6/10/2022,10:30:00 am,0,63.3131,6.358
6/10/2022,10:45:00 am,0,63.3057,6.399
6/10/2022,11:00:00 am,0,63.3007,6.441
6/10/2022,11:15:00 am,0,63.2940,6.497
6/10/2022,11:30:00 am,0,63.2877,6.577
6/10/2022,11:45:00 am,0,63.2876,6.660
6/10/2022,12:00:00 pm,0,63.2870,6.716
6/10/2022,12:15:00 pm,0,63.2743,6.757
