Serial_number:
2020433
Project ID:

Location:

Well02
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,Well02,TEMPERATURE
3/16/2022,01:00:00 pm,0,64.2012,7.321
3/16/2022,01:15:00 pm,0,64.0994,6.428
3/16/2022,01:30:00 pm,0,64.0959,6.438
3/16/2022,01:45:00 pm,0,64.0882,6.453
3/16/2022,02:00:00 pm,0,64.0776,6.473
3/16/2022,02:15:00 pm,0,64.0720,6.492
3/16/2022,02:30:00 pm,0,64.0702,6.516
3/16/2022,02:45:00 pm,0,64.0553,6.540
3/16/2022,03:00:00 pm,0,64.0438,6.566
3/16/2022,03:15:00 pm,0,64.0349,6.600
3/16/2022,03:30:00 pm,0,64.0174,6.638
3/16/2022,03:45:00 pm,0,64.0209,6.685
3/16/2022,04:00:00 pm,0,64.0265,6.743
3/16/2022,04:15:00 pm,0,64.0308,6.811
3/16/2022,04:30:00 pm,0,64.0318,6.887
3/16/2022,04:45:00 pm,0,64.0412,6.976
3/16/2022,05:00:00 pm,0,64.0536,7.065
3/16/2022,05:15:00 pm,0,64.0699,7.157
3/16/2022,05:30:00 pm,0,64.0850,7.234
3/16/2022,05:45:00 pm,0,64.0974,7.296
3/16/2022,06:00:00 pm,0,64.1116,7.340
3/16/2022,06:15:00 pm,0,64.1242,7.371
3/16/2022,06:30:00 pm,0,64.1355,7.393
3/16/2022,06:45:00 pm,0,64.1543,7.407
3/16/2022,07:00:00 pm,0,64.1681,7.408
3/16/2022,07:15:00 pm,0,64.1761,7.390
3/16/2022,07:30:00 pm,0,64.1786,7.366
3/16/2022,07:45:00 pm,0,64.1908,7.336
3/16/2022,08:00:00 pm,0,64.1977,7.293
3/16/2022,08:15:00 pm,0,64.2003,7.246
3/16/2022,08:30:00 pm,0,64.2016,7.190
3/16/2022,08:45:00 pm,0,64.2032,7.131
3/16/2022,09:00:00 pm,0,64.2045,7.078
3/16/2022,09:15:00 pm,0,64.1985,7.019
3/16/2022,09:30:00 pm,0,64.1955,6.955
3/16/2022,09:45:00 pm,0,64.2030,6.903
3/16/2022,10:00:00 pm,0,64.2010,6.851
3/16/2022,10:15:00 pm,0,64.2083,6.809
3/16/2022,10:30:00 pm,0,64.2073,6.766
3/16/2022,10:45:00 pm,0,64.2090,6.712
3/16/2022,11:00:00 pm,0,64.2171,6.683
3/16/2022,11:15:00 pm,0,64.2079,6.666
