Serial_number:
2020433
Project ID:

Location:

Well02
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,Well02,TEMPERATURE
7/27/2022,10:30:00 am,0,62.8191,8.336
7/27/2022,10:45:00 am,0,62.7247,6.596
7/27/2022,11:00:00 am,0,62.7118,6.173
7/27/2022,11:15:00 am,0,62.7133,6.113
7/27/2022,11:30:00 am,0,62.7044,6.089
7/27/2022,11:45:00 am,0,62.7040,6.049
7/27/2022,12:00:00 pm,0,62.6926,6.006
7/27/2022,12:15:00 pm,0,62.7014,6.130
7/27/2022,12:30:00 pm,0,62.6811,6.061
7/27/2022,12:45:00 pm,0,62.6753,6.203
7/27/2022,01:00:00 pm,0,62.6847,6.437
7/27/2022,01:15:00 pm,0,62.6767,6.711
7/27/2022,01:30:00 pm,0,62.6715,6.898
7/27/2022,01:45:00 pm,0,62.6584,7.037
7/27/2022,02:00:00 pm,0,62.6578,7.260
7/27/2022,02:15:00 pm,0,62.6560,7.281
7/27/2022,02:30:00 pm,0,62.6309,7.022
7/27/2022,02:45:00 pm,0,62.6233,7.043
7/27/2022,03:00:00 pm,0,62.6043,7.130
7/27/2022,03:15:00 pm,0,62.6118,7.500
7/27/2022,03:30:00 pm,0,62.6024,7.544
7/27/2022,03:45:00 pm,0,62.5996,7.575
7/27/2022,04:00:00 pm,0,62.5823,7.383
7/27/2022,04:15:00 pm,0,62.5821,7.435
7/27/2022,04:30:00 pm,0,62.5774,7.421
7/27/2022,04:45:00 pm,0,62.5708,7.341
7/27/2022,05:00:00 pm,0,62.5728,7.239
7/27/2022,05:15:00 pm,0,62.5609,7.068
7/27/2022,05:30:00 pm,0,62.5480,6.870
7/27/2022,05:45:00 pm,0,62.5362,6.711
7/27/2022,06:00:00 pm,0,62.5336,6.570
7/27/2022,06:15:00 pm,0,62.5369,6.446
7/27/2022,06:30:00 pm,0,62.5333,6.325
7/27/2022,06:45:00 pm,0,62.5361,6.232
7/27/2022,07:00:00 pm,0,62.5409,6.155
7/27/2022,07:15:00 pm,0,62.5518,6.085
7/27/2022,07:30:00 pm,0,62.5676,6.009
7/27/2022,07:45:00 pm,0,62.5795,5.938
7/27/2022,08:00:00 pm,0,62.5939,5.851
