Serial_number:
2020431
Project ID:

Location:
AcrossFromLake_Lower
AcrossFromLake_Lower
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,AcrossFromLake_Lower,TEMPERATURE
8/1/2022,01:34:51 pm,0,70.0046,6.375
8/1/2022,01:49:51 pm,0,69.9863,6.375
8/1/2022,02:04:51 pm,0,69.9802,6.375
8/1/2022,02:19:51 pm,0,69.9625,6.375
8/1/2022,02:34:51 pm,0,69.9673,6.376
8/1/2022,02:49:51 pm,0,69.9727,6.376
8/1/2022,03:04:51 pm,0,69.9531,6.377
8/1/2022,03:19:51 pm,0,69.9370,6.377
8/1/2022,03:34:51 pm,0,69.9308,6.377
8/1/2022,03:49:51 pm,0,69.9214,6.377
8/1/2022,04:04:51 pm,0,69.9240,6.378
8/1/2022,04:19:51 pm,0,69.9086,6.379
8/1/2022,04:34:51 pm,0,69.9054,6.379
8/1/2022,04:49:51 pm,0,69.9123,6.379
8/1/2022,05:04:51 pm,0,69.9093,6.379
8/1/2022,05:19:51 pm,0,69.9073,6.379
8/1/2022,05:34:51 pm,0,69.9158,6.380
8/1/2022,05:49:51 pm,0,69.9228,6.379
8/1/2022,06:04:51 pm,0,69.9234,6.380
8/1/2022,06:19:51 pm,0,69.9235,6.380
8/1/2022,06:34:51 pm,0,69.9388,6.380
8/1/2022,06:49:51 pm,0,69.9530,6.381
8/1/2022,07:04:51 pm,0,69.9647,6.380
8/1/2022,07:19:51 pm,0,69.9764,6.380
8/1/2022,07:34:51 pm,0,69.9804,6.381
8/1/2022,07:49:51 pm,0,69.9875,6.382
8/1/2022,08:04:51 pm,0,69.9999,6.382
8/1/2022,08:19:51 pm,0,70.0044,6.383
8/1/2022,08:34:51 pm,0,70.0076,6.382
8/1/2022,08:49:51 pm,0,70.0241,6.383
8/1/2022,09:04:51 pm,0,70.0314,6.382
8/1/2022,09:19:51 pm,0,70.0414,6.383
8/1/2022,09:34:51 pm,0,70.0369,6.384
8/1/2022,09:49:51 pm,0,70.0487,6.383
8/1/2022,10:04:51 pm,0,70.0489,6.384
8/1/2022,10:19:51 pm,0,70.0489,6.384
8/1/2022,10:34:51 pm,0,70.0427,6.384
8/1/2022,10:49:51 pm,0,70.0404,6.384
8/1/2022,11:04:51 pm,0,70.0359,6.384
8/1/2022,11:19:51 pm,0,70.0284,6.385
8/1/2022,11:34:51 pm,0,70.0223,6.385
8/1/2022,11:49:51 pm,0,70.0144,6.385
8/2/2022,12:04:51 am,0,70.0129,6.385
8/2/2022,12:19:51 am,0,69.9994,6.385
8/2/2022,12:34:51 am,0,69.9974,6.386
8/2/2022,12:49:51 am,0,69.9904,6.386
8/2/2022,01:04:51 am,0,69.9831,6.387
8/2/2022,01:19:51 am,0,69.9742,6.387
8/2/2022,01:34:51 am,0,69.9721,6.387
8/2/2022,01:49:51 am,0,69.9555,6.387
8/2/2022,02:04:51 am,0,69.9449,6.387
8/2/2022,02:19:51 am,0,69.9359,6.387
8/2/2022,02:34:51 am,0,69.9241,6.388
8/2/2022,02:49:51 am,0,69.9204,6.388
8/2/2022,03:04:51 am,0,69.9247,6.388
8/2/2022,03:19:51 am,0,69.9313,6.388
8/2/2022,03:34:51 am,0,69.9229,6.388
8/2/2022,03:49:51 am,0,69.9257,6.388
8/2/2022,04:04:51 am,0,69.9307,6.388
8/2/2022,04:19:51 am,0,69.9380,6.389
8/2/2022,04:34:51 am,0,69.9297,6.389
8/2/2022,04:49:51 am,0,69.9190,6.389
8/2/2022,05:04:51 am,0,69.9227,6.390
8/2/2022,05:19:51 am,0,69.9119,6.390
8/2/2022,05:34:51 am,0,69.9219,6.390
8/2/2022,05:49:51 am,0,69.9350,6.391
8/2/2022,06:04:51 am,0,69.9329,6.391
8/2/2022,06:19:51 am,0,69.9377,6.391
8/2/2022,06:34:51 am,0,69.9471,6.391
8/2/2022,06:49:51 am,0,69.9482,6.392
8/2/2022,07:04:51 am,0,69.9534,6.392
8/2/2022,07:19:51 am,0,69.9696,6.392
8/2/2022,07:34:51 am,0,69.9873,6.392
8/2/2022,07:49:51 am,0,69.9958,6.393
8/2/2022,08:04:51 am,0,70.0134,6.392
8/2/2022,08:19:51 am,0,70.0199,6.393
8/2/2022,08:34:51 am,0,70.0436,6.393
8/2/2022,08:49:51 am,0,70.0520,6.393
8/2/2022,09:04:51 am,0,70.0582,6.394
8/2/2022,09:19:51 am,0,70.0658,6.395
8/2/2022,09:34:51 am,0,70.0783,6.394
8/2/2022,09:49:51 am,0,70.0746,6.394
8/2/2022,10:04:51 am,0,70.0731,6.396
8/2/2022,10:19:51 am,0,70.0681,6.395
8/2/2022,10:34:51 am,0,70.0807,6.396
8/2/2022,10:49:51 am,0,70.0736,6.396
8/2/2022,11:04:51 am,0,70.0708,6.396
8/2/2022,11:19:51 am,0,70.0706,6.396
8/2/2022,11:34:51 am,0,70.0649,6.397
8/2/2022,11:49:51 am,0,70.0476,6.397
8/2/2022,12:04:51 pm,0,70.0408,6.397
8/2/2022,12:19:51 pm,0,70.0409,6.397
8/2/2022,12:34:51 pm,0,70.0330,6.398
8/2/2022,12:49:51 pm,0,70.0338,6.398
8/2/2022,01:04:51 pm,0,70.0264,6.398
8/2/2022,01:19:51 pm,0,70.0135,6.398
8/2/2022,01:34:51 pm,0,69.9960,6.399
8/2/2022,01:49:51 pm,0,69.9748,6.399
8/2/2022,02:04:51 pm,0,69.9663,6.399
8/2/2022,02:19:51 pm,0,69.9453,6.399
8/2/2022,02:34:51 pm,0,69.9338,6.399
8/2/2022,02:49:51 pm,0,69.9211,6.401
8/2/2022,03:04:51 pm,0,69.9023,6.400
8/2/2022,03:19:51 pm,0,69.8891,6.400
8/2/2022,03:34:51 pm,0,69.8758,6.400
8/2/2022,03:49:51 pm,0,69.8664,6.401
8/2/2022,04:04:51 pm,0,69.8705,6.400
8/2/2022,04:19:51 pm,0,69.8571,6.401
8/2/2022,04:34:51 pm,0,69.8580,6.401
8/2/2022,04:49:51 pm,0,69.8830,6.402
8/2/2022,05:04:51 pm,0,69.8659,6.401
8/2/2022,05:19:51 pm,0,69.8624,6.402
8/2/2022,05:34:51 pm,0,69.8697,6.402
8/2/2022,05:49:51 pm,0,69.8794,6.402
8/2/2022,06:04:51 pm,0,69.8800,6.402
8/2/2022,06:19:51 pm,0,69.8886,6.403
8/2/2022,06:34:51 pm,0,69.8990,6.403
8/2/2022,06:49:51 pm,0,69.9021,6.403
8/2/2022,07:04:51 pm,0,69.9046,6.404
8/2/2022,07:19:51 pm,0,69.9232,6.404
8/2/2022,07:34:51 pm,0,69.9308,6.404
8/2/2022,07:49:51 pm,0,69.9445,6.404
8/2/2022,08:04:51 pm,0,69.9755,6.405
