"Plot Title: Injection_Conductivity_x25m_2022-07-01"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20954781, SEN S/N: 20954781)","Temp, °C (LGR S/N: 20954781, SEN S/N: 20954781)","End Of File (LGR S/N: 20954781)"
1,07/01/22 12:00:10 PM,,,Logged
