Month,Day,Year,Time,Flux,Temperature (C),Soil sig,Soil STD,ATM sig,ATM STD,Mode,Soil VR,Soil VA,ATM VR,ATM VA
6,6,22,13:03:30,0,0,0,0,0,0,1,0,0,0,0
6,6,22,13:05:00,0.54,26.8,328.98,5.11,286.84,9.475,0,1.18483,2.23078,1.18466,2.23953
6,6,22,13:10:00,1.41,29,364.9,3.645,254.95,3.027,0,1.18512,2.2234,1.18449,2.2354
6,6,22,13:15:00,1.55,30.2,381.08,7.804,260.23,4.225,0,1.18583,2.22023,1.18562,2.23369
6,6,22,13:20:00,1.45,31.1,376.75,3.518,264.25,4.864,0,1.18683,2.22057,1.18691,2.23261
6,6,22,13:25:00,1.38,31.5,375.1,5.509,267.44,4.13,0,1.1872,2.2199,1.18716,2.23186
6,6,22,13:30:00,1.36,32.1,369.65,6.577,263.73,4.773,0,1.18833,2.2209,1.18762,2.23194
6,6,22,13:35:00,1.3,32.1,367.03,2.969,265.84,2.913,0,1.18837,2.22165,1.18799,2.23178
6,6,22,13:40:00,1.22,32.2,362,4.312,267.35,3.458,0,1.18845,2.22207,1.18812,2.23198
6,6,22,13:45:00,1.13,31.8,353.05,4.075,264.77,3.137,0,1.18799,2.22357,1.18824,2.23294
6,6,22,13:50:00,1.17,31.5,354.69,5.705,263.86,2.039,0,1.18787,2.2239,1.18799,2.23361
6,6,22,13:55:00,1.13,31.1,349.82,7.276,261.58,5.355,0,1.18758,2.22465,1.18724,2.23407
6,6,22,14:00:00,1.22,30.5,352.71,6.558,257.42,1.472,0,1.18716,2.2254,1.18704,2.23536
6,6,22,14:05:00,1.27,30,352.99,2.677,254.22,5.533,0,1.18624,2.22561,1.18633,2.23603
6,6,22,14:10:00,1.21,29.4,345.51,5.44,251.57,2.913,0,1.1857,2.22707,1.18595,2.23686
6,6,22,14:15:00,1.2,28.7,347.49,2.774,254.41,4.925,0,1.18491,2.22778,1.18512,2.23774
6,6,22,14:20:00,1.24,28,344.39,4.055,247.96,4.696,0,1.18441,2.2289,1.18445,2.23903
6,6,22,14:25:00,1.25,27.3,345.68,6.159,248.19,2.522,0,1.1842,2.22961,1.18416,2.23999
6,6,22,14:30:00,1.25,26.8,344.55,4.686,247.34,4.795,0,1.18395,2.23065,1.18383,2.24115
6,6,22,14:35:00,1.33,26.4,351.59,7.203,248.22,2.965,0,1.18379,2.23053,1.18395,2.24174
6,6,22,14:40:00,1.5,26.2,365.17,7.411,248.08,4.165,0,1.18374,2.22994,1.18362,2.24236
6,6,22,14:45:00,1.5,26.1,367.89,6.202,251.39,3.066,0,1.18412,2.23011,1.18354,2.24228
6,6,22,14:50:00,1.43,26.1,362.81,6.512,251.8,3.589,0,1.18416,2.23048,1.18429,2.24303
6,6,22,14:55:00,1.43,26.1,360.24,6.094,248.93,5.154,0,1.18416,2.23098,1.18391,2.24303
6,6,22,15:00:00,1.42,26,361.52,6.68,250.6,5.755,0,1.18429,2.23107,1.18383,2.24311
6,6,22,15:05:00,1.35,25.9,354.92,5.137,249.94,6.396,0,1.18391,2.23178,1.18358,2.24332
6,6,22,15:10:00,1.26,25.8,349.43,6.767,251.17,3.568,0,1.18387,2.23215,1.18383,2.24344
6,6,22,15:15:00,1.35,25.6,354.77,6.445,249.31,4.245,0,1.18366,2.23223,1.18349,2.24357
6,6,22,15:20:00,1.47,25.5,364.92,6.067,250.47,2.418,0,1.1837,2.23149,1.18354,2.24361
6,6,22,15:25:00,1.44,25.3,362.27,6.429,250.36,4.707,0,1.18354,2.23169,1.18333,2.24411
6,6,22,15:30:00,1.32,25.2,354.26,5.225,251.69,2.947,0,1.18329,2.23249,1.18337,2.24399
6,6,22,15:35:00,1.42,25.1,358.97,4.279,248.66,3.543,0,1.18345,2.23244,1.18312,2.24415
6,6,22,15:40:00,1.44,25.2,364.62,7.123,252.24,4.731,0,1.1837,2.23161,1.18354,2.2444
6,6,22,15:45:00,1.39,25.3,360.9,6.317,252.34,7.026,0,1.18337,2.23165,1.18337,2.24424
6,6,22,15:50:00,1.31,25.2,354.77,6.068,252.83,3.766,0,1.18366,2.23286,1.1832,2.24394
6,6,22,15:55:00,1.38,25.4,358.71,4.334,251.37,3.608,0,1.18379,2.23236,1.18345,2.24415
6,6,22,16:00:00,1.41,25.5,360.03,4.3,250.57,3.241,0,1.18387,2.23236,1.18379,2.24415
6,6,22,16:05:00,1.42,25.5,360.16,7.856,249.37,4.69,0,1.1837,2.23215,1.18358,2.24432
6,6,22,16:10:00,1.35,25.3,356.49,6.796,251.23,4.814,0,1.18399,2.23282,1.18324,2.24403
6,6,22,16:15:00,1.3,25.3,352.52,3.758,251.66,5.45,0,1.18362,2.2334,1.18354,2.2444
6,6,22,16:20:00,1.34,25,354.4,6.308,250.34,4.68,0,1.18316,2.23307,1.18283,2.24411
