"Plot Title: Injection_DO_x30m_2022-07-15"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21223042, SEN S/N: 21223042)","Temp, °C (LGR S/N: 21223042, SEN S/N: 21223042)","Sensor Data Error (LGR S/N: 21223042)","Coupler Attached (LGR S/N: 21223042)","Host Connected (LGR S/N: 21223042)","Stopped (LGR S/N: 21223042)","End Of File (LGR S/N: 21223042)"
912,07/18/22 02:45:00 PM,7.60,5.80,,,,,
913,07/18/22 02:50:00 PM,7.60,5.76,,,,,
914,07/18/22 02:55:00 PM,7.60,5.74,,,,,
915,07/18/22 03:00:00 PM,7.62,5.74,,,,,
916,07/18/22 03:05:00 PM,7.61,5.72,,,,,
917,07/18/22 03:10:00 PM,7.62,5.70,,,,,
918,07/18/22 03:15:00 PM,7.63,5.70,,,,,
919,07/18/22 03:20:00 PM,7.63,5.70,,,,,
920,07/18/22 03:25:00 PM,7.63,5.70,,,,,
921,07/18/22 03:30:00 PM,7.63,5.72,,,,,
922,07/18/22 03:35:00 PM,7.62,5.72,,,,,
923,07/18/22 03:40:00 PM,7.62,5.72,,,,,
924,07/18/22 03:45:00 PM,7.62,5.72,,,,,
925,07/18/22 03:50:00 PM,7.61,5.68,,,,,
926,07/18/22 03:55:00 PM,7.61,5.66,,,,,
927,07/18/22 04:00:00 PM,7.61,5.64,,,,,
928,07/18/22 04:05:00 PM,7.62,5.62,,,,,
929,07/18/22 04:10:00 PM,7.62,5.60,,,,,
930,07/18/22 04:15:00 PM,7.63,5.58,,,,,
931,07/18/22 04:20:00 PM,7.63,5.56,,,,,
932,07/18/22 04:25:00 PM,7.62,5.56,,,,,
933,07/18/22 04:30:00 PM,7.63,5.54,,,,,
934,07/18/22 04:35:00 PM,7.62,5.52,,,,,
935,07/18/22 04:40:00 PM,7.64,5.48,,,,,
936,07/18/22 04:45:00 PM,7.63,5.46,,,,,
937,07/18/22 04:50:00 PM,7.64,5.44,,,,,
938,07/18/22 04:55:00 PM,7.64,5.42,,,,,
939,07/18/22 05:00:00 PM,7.64,5.40,,,,,
940,07/18/22 05:05:00 PM,7.64,5.38,,,,,
941,07/18/22 05:10:00 PM,7.65,5.36,,,,,
942,07/18/22 05:15:00 PM,7.65,5.34,,,,,
943,07/18/22 05:20:00 PM,7.66,5.32,,,,,
944,07/18/22 05:25:00 PM,7.66,5.30,,,,,
945,07/18/22 05:30:00 PM,7.66,5.28,,,,,
946,07/18/22 05:35:00 PM,7.66,5.28,,,,,
947,07/18/22 05:40:00 PM,7.67,5.26,,,,,
948,07/18/22 05:45:00 PM,7.67,5.24,,,,,
949,07/18/22 05:50:00 PM,7.67,5.22,,,,,
950,07/18/22 05:55:00 PM,7.68,5.20,,,,,
951,07/18/22 06:00:00 PM,7.68,5.20,,,,,
952,07/18/22 06:05:00 PM,7.69,5.18,,,,,
953,07/18/22 06:10:00 PM,7.69,5.16,,,,,
954,07/18/22 06:15:00 PM,7.69,5.14,,,,,
955,07/18/22 06:20:00 PM,7.69,5.14,,,,,
956,07/18/22 06:25:00 PM,7.69,5.12,,,,,
957,07/18/22 06:30:00 PM,7.70,5.10,,,,,
958,07/18/22 06:35:00 PM,7.70,5.10,,,,,
959,07/18/22 06:40:00 PM,7.70,5.08,,,,,
960,07/18/22 06:45:00 PM,7.71,5.08,,,,,
961,07/18/22 06:50:00 PM,7.73,5.06,,,,,
962,07/18/22 06:55:00 PM,7.71,5.04,,,,,
963,07/18/22 07:00:00 PM,7.73,5.04,,,,,
964,07/18/22 07:05:00 PM,7.73,5.04,,,,,
965,07/18/22 07:10:00 PM,7.73,5.02,,,,,
966,07/18/22 07:15:00 PM,7.74,5.00,,,,,
967,07/18/22 07:20:00 PM,7.73,5.00,,,,,
968,07/18/22 07:25:00 PM,7.74,4.98,,,,,
969,07/18/22 07:30:00 PM,7.74,4.96,,,,,
970,07/18/22 07:35:00 PM,7.75,4.94,,,,,
971,07/18/22 07:40:00 PM,7.75,4.94,,,,,
972,07/18/22 07:45:00 PM,7.74,4.94,,,,,
973,07/18/22 07:50:00 PM,7.75,4.94,,,,,
974,07/18/22 07:55:00 PM,7.75,4.94,,,,,
975,07/18/22 08:00:00 PM,7.75,4.94,,,,,
976,07/18/22 08:05:00 PM,7.75,4.92,,,,,
977,07/18/22 08:10:00 PM,7.76,4.92,,,,,
978,07/18/22 08:15:00 PM,7.76,4.90,,,,,
979,07/18/22 08:20:00 PM,7.76,4.90,,,,,
980,07/18/22 08:25:00 PM,7.77,4.90,,,,,
981,07/18/22 08:30:00 PM,7.76,4.90,,,,,
982,07/18/22 08:35:00 PM,7.77,4.88,,,,,
983,07/18/22 08:40:00 PM,7.78,4.88,,,,,
984,07/18/22 08:45:00 PM,7.77,4.86,,,,,
985,07/18/22 08:50:00 PM,7.77,4.84,,,,,
986,07/18/22 08:55:00 PM,7.78,4.84,,,,,
987,07/18/22 09:00:00 PM,7.78,4.82,,,,,
988,07/18/22 09:05:00 PM,7.79,4.82,,,,,
989,07/18/22 09:10:00 PM,7.79,4.82,,,,,
990,07/18/22 09:15:00 PM,7.79,4.80,,,,,
991,07/18/22 09:20:00 PM,7.79,4.80,,,,,
992,07/18/22 09:25:00 PM,7.79,4.80,,,,,
993,07/18/22 09:30:00 PM,7.79,4.78,,,,,
994,07/18/22 09:35:00 PM,7.80,4.78,,,,,
995,07/18/22 09:40:00 PM,7.80,4.78,,,,,
996,07/18/22 09:45:00 PM,7.80,4.78,,,,,
997,07/18/22 09:50:00 PM,7.81,4.78,,,,,
998,07/18/22 09:55:00 PM,7.80,4.78,,,,,
999,07/18/22 10:00:00 PM,7.81,4.76,,,,,
1000,07/18/22 10:05:00 PM,7.81,4.76,,,,,
1001,07/18/22 10:10:00 PM,7.82,4.76,,,,,
1002,07/18/22 10:15:00 PM,7.81,4.76,,,,,
1003,07/18/22 10:20:00 PM,7.81,4.76,,,,,
1004,07/18/22 10:25:00 PM,7.81,4.76,,,,,
1005,07/18/22 10:30:00 PM,7.82,4.76,,,,,
1006,07/18/22 10:35:00 PM,7.82,4.76,,,,,
1007,07/18/22 10:40:00 PM,7.82,4.76,,,,,
1008,07/18/22 10:45:00 PM,7.82,4.74,,,,,
1009,07/18/22 10:50:00 PM,7.82,4.74,,,,,
1010,07/18/22 10:55:00 PM,7.82,4.74,,,,,
1011,07/18/22 11:00:00 PM,7.83,4.74,,,,,
1012,07/18/22 11:05:00 PM,7.82,4.72,,,,,
1013,07/18/22 11:10:00 PM,7.83,4.72,,,,,
1014,07/18/22 11:15:00 PM,7.83,4.72,,,,,
1015,07/18/22 11:20:00 PM,7.83,4.70,,,,,
1016,07/18/22 11:25:00 PM,7.83,4.70,,,,,
1017,07/18/22 11:30:00 PM,7.83,4.68,,,,,
1018,07/18/22 11:35:00 PM,7.83,4.68,,,,,
1019,07/18/22 11:40:00 PM,7.84,4.66,,,,,
1020,07/18/22 11:45:00 PM,7.84,4.66,,,,,
1021,07/18/22 11:50:00 PM,7.84,4.64,,,,,
1022,07/18/22 11:55:00 PM,7.85,4.64,,,,,
1023,07/19/22 12:00:00 AM,7.85,4.64,,,,,
1024,07/19/22 12:05:00 AM,7.85,4.64,,,,,
1025,07/19/22 12:10:00 AM,7.84,4.64,,,,,
1026,07/19/22 12:15:00 AM,7.84,4.64,,,,,
1027,07/19/22 12:20:00 AM,7.85,4.64,,,,,
1028,07/19/22 12:25:00 AM,7.85,4.64,,,,,
1029,07/19/22 12:30:00 AM,7.85,4.64,,,,,
1030,07/19/22 12:35:00 AM,7.85,4.64,,,,,
1031,07/19/22 12:40:00 AM,7.84,4.64,,,,,
1032,07/19/22 12:45:00 AM,7.84,4.66,,,,,
1033,07/19/22 12:50:00 AM,7.84,4.66,,,,,
1034,07/19/22 12:55:00 AM,7.84,4.64,,,,,
1035,07/19/22 01:00:00 AM,7.84,4.64,,,,,
1036,07/19/22 01:05:00 AM,7.84,4.62,,,,,
1037,07/19/22 01:10:00 AM,7.84,4.60,,,,,
1038,07/19/22 01:15:00 AM,7.85,4.56,,,,,
1039,07/19/22 01:20:00 AM,7.85,4.52,,,,,
1040,07/19/22 01:25:00 AM,7.86,4.48,,,,,
1041,07/19/22 01:30:00 AM,7.86,4.46,,,,,
1042,07/19/22 01:35:00 AM,7.86,4.44,,,,,
1043,07/19/22 01:40:00 AM,7.87,4.44,,,,,
1044,07/19/22 01:45:00 AM,7.87,4.42,,,,,
1045,07/19/22 01:50:00 AM,7.87,4.42,,,,,
1046,07/19/22 01:55:00 AM,7.87,4.40,,,,,
1047,07/19/22 02:00:00 AM,7.86,4.38,,,,,
1048,07/19/22 02:05:00 AM,7.87,4.36,,,,,
1049,07/19/22 02:10:00 AM,7.88,4.34,,,,,
1050,07/19/22 02:15:00 AM,7.88,4.30,,,,,
1051,07/19/22 02:20:00 AM,7.89,4.28,,,,,
1052,07/19/22 02:25:00 AM,7.89,4.24,,,,,
1053,07/19/22 02:30:00 AM,7.90,4.22,,,,,
1054,07/19/22 02:35:00 AM,7.91,4.18,,,,,
1055,07/19/22 02:40:00 AM,7.90,4.16,,,,,
1056,07/19/22 02:45:00 AM,7.92,4.14,,,,,
1057,07/19/22 02:50:00 AM,7.91,4.10,,,,,
1058,07/19/22 02:55:00 AM,7.92,4.08,,,,,
1059,07/19/22 03:00:00 AM,7.92,4.06,,,,,
1060,07/19/22 03:05:00 AM,7.93,4.04,,,,,
1061,07/19/22 03:10:00 AM,7.95,4.02,,,,,
1062,07/19/22 03:15:00 AM,7.95,4.02,,,,,
1063,07/19/22 03:20:00 AM,7.95,4.02,,,,,
1064,07/19/22 03:25:00 AM,7.93,4.02,,,,,
1065,07/19/22 03:30:00 AM,7.93,4.04,,,,,
1066,07/19/22 03:35:00 AM,7.93,4.04,,,,,
1067,07/19/22 03:40:00 AM,7.95,4.04,,,,,
1068,07/19/22 03:45:00 AM,7.93,4.04,,,,,
1069,07/19/22 03:50:00 AM,7.93,4.04,,,,,
1070,07/19/22 03:55:00 AM,7.95,4.06,,,,,
1071,07/19/22 04:00:00 AM,7.93,4.06,,,,,
1072,07/19/22 04:05:00 AM,7.93,4.06,,,,,
1073,07/19/22 04:10:00 AM,7.95,4.06,,,,,
1074,07/19/22 04:15:00 AM,7.93,4.06,,,,,
1075,07/19/22 04:20:00 AM,7.93,4.06,,,,,
1076,07/19/22 04:25:00 AM,7.95,4.06,,,,,
1077,07/19/22 04:30:00 AM,7.95,4.06,,,,,
1078,07/19/22 04:35:00 AM,7.93,4.06,,,,,
1079,07/19/22 04:40:00 AM,7.93,4.06,,,,,
1080,07/19/22 04:45:00 AM,7.95,4.06,,,,,
1081,07/19/22 04:50:00 AM,7.95,4.04,,,,,
1082,07/19/22 04:55:00 AM,7.93,4.04,,,,,
1083,07/19/22 05:00:00 AM,7.95,4.04,,,,,
1084,07/19/22 05:05:00 AM,7.96,4.04,,,,,
1085,07/19/22 05:10:00 AM,7.95,4.04,,,,,
1086,07/19/22 05:15:00 AM,7.95,4.04,,,,,
1087,07/19/22 05:20:00 AM,7.96,4.04,,,,,
1088,07/19/22 05:25:00 AM,7.95,4.02,,,,,
1089,07/19/22 05:30:00 AM,7.96,4.00,,,,,
1090,07/19/22 05:35:00 AM,7.96,3.98,,,,,
1091,07/19/22 05:40:00 AM,7.96,3.94,,,,,
1092,07/19/22 05:45:00 AM,7.97,3.92,,,,,
1093,07/19/22 05:50:00 AM,7.97,3.90,,,,,
1094,07/19/22 05:55:00 AM,7.98,3.88,,,,,
1095,07/19/22 06:00:00 AM,7.98,3.86,,,,,
1096,07/19/22 06:05:00 AM,7.99,3.82,,,,,
1097,07/19/22 06:10:00 AM,7.99,3.80,,,,,
1098,07/19/22 06:15:00 AM,8.00,3.78,,,,,
1099,07/19/22 06:20:00 AM,8.00,3.76,,,,,
1100,07/19/22 06:25:00 AM,8.00,3.74,,,,,
1101,07/19/22 06:30:00 AM,8.01,3.74,,,,,
1102,07/19/22 06:35:00 AM,8.01,3.72,,,,,
1103,07/19/22 06:40:00 AM,8.01,3.72,,,,,
1104,07/19/22 06:45:00 AM,8.01,3.74,,,,,
1105,07/19/22 06:50:00 AM,8.01,3.74,,,,,
1106,07/19/22 06:55:00 AM,8.01,3.76,,,,,
1107,07/19/22 07:00:00 AM,8.01,3.76,,,,,
1108,07/19/22 07:05:00 AM,8.01,3.78,,,,,
1109,07/19/22 07:10:00 AM,8.01,3.80,,,,,
1110,07/19/22 07:15:00 AM,8.01,3.82,,,,,
1111,07/19/22 07:20:00 AM,8.01,3.84,,,,,
1112,07/19/22 07:25:00 AM,8.01,3.86,,,,,
1113,07/19/22 07:30:00 AM,8.00,3.88,,,,,
1114,07/19/22 07:35:00 AM,8.00,3.90,,,,,
1115,07/19/22 07:40:00 AM,8.00,3.92,,,,,
1116,07/19/22 07:45:00 AM,8.00,3.94,,,,,
1117,07/19/22 07:50:00 AM,8.00,3.96,,,,,
1118,07/19/22 07:55:00 AM,7.99,3.98,,,,,
1119,07/19/22 08:00:00 AM,7.99,3.98,,,,,
1120,07/19/22 08:05:00 AM,7.98,4.00,,,,,
1121,07/19/22 08:10:00 AM,7.99,4.02,,,,,
1122,07/19/22 08:15:00 AM,7.99,4.04,,,,,
1123,07/19/22 08:20:00 AM,7.98,4.04,,,,,
1124,07/19/22 08:25:00 AM,7.98,4.06,,,,,
1125,07/19/22 08:30:00 AM,7.98,4.08,,,,,
1126,07/19/22 08:35:00 AM,7.98,4.10,,,,,
1127,07/19/22 08:40:00 AM,7.97,4.12,,,,,
1128,07/19/22 08:45:00 AM,7.97,4.14,,,,,
1129,07/19/22 08:50:00 AM,7.97,4.16,,,,,
1130,07/19/22 08:55:00 AM,7.97,4.18,,,,,
1131,07/19/22 09:00:00 AM,7.96,4.20,,,,,
1132,07/19/22 09:05:00 AM,7.96,4.22,,,,,
1133,07/19/22 09:10:00 AM,7.96,4.24,,,,,
1134,07/19/22 09:15:00 AM,7.95,4.26,,,,,
1135,07/19/22 09:20:00 AM,7.93,4.28,,,,,
1136,07/19/22 09:25:00 AM,7.95,4.30,,,,,
1137,07/19/22 09:30:00 AM,7.95,4.32,,,,,
1138,07/19/22 09:35:00 AM,7.93,4.36,,,,,
1139,07/19/22 09:40:00 AM,7.93,4.42,,,,,
1140,07/19/22 09:45:00 AM,7.92,4.46,,,,,
1141,07/19/22 09:50:00 AM,7.91,4.52,,,,,
1142,07/19/22 09:55:00 AM,7.90,4.58,,,,,
1143,07/19/22 10:00:00 AM,7.90,4.66,,,,,
1144,07/19/22 10:05:00 AM,7.88,4.72,,,,,
1145,07/19/22 10:10:00 AM,7.86,4.80,,,,,
1146,07/19/22 10:15:00 AM,7.85,4.86,,,,,
1147,07/19/22 10:20:00 AM,7.84,4.90,,,,,
1148,07/19/22 10:25:00 AM,7.83,4.94,,,,,
1149,07/19/22 10:30:00 AM,7.83,5.00,,,,,
1150,07/19/22 10:35:00 AM,7.82,5.06,,,,,
1151,07/19/22 10:40:00 AM,7.81,5.08,,,,,
1152,07/19/22 10:45:00 AM,7.80,5.10,,,,,
1153,07/19/22 10:50:00 AM,7.80,5.12,,,,,
1154,07/19/22 10:55:00 AM,7.79,5.16,,,,,
1155,07/19/22 11:00:00 AM,7.79,5.22,,,,,
1156,07/19/22 11:05:00 AM,7.78,5.26,,,,,
1157,07/19/22 11:10:00 AM,7.78,5.30,,,,,
1158,07/19/22 11:15:00 AM,7.77,5.36,,,,,
1159,07/19/22 11:20:00 AM,7.75,5.42,,,,,
1160,07/19/22 11:25:00 AM,7.74,5.52,,,,,
1161,07/19/22 11:30:00 AM,7.71,5.58,,,,,
1162,07/19/22 11:35:00 AM,7.70,5.64,,,,,
1163,07/19/22 11:40:00 AM,7.69,5.68,,,,,
1164,07/19/22 11:45:00 AM,7.69,5.74,,,,,
1165,07/19/22 11:50:00 AM,7.67,5.78,,,,,
1166,07/19/22 11:55:00 AM,7.66,5.80,,,,,
1167,07/19/22 12:00:00 PM,7.65,5.78,,,,,
1168,07/19/22 12:05:00 PM,7.65,5.76,,,,,
1169,07/19/22 12:10:00 PM,7.65,5.74,,,,,
1170,07/19/22 12:15:00 PM,7.66,5.72,,,,,
1171,07/19/22 12:20:00 PM,7.66,5.68,,,,,
1172,07/19/22 12:25:00 PM,7.67,5.66,,,,,
1173,07/19/22 12:30:00 PM,7.67,5.64,,,,,
1174,07/19/22 12:35:00 PM,7.67,5.62,,,,,
1175,07/19/22 12:40:00 PM,7.67,5.62,,,,,
1176,07/19/22 12:45:00 PM,7.67,5.62,,,,,
1177,07/19/22 12:50:00 PM,7.67,5.60,,,,,
1178,07/19/22 12:55:00 PM,7.67,5.60,,,,,
1179,07/19/22 01:00:00 PM,7.67,5.62,,,,,
1180,07/19/22 01:05:00 PM,7.67,5.62,,,,,
1181,07/19/22 01:10:00 PM,7.67,5.64,,,,,
1182,07/19/22 01:15:00 PM,7.67,5.66,,,,,
1183,07/19/22 01:20:00 PM,7.67,5.68,,,,,
1184,07/19/22 01:25:00 PM,7.66,5.72,,,,,
1185,07/19/22 01:30:00 PM,7.65,5.78,,,,,
1186,07/19/22 01:35:00 PM,7.64,5.84,,,,,
1187,07/19/22 01:40:00 PM,7.63,5.90,,,,,
1188,07/19/22 01:45:00 PM,7.92,5.98,,,,,
1189,07/19/22 01:50:00 PM,8.13,6.16,,,,,
1190,07/19/22 01:55:00 PM,8.30,6.40,,,,,
1191,07/19/22 02:00:00 PM,8.53,6.64,,,,,
1192,07/19/22 02:05:00 PM,8.94,6.92,,,,,
1193,07/19/22 02:10:00 PM,9.16,7.22,,,,,
1194,07/19/22 02:15:00 PM,9.30,7.56,,,,,
1195,07/19/22 02:20:00 PM,9.44,7.96,,,,,
1196,07/19/22 02:25:00 PM,9.40,8.42,,,,,
1197,07/19/22 02:30:00 PM,9.36,8.94,,,,,
1198,07/19/22 02:35:00 PM,-888.88,-888.88,Logged,,,,
1199,07/19/22 02:38:52 PM,,,,Logged,,,
1200,07/19/22 02:40:00 PM,8.40,14.48,,,,,
1201,07/19/22 02:40:13 PM,,,,,Logged,,
1202,07/19/22 02:40:15 PM,,,,,,Logged,Logged
