,Date,Time,ms,LEVEL,TEMPERATURE,LEVEL_m,discharge_m3perS
4199,9/27/2019,6:30:00 AM,0,1.0798,7.769,0.120109366,0.002282321
4200,9/27/2019,6:45:00 AM,0,1.0697,7.74,0.119079448,0.002305229
4201,9/27/2019,7:00:00 AM,0,1.0679,7.708,0.118895899,0.002309528
4202,9/27/2019,7:15:00 AM,0,1.0705,7.68,0.119161026,0.002303339
4203,9/27/2019,7:30:00 AM,0,1.0717,7.662,0.119283392,0.002300529
4204,9/27/2019,7:45:00 AM,0,1.0605,7.652,0.118141306,0.002327891
4205,9/27/2019,8:00:00 AM,0,1.0683,7.651,0.118936688,0.002308567
4206,9/27/2019,8:15:00 AM,0,1.0657,7.66,0.11867156,0.002314871
4207,9/27/2019,8:30:00 AM,0,1.0666,7.688,0.118763335,0.002312673
4208,9/27/2019,8:45:00 AM,0,1.0647,7.737,0.118569588,0.002317333
4209,9/27/2019,9:00:00 AM,0,1.071,7.801,0.119212012,0.002302164
4210,9/27/2019,9:15:00 AM,0,1.0731,7.879,0.119426153,0.002297287
4211,9/27/2019,9:30:00 AM,0,1.065,7.972,0.11860018,0.002316592
4212,9/27/2019,9:45:00 AM,0,1.0696,8.07,0.119069251,0.002305466
4213,9/27/2019,10:00:00 AM,0,1.0671,8.166,0.118814321,0.00231146
4214,9/27/2019,10:15:00 AM,0,1.0665,8.261,0.118753138,0.002312917
4215,9/27/2019,10:30:00 AM,0,1.0667,8.342,0.118773532,0.00231243
4216,9/27/2019,10:45:00 AM,0,1.0671,8.422,0.118814321,0.00231146
4217,9/27/2019,11:00:00 AM,0,1.0714,8.516,0.119252801,0.002301228
4218,9/27/2019,11:15:00 AM,0,1.0764,8.657,0.119762661,0.002289802
4219,9/27/2019,11:30:00 AM,0,1.0676,8.877,0.118865307,0.002310251
4220,9/27/2019,11:45:00 AM,0,1.0824,9.209,0.120374493,0.002276759
4221,9/27/2019,12:00:00 PM,0,1.0831,9.561,0.120445873,0.002275284
4222,9/27/2019,12:15:00 PM,0,1.0794,9.813,0.120068577,0.002283189
4223,9/27/2019,12:30:00 PM,0,1.0819,9.922,0.120323507,0.002277818
4224,9/27/2019,12:45:00 PM,0,1.0849,9.935,0.120629423,0.002271539
4225,9/27/2019,1:00:00 PM,0,1.077,9.941,0.119823844,0.002288465
4226,9/27/2019,1:15:00 PM,0,1.0852,10.028,0.120660014,0.002270921
4227,9/27/2019,1:30:00 PM,0,1.0844,10.284,0.120578437,0.002272573
4228,9/27/2019,1:45:00 PM,0,1.0897,10.618,0.121118888,0.002261871
4229,9/27/2019,2:00:00 PM,0,1.0909,10.9,0.121241255,0.002259527
4230,9/27/2019,2:15:00 PM,0,1.09,11.04,0.12114948,0.002261283
4231,9/27/2019,2:30:00 PM,0,1.0891,11.045,0.121057705,0.002263054
4232,9/27/2019,2:45:00 PM,0,1.093,10.966,0.121455396,0.002255495
4233,9/27/2019,3:00:00 PM,0,1.0853,10.845,0.120670212,0.002270715
4234,9/27/2019,3:15:00 PM,0,1.0851,10.74,0.120649817,0.002271127
4235,9/27/2019,3:30:00 PM,0,1.0852,10.676,0.120660014,0.002270921
4236,9/27/2019,3:45:00 PM,0,1.082,10.655,0.120333704,0.002277606
4237,9/27/2019,4:00:00 PM,0,1.0782,10.66,0.11994621,0.002285813
4238,9/27/2019,4:15:00 PM,0,1.0799,10.655,0.120119563,0.002282105
4239,9/27/2019,4:30:00 PM,0,1.083,10.632,0.120435676,0.002275494
4240,9/27/2019,4:45:00 PM,0,1.0803,10.591,0.120160352,0.002281241
4241,9/27/2019,5:00:00 PM,0,1.0795,10.529,0.120078774,0.002282972
4242,9/27/2019,5:15:00 PM,0,1.0808,10.45,0.120211338,0.002280166
4243,9/27/2019,5:30:00 PM,0,1.0764,10.356,0.119762661,0.002289802
4244,9/27/2019,5:45:00 PM,0,1.0707,10.251,0.11918142,0.002302868
4245,9/27/2019,6:00:00 PM,0,1.0752,10.137,0.119640294,0.002292498
4246,9/27/2019,6:15:00 PM,0,1.0723,10.014,0.119344576,0.002299134
4247,9/27/2019,6:30:00 PM,0,1.0668,9.888,0.11878373,0.002312187
4248,9/27/2019,6:45:00 PM,0,1.0689,9.773,0.118997871,0.002307131
4249,9/27/2019,7:00:00 PM,0,1.0667,9.658,0.118773532,0.00231243
4250,9/27/2019,7:15:00 PM,0,1.0637,9.56,0.118467616,0.002319814
4251,9/27/2019,7:30:00 PM,0,1.0602,9.484,0.118110714,0.002328659
4252,9/27/2019,7:45:00 PM,0,1.0638,9.421,0.118477814,0.002319565
4253,9/27/2019,8:00:00 PM,0,1.0631,9.366,0.118406433,0.002321313
4254,9/27/2019,8:15:00 PM,0,1.0596,9.317,0.118049531,0.0023302
4255,9/27/2019,8:30:00 PM,0,1.0631,9.274,0.118406433,0.002321313
4256,9/27/2019,8:45:00 PM,0,1.0602,9.231,0.118110714,0.002328659
4257,9/27/2019,9:00:00 PM,0,1.0607,9.19,0.1181617,0.00232738
4258,9/27/2019,9:15:00 PM,0,1.0576,9.152,0.117845587,0.002335389
4259,9/27/2019,9:30:00 PM,0,1.0555,9.113,0.117631446,0.002340926
4260,9/27/2019,9:45:00 PM,0,1.0594,9.075,0.118029137,0.002330715
4261,9/27/2019,10:00:00 PM,0,1.0537,9.037,0.117447896,0.002345742
4262,9/27/2019,10:15:00 PM,0,1.0565,9.002,0.117733418,0.002338278
4263,9/27/2019,10:30:00 PM,0,1.0483,8.968,0.116897248,0.002360585
4264,9/27/2019,10:45:00 PM,0,1.0513,8.937,0.117203164,0.002352266
4265,9/27/2019,11:00:00 PM,0,1.0506,8.905,0.117131783,0.002354191
4266,9/27/2019,11:15:00 PM,0,1.0524,8.87,0.117315333,0.002349261
4267,9/27/2019,11:30:00 PM,0,1.0507,8.837,0.11714198,0.002353915
4268,9/27/2019,11:45:00 PM,0,1.0519,8.804,0.117264347,0.002350624
4269,9/28/2019,12:00:00 AM,0,1.0532,8.775,0.11739691,0.002347092
4270,9/28/2019,12:15:00 AM,0,1.0507,8.747,0.11714198,0.002353915
4271,9/28/2019,12:30:00 AM,0,1.051,8.72,0.117172572,0.00235309
4272,9/28/2019,12:45:00 AM,0,1.0512,8.695,0.117192966,0.00235254
4273,9/28/2019,1:00:00 AM,0,1.0432,8.673,0.11637719,0.002375144
4274,9/28/2019,1:15:00 AM,0,1.0447,8.648,0.116530148,0.002370807
4275,9/28/2019,1:30:00 AM,0,1.0488,8.621,0.116948234,0.002359185
4276,9/28/2019,1:45:00 AM,0,1.0487,8.595,0.116938036,0.002359465
4277,9/28/2019,2:00:00 AM,0,1.0475,8.574,0.11681567,0.002362834
4278,9/28/2019,2:15:00 AM,0,1.0447,8.556,0.116530148,0.002370807
4279,9/28/2019,2:30:00 AM,0,1.0488,8.537,0.116948234,0.002359185
4280,9/28/2019,2:45:00 AM,0,1.0488,8.519,0.116948234,0.002359185
4281,9/28/2019,3:00:00 AM,0,1.0498,8.5,0.117050206,0.002356402
4282,9/28/2019,3:15:00 AM,0,1.0502,8.482,0.117090994,0.002355295
4283,9/28/2019,3:30:00 AM,0,1.0451,8.467,0.116570937,0.002369659
4284,9/28/2019,3:45:00 AM,0,1.0476,8.452,0.116825867,0.002362552
4285,9/28/2019,4:00:00 AM,0,1.0467,8.438,0.116734092,0.002365096
4286,9/28/2019,4:15:00 AM,0,1.0453,8.422,0.116591332,0.002369085
4287,9/28/2019,4:30:00 AM,0,1.0458,8.407,0.116642318,0.002367656
4288,9/28/2019,4:45:00 AM,0,1.0459,8.392,0.116652515,0.002367371
4289,9/28/2019,5:00:00 AM,0,1.0454,8.381,0.116601529,0.002368799
4290,9/28/2019,5:15:00 AM,0,1.0406,8.37,0.116112063,0.002382769
4291,9/28/2019,5:30:00 AM,0,1.0422,8.36,0.116275218,0.002378061
4292,9/28/2019,5:45:00 AM,0,1.0468,8.348,0.11674429,0.002364812
4293,9/28/2019,6:00:00 AM,0,1.0393,8.333,0.1159795,0.002386633
4294,9/28/2019,6:15:00 AM,0,1.0437,8.32,0.116428176,0.002373694
4295,9/28/2019,6:30:00 AM,0,1.0494,8.306,0.117009417,0.002357513
4296,9/28/2019,6:45:00 AM,0,1.0465,8.293,0.116713698,0.002365663
4297,9/28/2019,7:00:00 AM,0,1.0419,8.285,0.116244627,0.00237894
4298,9/28/2019,7:15:00 AM,0,1.0432,8.278,0.11637719,0.002375144
4299,9/28/2019,7:30:00 AM,0,1.0473,8.276,0.116795276,0.002363398
4300,9/28/2019,7:45:00 AM,0,1.045,8.281,0.11656074,0.002369945
4301,9/28/2019,8:00:00 AM,0,1.0508,8.291,0.117152178,0.00235364
4302,9/28/2019,8:15:00 AM,0,1.0446,8.304,0.116519951,0.002371095
4303,9/28/2019,8:30:00 AM,0,1.0491,8.322,0.116978825,0.002358348
4304,9/28/2019,8:45:00 AM,0,1.0472,8.345,0.116785078,0.00236368
4305,9/28/2019,9:00:00 AM,0,1.0542,8.374,0.117498882,0.002344398
4306,9/28/2019,9:15:00 AM,0,1.0509,8.406,0.117162375,0.002353364
4307,9/28/2019,9:30:00 AM,0,1.0518,8.44,0.11725415,0.002350897
4308,9/28/2019,9:45:00 AM,0,1.0558,8.474,0.117662038,0.002340129
4309,9/28/2019,10:00:00 AM,0,1.0517,8.506,0.117243952,0.00235117
4310,9/28/2019,10:15:00 AM,0,1.0602,8.533,0.118110714,0.002328659
4311,9/28/2019,10:30:00 AM,0,1.0512,8.555,0.117192966,0.00235254
4312,9/28/2019,10:45:00 AM,0,1.0536,8.579,0.117437699,0.002346012
4313,9/28/2019,11:00:00 AM,0,1.0479,8.617,0.116856459,0.002361707
4314,9/28/2019,11:15:00 AM,0,1.0509,8.682,0.117162375,0.002353364
4315,9/28/2019,11:30:00 AM,0,1.0455,8.771,0.116611726,0.002368513
4316,9/28/2019,11:45:00 AM,0,1.0543,8.881,0.11750908,0.002344129
4317,9/28/2019,12:00:00 PM,0,1.0614,8.988,0.118233081,0.002325598
4318,9/28/2019,12:15:00 PM,0,1.0567,9.083,0.117753812,0.002337751
4319,9/28/2019,12:30:00 PM,0,1.0572,9.185,0.117804798,0.002336437
4320,9/28/2019,12:45:00 PM,0,1.0551,9.275,0.117590657,0.00234199
4321,9/28/2019,1:00:00 PM,0,1.0605,9.347,0.118141306,0.002327891
4322,9/28/2019,1:15:00 PM,0,1.0555,9.418,0.117631446,0.002340926
4323,9/28/2019,1:30:00 PM,0,1.0548,9.451,0.117560066,0.002342791
4324,9/28/2019,1:45:00 PM,0,1.0618,9.469,0.11827387,0.002324585
4325,9/28/2019,2:00:00 PM,0,1.0634,9.507,0.118437025,0.002320562
4326,9/28/2019,2:15:00 PM,0,1.0643,9.553,0.1185288,0.002318323
4327,9/28/2019,2:30:00 PM,0,1.0637,9.591,0.118467616,0.002319814
4328,9/28/2019,2:45:00 PM,0,1.0633,9.602,0.118426828,0.002320812
4329,9/28/2019,3:00:00 PM,0,1.0678,9.571,0.118885702,0.002309768
4330,9/28/2019,3:15:00 PM,0,1.0602,9.516,0.118110714,0.002328659
4331,9/28/2019,3:30:00 PM,0,1.0585,9.471,0.117937362,0.002333044
4332,9/28/2019,3:45:00 PM,0,1.0639,9.446,0.118488011,0.002319316
4333,9/28/2019,4:00:00 PM,0,1.0604,9.447,0.118131109,0.002328147
4334,9/28/2019,4:15:00 PM,0,1.0618,9.458,0.11827387,0.002324585
4335,9/28/2019,4:30:00 PM,0,1.0624,9.468,0.118335053,0.00232307
4336,9/28/2019,4:45:00 PM,0,1.0632,9.488,0.11841663,0.002321062
4337,9/28/2019,5:00:00 PM,0,1.0599,9.51,0.118080123,0.002329428
4338,9/28/2019,5:15:00 PM,0,1.0622,9.516,0.118314658,0.002323574
4339,9/28/2019,5:30:00 PM,0,1.0615,9.492,0.118243278,0.002325345
4340,9/28/2019,5:45:00 PM,0,1.0674,9.443,0.118844913,0.002310734
4341,9/28/2019,6:00:00 PM,0,1.0577,9.375,0.117855784,0.002335128
4342,9/28/2019,6:15:00 PM,0,1.0632,9.292,0.11841663,0.002321062
4343,9/28/2019,6:30:00 PM,0,1.0599,9.207,0.118080123,0.002329428
4344,9/28/2019,6:45:00 PM,0,1.0563,9.128,0.117713024,0.002338806
4345,9/28/2019,7:00:00 PM,0,1.0571,9.049,0.117794601,0.0023367
4346,9/28/2019,7:15:00 PM,0,1.0537,8.97,0.117447896,0.002345742
4347,9/28/2019,7:30:00 PM,0,1.0498,8.894,0.117050206,0.002356402
4348,9/28/2019,7:45:00 PM,0,1.0499,8.829,0.117060403,0.002356125
4349,9/28/2019,8:00:00 PM,0,1.0518,8.778,0.11725415,0.002350897
4350,9/28/2019,8:15:00 PM,0,1.0534,8.734,0.117417305,0.002346551
4351,9/28/2019,8:30:00 PM,0,1.0511,8.693,0.117182769,0.002352815
4352,9/28/2019,8:45:00 PM,0,1.0513,8.655,0.117203164,0.002352266
4353,9/28/2019,9:00:00 PM,0,1.0482,8.616,0.11688705,0.002360865
4354,9/28/2019,9:15:00 PM,0,1.0492,8.569,0.116989022,0.00235807
4355,9/28/2019,9:30:00 PM,0,1.0468,8.515,0.11674429,0.002364812
4356,9/28/2019,9:45:00 PM,0,1.052,8.456,0.117274544,0.002350351
4357,9/28/2019,10:00:00 PM,0,1.0506,8.392,0.117131783,0.002354191
4358,9/28/2019,10:15:00 PM,0,1.0466,8.329,0.116723895,0.002365379
4359,9/28/2019,10:30:00 PM,0,1.0439,8.267,0.116448571,0.002373115
4360,9/28/2019,10:45:00 PM,0,1.0445,8.211,0.116509754,0.002371383
4361,9/28/2019,11:00:00 PM,0,1.0422,8.162,0.116275218,0.002378061
4362,9/28/2019,11:15:00 PM,0,1.0424,8.118,0.116295613,0.002377476
4363,9/28/2019,11:30:00 PM,0,1.0374,8.08,0.115785753,0.002392342
4364,9/28/2019,11:45:00 PM,0,1.043,8.047,0.116356796,0.002375726
4365,9/29/2019,12:00:00 AM,0,1.0387,8.007,0.115918316,0.002388428
4366,9/29/2019,12:15:00 AM,0,1.0399,7.963,0.116040683,0.002384846
4367,9/29/2019,12:30:00 AM,0,1.0407,7.918,0.11612226,0.002382474
4368,9/29/2019,12:45:00 AM,0,1.0389,7.878,0.115938711,0.002387829
4369,9/29/2019,1:00:00 AM,0,1.0399,7.845,0.116040683,0.002384846
4370,9/29/2019,1:15:00 AM,0,1.0369,7.814,0.115734767,0.002393856
4371,9/29/2019,1:30:00 AM,0,1.0375,7.784,0.11579595,0.00239204
4372,9/29/2019,1:45:00 AM,0,1.038,7.754,0.115846936,0.002390531
4373,9/29/2019,2:00:00 AM,0,1.0393,7.721,0.1159795,0.002386633
4374,9/29/2019,2:15:00 AM,0,1.0376,7.689,0.115806147,0.002391738
4375,9/29/2019,2:30:00 AM,0,1.0407,7.658,0.11612226,0.002382474
4376,9/29/2019,2:45:00 AM,0,1.0369,7.628,0.115734767,0.002393856
4377,9/29/2019,3:00:00 AM,0,1.0368,7.601,0.11572457,0.00239416
4378,9/29/2019,3:15:00 AM,0,1.0392,7.574,0.115969302,0.002386932
4379,9/29/2019,3:30:00 AM,0,1.0394,7.55,0.115989697,0.002386335
4380,9/29/2019,3:45:00 AM,0,1.0372,7.524,0.115765358,0.002392947
4381,9/29/2019,4:00:00 AM,0,1.0338,7.49,0.115418654,0.002403359
4382,9/29/2019,4:15:00 AM,0,1.0339,7.452,0.115428851,0.002403049
4383,9/29/2019,4:30:00 AM,0,1.0357,7.418,0.1156124,0.002397512
4384,9/29/2019,4:45:00 AM,0,1.0338,7.39,0.115418654,0.002403359
4385,9/29/2019,5:00:00 AM,0,1.0323,7.367,0.115265696,0.002408026
4386,9/29/2019,5:15:00 AM,0,1.0312,7.346,0.115153526,0.002411478
4387,9/29/2019,5:30:00 AM,0,1.0318,7.33,0.11521471,0.002409592
4388,9/29/2019,5:45:00 AM,0,1.033,7.32,0.115337076,0.002405842
4389,9/29/2019,6:00:00 AM,0,1.0317,7.315,0.115204512,0.002409906
4390,9/29/2019,6:15:00 AM,0,1.0326,7.32,0.115296287,0.002407089
4391,9/29/2019,6:30:00 AM,0,1.0355,7.333,0.115592006,0.002398124
4392,9/29/2019,6:45:00 AM,0,1.0367,7.349,0.115714372,0.002394464
4393,9/29/2019,7:00:00 AM,0,1.035,7.362,0.11554102,0.002399657
4394,9/29/2019,7:15:00 AM,0,1.0335,7.373,0.115388062,0.002404289
4395,9/29/2019,7:30:00 AM,0,1.0338,7.385,0.115418654,0.002403359
4396,9/29/2019,7:45:00 AM,0,1.0328,7.401,0.115316682,0.002406465
4397,9/29/2019,8:00:00 AM,0,1.0402,7.423,0.116071274,0.002383955
4398,9/29/2019,8:15:00 AM,0,1.0312,7.459,0.115153526,0.002411478
4399,9/29/2019,8:30:00 AM,0,1.0348,7.508,0.115520626,0.002400272
4400,9/29/2019,8:45:00 AM,0,1.0348,7.572,0.115520626,0.002400272
4401,9/29/2019,9:00:00 AM,0,1.0336,7.652,0.115398259,0.002403978
4402,9/29/2019,9:15:00 AM,0,1.0359,7.734,0.115632795,0.0023969
4403,9/29/2019,9:30:00 AM,0,1.0381,7.822,0.115857133,0.00239023
4404,9/29/2019,9:45:00 AM,0,1.0339,7.934,0.115428851,0.002403049
4405,9/29/2019,10:00:00 AM,0,1.0465,8.085,0.116713698,0.002365663
4406,9/29/2019,10:15:00 AM,0,1.0484,8.269,0.116907445,0.002360304
4407,9/29/2019,10:30:00 AM,0,1.0467,8.456,0.116734092,0.002365096
4408,9/29/2019,10:45:00 AM,0,1.0475,8.63,0.11681567,0.002362834
4409,9/29/2019,11:00:00 AM,0,1.0472,8.785,0.116785078,0.00236368
4410,9/29/2019,11:15:00 AM,0,1.0482,8.93,0.11688705,0.002360865
4411,9/29/2019,11:30:00 AM,0,1.0534,9.091,0.117417305,0.002346551
4412,9/29/2019,11:45:00 AM,0,1.0493,9.284,0.11699922,0.002357791
4413,9/29/2019,12:00:00 PM,0,1.0571,9.513,0.117794601,0.0023367
4414,9/29/2019,12:15:00 PM,0,1.0607,9.676,0.1181617,0.00232738
4415,9/29/2019,12:30:00 PM,0,1.063,9.767,0.118396236,0.002321563
4416,9/29/2019,12:45:00 PM,0,1.058,9.866,0.117886376,0.002334345
4417,9/29/2019,1:00:00 PM,0,1.0643,9.968,0.1185288,0.002318323
4418,9/29/2019,1:15:00 PM,0,1.0595,10.043,0.118039334,0.002330457
4419,9/29/2019,1:30:00 PM,0,1.0619,10.159,0.118284067,0.002324332
4420,9/29/2019,1:45:00 PM,0,1.066,10.314,0.118702152,0.002314137
4421,9/29/2019,2:00:00 PM,0,1.064,10.405,0.118498208,0.002319068
4422,9/29/2019,2:15:00 PM,0,1.0626,10.357,0.118355447,0.002322567
4423,9/29/2019,2:30:00 PM,0,1.0607,10.238,0.1181617,0.00232738
4424,9/29/2019,2:45:00 PM,0,1.0532,10.119,0.11739691,0.002347092
4425,9/29/2019,3:00:00 PM,0,1.0564,10.033,0.117723221,0.002338542
4426,9/29/2019,3:15:00 PM,0,1.0568,10.007,0.11776401,0.002337488
4427,9/29/2019,3:30:00 PM,0,1.052,10.013,0.117274544,0.002350351
4428,9/29/2019,3:45:00 PM,0,1.0554,10.011,0.117621249,0.002341192
4429,9/29/2019,4:00:00 PM,0,1.0571,9.979,0.117794601,0.0023367
4430,9/29/2019,4:15:00 PM,0,1.0556,9.935,0.117641643,0.00234066
4431,9/29/2019,4:30:00 PM,0,1.0557,9.895,0.11765184,0.002340395
4432,9/29/2019,4:45:00 PM,0,1.053,9.823,0.117376516,0.002347633
4433,9/29/2019,5:00:00 PM,0,1.0508,9.717,0.117152178,0.00235364
4434,9/29/2019,5:15:00 PM,0,1.0523,9.599,0.117305136,0.002349533
4435,9/29/2019,5:30:00 PM,0,1.0508,9.485,0.117152178,0.00235364
4436,9/29/2019,5:45:00 PM,0,1.0468,9.378,0.11674429,0.002364812
4437,9/29/2019,6:00:00 PM,0,1.0478,9.284,0.116846262,0.002361989
4438,9/29/2019,6:15:00 PM,0,1.0427,9.197,0.116326204,0.0023766
4439,9/29/2019,6:30:00 PM,0,1.0452,9.12,0.116581134,0.002369372
4440,9/29/2019,6:45:00 PM,0,1.045,9.05,0.11656074,0.002369945
4441,9/29/2019,7:00:00 PM,0,1.0446,8.987,0.116519951,0.002371095
4442,9/29/2019,7:15:00 PM,0,1.0472,8.933,0.116785078,0.00236368
4443,9/29/2019,7:30:00 PM,0,1.0513,8.889,0.117203164,0.002352266
4444,9/29/2019,7:45:00 PM,0,1.0525,8.846,0.11732553,0.002348989
4445,9/29/2019,8:00:00 PM,0,1.0492,8.81,0.116989022,0.00235807
4446,9/29/2019,8:15:00 PM,0,1.0521,8.78,0.117284741,0.002350078
4447,9/29/2019,8:30:00 PM,0,1.0509,8.753,0.117162375,0.002353364
4448,9/29/2019,8:45:00 PM,0,1.0467,8.729,0.116734092,0.002365096
4449,9/29/2019,9:00:00 PM,0,1.0512,8.709,0.117192966,0.00235254
4450,9/29/2019,9:15:00 PM,0,1.0535,8.689,0.117427502,0.002346281
4451,9/29/2019,9:30:00 PM,0,1.0487,8.671,0.116938036,0.002359465
4452,9/29/2019,9:45:00 PM,0,1.0489,8.655,0.116958431,0.002358906
4453,9/29/2019,10:00:00 PM,0,1.0487,8.637,0.116938036,0.002359465
4454,9/29/2019,10:15:00 PM,0,1.045,8.617,0.11656074,0.002369945
4455,9/29/2019,10:30:00 PM,0,1.0487,8.599,0.116938036,0.002359465
4456,9/29/2019,10:45:00 PM,0,1.0461,8.582,0.116672909,0.002366801
4457,9/29/2019,11:00:00 PM,0,1.0469,8.566,0.116754487,0.002364529
4458,9/29/2019,11:15:00 PM,0,1.0503,8.545,0.117101192,0.002355019
4459,9/29/2019,11:30:00 PM,0,1.0505,8.521,0.117121586,0.002354466
4460,9/29/2019,11:45:00 PM,0,1.0512,8.493,0.117192966,0.00235254
4461,9/30/2019,12:00:00 AM,0,1.0463,8.469,0.116693304,0.002366231
4462,9/30/2019,12:15:00 AM,0,1.0449,8.452,0.116550543,0.002370233
4463,9/30/2019,12:30:00 AM,0,1.0468,8.441,0.11674429,0.002364812
4464,9/30/2019,12:45:00 AM,0,1.0441,8.43,0.116468965,0.002372537
4465,9/30/2019,1:00:00 AM,0,1.0454,8.422,0.116601529,0.002368799
4466,9/30/2019,1:15:00 AM,0,1.0478,8.412,0.116846262,0.002361989
4467,9/30/2019,1:30:00 AM,0,1.0449,8.404,0.116550543,0.002370233
4468,9/30/2019,1:45:00 AM,0,1.0452,8.391,0.116581134,0.002369372
4469,9/30/2019,2:00:00 AM,0,1.0434,8.373,0.116397585,0.002374563
4470,9/30/2019,2:15:00 AM,0,1.0436,8.356,0.116417979,0.002373983
4471,9/30/2019,2:30:00 AM,0,1.0452,8.338,0.116581134,0.002369372
4472,9/30/2019,2:45:00 AM,0,1.0434,8.317,0.116397585,0.002374563
4473,9/30/2019,3:00:00 AM,0,1.0449,8.294,0.116550543,0.002370233
4474,9/30/2019,3:15:00 AM,0,1.0454,8.271,0.116601529,0.002368799
4475,9/30/2019,3:30:00 AM,0,1.0376,8.251,0.115806147,0.002391738
4476,9/30/2019,3:45:00 AM,0,1.0421,8.234,0.116265021,0.002378354
4477,9/30/2019,4:00:00 AM,0,1.0434,8.223,0.116397585,0.002374563
4478,9/30/2019,4:15:00 AM,0,1.0406,8.215,0.116112063,0.002382769
4479,9/30/2019,4:30:00 AM,0,1.0416,8.2,0.116214035,0.00237982
4480,9/30/2019,4:45:00 AM,0,1.0367,8.175,0.115714372,0.002394464
4481,9/30/2019,5:00:00 AM,0,1.0384,8.147,0.115887725,0.002389328
4482,9/30/2019,5:15:00 AM,0,1.0416,8.112,0.116214035,0.00237982
4483,9/30/2019,5:30:00 AM,0,1.0398,8.08,0.116030486,0.002385143
4484,9/30/2019,5:45:00 AM,0,1.0395,8.057,0.115999894,0.002386037
4485,9/30/2019,6:00:00 AM,0,1.0371,8.046,0.115755161,0.00239325
4486,9/30/2019,6:15:00 AM,0,1.0378,8.045,0.115826542,0.002391134
4487,9/30/2019,6:30:00 AM,0,1.0358,8.05,0.115622598,0.002397206
4488,9/30/2019,6:45:00 AM,0,1.0355,8.054,0.115592006,0.002398124
4489,9/30/2019,7:00:00 AM,0,1.0355,8.057,0.115592006,0.002398124
4490,9/30/2019,7:15:00 AM,0,1.0365,8.058,0.115693978,0.002395072
4491,9/30/2019,7:30:00 AM,0,1.036,8.058,0.115642992,0.002396595
4492,9/30/2019,7:45:00 AM,0,1.0382,8.064,0.11586733,0.002389929
4493,9/30/2019,8:00:00 AM,0,1.0384,8.078,0.115887725,0.002389328
4494,9/30/2019,8:15:00 AM,0,1.0409,8.098,0.116142655,0.002381883
4495,9/30/2019,8:30:00 AM,0,1.039,8.131,0.115948908,0.00238753
4496,9/30/2019,8:45:00 AM,0,1.043,8.18,0.116356796,0.002375726
4497,9/30/2019,9:00:00 AM,0,1.0394,8.237,0.115989697,0.002386335
4498,9/30/2019,9:15:00 AM,0,1.0375,8.305,0.11579595,0.00239204
4499,9/30/2019,9:30:00 AM,0,1.0426,8.383,0.116316007,0.002376892
4500,9/30/2019,9:45:00 AM,0,1.0432,8.48,0.11637719,0.002375144
4501,9/30/2019,10:00:00 AM,0,1.0459,8.591,0.116652515,0.002367371
4502,9/30/2019,10:15:00 AM,0,1.0431,8.713,0.116366993,0.002375435
4503,9/30/2019,10:30:00 AM,0,1.0473,8.853,0.116795276,0.002363398
4504,9/30/2019,10:45:00 AM,0,1.0494,8.998,0.117009417,0.002357513
4505,9/30/2019,11:00:00 AM,0,1.0534,9.145,0.117417305,0.002346551
4506,9/30/2019,11:15:00 AM,0,1.0497,9.304,0.117040008,0.00235668
4507,9/30/2019,11:30:00 AM,0,1.054,9.497,0.117478488,0.002344935
4508,9/30/2019,11:45:00 AM,0,1.0549,9.731,0.117570263,0.002342524
4509,9/30/2019,12:00:00 PM,0,1.0587,9.976,0.117957756,0.002332525
4510,9/30/2019,12:15:00 PM,0,1.0602,10.156,0.118110714,0.002328659
4511,9/30/2019,12:30:00 PM,0,1.0612,10.195,0.118212686,0.002326106
4512,9/30/2019,12:45:00 PM,0,1.0612,10.129,0.118212686,0.002326106
4513,9/30/2019,1:00:00 PM,0,1.0462,9.825,0.116683106,0.002366516
4514,9/30/2019,1:15:00 PM,0,1.0874,9.183,0.120884353,0.002266445
4515,9/30/2019,1:30:00 PM,0,1.1153,8.252,0.123729372,0.002218185
4516,9/30/2019,1:45:00 PM,0,1.1316,7.358,0.125391515,0.002197278
4517,9/30/2019,2:00:00 PM,0,1.1438,6.859,0.126635574,0.002185149
4518,9/30/2019,2:15:00 PM,0,1.1644,6.665,0.128736197,0.002171503
4519,9/30/2019,2:30:00 PM,0,1.2165,6.598,0.134048938,0.002175314
4520,9/30/2019,2:45:00 PM,0,1.2735,6.477,0.139861342,0.002242401
4521,9/30/2019,3:00:00 PM,0,1.2931,6.474,0.141859993,0.002280659
4522,9/30/2019,3:15:00 PM,0,1.3123,6.569,0.143817856,0.002325674
4523,9/30/2019,3:30:00 PM,0,1.3376,6.701,0.146397747,0.00239638
4524,9/30/2019,3:45:00 PM,0,1.3573,6.883,0.148406596,0.002460406
4525,9/30/2019,4:00:00 PM,0,1.3691,7.178,0.149609865,0.002502517
4526,9/30/2019,4:15:00 PM,0,1.395,7.475,0.15225094,0.002604825
4527,9/30/2019,4:30:00 PM,0,1.4121,7.492,0.153994661,0.002679812
4528,9/30/2019,4:45:00 PM,0,1.4283,7.404,0.155646608,0.00275631
4529,9/30/2019,5:00:00 PM,0,1.4399,7.351,0.156829483,0.002814349
4530,9/30/2019,5:15:00 PM,0,1.4547,7.285,0.158338668,0.002892352
