"Plot Title: DO_2"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20645540, SEN S/N: 20645540)","Temp, °F (LGR S/N: 20645540, SEN S/N: 20645540)","Coupler Attached (LGR S/N: 20645540)","Host Connected (LGR S/N: 20645540)","Coupler Detached (LGR S/N: 20645540)","Stopped (LGR S/N: 20645540)","End Of File (LGR S/N: 20645540)"
455,07/23/19 06:45:00 AM,4.74,42.22,,,,,
456,07/23/19 07:00:00 AM,4.75,42.15,,,,,
457,07/23/19 07:15:00 AM,4.78,42.12,,,,,
458,07/23/19 07:30:00 AM,4.83,42.12,,,,,
459,07/23/19 07:45:00 AM,4.94,42.19,,,,,
460,07/23/19 08:00:00 AM,5.03,42.22,,,,,
461,07/23/19 08:15:00 AM,5.14,42.30,,,,,
462,07/23/19 08:30:00 AM,5.34,42.37,,,,,
463,07/23/19 08:45:00 AM,5.48,42.44,,,,,
464,07/23/19 09:00:00 AM,5.64,42.51,,,,,
465,07/23/19 09:15:00 AM,5.83,42.51,,,,,
466,07/23/19 09:30:00 AM,6.01,42.51,,,,,
467,07/23/19 09:45:00 AM,6.15,42.58,,,,,
468,07/23/19 10:00:00 AM,6.26,42.69,,,,,
469,07/23/19 10:15:00 AM,6.38,42.76,,,,,
470,07/23/19 10:30:00 AM,6.47,42.87,,,,,
471,07/23/19 10:45:00 AM,6.54,43.05,,,,,
472,07/23/19 11:00:00 AM,6.66,43.34,,,,,
473,07/23/19 11:15:00 AM,6.74,44.13,,,,,
474,07/23/19 11:30:00 AM,6.80,44.64,,,,,
475,07/23/19 11:45:00 AM,6.83,45.03,,,,,
476,07/23/19 12:00:00 PM,6.83,45.03,,,,,
477,07/23/19 12:15:00 PM,6.87,45.00,,,,,
478,07/23/19 12:25:45 PM,,,,,Logged,,
479,07/23/19 12:28:04 PM,,,Logged,,,,
480,07/23/19 12:28:19 PM,,,,Logged,,,
481,07/23/19 12:28:45 PM,,,,,Logged,,
482,07/23/19 12:30:00 PM,6.62,47.80,,,,,
483,07/23/19 12:45:00 PM,6.94,45.72,,,,,
484,07/23/19 01:00:00 PM,7.00,45.75,,,,,
485,07/23/19 01:15:00 PM,7.02,46.22,,,,,
486,07/23/19 01:30:00 PM,7.06,46.58,,,,,
487,07/23/19 01:45:00 PM,7.08,46.98,,,,,
488,07/23/19 02:00:00 PM,7.08,47.37,,,,,
489,07/23/19 02:15:00 PM,7.08,47.66,,,,,
490,07/23/19 02:30:00 PM,7.08,47.77,,,,,
491,07/23/19 02:45:00 PM,7.08,47.77,,,,,
492,07/23/19 03:00:00 PM,7.07,47.84,,,,,
493,07/23/19 03:15:00 PM,7.05,47.73,,,,,
494,07/23/19 03:30:00 PM,7.03,47.62,,,,,
495,07/23/19 03:45:00 PM,7.03,47.52,,,,,
496,07/23/19 04:00:00 PM,7.01,47.41,,,,,
497,07/23/19 04:15:00 PM,6.99,47.30,,,,,
498,07/23/19 04:30:00 PM,6.96,47.23,,,,,
499,07/23/19 04:45:00 PM,6.91,47.12,,,,,
500,07/23/19 05:00:00 PM,6.87,47.01,,,,,
501,07/23/19 05:15:00 PM,6.82,46.83,,,,,
502,07/23/19 05:30:00 PM,6.77,46.69,,,,,
503,07/23/19 05:45:00 PM,6.71,46.51,,,,,
504,07/23/19 06:00:00 PM,6.63,46.33,,,,,
505,07/23/19 06:15:00 PM,6.54,46.15,,,,,
506,07/23/19 06:30:00 PM,6.46,45.93,,,,,
507,07/23/19 06:45:00 PM,6.36,45.75,,,,,
508,07/23/19 07:00:00 PM,6.25,45.57,,,,,
509,07/23/19 07:15:00 PM,6.15,45.43,,,,,
510,07/23/19 07:30:00 PM,6.07,45.28,,,,,
511,07/23/19 07:45:00 PM,6.00,45.18,,,,,
512,07/23/19 08:00:00 PM,5.91,45.03,,,,,
513,07/23/19 08:15:00 PM,5.84,44.92,,,,,
514,07/23/19 08:30:00 PM,5.77,44.82,,,,,
515,07/23/19 08:45:00 PM,5.76,44.64,,,,,
516,07/23/19 09:00:00 PM,5.74,44.49,,,,,
517,07/23/19 09:15:00 PM,5.71,44.35,,,,,
518,07/23/19 09:30:00 PM,5.66,44.28,,,,,
519,07/23/19 09:45:00 PM,5.63,44.17,,,,,
520,07/23/19 10:00:00 PM,5.59,44.06,,,,,
521,07/23/19 10:15:00 PM,5.54,43.99,,,,,
522,07/23/19 10:30:00 PM,5.50,43.92,,,,,
523,07/23/19 10:45:00 PM,5.47,43.81,,,,,
524,07/23/19 11:00:00 PM,5.46,43.70,,,,,
525,07/23/19 11:15:00 PM,5.45,43.59,,,,,
526,07/23/19 11:30:00 PM,5.43,43.48,,,,,
527,07/23/19 11:45:00 PM,5.38,43.41,,,,,
528,07/24/19 12:00:00 AM,5.34,43.30,,,,,
529,07/24/19 12:15:00 AM,5.31,43.23,,,,,
530,07/24/19 12:30:00 AM,5.32,43.12,,,,,
531,07/24/19 12:45:00 AM,5.32,43.02,,,,,
532,07/24/19 01:00:00 AM,5.30,42.91,,,,,
533,07/24/19 01:15:00 AM,5.32,42.84,,,,,
534,07/24/19 01:30:00 AM,5.31,42.73,,,,,
535,07/24/19 01:45:00 AM,5.29,42.66,,,,,
536,07/24/19 02:00:00 AM,5.25,42.58,,,,,
537,07/24/19 02:15:00 AM,5.23,42.55,,,,,
538,07/24/19 02:30:00 AM,5.22,42.48,,,,,
539,07/24/19 02:45:00 AM,5.20,42.40,,,,,
540,07/24/19 03:00:00 AM,5.19,42.37,,,,,
541,07/24/19 03:15:00 AM,5.16,42.33,,,,,
542,07/24/19 03:30:00 AM,5.13,42.26,,,,,
543,07/24/19 03:45:00 AM,5.11,42.22,,,,,
544,07/24/19 04:00:00 AM,5.10,42.19,,,,,
545,07/24/19 04:15:00 AM,5.09,42.15,,,,,
546,07/24/19 04:30:00 AM,5.09,42.12,,,,,
547,07/24/19 04:45:00 AM,5.10,42.04,,,,,
548,07/24/19 05:00:00 AM,5.09,42.01,,,,,
549,07/24/19 05:15:00 AM,5.08,41.94,,,,,
550,07/24/19 05:30:00 AM,5.07,41.90,,,,,
551,07/24/19 05:45:00 AM,5.07,41.86,,,,,
552,07/24/19 06:00:00 AM,5.08,41.83,,,,,
553,07/24/19 06:15:00 AM,5.10,41.76,,,,,
554,07/24/19 06:30:00 AM,5.10,41.72,,,,,
555,07/24/19 06:45:00 AM,5.10,41.68,,,,,
556,07/24/19 07:00:00 AM,5.13,41.65,,,,,
557,07/24/19 07:15:00 AM,5.17,41.65,,,,,
558,07/24/19 07:30:00 AM,5.26,41.65,,,,,
559,07/24/19 07:45:00 AM,5.36,41.68,,,,,
560,07/24/19 08:00:00 AM,5.48,41.68,,,,,
561,07/24/19 08:15:00 AM,5.61,41.72,,,,,
562,07/24/19 08:30:00 AM,5.72,41.83,,,,,
563,07/24/19 08:45:00 AM,5.83,41.97,,,,,
564,07/24/19 09:00:00 AM,5.92,42.19,,,,,
565,07/24/19 09:15:00 AM,6.03,42.40,,,,,
566,07/24/19 09:30:00 AM,6.13,42.66,,,,,
567,07/24/19 09:45:00 AM,6.23,42.76,,,,,
568,07/24/19 10:00:00 AM,6.35,42.87,,,,,
569,07/24/19 10:15:00 AM,6.44,43.02,,,,,
570,07/24/19 10:30:00 AM,6.52,43.20,,,,,
571,07/24/19 10:45:00 AM,6.61,43.38,,,,,
572,07/24/19 11:00:00 AM,6.68,43.56,,,,,
573,07/24/19 11:15:00 AM,6.75,43.81,,,,,
574,07/24/19 11:30:00 AM,6.82,44.06,,,,,
575,07/24/19 11:45:00 AM,6.86,44.24,,,,,
576,07/24/19 12:00:00 PM,6.93,44.42,,,,,
577,07/24/19 12:15:00 PM,6.97,44.74,,,,,
578,07/24/19 12:30:00 PM,7.01,45.00,,,,,
579,07/24/19 12:45:00 PM,7.05,45.14,,,,,
580,07/24/19 01:00:00 PM,7.09,45.28,,,,,
581,07/24/19 01:15:00 PM,7.13,45.79,,,,,
582,07/24/19 01:30:00 PM,7.15,46.18,,,,,
583,07/24/19 01:45:00 PM,7.21,46.90,,,,,
584,07/24/19 02:00:00 PM,7.18,47.73,,,,,
585,07/24/19 02:15:00 PM,7.18,47.98,,,,,
586,07/24/19 02:30:00 PM,7.18,48.31,,,,,
587,07/24/19 02:45:00 PM,7.15,48.38,,,,,
588,07/24/19 03:00:00 PM,7.16,48.49,,,,,
589,07/24/19 03:15:00 PM,7.13,48.38,,,,,
590,07/24/19 03:30:00 PM,7.09,48.20,,,,,
591,07/24/19 03:45:00 PM,7.11,48.16,,,,,
592,07/24/19 04:00:00 PM,7.11,48.45,,,,,
593,07/24/19 04:15:00 PM,7.09,48.70,,,,,
594,07/24/19 04:30:00 PM,7.06,48.81,,,,,
595,07/24/19 04:45:00 PM,7.01,48.63,,,,,
596,07/24/19 05:00:00 PM,7.03,48.56,,,,,
597,07/24/19 05:15:00 PM,7.01,48.63,,,,,
598,07/24/19 05:30:00 PM,7.00,48.63,,,,,
599,07/24/19 05:45:00 PM,6.92,48.45,,,,,
600,07/24/19 06:00:00 PM,6.82,48.13,,,,,
601,07/24/19 06:15:00 PM,6.71,47.77,,,,,
602,07/24/19 06:30:00 PM,6.60,47.41,,,,,
603,07/24/19 06:45:00 PM,6.49,47.08,,,,,
604,07/24/19 07:00:00 PM,6.37,46.72,,,,,
605,07/24/19 07:15:00 PM,6.26,46.33,,,,,
606,07/24/19 07:30:00 PM,6.15,45.90,,,,,
607,07/24/19 07:45:00 PM,6.07,45.50,,,,,
608,07/24/19 08:00:00 PM,5.98,45.14,,,,,
609,07/24/19 08:15:00 PM,5.91,44.78,,,,,
610,07/24/19 08:30:00 PM,5.84,44.46,,,,,
611,07/24/19 08:45:00 PM,5.77,44.20,,,,,
612,07/24/19 09:00:00 PM,5.71,44.10,,,,,
613,07/24/19 09:15:00 PM,5.64,44.02,,,,,
614,07/24/19 09:30:00 PM,5.58,43.95,,,,,
615,07/24/19 09:45:00 PM,5.52,43.88,,,,,
616,07/24/19 10:00:00 PM,5.47,43.77,,,,,
617,07/24/19 10:15:00 PM,5.43,43.66,,,,,
618,07/24/19 10:30:00 PM,5.37,43.63,,,,,
619,07/24/19 10:45:00 PM,5.32,43.52,,,,,
620,07/24/19 11:00:00 PM,5.28,43.45,,,,,
621,07/24/19 11:15:00 PM,5.24,43.38,,,,,
622,07/24/19 11:30:00 PM,5.19,43.30,,,,,
623,07/24/19 11:45:00 PM,5.15,43.23,,,,,
624,07/25/19 12:00:00 AM,5.12,43.12,,,,,
625,07/25/19 12:15:00 AM,5.09,43.02,,,,,
626,07/25/19 12:30:00 AM,5.07,42.94,,,,,
627,07/25/19 12:45:00 AM,5.04,42.87,,,,,
628,07/25/19 01:00:00 AM,5.02,42.76,,,,,
629,07/25/19 01:15:00 AM,4.99,42.69,,,,,
630,07/25/19 01:30:00 AM,4.96,42.62,,,,,
631,07/25/19 01:45:00 AM,4.93,42.58,,,,,
632,07/25/19 02:00:00 AM,4.91,42.48,,,,,
633,07/25/19 02:15:00 AM,4.90,42.44,,,,,
634,07/25/19 02:30:00 AM,4.89,42.37,,,,,
635,07/25/19 02:45:00 AM,4.90,42.26,,,,,
636,07/25/19 03:00:00 AM,4.88,42.22,,,,,
637,07/25/19 03:15:00 AM,4.86,42.19,,,,,
638,07/25/19 03:30:00 AM,4.86,42.12,,,,,
639,07/25/19 03:45:00 AM,4.87,42.04,,,,,
640,07/25/19 04:00:00 AM,4.85,41.97,,,,,
641,07/25/19 04:15:00 AM,4.85,41.94,,,,,
642,07/25/19 04:30:00 AM,4.84,41.86,,,,,
643,07/25/19 04:45:00 AM,4.83,41.79,,,,,
644,07/25/19 05:00:00 AM,4.81,41.72,,,,,
645,07/25/19 05:15:00 AM,4.81,41.68,,,,,
646,07/25/19 05:30:00 AM,4.83,41.61,,,,,
647,07/25/19 05:45:00 AM,4.83,41.54,,,,,
648,07/25/19 06:00:00 AM,4.83,41.47,,,,,
649,07/25/19 06:15:00 AM,4.83,41.40,,,,,
650,07/25/19 06:30:00 AM,4.83,41.36,,,,,
651,07/25/19 06:45:00 AM,4.84,41.32,,,,,
652,07/25/19 07:00:00 AM,4.88,41.29,,,,,
653,07/25/19 07:15:00 AM,4.92,41.25,,,,,
654,07/25/19 07:30:00 AM,4.97,41.25,,,,,
655,07/25/19 07:45:00 AM,5.06,41.29,,,,,
656,07/25/19 08:00:00 AM,5.16,41.32,,,,,
657,07/25/19 08:15:00 AM,5.33,41.40,,,,,
658,07/25/19 08:30:00 AM,5.45,41.58,,,,,
659,07/25/19 08:45:00 AM,5.55,41.72,,,,,
660,07/25/19 09:00:00 AM,5.65,41.86,,,,,
661,07/25/19 09:15:00 AM,5.74,42.08,,,,,
662,07/25/19 09:30:00 AM,5.87,42.30,,,,,
663,07/25/19 09:45:00 AM,5.98,42.51,,,,,
664,07/25/19 10:00:00 AM,6.12,42.69,,,,,
665,07/25/19 10:15:00 AM,6.23,42.98,,,,,
666,07/25/19 10:30:00 AM,6.31,43.23,,,,,
667,07/25/19 10:45:00 AM,6.40,43.52,,,,,
668,07/25/19 11:00:00 AM,6.48,43.99,,,,,
669,07/25/19 11:15:00 AM,6.54,44.42,,,,,
670,07/25/19 11:30:00 AM,6.62,44.82,,,,,
671,07/25/19 11:45:00 AM,6.68,45.46,,,,,
672,07/25/19 12:00:00 PM,6.71,45.90,,,,,
673,07/25/19 12:15:00 PM,6.73,46.04,,,,,
674,07/25/19 12:30:00 PM,6.72,46.00,,,,,
675,07/25/19 12:45:00 PM,6.75,45.97,,,,,
676,07/25/19 01:00:00 PM,6.80,46.00,,,,,
677,07/25/19 01:15:00 PM,6.86,46.26,,,,,
678,07/25/19 01:30:00 PM,6.88,46.51,,,,,
679,07/25/19 01:45:00 PM,6.90,46.87,,,,,
680,07/25/19 02:00:00 PM,6.92,47.23,,,,,
681,07/25/19 02:15:00 PM,6.94,47.66,,,,,
682,07/25/19 02:30:00 PM,6.91,47.66,,,,,
683,07/25/19 02:45:00 PM,6.96,48.06,,,,,
684,07/25/19 03:00:00 PM,6.95,48.52,,,,,
685,07/25/19 03:15:00 PM,6.94,48.63,,,,,
686,07/25/19 03:30:00 PM,6.94,48.74,,,,,
687,07/25/19 03:45:00 PM,6.93,48.74,,,,,
688,07/25/19 04:00:00 PM,6.93,48.74,,,,,
689,07/25/19 04:15:00 PM,6.91,48.74,,,,,
690,07/25/19 04:30:00 PM,6.86,48.49,,,,,
691,07/25/19 04:45:00 PM,6.84,48.31,,,,,
692,07/25/19 05:00:00 PM,6.81,48.13,,,,,
693,07/25/19 05:15:00 PM,6.79,47.95,,,,,
694,07/25/19 05:30:00 PM,6.76,47.80,,,,,
695,07/25/19 05:45:00 PM,6.72,47.62,,,,,
696,07/25/19 06:00:00 PM,6.66,47.37,,,,,
697,07/25/19 06:15:00 PM,6.57,47.12,,,,,
698,07/25/19 06:30:00 PM,6.47,46.87,,,,,
699,07/25/19 06:45:00 PM,6.35,46.62,,,,,
700,07/25/19 07:00:00 PM,6.25,46.36,,,,,
701,07/25/19 07:15:00 PM,6.15,46.15,,,,,
702,07/25/19 07:30:00 PM,6.06,45.93,,,,,
703,07/25/19 07:45:00 PM,5.97,45.75,,,,,
704,07/25/19 08:00:00 PM,5.90,45.57,,,,,
705,07/25/19 08:15:00 PM,5.82,45.39,,,,,
706,07/25/19 08:30:00 PM,5.75,45.21,,,,,
707,07/25/19 08:45:00 PM,5.69,45.07,,,,,
708,07/25/19 09:00:00 PM,5.64,44.92,,,,,
709,07/25/19 09:15:00 PM,5.57,44.78,,,,,
710,07/25/19 09:30:00 PM,5.52,44.67,,,,,
711,07/25/19 09:45:00 PM,5.47,44.53,,,,,
712,07/25/19 10:00:00 PM,5.43,44.38,,,,,
713,07/25/19 10:15:00 PM,5.38,44.28,,,,,
714,07/25/19 10:30:00 PM,5.34,44.17,,,,,
715,07/25/19 10:45:00 PM,5.29,44.10,,,,,
716,07/25/19 11:00:00 PM,5.25,44.02,,,,,
717,07/25/19 11:15:00 PM,5.20,43.95,,,,,
718,07/25/19 11:30:00 PM,5.15,43.88,,,,,
719,07/25/19 11:45:00 PM,5.12,43.77,,,,,
720,07/26/19 12:00:00 AM,5.09,43.70,,,,,
721,07/26/19 12:15:00 AM,5.06,43.59,,,,,
722,07/26/19 12:30:00 AM,5.03,43.52,,,,,
723,07/26/19 12:45:00 AM,4.99,43.45,,,,,
724,07/26/19 01:00:00 AM,4.96,43.38,,,,,
725,07/26/19 01:15:00 AM,4.95,43.27,,,,,
726,07/26/19 01:30:00 AM,4.93,43.20,,,,,
727,07/26/19 01:45:00 AM,4.91,43.09,,,,,
728,07/26/19 02:00:00 AM,4.90,42.98,,,,,
729,07/26/19 02:15:00 AM,4.88,42.91,,,,,
730,07/26/19 02:30:00 AM,4.87,42.80,,,,,
731,07/26/19 02:45:00 AM,4.85,42.73,,,,,
732,07/26/19 03:00:00 AM,4.84,42.66,,,,,
733,07/26/19 03:15:00 AM,4.81,42.55,,,,,
734,07/26/19 03:30:00 AM,4.81,42.44,,,,,
735,07/26/19 03:45:00 AM,4.81,42.37,,,,,
736,07/26/19 04:00:00 AM,4.80,42.30,,,,,
737,07/26/19 04:15:00 AM,4.80,42.19,,,,,
738,07/26/19 04:30:00 AM,4.83,42.08,,,,,
739,07/26/19 04:45:00 AM,4.86,41.94,,,,,
740,07/26/19 05:00:00 AM,4.88,41.76,,,,,
741,07/26/19 05:15:00 AM,4.89,41.61,,,,,
742,07/26/19 05:30:00 AM,4.90,41.50,,,,,
743,07/26/19 05:45:00 AM,4.90,41.43,,,,,
744,07/26/19 06:00:00 AM,4.91,41.36,,,,,
745,07/26/19 06:15:00 AM,4.90,41.29,,,,,
746,07/26/19 06:30:00 AM,4.92,41.25,,,,,
747,07/26/19 06:45:00 AM,4.95,41.22,,,,,
748,07/26/19 07:00:00 AM,4.99,41.18,,,,,
749,07/26/19 07:15:00 AM,5.07,41.22,,,,,
750,07/26/19 07:30:00 AM,5.13,41.22,,,,,
751,07/26/19 07:45:00 AM,5.19,41.22,,,,,
752,07/26/19 08:00:00 AM,5.28,41.25,,,,,
753,07/26/19 08:15:00 AM,5.39,41.36,,,,,
754,07/26/19 08:30:00 AM,5.50,41.47,,,,,
755,07/26/19 08:45:00 AM,5.59,41.58,,,,,
756,07/26/19 09:00:00 AM,5.69,41.65,,,,,
757,07/26/19 09:15:00 AM,5.82,41.86,,,,,
758,07/26/19 09:30:00 AM,5.91,42.12,,,,,
759,07/26/19 09:45:00 AM,6.04,42.73,,,,,
760,07/26/19 10:00:00 AM,6.12,43.30,,,,,
761,07/26/19 10:15:00 AM,6.21,43.81,,,,,
762,07/26/19 10:30:00 AM,6.27,44.28,,,,,
763,07/26/19 10:45:00 AM,6.35,44.78,,,,,
764,07/26/19 11:00:00 AM,6.42,45.21,,,,,
765,07/26/19 11:15:00 AM,6.47,45.54,,,,,
766,07/26/19 11:30:00 AM,6.51,45.82,,,,,
767,07/26/19 11:45:00 AM,6.55,46.00,,,,,
768,07/26/19 12:00:00 PM,6.62,46.44,,,,,
769,07/26/19 12:15:00 PM,6.65,46.94,,,,,
770,07/26/19 12:30:00 PM,6.67,47.41,,,,,
771,07/26/19 12:45:00 PM,6.67,47.66,,,,,
772,07/26/19 01:00:00 PM,6.69,47.88,,,,,
773,07/26/19 01:15:00 PM,6.72,48.38,,,,,
774,07/26/19 01:30:00 PM,6.73,48.99,,,,,
775,07/26/19 01:45:00 PM,6.71,49.32,,,,,
776,07/26/19 02:00:00 PM,6.72,49.78,,,,,
777,07/26/19 02:15:00 PM,6.70,50.00,,,,,
778,07/26/19 02:30:00 PM,6.68,49.93,,,,,
779,07/26/19 02:45:00 PM,6.65,49.82,,,,,
780,07/26/19 03:00:00 PM,6.69,49.82,,,,,
781,07/26/19 03:15:00 PM,6.69,50.00,,,,,
782,07/26/19 03:30:00 PM,6.69,50.04,,,,,
783,07/26/19 03:45:00 PM,6.63,49.96,,,,,
784,07/26/19 04:00:00 PM,6.61,49.64,,,,,
785,07/26/19 04:15:00 PM,6.60,49.53,,,,,
786,07/26/19 04:30:00 PM,6.55,49.28,,,,,
787,07/26/19 04:45:00 PM,6.54,49.03,,,,,
788,07/26/19 05:00:00 PM,6.49,48.74,,,,,
789,07/26/19 05:15:00 PM,6.43,48.49,,,,,
790,07/26/19 05:30:00 PM,6.37,48.24,,,,,
791,07/26/19 05:45:00 PM,6.31,47.98,,,,,
792,07/26/19 06:00:00 PM,6.23,47.66,,,,,
793,07/26/19 06:15:00 PM,6.12,47.41,,,,,
794,07/26/19 06:30:00 PM,6.03,47.16,,,,,
795,07/26/19 06:45:00 PM,5.94,46.90,,,,,
796,07/26/19 07:00:00 PM,5.86,46.65,,,,,
797,07/26/19 07:15:00 PM,5.77,46.47,,,,,
798,07/26/19 07:30:00 PM,5.70,46.26,,,,,
799,07/26/19 07:45:00 PM,5.64,46.04,,,,,
800,07/26/19 08:00:00 PM,5.57,45.82,,,,,
801,07/26/19 08:15:00 PM,5.51,45.61,,,,,
802,07/26/19 08:30:00 PM,5.45,45.39,,,,,
803,07/26/19 08:45:00 PM,5.41,45.18,,,,,
804,07/26/19 09:00:00 PM,5.35,44.96,,,,,
805,07/26/19 09:15:00 PM,5.30,44.78,,,,,
806,07/26/19 09:30:00 PM,5.26,44.60,,,,,
807,07/26/19 09:45:00 PM,5.22,44.46,,,,,
808,07/26/19 10:00:00 PM,5.17,44.31,,,,,
809,07/26/19 10:15:00 PM,5.13,44.17,,,,,
810,07/26/19 10:30:00 PM,5.10,43.99,,,,,
811,07/26/19 10:45:00 PM,5.07,43.84,,,,,
812,07/26/19 11:00:00 PM,5.04,43.74,,,,,
813,07/26/19 11:15:00 PM,5.02,43.59,,,,,
814,07/26/19 11:30:00 PM,4.98,43.48,,,,,
815,07/26/19 11:45:00 PM,4.96,43.38,,,,,
816,07/27/19 12:00:00 AM,4.93,43.23,,,,,
817,07/27/19 12:15:00 AM,4.92,43.12,,,,,
818,07/27/19 12:30:00 AM,4.90,43.02,,,,,
819,07/27/19 12:45:00 AM,4.89,42.91,,,,,
820,07/27/19 01:00:00 AM,4.87,42.80,,,,,
821,07/27/19 01:15:00 AM,4.86,42.69,,,,,
822,07/27/19 01:30:00 AM,4.84,42.58,,,,,
823,07/27/19 01:45:00 AM,4.83,42.51,,,,,
824,07/27/19 02:00:00 AM,4.79,42.44,,,,,
825,07/27/19 02:15:00 AM,4.77,42.37,,,,,
826,07/27/19 02:30:00 AM,4.75,42.30,,,,,
827,07/27/19 02:45:00 AM,4.73,42.22,,,,,
828,07/27/19 03:00:00 AM,4.71,42.15,,,,,
829,07/27/19 03:15:00 AM,4.70,42.08,,,,,
830,07/27/19 03:30:00 AM,4.70,42.01,,,,,
831,07/27/19 03:45:00 AM,4.68,41.94,,,,,
832,07/27/19 04:00:00 AM,4.68,41.83,,,,,
833,07/27/19 04:15:00 AM,4.67,41.79,,,,,
834,07/27/19 04:30:00 AM,4.65,41.72,,,,,
835,07/27/19 04:45:00 AM,4.64,41.68,,,,,
836,07/27/19 05:00:00 AM,4.61,41.61,,,,,
837,07/27/19 05:15:00 AM,4.60,41.54,,,,,
838,07/27/19 05:30:00 AM,4.58,41.50,,,,,
839,07/27/19 05:45:00 AM,4.57,41.43,,,,,
840,07/27/19 06:00:00 AM,4.55,41.36,,,,,
841,07/27/19 06:15:00 AM,4.54,41.32,,,,,
842,07/27/19 06:30:00 AM,4.54,41.25,,,,,
843,07/27/19 06:45:00 AM,4.54,41.22,,,,,
844,07/27/19 07:00:00 AM,4.58,41.18,,,,,
845,07/27/19 07:15:00 AM,4.61,41.14,,,,,
846,07/27/19 07:30:00 AM,4.68,41.14,,,,,
847,07/27/19 07:45:00 AM,4.76,41.14,,,,,
848,07/27/19 08:00:00 AM,4.85,41.18,,,,,
849,07/27/19 08:15:00 AM,4.93,41.25,,,,,
850,07/27/19 08:30:00 AM,5.07,41.32,,,,,
851,07/27/19 08:45:00 AM,5.22,41.43,,,,,
852,07/27/19 09:00:00 AM,5.41,41.54,,,,,
853,07/27/19 09:15:00 AM,5.57,41.76,,,,,
854,07/27/19 09:30:00 AM,5.71,41.94,,,,,
855,07/27/19 09:45:00 AM,5.81,42.19,,,,,
856,07/27/19 10:00:00 AM,5.91,42.37,,,,,
857,07/27/19 10:15:00 AM,6.00,42.58,,,,,
858,07/27/19 10:30:00 AM,6.06,42.69,,,,,
859,07/27/19 10:45:00 AM,6.16,42.98,,,,,
860,07/27/19 11:00:00 AM,6.27,43.48,,,,,
861,07/27/19 11:15:00 AM,6.34,44.13,,,,,
862,07/27/19 11:30:00 AM,6.37,44.53,,,,,
863,07/27/19 11:45:00 AM,6.43,44.78,,,,,
864,07/27/19 12:00:00 PM,6.48,45.07,,,,,
865,07/27/19 12:15:00 PM,6.52,45.32,,,,,
866,07/27/19 12:30:00 PM,6.52,45.39,,,,,
867,07/27/19 12:45:00 PM,6.57,45.54,,,,,
868,07/27/19 01:00:00 PM,6.60,45.86,,,,,
869,07/27/19 01:15:00 PM,6.60,45.82,,,,,
870,07/27/19 01:30:00 PM,6.62,45.79,,,,,
871,07/27/19 01:45:00 PM,6.68,46.15,,,,,
872,07/27/19 02:00:00 PM,6.70,46.62,,,,,
873,07/27/19 02:15:00 PM,6.74,47.05,,,,,
874,07/27/19 02:30:00 PM,6.76,47.66,,,,,
875,07/27/19 02:45:00 PM,6.76,48.34,,,,,
876,07/27/19 03:00:00 PM,6.72,48.63,,,,,
877,07/27/19 03:15:00 PM,6.69,48.60,,,,,
878,07/27/19 03:30:00 PM,6.67,48.52,,,,,
879,07/27/19 03:45:00 PM,6.67,48.42,,,,,
880,07/27/19 04:00:00 PM,6.67,48.45,,,,,
881,07/27/19 04:15:00 PM,6.67,48.42,,,,,
882,07/27/19 04:30:00 PM,6.67,48.42,,,,,
883,07/27/19 04:45:00 PM,6.65,48.38,,,,,
884,07/27/19 05:00:00 PM,6.65,48.38,,,,,
885,07/27/19 05:15:00 PM,6.63,48.42,,,,,
886,07/27/19 05:30:00 PM,6.60,48.34,,,,,
887,07/27/19 05:45:00 PM,6.53,48.16,,,,,
888,07/27/19 06:00:00 PM,6.48,47.88,,,,,
889,07/27/19 06:15:00 PM,6.41,47.59,,,,,
890,07/27/19 06:30:00 PM,6.27,47.30,,,,,
891,07/27/19 06:45:00 PM,6.14,47.01,,,,,
892,07/27/19 07:00:00 PM,6.03,46.72,,,,,
893,07/27/19 07:15:00 PM,5.91,46.51,,,,,
894,07/27/19 07:30:00 PM,5.83,46.26,,,,,
895,07/27/19 07:45:00 PM,5.76,46.04,,,,,
896,07/27/19 08:00:00 PM,5.71,45.79,,,,,
897,07/27/19 08:15:00 PM,5.66,45.57,,,,,
898,07/27/19 08:30:00 PM,5.58,45.43,,,,,
899,07/27/19 08:45:00 PM,5.53,45.25,,,,,
900,07/27/19 09:00:00 PM,5.47,45.07,,,,,
901,07/27/19 09:15:00 PM,5.42,44.89,,,,,
902,07/27/19 09:30:00 PM,5.37,44.71,,,,,
903,07/27/19 09:45:00 PM,5.35,44.53,,,,,
904,07/27/19 10:00:00 PM,5.31,44.35,,,,,
905,07/27/19 10:15:00 PM,5.28,44.17,,,,,
906,07/27/19 10:30:00 PM,5.25,44.02,,,,,
907,07/27/19 10:45:00 PM,5.20,43.88,,,,,
908,07/27/19 11:00:00 PM,5.16,43.77,,,,,
909,07/27/19 11:15:00 PM,5.14,43.63,,,,,
910,07/27/19 11:30:00 PM,5.12,43.48,,,,,
911,07/27/19 11:45:00 PM,5.10,43.38,,,,,
912,07/28/19 12:00:00 AM,5.06,43.30,,,,,
913,07/28/19 12:15:00 AM,5.03,43.23,,,,,
914,07/28/19 12:30:00 AM,4.98,43.12,,,,,
