"Plot Title: LUXarriba_01"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10163226, SEN S/N: 10163226)","Intensity, Lux (LGR S/N: 10163226, SEN S/N: 10163226)","Coupler Attached (LGR S/N: 10163226)","Host Connected (LGR S/N: 10163226)","Stopped (LGR S/N: 10163226)","End Of File (LGR S/N: 10163226)"
1,07/02/21 10:00:00 AM,13.558,8266.7,,,,
2,07/02/21 10:15:00 AM,16.808,12400.1,,,,
3,07/02/21 10:30:00 AM,20.138,9300.1,,,,
4,07/02/21 10:45:00 AM,20.901,12400.1,,,,
5,07/02/21 11:00:00 AM,19.853,12400.1,,,,
6,07/02/21 11:15:00 AM,20.710,10333.4,,,,
7,07/02/21 11:30:00 AM,19.758,13777.9,,,,
8,07/02/21 11:45:00 AM,27.665,19289.0,,,,
9,07/02/21 12:00:00 PM,28.258,23422.4,,,,
10,07/02/21 12:15:00 PM,27.665,8611.2,,,,
11,07/02/21 12:30:00 PM,33.326,22044.6,,,,
12,07/02/21 12:45:00 PM,25.708,24800.2,,,,
13,07/02/21 01:00:00 PM,23.292,8266.7,,,,
14,07/02/21 01:15:00 PM,16.141,8266.7,,,,
15,07/02/21 01:30:00 PM,14.613,5511.1,,,,
16,07/02/21 01:45:00 PM,18.236,18600.1,,,,
17,07/02/21 02:00:00 PM,12.304,7233.4,,,,
18,07/02/21 02:15:00 PM,11.334,5166.7,,,,
19,07/02/21 02:30:00 PM,13.076,7233.4,,,,
20,07/02/21 02:45:00 PM,11.236,4822.3,,,,
21,07/02/21 03:00:00 PM,11.625,5511.1,,,,
22,07/02/21 03:15:00 PM,11.431,4133.4,,,,
23,07/02/21 03:30:00 PM,11.819,8266.7,,,,
24,07/02/21 03:45:00 PM,8.082,2238.9,,,,
25,07/02/21 04:00:00 PM,6.471,4994.5,,,,
26,07/02/21 04:15:00 PM,6.370,3272.2,,,,
27,07/02/21 04:30:00 PM,5.450,2411.1,,,,
28,07/02/21 04:45:00 PM,4.311,2066.7,,,,
29,07/02/21 05:00:00 PM,4.519,1205.6,,,,
30,07/02/21 05:15:00 PM,3.261,462.9,,,,
31,07/02/21 05:30:00 PM,2.943,990.3,,,,
32,07/02/21 05:45:00 PM,2.730,312.2,,,,
33,07/02/21 06:00:00 PM,1.980,64.6,,,,
34,07/02/21 06:15:00 PM,1.980,86.1,,,,
35,07/02/21 06:30:00 PM,1.980,0.0,,,,
36,07/02/21 06:45:00 PM,2.088,0.0,,,,
37,07/02/21 07:00:00 PM,1.980,0.0,,,,
38,07/02/21 07:15:00 PM,1.980,0.0,,,,
39,07/02/21 07:30:00 PM,1.872,0.0,,,,
40,07/02/21 07:45:00 PM,1.980,0.0,,,,
41,07/02/21 08:00:00 PM,2.088,0.0,,,,
42,07/02/21 08:15:00 PM,1.980,0.0,,,,
43,07/02/21 08:30:00 PM,1.980,0.0,,,,
44,07/02/21 08:45:00 PM,1.980,0.0,,,,
45,07/02/21 09:00:00 PM,1.872,0.0,,,,
46,07/02/21 09:15:00 PM,1.764,0.0,,,,
47,07/02/21 09:30:00 PM,1.764,0.0,,,,
48,07/02/21 09:45:00 PM,1.764,0.0,,,,
49,07/02/21 10:00:00 PM,1.764,0.0,,,,
50,07/02/21 10:15:00 PM,1.764,0.0,,,,
51,07/02/21 10:30:00 PM,1.656,0.0,,,,
52,07/02/21 10:45:00 PM,1.656,0.0,,,,
53,07/02/21 11:00:00 PM,1.764,0.0,,,,
54,07/02/21 11:15:00 PM,1.764,0.0,,,,
55,07/02/21 11:30:00 PM,1.764,0.0,,,,
56,07/02/21 11:45:00 PM,1.656,0.0,,,,
57,07/03/21 12:00:00 AM,1.548,0.0,,,,
58,07/03/21 12:15:00 AM,1.439,0.0,,,,
59,07/03/21 12:30:00 AM,1.439,0.0,,,,
60,07/03/21 12:45:00 AM,1.439,0.0,,,,
61,07/03/21 01:00:00 AM,1.439,0.0,,,,
62,07/03/21 01:15:00 AM,1.439,0.0,,,,
63,07/03/21 01:30:00 AM,1.439,0.0,,,,
64,07/03/21 01:45:00 AM,1.330,0.0,,,,
65,07/03/21 02:00:00 AM,1.330,0.0,,,,
66,07/03/21 02:15:00 AM,1.221,0.0,,,,
67,07/03/21 02:30:00 AM,1.221,0.0,,,,
68,07/03/21 02:45:00 AM,1.221,0.0,,,,
69,07/03/21 03:00:00 AM,1.221,0.0,,,,
70,07/03/21 03:15:00 AM,1.003,0.0,,,,
71,07/03/21 03:30:00 AM,1.003,0.0,,,,
72,07/03/21 03:45:00 AM,1.003,0.0,,,,
73,07/03/21 04:00:00 AM,1.003,0.0,,,,
74,07/03/21 04:15:00 AM,1.112,0.0,,,,
75,07/03/21 04:30:00 AM,1.003,0.0,,,,
76,07/03/21 04:45:00 AM,0.893,0.0,,,,
77,07/03/21 05:00:00 AM,0.893,0.0,,,,
78,07/03/21 05:15:00 AM,1.112,0.0,,,,
79,07/03/21 05:30:00 AM,1.112,0.0,,,,
80,07/03/21 05:45:00 AM,1.221,0.0,,,,
81,07/03/21 06:00:00 AM,1.221,0.0,,,,
82,07/03/21 06:15:00 AM,1.330,10.8,,,,
83,07/03/21 06:30:00 AM,1.330,64.6,,,,
84,07/03/21 06:45:00 AM,1.548,96.9,,,,
85,07/03/21 07:00:00 AM,1.656,279.9,,,,
86,07/03/21 07:15:00 AM,1.872,355.2,,,,
87,07/03/21 07:30:00 AM,2.195,688.9,,,,
88,07/03/21 07:45:00 AM,3.049,1808.3,,,,
89,07/03/21 08:00:00 AM,3.155,1636.1,,,,
90,07/03/21 08:15:00 AM,3.683,2411.1,,,,
91,07/03/21 08:30:00 AM,3.893,1722.2,,,,
92,07/03/21 08:45:00 AM,3.998,2325.0,,,,
93,07/03/21 09:00:00 AM,3.788,1463.9,,,,
94,07/03/21 09:15:00 AM,4.727,2497.2,,,,
95,07/03/21 09:30:00 AM,3.683,1722.2,,,,
96,07/03/21 09:45:00 AM,5.655,4650.0,,,,
97,07/03/21 10:00:00 AM,6.674,3961.1,,,,
98,07/03/21 10:15:00 AM,5.552,2497.2,,,,
99,07/03/21 10:30:00 AM,7.280,4650.0,,,,
100,07/03/21 10:45:00 AM,8.581,4822.3,,,,
101,07/03/21 11:00:00 AM,11.916,5511.1,,,,
