"Plot Title: Injection_Conductivity_x0m_2022-06-20"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20954780, SEN S/N: 20954780)","Temp, °C (LGR S/N: 20954780, SEN S/N: 20954780)","Coupler Detached (LGR S/N: 20954780)","Coupler Attached (LGR S/N: 20954780)","Host Connected (LGR S/N: 20954780)","Stopped (LGR S/N: 20954780)","End Of File (LGR S/N: 20954780)"
1,06/20/22 12:15:00 PM,2.0,11.89,Logged,,,,
2,06/20/22 12:15:10 PM,2.0,11.78,,,,,
3,06/20/22 12:15:20 PM,20.0,8.59,,,,,
4,06/20/22 12:15:30 PM,16.2,7.12,,,,,
5,06/20/22 12:15:40 PM,16.1,6.83,,,,,
6,06/20/22 12:15:50 PM,15.9,6.70,,,,,
7,06/20/22 12:16:00 PM,15.9,6.59,,,,,
8,06/20/22 12:16:10 PM,15.9,6.58,,,,,
9,06/20/22 12:16:20 PM,15.9,6.58,,,,,
10,06/20/22 12:16:30 PM,15.9,6.52,,,,,
11,06/20/22 12:16:40 PM,15.9,6.49,,,,,
12,06/20/22 12:16:50 PM,16.0,6.49,,,,,
13,06/20/22 12:17:00 PM,16.0,6.45,,,,,
14,06/20/22 12:17:10 PM,16.0,6.45,,,,,
15,06/20/22 12:17:20 PM,16.0,6.43,,,,,
16,06/20/22 12:17:30 PM,15.9,6.41,,,,,
17,06/20/22 12:17:40 PM,15.9,6.41,,,,,
18,06/20/22 12:17:50 PM,15.9,6.40,,,,,
19,06/20/22 12:18:00 PM,15.9,6.39,,,,,
20,06/20/22 12:18:10 PM,15.9,6.39,,,,,
21,06/20/22 12:18:20 PM,15.9,6.37,,,,,
22,06/20/22 12:18:30 PM,15.9,6.37,,,,,
23,06/20/22 12:18:40 PM,15.9,6.37,,,,,
24,06/20/22 12:18:50 PM,15.9,6.35,,,,,
25,06/20/22 12:19:00 PM,15.9,6.36,,,,,
26,06/20/22 12:19:10 PM,15.8,6.34,,,,,
27,06/20/22 12:19:20 PM,15.9,6.35,,,,,
28,06/20/22 12:19:30 PM,15.9,6.35,,,,,
29,06/20/22 12:19:40 PM,15.9,6.34,,,,,
30,06/20/22 12:19:50 PM,15.9,6.35,,,,,
31,06/20/22 12:20:00 PM,15.9,6.34,,,,,
32,06/20/22 12:20:10 PM,15.8,6.34,,,,,
33,06/20/22 12:20:20 PM,15.9,6.34,,,,,
34,06/20/22 12:20:30 PM,15.8,6.34,,,,,
35,06/20/22 12:20:40 PM,15.9,6.34,,,,,
36,06/20/22 12:20:50 PM,15.9,6.34,,,,,
37,06/20/22 12:21:00 PM,15.8,6.34,,,,,
38,06/20/22 12:21:10 PM,15.9,6.34,,,,,
39,06/20/22 12:21:20 PM,15.9,6.34,,,,,
40,06/20/22 12:21:30 PM,15.8,6.35,,,,,
41,06/20/22 12:21:40 PM,15.8,6.35,,,,,
42,06/20/22 12:21:50 PM,15.8,6.34,,,,,
43,06/20/22 12:22:00 PM,15.8,6.35,,,,,
44,06/20/22 12:22:10 PM,15.8,6.35,,,,,
45,06/20/22 12:22:20 PM,15.8,6.35,,,,,
46,06/20/22 12:22:30 PM,15.8,6.36,,,,,
47,06/20/22 12:22:40 PM,15.8,6.36,,,,,
48,06/20/22 12:22:50 PM,15.8,6.36,,,,,
49,06/20/22 12:23:00 PM,15.8,6.36,,,,,
50,06/20/22 12:23:10 PM,15.8,6.35,,,,,
51,06/20/22 12:23:20 PM,15.8,6.36,,,,,
52,06/20/22 12:23:30 PM,15.8,6.36,,,,,
53,06/20/22 12:23:40 PM,15.8,6.36,,,,,
54,06/20/22 12:23:50 PM,15.8,6.37,,,,,
55,06/20/22 12:24:00 PM,15.8,6.36,,,,,
56,06/20/22 12:24:10 PM,15.8,6.37,,,,,
57,06/20/22 12:24:20 PM,15.8,6.39,,,,,
58,06/20/22 12:24:30 PM,15.9,6.37,,,,,
59,06/20/22 12:24:40 PM,15.8,6.39,,,,,
60,06/20/22 12:24:50 PM,15.8,6.37,,,,,
61,06/20/22 12:25:00 PM,15.8,6.39,,,,,
62,06/20/22 12:25:10 PM,15.8,6.40,,,,,
63,06/20/22 12:25:20 PM,15.8,6.39,,,,,
64,06/20/22 12:25:30 PM,15.8,6.40,,,,,
