"","vaisala","air_co2_ppm","pre_plateau_co2_ppm","plateau_co2_ppm","post_plateau_co2_ppm"
"1","xn10m",274.850713823238,710.303928858062,701.001646956583,685.666742977465
"2","x0m",NA,861.204277501208,1591.02327375883,839.81168015002
"3","x25m",NA,304.63287984974,749.79556688283,268.788328334673
"4","x50m",NA,769.86982880814,1304.81962670586,748.169132309944
