"Plot Title: Sampling_Baro_2022-07-19"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 20028183, SEN S/N: 20028183)","Temp, °C (LGR S/N: 20028183, SEN S/N: 20028183)","Coupler Detached (LGR S/N: 20028183)","Coupler Attached (LGR S/N: 20028183)","Host Connected (LGR S/N: 20028183)","Stopped (LGR S/N: 20028183)","End Of File (LGR S/N: 20028183)"
1,07/19/22 08:59:40 AM,62.823,14.900,Logged,,,,
2,07/19/22 08:59:50 AM,62.814,14.996,,,,,
3,07/19/22 09:00:00 AM,62.817,15.091,,,,,
4,07/19/22 09:00:10 AM,62.820,15.187,,,,,
5,07/19/22 09:00:20 AM,62.808,15.187,,,,,
6,07/19/22 09:00:30 AM,62.808,15.187,,,,,
7,07/19/22 09:00:40 AM,62.820,15.187,,,,,
8,07/19/22 09:00:50 AM,62.796,15.187,,,,,
9,07/19/22 09:01:00 AM,62.808,15.187,,,,,
10,07/19/22 09:01:10 AM,62.820,15.187,,,,,
11,07/19/22 09:01:20 AM,62.820,15.187,,,,,
12,07/19/22 09:01:30 AM,62.817,15.091,,,,,
13,07/19/22 09:01:40 AM,62.817,15.091,,,,,
14,07/19/22 09:01:50 AM,62.817,15.091,,,,,
15,07/19/22 09:02:00 AM,62.814,14.996,,,,,
16,07/19/22 09:02:10 AM,62.814,14.996,,,,,
17,07/19/22 09:02:20 AM,62.811,14.900,,,,,
18,07/19/22 09:02:30 AM,62.823,14.900,,,,,
19,07/19/22 09:02:40 AM,62.820,14.804,,,,,
20,07/19/22 09:02:50 AM,62.820,14.804,,,,,
21,07/19/22 09:03:00 AM,62.817,14.709,,,,,
22,07/19/22 09:03:10 AM,62.829,14.709,,,,,
23,07/19/22 09:03:20 AM,62.826,14.613,,,,,
24,07/19/22 09:03:30 AM,62.826,14.613,,,,,
25,07/19/22 09:03:40 AM,62.823,14.517,,,,,
26,07/19/22 09:03:50 AM,62.823,14.517,,,,,
27,07/19/22 09:04:00 AM,62.808,14.421,,,,,
28,07/19/22 09:04:10 AM,62.820,14.421,,,,,
29,07/19/22 09:04:20 AM,62.808,14.421,,,,,
30,07/19/22 09:04:30 AM,62.841,14.325,,,,,
31,07/19/22 09:04:40 AM,62.829,14.325,,,,,
32,07/19/22 09:04:50 AM,62.826,14.230,,,,,
33,07/19/22 09:05:00 AM,62.849,14.230,,,,,
34,07/19/22 09:05:10 AM,62.826,14.230,,,,,
35,07/19/22 09:05:20 AM,62.823,14.134,,,,,
36,07/19/22 09:05:30 AM,62.835,14.134,,,,,
37,07/19/22 09:05:40 AM,62.835,14.134,,,,,
38,07/19/22 09:05:50 AM,62.832,14.038,,,,,
39,07/19/22 09:06:00 AM,62.832,14.038,,,,,
40,07/19/22 09:06:10 AM,62.829,13.942,,,,,
41,07/19/22 09:06:20 AM,62.829,13.942,,,,,
42,07/19/22 09:06:30 AM,62.829,13.942,,,,,
43,07/19/22 09:06:40 AM,62.814,13.846,,,,,
44,07/19/22 09:06:50 AM,62.826,13.846,,,,,
45,07/19/22 09:07:00 AM,62.826,13.846,,,,,
46,07/19/22 09:07:10 AM,62.823,13.750,,,,,
47,07/19/22 09:07:20 AM,62.811,13.750,,,,,
48,07/19/22 09:07:30 AM,62.820,13.654,,,,,
49,07/19/22 09:07:40 AM,62.820,13.654,,,,,
50,07/19/22 09:07:50 AM,62.820,13.654,,,,,
51,07/19/22 09:08:00 AM,62.817,13.558,,,,,
52,07/19/22 09:08:10 AM,62.805,13.558,,,,,
53,07/19/22 09:08:20 AM,62.817,13.558,,,,,
54,07/19/22 09:08:30 AM,62.838,13.461,,,,,
55,07/19/22 09:08:40 AM,62.849,13.461,,,,,
56,07/19/22 09:08:50 AM,62.849,13.461,,,,,
57,07/19/22 09:09:00 AM,62.847,13.365,,,,,
58,07/19/22 09:09:10 AM,62.847,13.365,,,,,
59,07/19/22 09:09:20 AM,62.855,13.269,,,,,
60,07/19/22 09:09:30 AM,62.855,13.269,,,,,
