Serial_number:
2020433
Project ID:

Location:

Well02
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,Well02,TEMPERATURE
7/12/2022,01:00:00 pm,0,62.6655,13.364
7/12/2022,01:15:00 pm,0,62.5726,10.132
7/12/2022,01:30:00 pm,0,62.5548,9.198
7/12/2022,01:45:00 pm,0,62.5335,8.927
7/12/2022,02:00:00 pm,0,62.5302,8.922
7/12/2022,02:15:00 pm,0,62.5066,8.650
7/12/2022,02:30:00 pm,0,62.5057,8.544
7/12/2022,02:45:00 pm,0,62.4957,8.471
7/12/2022,03:00:00 pm,0,62.4706,8.288
7/12/2022,03:15:00 pm,0,62.4952,8.500
7/12/2022,03:30:00 pm,0,62.5190,8.725
7/12/2022,03:45:00 pm,0,62.5033,8.580
7/12/2022,04:00:00 pm,0,62.4745,8.359
7/12/2022,04:15:00 pm,0,62.4719,8.330
7/12/2022,04:30:00 pm,0,62.4627,8.265
7/12/2022,04:45:00 pm,0,62.4432,8.131
7/12/2022,05:00:00 pm,0,62.4272,7.970
7/12/2022,05:15:00 pm,0,62.4218,7.601
7/12/2022,05:30:00 pm,0,62.3945,7.195
7/12/2022,05:45:00 pm,0,62.3872,6.831
7/12/2022,06:00:00 pm,0,62.3855,6.523
7/12/2022,06:15:00 pm,0,62.3924,6.347
7/12/2022,06:30:00 pm,0,62.3898,6.160
7/12/2022,06:45:00 pm,0,62.3964,6.130
7/12/2022,07:00:00 pm,0,62.4089,6.104
7/12/2022,07:15:00 pm,0,62.4221,6.105
7/12/2022,07:30:00 pm,0,62.4232,6.021
7/12/2022,07:45:00 pm,0,62.4267,5.856
7/12/2022,08:00:00 pm,0,62.4494,5.794
7/12/2022,08:15:00 pm,0,62.4708,5.778
7/12/2022,08:30:00 pm,0,62.4720,5.719
7/12/2022,08:45:00 pm,0,62.4662,5.706
7/12/2022,09:00:00 pm,0,62.4625,5.638
7/12/2022,09:15:00 pm,0,62.4588,5.588
7/12/2022,09:30:00 pm,0,62.4513,5.517
7/12/2022,09:45:00 pm,0,62.4498,5.462
7/12/2022,10:00:00 pm,0,62.4440,5.381
7/12/2022,10:15:00 pm,0,62.5022,5.352
7/12/2022,10:30:00 pm,0,62.5097,5.336
7/12/2022,10:45:00 pm,0,62.5065,5.287
7/12/2022,11:00:00 pm,0,62.5092,5.259
7/12/2022,11:15:00 pm,0,62.5188,5.261
7/12/2022,11:30:00 pm,0,62.5203,5.259
7/12/2022,11:45:00 pm,0,62.5190,5.259
7/13/2022,12:00:00 am,0,62.5105,5.220
7/13/2022,12:15:00 am,0,62.4943,5.210
7/13/2022,12:30:00 am,0,62.4849,5.182
7/13/2022,12:45:00 am,0,62.4724,5.149
7/13/2022,01:00:00 am,0,62.4592,5.126
7/13/2022,01:15:00 am,0,62.4499,5.114
7/13/2022,01:30:00 am,0,62.4457,5.117
7/13/2022,01:45:00 am,0,62.4438,5.134
7/13/2022,02:00:00 am,0,62.4394,5.133
7/13/2022,02:15:00 am,0,62.4307,5.134
7/13/2022,02:30:00 am,0,62.4278,5.101
7/13/2022,02:45:00 am,0,62.4259,5.091
7/13/2022,03:00:00 am,0,62.4155,5.060
7/13/2022,03:15:00 am,0,62.4134,5.061
7/13/2022,03:30:00 am,0,62.4065,5.053
7/13/2022,03:45:00 am,0,62.3905,5.025
7/13/2022,04:00:00 am,0,62.3875,4.945
7/13/2022,04:15:00 am,0,62.3833,4.876
7/13/2022,04:30:00 am,0,62.3842,4.860
7/13/2022,04:45:00 am,0,62.3845,4.859
7/13/2022,05:00:00 am,0,62.3813,4.849
7/13/2022,05:15:00 am,0,62.3884,4.792
7/13/2022,05:30:00 am,0,62.3902,4.734
7/13/2022,05:45:00 am,0,62.3918,4.654
7/13/2022,06:00:00 am,0,62.3941,4.628
7/13/2022,06:15:00 am,0,62.3941,4.636
7/13/2022,06:30:00 am,0,62.3953,4.628
7/13/2022,06:45:00 am,0,62.4051,4.681
7/13/2022,07:00:00 am,0,62.4230,4.762
7/13/2022,07:15:00 am,0,62.4262,4.784
7/13/2022,07:30:00 am,0,62.4309,4.821
7/13/2022,07:45:00 am,0,62.4462,4.900
7/13/2022,08:00:00 am,0,62.4634,4.984
7/13/2022,08:15:00 am,0,62.4912,5.073
7/13/2022,08:30:00 am,0,62.5044,5.096
7/13/2022,08:45:00 am,0,62.5288,5.271
7/13/2022,09:00:00 am,0,62.5457,5.331
7/13/2022,09:15:00 am,0,62.5593,5.442
7/13/2022,09:30:00 am,0,62.5800,5.539
7/13/2022,09:45:00 am,0,62.5713,5.430
7/13/2022,10:00:00 am,0,62.5891,5.548
7/13/2022,10:15:00 am,0,62.6005,5.659
7/13/2022,10:30:00 am,0,62.6013,5.680
7/13/2022,10:45:00 am,0,62.6209,5.827
7/13/2022,11:00:00 am,0,62.6166,5.866
7/13/2022,11:15:00 am,0,62.6145,5.894
7/13/2022,11:30:00 am,0,62.6125,5.829
7/13/2022,11:45:00 am,0,62.6092,5.863
7/13/2022,12:00:00 pm,0,62.6122,5.930
7/13/2022,12:15:00 pm,0,62.6031,6.037
7/13/2022,12:30:00 pm,0,62.6036,6.232
7/13/2022,12:45:00 pm,0,62.5847,6.104
7/13/2022,01:00:00 pm,0,62.5723,6.102
7/13/2022,01:15:00 pm,0,62.5694,6.170
7/13/2022,01:30:00 pm,0,62.5933,6.514
7/13/2022,01:45:00 pm,0,62.5931,6.491
7/13/2022,02:00:00 pm,0,62.6173,6.714
7/13/2022,02:15:00 pm,0,62.6145,6.691
7/13/2022,02:30:00 pm,0,62.6287,6.858
7/13/2022,02:45:00 pm,0,62.6259,6.882
7/13/2022,03:00:00 pm,0,62.6071,6.735
7/13/2022,03:15:00 pm,0,62.5934,6.685
7/13/2022,03:30:00 pm,0,62.5905,6.666
7/13/2022,03:45:00 pm,0,62.6013,6.762
7/13/2022,04:00:00 pm,0,62.6053,6.785
7/13/2022,04:15:00 pm,0,62.6169,6.930
7/13/2022,04:30:00 pm,0,62.6089,6.883
7/13/2022,04:45:00 pm,0,62.5890,6.678
7/13/2022,05:00:00 pm,0,62.5594,6.384
7/13/2022,05:15:00 pm,0,62.5538,6.363
7/13/2022,05:30:00 pm,0,62.5392,6.237
7/13/2022,05:45:00 pm,0,62.5295,6.160
7/13/2022,06:00:00 pm,0,62.5074,5.981
7/13/2022,06:15:00 pm,0,62.4893,5.831
