Serial_number:
2020430
Project ID:

Location:
Well_01
Well_01
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,Well_01,TEMPERATURE
10/12/2022,01:30:00 pm,0,65.5399,7.804
10/12/2022,01:45:00 pm,0,65.5323,7.615
10/12/2022,02:00:00 pm,0,65.5277,7.584
10/12/2022,02:15:00 pm,0,65.5065,7.561
10/12/2022,02:30:00 pm,0,65.4783,7.542
10/12/2022,02:45:00 pm,0,65.4809,7.537
10/12/2022,03:00:00 pm,0,65.4699,7.536
10/12/2022,03:15:00 pm,0,65.4532,7.536
10/12/2022,03:30:00 pm,0,65.4425,7.538
10/12/2022,03:45:00 pm,0,65.4580,7.539
10/12/2022,04:00:00 pm,0,65.4569,7.541
10/12/2022,04:15:00 pm,0,65.4631,7.543
10/12/2022,04:30:00 pm,0,65.4549,7.545
10/12/2022,04:45:00 pm,0,65.4649,7.549
10/12/2022,05:00:00 pm,0,65.4756,7.551
10/12/2022,05:15:00 pm,0,65.4766,7.554
10/12/2022,05:30:00 pm,0,65.4805,7.558
10/12/2022,05:45:00 pm,0,65.4715,7.562
10/12/2022,06:00:00 pm,0,65.4854,7.565
10/12/2022,06:15:00 pm,0,65.4882,7.569
10/12/2022,06:30:00 pm,0,65.4942,7.572
10/12/2022,06:45:00 pm,0,65.5006,7.576
10/12/2022,07:00:00 pm,0,65.5151,7.580
10/12/2022,07:15:00 pm,0,65.5279,7.585
10/12/2022,07:30:00 pm,0,65.5480,7.589
10/12/2022,07:45:00 pm,0,65.5592,7.591
10/12/2022,08:00:00 pm,0,65.5608,7.594
10/12/2022,08:15:00 pm,0,65.5634,7.597
10/12/2022,08:30:00 pm,0,65.5667,7.601
10/12/2022,08:45:00 pm,0,65.5744,7.604
10/12/2022,09:00:00 pm,0,65.5940,7.607
10/12/2022,09:15:00 pm,0,65.5964,7.610
10/12/2022,09:30:00 pm,0,65.5995,7.613
10/12/2022,09:45:00 pm,0,65.6130,7.617
10/12/2022,10:00:00 pm,0,65.6219,7.620
10/12/2022,10:15:00 pm,0,65.6339,7.623
10/12/2022,10:30:00 pm,0,65.6320,7.626
10/12/2022,10:45:00 pm,0,65.6355,7.629
10/12/2022,11:00:00 pm,0,65.6269,7.632
10/12/2022,11:15:00 pm,0,65.6243,7.635
10/12/2022,11:30:00 pm,0,65.6180,7.639
10/12/2022,11:45:00 pm,0,65.6065,7.641
10/13/2022,12:00:00 am,0,65.6004,7.644
10/13/2022,12:15:00 am,0,65.5839,7.648
10/13/2022,12:30:00 am,0,65.5722,7.649
10/13/2022,12:45:00 am,0,65.5594,7.652
10/13/2022,01:00:00 am,0,65.5368,7.655
10/13/2022,01:15:00 am,0,65.5208,7.658
10/13/2022,01:30:00 am,0,65.5039,7.660
10/13/2022,01:45:00 am,0,65.4938,7.663
10/13/2022,02:00:00 am,0,65.4803,7.666
10/13/2022,02:15:00 am,0,65.4798,7.668
10/13/2022,02:30:00 am,0,65.4766,7.670
10/13/2022,02:45:00 am,0,65.4707,7.673
10/13/2022,03:00:00 am,0,65.4648,7.674
10/13/2022,03:15:00 am,0,65.4572,7.677
10/13/2022,03:30:00 am,0,65.4524,7.678
10/13/2022,03:45:00 am,0,65.4522,7.679
10/13/2022,04:00:00 am,0,65.4475,7.681
10/13/2022,04:15:00 am,0,65.4502,7.681
10/13/2022,04:30:00 am,0,65.4409,7.680
10/13/2022,04:45:00 am,0,65.4349,7.661
