Serial_number:
2020421
Project ID:

Location:

Station01
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,Station01,TEMPERATURE
10/12/2022,12:45:00 pm,0,63.7271,8.525
10/12/2022,01:00:00 pm,0,63.6786,7.836
10/12/2022,01:15:00 pm,0,63.6512,7.803
10/12/2022,01:30:00 pm,0,63.6397,7.818
10/12/2022,01:45:00 pm,0,63.6297,7.754
10/12/2022,02:00:00 pm,0,63.6255,7.749
10/12/2022,02:15:00 pm,0,63.5954,7.758
10/12/2022,02:30:00 pm,0,63.5635,7.784
10/12/2022,02:45:00 pm,0,63.5659,7.791
10/12/2022,03:00:00 pm,0,63.5455,7.727
10/12/2022,03:15:00 pm,0,63.5356,7.658
10/12/2022,03:30:00 pm,0,63.5189,7.604
10/12/2022,03:45:00 pm,0,63.5350,7.552
10/12/2022,04:00:00 pm,0,63.5333,7.501
10/12/2022,04:15:00 pm,0,63.5396,7.457
10/12/2022,04:30:00 pm,0,63.5282,7.414
10/12/2022,04:45:00 pm,0,63.5393,7.366
10/12/2022,05:00:00 pm,0,63.5481,7.332
10/12/2022,05:15:00 pm,0,63.5514,7.279
10/12/2022,05:30:00 pm,0,63.5509,7.250
10/12/2022,05:45:00 pm,0,63.5473,7.218
10/12/2022,06:00:00 pm,0,63.5568,7.180
10/12/2022,06:15:00 pm,0,63.5618,7.153
10/12/2022,06:30:00 pm,0,63.5700,7.128
10/12/2022,06:45:00 pm,0,63.5804,7.116
10/12/2022,07:00:00 pm,0,63.5951,7.103
10/12/2022,07:15:00 pm,0,63.6081,7.090
10/12/2022,07:30:00 pm,0,63.6286,7.080
10/12/2022,07:45:00 pm,0,63.6422,7.071
10/12/2022,08:00:00 pm,0,63.6362,7.066
10/12/2022,08:15:00 pm,0,63.6397,7.047
10/12/2022,08:30:00 pm,0,63.6470,7.014
10/12/2022,08:45:00 pm,0,63.6563,6.971
10/12/2022,09:00:00 pm,0,63.6770,6.933
10/12/2022,09:15:00 pm,0,63.6843,6.902
10/12/2022,09:30:00 pm,0,63.6860,6.870
10/12/2022,09:45:00 pm,0,63.7047,6.834
10/12/2022,10:00:00 pm,0,63.7073,6.807
10/12/2022,10:15:00 pm,0,63.7219,6.806
10/12/2022,10:30:00 pm,0,63.7139,6.806
10/12/2022,10:45:00 pm,0,63.7161,6.797
10/12/2022,11:00:00 pm,0,63.7108,6.807
10/12/2022,11:15:00 pm,0,63.7065,6.824
10/12/2022,11:30:00 pm,0,63.7050,6.819
10/12/2022,11:45:00 pm,0,63.6847,6.793
10/13/2022,12:00:00 am,0,63.6783,6.751
10/13/2022,12:15:00 am,0,63.6625,6.700
