Serial_number:
2020421
Project ID:

Location:

Station01
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,Station01,TEMPERATURE
6/7/2022,11:30:00 am,0,63.9979,10.388
6/7/2022,11:45:00 am,0,63.9911,10.187
6/7/2022,12:00:00 pm,0,63.9626,10.134
6/7/2022,12:15:00 pm,0,63.9467,10.150
6/7/2022,12:30:00 pm,0,63.9317,10.132
6/7/2022,12:45:00 pm,0,63.9257,10.110
6/7/2022,01:00:00 pm,0,63.9014,10.146
6/7/2022,01:15:00 pm,0,63.8989,10.300
6/7/2022,01:30:00 pm,0,63.8804,10.245
6/7/2022,01:45:00 pm,0,63.8685,10.326
6/7/2022,02:00:00 pm,0,63.8519,10.371
6/7/2022,02:15:00 pm,0,63.8290,10.392
6/7/2022,02:30:00 pm,0,63.8115,10.417
6/7/2022,02:45:00 pm,0,63.8081,10.378
6/7/2022,03:00:00 pm,0,63.8025,10.298
6/7/2022,03:15:00 pm,0,63.7938,10.215
6/7/2022,03:30:00 pm,0,63.7778,10.243
6/7/2022,03:45:00 pm,0,63.7840,10.276
6/7/2022,04:00:00 pm,0,63.7792,10.232
6/7/2022,04:15:00 pm,0,63.7884,10.137
6/7/2022,04:30:00 pm,0,63.7915,10.035
6/7/2022,04:45:00 pm,0,63.8010,9.897
6/7/2022,05:00:00 pm,0,63.8085,9.775
6/7/2022,05:15:00 pm,0,63.8165,9.676
6/7/2022,05:30:00 pm,0,63.8200,9.588
6/7/2022,05:45:00 pm,0,63.8327,9.513
6/7/2022,06:00:00 pm,0,63.8383,9.458
6/7/2022,06:15:00 pm,0,63.8483,9.404
6/7/2022,06:30:00 pm,0,63.8621,9.361
6/7/2022,06:45:00 pm,0,63.8833,9.318
6/7/2022,07:00:00 pm,0,63.9032,9.283
6/7/2022,07:15:00 pm,0,63.9140,9.246
6/7/2022,07:30:00 pm,0,63.9184,9.211
6/7/2022,07:45:00 pm,0,63.9194,9.182
6/7/2022,08:00:00 pm,0,63.9247,9.143
6/7/2022,08:15:00 pm,0,63.9299,9.109
6/7/2022,08:30:00 pm,0,63.9491,9.084
6/7/2022,08:45:00 pm,0,63.9644,9.063
6/7/2022,09:00:00 pm,0,63.9730,9.049
6/7/2022,09:15:00 pm,0,63.9864,9.036
6/7/2022,09:30:00 pm,0,63.9908,9.018
6/7/2022,09:45:00 pm,0,63.9957,9.003
6/7/2022,10:00:00 pm,0,63.9929,8.984
6/7/2022,10:15:00 pm,0,63.9875,8.965
6/7/2022,10:30:00 pm,0,63.9928,8.948
6/7/2022,10:45:00 pm,0,63.9915,8.926
6/7/2022,11:00:00 pm,0,63.9892,8.907
6/7/2022,11:15:00 pm,0,63.9857,8.884
6/7/2022,11:30:00 pm,0,63.9820,8.866
6/7/2022,11:45:00 pm,0,63.9773,8.858
6/8/2022,12:00:00 am,0,63.9678,8.842
6/8/2022,12:15:00 am,0,63.9567,8.803
6/8/2022,12:30:00 am,0,63.9495,8.781
6/8/2022,12:45:00 am,0,63.9393,8.755
6/8/2022,01:00:00 am,0,63.9265,8.736
6/8/2022,01:15:00 am,0,63.9096,8.718
6/8/2022,01:30:00 am,0,63.9078,8.689
6/8/2022,01:45:00 am,0,63.8915,8.662
6/8/2022,02:00:00 am,0,63.8846,8.636
6/8/2022,02:15:00 am,0,63.8722,8.615
6/8/2022,02:30:00 am,0,63.8588,8.598
6/8/2022,02:45:00 am,0,63.8490,8.577
6/8/2022,03:00:00 am,0,63.8435,8.565
6/8/2022,03:15:00 am,0,63.8371,8.546
6/8/2022,03:30:00 am,0,63.8284,8.523
6/8/2022,03:45:00 am,0,63.8175,8.493
6/8/2022,04:00:00 am,0,63.8129,8.469
6/8/2022,04:15:00 am,0,63.8073,8.445
6/8/2022,04:30:00 am,0,63.8123,8.422
6/8/2022,04:45:00 am,0,63.8261,8.397
6/8/2022,05:00:00 am,0,63.8311,8.383
6/8/2022,05:15:00 am,0,63.8343,8.364
6/8/2022,05:30:00 am,0,63.8349,8.341
6/8/2022,05:45:00 am,0,63.8454,8.319
6/8/2022,06:00:00 am,0,63.8549,8.296
6/8/2022,06:15:00 am,0,63.8695,8.280
6/8/2022,06:30:00 am,0,63.8802,8.258
6/8/2022,06:45:00 am,0,63.8935,8.240
6/8/2022,07:00:00 am,0,63.9043,8.223
6/8/2022,07:15:00 am,0,63.9097,8.218
6/8/2022,07:30:00 am,0,63.9198,8.224
6/8/2022,07:45:00 am,0,63.9418,8.252
6/8/2022,08:00:00 am,0,63.9500,8.282
6/8/2022,08:15:00 am,0,63.9540,8.314
6/8/2022,08:30:00 am,0,63.9585,8.363
6/8/2022,08:45:00 am,0,63.9780,8.430
6/8/2022,09:00:00 am,0,63.9810,8.495
6/8/2022,09:15:00 am,0,63.9849,8.561
6/8/2022,09:30:00 am,0,63.9875,8.627
6/8/2022,09:45:00 am,0,63.9956,8.668
6/8/2022,10:00:00 am,0,63.9959,8.722
6/8/2022,10:15:00 am,0,63.9943,8.784
6/8/2022,10:30:00 am,0,63.9909,8.841
6/8/2022,10:45:00 am,0,63.9876,8.907
6/8/2022,11:00:00 am,0,63.9705,8.973
6/8/2022,11:15:00 am,0,63.9597,9.025
6/8/2022,11:30:00 am,0,63.9477,9.080
6/8/2022,11:45:00 am,0,63.9385,9.143
6/8/2022,12:00:00 pm,0,63.9270,9.190
6/8/2022,12:15:00 pm,0,63.9221,9.200
6/8/2022,12:30:00 pm,0,63.9105,9.177
6/8/2022,12:45:00 pm,0,63.8964,9.143
