Serial_number:
2020435
Project ID:

Location:
BelowLake_Downstream
BelowLake_Downstream
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,BelowLake_Downstream,TEMPERATURE
3/15/2022,10:30:00 am,0,63.4514,7.522
3/15/2022,10:45:00 am,0,63.3665,4.918
3/15/2022,11:00:00 am,0,63.3649,4.895
3/15/2022,11:15:00 am,0,63.3644,4.958
3/15/2022,11:30:00 am,0,63.3603,5.042
3/15/2022,11:45:00 am,0,63.3435,5.149
3/15/2022,12:00:00 pm,0,63.3259,5.278
3/15/2022,12:15:00 pm,0,63.3136,5.486
3/15/2022,12:30:00 pm,0,63.2936,5.639
3/15/2022,12:45:00 pm,0,63.2753,5.738
3/15/2022,01:00:00 pm,0,63.2551,5.840
3/15/2022,01:15:00 pm,0,63.2286,5.948
3/15/2022,01:30:00 pm,0,63.2037,6.088
3/15/2022,01:45:00 pm,0,63.1876,6.215
3/15/2022,02:00:00 pm,0,63.1667,6.314
3/15/2022,02:15:00 pm,0,63.1589,6.406
3/15/2022,02:30:00 pm,0,63.1451,6.484
3/15/2022,02:45:00 pm,0,63.1297,6.552
3/15/2022,03:00:00 pm,0,63.1276,6.586
3/15/2022,03:15:00 pm,0,63.1046,6.597
3/15/2022,03:30:00 pm,0,63.0917,6.611
3/15/2022,03:45:00 pm,0,63.0823,6.632
3/15/2022,04:00:00 pm,0,63.0758,6.654
3/15/2022,04:15:00 pm,0,63.0693,6.671
3/15/2022,04:30:00 pm,0,63.0634,6.687
3/15/2022,04:45:00 pm,0,63.0596,6.699
3/15/2022,05:00:00 pm,0,63.0801,6.710
3/15/2022,05:15:00 pm,0,63.0776,6.695
3/15/2022,05:30:00 pm,0,63.0732,6.656
3/15/2022,05:45:00 pm,0,63.0683,6.612
3/15/2022,06:00:00 pm,0,63.0814,6.567
3/15/2022,06:15:00 pm,0,63.0950,6.522
3/15/2022,06:30:00 pm,0,63.1015,6.479
3/15/2022,06:45:00 pm,0,63.1013,6.426
