Serial_number:
2020431
Project ID:

Location:
AcrossFromLake_Lower
AcrossFromLake_Lower
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,AcrossFromLake_Lower,TEMPERATURE
3/17/2022,09:00:00 am,0,70.3156,6.560
3/17/2022,09:15:00 am,0,70.3245,6.561
3/17/2022,09:30:00 am,0,70.3392,6.565
3/17/2022,09:45:00 am,0,70.3533,6.570
3/17/2022,10:00:00 am,0,70.3532,6.577
3/17/2022,10:15:00 am,0,70.3532,6.585
3/17/2022,10:30:00 am,0,70.3572,6.595
3/17/2022,10:45:00 am,0,70.3580,6.604
3/17/2022,11:00:00 am,0,70.3565,6.613
3/17/2022,11:15:00 am,0,70.3506,6.621
3/17/2022,11:30:00 am,0,70.3401,6.628
3/17/2022,11:45:00 am,0,70.3338,6.634
3/17/2022,12:00:00 pm,0,70.3236,6.636
3/17/2022,12:15:00 pm,0,70.3128,6.650
3/17/2022,12:30:00 pm,0,70.2955,6.657
3/17/2022,12:45:00 pm,0,70.2761,6.662
3/17/2022,01:00:00 pm,0,70.2529,6.666
3/17/2022,01:15:00 pm,0,70.2289,6.672
3/17/2022,01:30:00 pm,0,70.2123,6.677
3/17/2022,01:45:00 pm,0,70.1923,6.683
3/17/2022,02:00:00 pm,0,70.1818,6.689
3/17/2022,02:15:00 pm,0,70.1711,6.695
3/17/2022,02:30:00 pm,0,70.1552,6.699
3/17/2022,02:45:00 pm,0,70.1381,6.703
3/17/2022,03:00:00 pm,0,70.1230,6.708
3/17/2022,03:15:00 pm,0,70.1102,6.714
3/17/2022,03:30:00 pm,0,70.0993,6.719
3/17/2022,03:45:00 pm,0,70.0897,6.722
3/17/2022,04:00:00 pm,0,70.0847,6.723
3/17/2022,04:15:00 pm,0,70.0699,6.724
3/17/2022,04:30:00 pm,0,70.0702,6.729
3/17/2022,04:45:00 pm,0,70.0682,6.734
3/17/2022,05:00:00 pm,0,70.0639,6.738
3/17/2022,05:15:00 pm,0,70.0597,6.742
3/17/2022,05:30:00 pm,0,70.0656,6.746
3/17/2022,05:45:00 pm,0,70.0623,6.750
3/17/2022,06:00:00 pm,0,70.0653,6.755
3/17/2022,06:15:00 pm,0,70.0661,6.759
3/17/2022,06:30:00 pm,0,70.0749,6.764
3/17/2022,06:45:00 pm,0,70.0817,6.767
3/17/2022,07:00:00 pm,0,70.0936,6.772
3/17/2022,07:15:00 pm,0,70.1098,6.775
3/17/2022,07:30:00 pm,0,70.1216,6.777
3/17/2022,07:45:00 pm,0,70.1291,6.772
3/17/2022,08:00:00 pm,0,70.1387,6.774
3/17/2022,08:15:00 pm,0,70.1473,6.778
3/17/2022,08:30:00 pm,0,70.1615,6.783
3/17/2022,08:45:00 pm,0,70.1793,6.789
3/17/2022,09:00:00 pm,0,70.1936,6.792
3/17/2022,09:15:00 pm,0,70.2046,6.792
3/17/2022,09:30:00 pm,0,70.2182,6.794
3/17/2022,09:45:00 pm,0,70.2261,6.795
3/17/2022,10:00:00 pm,0,70.2347,6.798
3/17/2022,10:15:00 pm,0,70.2422,6.798
3/17/2022,10:30:00 pm,0,70.2481,6.798
3/17/2022,10:45:00 pm,0,70.2493,6.803
3/17/2022,11:00:00 pm,0,70.2528,6.807
3/17/2022,11:15:00 pm,0,70.2485,6.807
3/17/2022,11:30:00 pm,0,70.2360,6.797
3/17/2022,11:45:00 pm,0,70.2200,6.798
3/18/2022,12:00:00 am,0,70.2054,6.765
3/18/2022,12:15:00 am,0,70.1902,6.742
3/18/2022,12:30:00 am,0,70.1771,6.709
3/18/2022,12:45:00 am,0,70.1658,6.691
3/18/2022,01:00:00 am,0,70.1495,6.686
3/18/2022,01:15:00 am,0,70.1396,6.683
3/18/2022,01:30:00 am,0,70.1354,6.681
3/18/2022,01:45:00 am,0,70.1311,6.682
3/18/2022,02:00:00 am,0,70.1217,6.660
3/18/2022,02:15:00 am,0,70.1143,6.648
3/18/2022,02:30:00 am,0,70.1078,6.638
3/18/2022,02:45:00 am,0,70.1008,6.642
3/18/2022,03:00:00 am,0,70.0935,6.631
3/18/2022,03:15:00 am,0,70.0914,6.611
3/18/2022,03:30:00 am,0,70.0936,6.601
3/18/2022,03:45:00 am,0,70.0911,6.595
3/18/2022,04:00:00 am,0,70.0808,6.587
3/18/2022,04:15:00 am,0,70.0696,6.575
3/18/2022,04:30:00 am,0,70.0702,6.573
3/18/2022,04:45:00 am,0,70.0758,6.567
3/18/2022,05:00:00 am,0,70.0832,6.561
3/18/2022,05:15:00 am,0,70.0803,6.527
3/18/2022,05:30:00 am,0,70.0795,6.529
3/18/2022,05:45:00 am,0,70.0855,6.516
3/18/2022,06:00:00 am,0,70.0924,6.519
3/18/2022,06:15:00 am,0,70.0973,6.506
3/18/2022,06:30:00 am,0,70.1099,6.500
3/18/2022,06:45:00 am,0,70.1267,6.495
3/18/2022,07:00:00 am,0,70.1425,6.484
3/18/2022,07:15:00 am,0,70.1543,6.474
3/18/2022,07:30:00 am,0,70.1662,6.471
3/18/2022,07:45:00 am,0,70.1722,6.481
3/18/2022,08:00:00 am,0,70.1871,6.487
3/18/2022,08:15:00 am,0,70.1881,6.491
3/18/2022,08:30:00 am,0,70.1960,6.491
3/18/2022,08:45:00 am,0,70.2067,6.493
3/18/2022,09:00:00 am,0,70.2185,6.498
3/18/2022,09:15:00 am,0,70.2332,6.501
3/18/2022,09:30:00 am,0,70.2401,6.508
3/18/2022,09:45:00 am,0,70.2398,6.512
3/18/2022,10:00:00 am,0,70.2364,6.517
3/18/2022,10:15:00 am,0,70.2324,6.523
3/18/2022,10:30:00 am,0,70.2308,6.530
3/18/2022,10:45:00 am,0,70.2270,6.539
3/18/2022,11:00:00 am,0,70.2241,6.549
3/18/2022,11:15:00 am,0,70.2209,6.557
3/18/2022,11:30:00 am,0,70.2131,6.568
3/18/2022,11:45:00 am,0,70.2112,6.578
3/18/2022,12:00:00 pm,0,70.2007,6.583
3/18/2022,12:15:00 pm,0,70.1897,6.595
3/18/2022,12:30:00 pm,0,70.1806,6.598
3/18/2022,12:45:00 pm,0,70.1693,6.610
3/18/2022,01:00:00 pm,0,70.1570,6.616
3/18/2022,01:15:00 pm,0,70.1412,6.622
3/18/2022,01:30:00 pm,0,70.1239,6.628
3/18/2022,01:45:00 pm,0,70.1007,6.633
3/18/2022,02:00:00 pm,0,70.0813,6.639
3/18/2022,02:15:00 pm,0,70.0601,6.645
3/18/2022,02:30:00 pm,0,70.0423,6.652
3/18/2022,02:45:00 pm,0,70.0219,6.659
3/18/2022,03:00:00 pm,0,70.0068,6.664
