Nombre Dispositivo:;;OM-CP-VOLT101A
Descripción del dispositivo:;;Registrador de Voltaje
Número de Serie:;;R37300
ID Dispositivo:;;Stn_02 NewV
;;
;;Canal 1
Fecha ;Tiempo;Voltaje (ppm)
15 oct 2022;10:23:28;387,1
15 oct 2022;10:23:29;387,1
15 oct 2022;10:23:30;387,1
15 oct 2022;10:23:31;386,6
15 oct 2022;10:23:32;386,1
15 oct 2022;10:23:33;386,6
15 oct 2022;10:23:34;386,6
15 oct 2022;10:23:35;387,1
15 oct 2022;10:23:36;387,1
15 oct 2022;10:23:37;387,1
15 oct 2022;10:23:38;387,6
15 oct 2022;10:23:39;387,6
15 oct 2022;10:23:40;387,1
15 oct 2022;10:23:41;387,1
15 oct 2022;10:23:42;386,6
15 oct 2022;10:23:43;386,6
15 oct 2022;10:23:44;386,1
15 oct 2022;10:23:45;386,1
15 oct 2022;10:23:46;386,6
15 oct 2022;10:23:47;387,1
15 oct 2022;10:23:48;387,1
15 oct 2022;10:23:49;387,1
15 oct 2022;10:23:50;387,6
15 oct 2022;10:23:51;387,6
15 oct 2022;10:23:52;387,1
15 oct 2022;10:23:53;387,1
15 oct 2022;10:23:54;387,1
15 oct 2022;10:23:55;386,6
15 oct 2022;10:23:56;386,1
15 oct 2022;10:23:57;386,1
15 oct 2022;10:23:58;386,6
15 oct 2022;10:23:59;387,1
15 oct 2022;10:24:00;387,1
15 oct 2022;10:24:01;387,1
15 oct 2022;10:24:02;387,6
15 oct 2022;10:24:03;387,6
15 oct 2022;10:24:04;387,1
15 oct 2022;10:24:05;387,1
15 oct 2022;10:24:06;387,1
15 oct 2022;10:24:07;386,6
15 oct 2022;10:24:08;386,1
15 oct 2022;10:24:09;386,1
15 oct 2022;10:24:10;386,6
15 oct 2022;10:24:11;386,6
15 oct 2022;10:24:12;387,1
15 oct 2022;10:24:13;387,1
15 oct 2022;10:24:14;387,6
15 oct 2022;10:24:15;387,6
15 oct 2022;10:24:16;387,1
15 oct 2022;10:24:17;387,1
15 oct 2022;10:24:18;387,1
15 oct 2022;10:24:19;386,6
15 oct 2022;10:24:20;386,1
15 oct 2022;10:24:21;386,1
15 oct 2022;10:24:22;386,6
15 oct 2022;10:24:23;386,6
15 oct 2022;10:24:24;389,6
15 oct 2022;10:24:25;389,6
15 oct 2022;10:24:26;390,1
15 oct 2022;10:24:27;390,1
15 oct 2022;10:24:28;389,6
15 oct 2022;10:24:29;389,6
15 oct 2022;10:24:30;389,6
