Nombre Dispositivo:;;OM-CP-VOLT101A
Descripción del dispositivo:;;Registrador de Voltaje
Número de Serie:;;S02590
ID Dispositivo:;;Stn3
;;
;;Canal 1
Fecha ;Tiempo;Voltaje (ppm)
16 oct 2022;15:46:21;2425
16 oct 2022;15:46:22;2420
16 oct 2022;15:46:23;2420
16 oct 2022;15:46:24;2415
16 oct 2022;15:46:25;2415
16 oct 2022;15:46:26;2415
16 oct 2022;15:46:27;2410
16 oct 2022;15:46:28;2410
16 oct 2022;15:46:29;2410
16 oct 2022;15:46:30;2410
16 oct 2022;15:46:31;2405
16 oct 2022;15:46:32;2405
16 oct 2022;15:46:33;2405
16 oct 2022;15:46:34;2405
16 oct 2022;15:46:35;2405
16 oct 2022;15:46:36;2405
16 oct 2022;15:46:37;2405
16 oct 2022;15:46:38;2405
16 oct 2022;15:46:39;2410
16 oct 2022;15:46:40;2410
16 oct 2022;15:46:41;2410
16 oct 2022;15:46:42;2410
16 oct 2022;15:46:43;2410
16 oct 2022;15:46:44;2410
16 oct 2022;15:46:45;2410
16 oct 2022;15:46:46;2410
16 oct 2022;15:46:47;2410
16 oct 2022;15:46:48;2410
16 oct 2022;15:46:49;2410
16 oct 2022;15:46:50;2415
16 oct 2022;15:46:51;2415
16 oct 2022;15:46:52;2415
16 oct 2022;15:46:53;2415
16 oct 2022;15:46:54;2420
16 oct 2022;15:46:55;2420
16 oct 2022;15:46:56;2420
16 oct 2022;15:46:57;2425
16 oct 2022;15:46:58;2425
16 oct 2022;15:46:59;2430
16 oct 2022;15:47:00;2430
16 oct 2022;15:47:01;2430
16 oct 2022;15:47:02;2430
16 oct 2022;15:47:03;2430
16 oct 2022;15:47:04;2435
16 oct 2022;15:47:05;2430
16 oct 2022;15:47:06;2430
16 oct 2022;15:47:07;2430
16 oct 2022;15:47:08;2430
16 oct 2022;15:47:09;2430
16 oct 2022;15:47:10;2425
16 oct 2022;15:47:11;2425
16 oct 2022;15:47:12;2425
16 oct 2022;15:47:13;2420
16 oct 2022;15:47:14;2420
16 oct 2022;15:47:15;2415
16 oct 2022;15:47:16;2415
16 oct 2022;15:47:17;2415
16 oct 2022;15:47:18;2410
16 oct 2022;15:47:19;2410
16 oct 2022;15:47:20;2410
16 oct 2022;15:47:21;2405
16 oct 2022;15:47:22;2405
16 oct 2022;15:47:23;2400
16 oct 2022;15:47:24;2400
16 oct 2022;15:47:25;2400
16 oct 2022;15:47:26;2400
16 oct 2022;15:47:27;2395
16 oct 2022;15:47:28;2395
16 oct 2022;15:47:29;2390
16 oct 2022;15:47:30;2390
16 oct 2022;15:47:31;2390
16 oct 2022;15:47:32;2385
16 oct 2022;15:47:33;2385
