Nombre Dispositivo:,,OM-CP-VOLT101A
Descripción del dispositivo:,,Registrador de Voltaje
Número de Serie:,,S02590
ID Dispositivo:,,Stn3
,,
,,Canal 1
Fecha ,Tiempo,Voltaje (ppm)
16/10/2022,16:59:25,2545
16/10/2022,16:59:26,2545
16/10/2022,16:59:27,2545
16/10/2022,16:59:28,2545
16/10/2022,16:59:29,2545
16/10/2022,16:59:30,2545
16/10/2022,16:59:31,2545
16/10/2022,16:59:32,2545
16/10/2022,16:59:33,2545
16/10/2022,16:59:34,2545
16/10/2022,16:59:35,2545
16/10/2022,16:59:36,2545
16/10/2022,16:59:37,2545
16/10/2022,16:59:38,2550
16/10/2022,16:59:39,2550
16/10/2022,16:59:40,2545
16/10/2022,16:59:41,2550
16/10/2022,16:59:42,2550
16/10/2022,16:59:43,2550
16/10/2022,16:59:44,2555
16/10/2022,16:59:45,2555
16/10/2022,16:59:46,2555
16/10/2022,16:59:47,2555
16/10/2022,16:59:48,2550
16/10/2022,16:59:49,2550
16/10/2022,16:59:50,2550
16/10/2022,16:59:51,2555
16/10/2022,16:59:52,2555
16/10/2022,16:59:53,2555
16/10/2022,16:59:54,2555
16/10/2022,16:59:55,2555
16/10/2022,16:59:56,2555
16/10/2022,16:59:57,2560
16/10/2022,16:59:58,2560
16/10/2022,16:59:59,2565
16/10/2022,17:00:00,2565
16/10/2022,17:00:01,2565
16/10/2022,17:00:02,2570
16/10/2022,17:00:03,2570
16/10/2022,17:00:04,2570
16/10/2022,17:00:05,2570
16/10/2022,17:00:06,2570
16/10/2022,17:00:07,2565
16/10/2022,17:00:08,2565
16/10/2022,17:00:09,2565
16/10/2022,17:00:10,2565
16/10/2022,17:00:11,2565
16/10/2022,17:00:12,2565
16/10/2022,17:00:13,2560
16/10/2022,17:00:14,2555
16/10/2022,17:00:15,2555
16/10/2022,17:00:16,2555
16/10/2022,17:00:17,2550
16/10/2022,17:00:18,2550
16/10/2022,17:00:19,2545
16/10/2022,17:00:20,2545
16/10/2022,17:00:21,2540
16/10/2022,17:00:22,2540
16/10/2022,17:00:23,2540
16/10/2022,17:00:24,2530
16/10/2022,17:00:25,2530
16/10/2022,17:00:26,2530
16/10/2022,17:00:27,2525
16/10/2022,17:00:28,2525
16/10/2022,17:00:29,2525
16/10/2022,17:00:30,2525
16/10/2022,17:00:31,2525
16/10/2022,17:00:32,2530
16/10/2022,17:00:33,2530
16/10/2022,17:00:34,2530
16/10/2022,17:00:35,2530
16/10/2022,17:00:36,2530
16/10/2022,17:00:37,2525
16/10/2022,17:00:38,2525
16/10/2022,17:00:39,2525
16/10/2022,17:00:40,2520
16/10/2022,17:00:41,2515
16/10/2022,17:00:42,2515
