Device Name:               OM-CP-VOLT101A
Device Description:        Voltage Data Logger
Serial Number:             S02587
Device ID:                 K600 oldV

                               Channel 1
      Date          Time     Voltage (ppm)
         7/7/202210:20:41 A                20
         7/7/202210:20:42 A                20
         7/7/202210:20:43 A                20
         7/7/202210:20:44 A                20
         7/7/202210:20:45 A                15
         7/7/202210:20:46 A                15
         7/7/202210:20:47 A                20
         7/7/202210:20:48 A                15
         7/7/202210:20:49 A                15
         7/7/202210:20:50 A                15
         7/7/202210:20:51 A                20
         7/7/202210:20:52 A                20
         7/7/202210:20:53 A                15
         7/7/202210:20:54 A                20
         7/7/202210:20:55 A                20
         7/7/202210:20:56 A                20
         7/7/202210:20:57 A                15
         7/7/202210:20:58 A                15
         7/7/202210:20:59 A                20
         7/7/202210:21:00 A                20
         7/7/202210:21:01 A                20
         7/7/202210:21:02 A                20
         7/7/202210:21:03 A                20
         7/7/202210:21:04 A                20
         7/7/202210:21:05 A                15
         7/7/202210:21:06 A                15
         7/7/202210:21:07 A                20
         7/7/202210:21:08 A                15
         7/7/202210:21:09 A                15
         7/7/202210:21:10 A                20
         7/7/202210:21:11 A                15
         7/7/202210:21:12 A                20
         7/7/202210:21:13 A                20
         7/7/202210:21:14 A                20
         7/7/202210:21:15 A                20
         7/7/202210:21:16 A                20
         7/7/202210:21:17 A                20
         7/7/202210:21:18 A                20
         7/7/202210:21:19 A                20
         7/7/202210:21:20 A                20
         7/7/202210:21:21 A                20
         7/7/202210:21:22 A                20
         7/7/202210:21:23 A                15
         7/7/202210:21:24 A                20
         7/7/202210:21:25 A                20
         7/7/202210:21:26 A                20
         7/7/202210:21:27 A                15
         7/7/202210:21:28 A                20
         7/7/202210:21:29 A                15
         7/7/202210:21:30 A                15
         7/7/202210:21:31 A                15
         7/7/202210:21:32 A                15
         7/7/202210:21:33 A                20
         7/7/202210:21:34 A                20
         7/7/202210:21:35 A                15
         7/7/202210:21:36 A                20
         7/7/202210:21:37 A                20
         7/7/202210:21:38 A                15
         7/7/202210:21:39 A                20
         7/7/202210:21:40 A                20
         7/7/202210:21:41 A                15
         7/7/202210:21:42 A                15
         7/7/202210:21:43 A                15
         7/7/202210:21:44 A                15
