fecha,valor
2022-06-01 00:00:00,94.329000
2022-06-01 00:05:00,94.240000
2022-06-01 00:10:00,93.316000
2022-06-01 00:15:00,91.229000
2022-06-01 00:20:00,91.104000
2022-06-01 00:25:00,91.821000
2022-06-01 00:30:00,91.476000
2022-06-01 00:35:00,90.338000
2022-06-01 00:40:00,89.160000
2022-06-01 00:45:00,86.540000
2022-06-01 00:50:00,85.986000
2022-06-01 00:55:00,86.388000
2022-06-01 01:00:00,85.925000
2022-06-01 01:05:00,84.613000
2022-06-01 01:10:00,83.588000
2022-06-01 01:15:00,85.719000
2022-06-01 01:20:00,87.668000
2022-06-01 01:25:00,91.186000
2022-06-01 01:30:00,92.253000
2022-06-01 01:35:00,92.758000
2022-06-01 01:40:00,93.029000
2022-06-01 01:45:00,91.652000
2022-06-01 01:50:00,94.953000
2022-06-01 01:55:00,95.757000
2022-06-01 02:00:00,95.641000
2022-06-01 02:05:00,94.203000
2022-06-01 02:10:00,91.524000
2022-06-01 02:15:00,89.792000
2022-06-01 02:20:00,89.844000
2022-06-01 02:25:00,90.557000
2022-06-01 02:30:00,93.296000
2022-06-01 02:35:00,93.768000
2022-06-01 02:40:00,92.315000
2022-06-01 02:45:00,89.925000
2022-06-01 02:50:00,89.660000
2022-06-01 02:55:00,89.353000
2022-06-01 03:00:00,89.872000
2022-06-01 03:05:00,88.817000
2022-06-01 03:10:00,88.625000
2022-06-01 03:15:00,89.200000
2022-06-01 03:20:00,90.026000
2022-06-01 03:25:00,90.756000
2022-06-01 03:30:00,91.162000
2022-06-01 03:35:00,92.202000
2022-06-01 03:40:00,92.897000
2022-06-01 03:45:00,92.563000
2022-06-01 03:50:00,92.959000
2022-06-01 03:55:00,93.794000
2022-06-01 04:00:00,94.319000
2022-06-01 04:05:00,93.789000
2022-06-01 04:10:00,92.655000
2022-06-01 04:15:00,92.703000
2022-06-01 04:20:00,92.592000
2022-06-01 04:25:00,93.439000
2022-06-01 04:30:00,95.094000
2022-06-01 04:35:00,94.899000
2022-06-01 04:40:00,93.354000
2022-06-01 04:45:00,92.888000
2022-06-01 04:50:00,92.194000
2022-06-01 04:55:00,92.797000
2022-06-01 05:00:00,93.986000
2022-06-01 05:05:00,94.249000
2022-06-01 05:10:00,93.876000
2022-06-01 05:15:00,94.185000
2022-06-01 05:20:00,94.504000
2022-06-01 05:25:00,94.577000
2022-06-01 05:30:00,95.249000
2022-06-01 05:35:00,95.393000
2022-06-01 05:40:00,94.999000
2022-06-01 05:45:00,95.375000
2022-06-01 05:50:00,95.368000
2022-06-01 05:55:00,94.798000
2022-06-01 06:00:00,94.254000
2022-06-01 06:05:00,94.166000
2022-06-01 06:10:00,94.059000
2022-06-01 06:15:00,94.474000
2022-06-01 06:20:00,95.415000
2022-06-01 06:25:00,95.712000
2022-06-01 06:30:00,96.173000
2022-06-01 06:35:00,95.958000
2022-06-01 06:40:00,95.378000
2022-06-01 06:45:00,95.372000
2022-06-01 06:50:00,95.220000
2022-06-01 06:55:00,95.656000
2022-06-01 07:00:00,95.950000
2022-06-01 07:05:00,96.549000
2022-06-01 07:10:00,96.954000
2022-06-01 07:15:00,96.967000
2022-06-01 07:20:00,96.850000
2022-06-01 07:25:00,96.796000
2022-06-01 07:30:00,96.263000
2022-06-01 07:35:00,95.752000
2022-06-01 07:40:00,95.947000
2022-06-01 07:45:00,96.163000
2022-06-01 07:50:00,96.370000
2022-06-01 07:55:00,94.906000
2022-06-01 08:00:00,90.641000
2022-06-01 08:05:00,89.588000
2022-06-01 08:10:00,88.713000
2022-06-01 08:15:00,90.720000
2022-06-01 08:20:00,89.748000
2022-06-01 08:25:00,89.209000
2022-06-01 08:30:00,87.337000
2022-06-01 08:35:00,87.508000
2022-06-01 08:40:00,87.391000
2022-06-01 08:45:00,88.056000
2022-06-01 08:50:00,87.023000
2022-06-01 08:55:00,86.721000
2022-06-01 09:00:00,85.936000
2022-06-01 09:05:00,85.213000
2022-06-01 09:10:00,86.387000
2022-06-01 09:15:00,85.949000
2022-06-01 09:20:00,85.790000
2022-06-01 09:25:00,86.013000
2022-06-01 09:30:00,85.390000
2022-06-01 09:35:00,85.674000
2022-06-01 09:40:00,84.967000
2022-06-01 09:45:00,86.094000
2022-06-01 09:50:00,87.150000
2022-06-01 09:55:00,87.261000
2022-06-01 10:00:00,87.763000
2022-06-01 10:05:00,88.286000
2022-06-01 10:10:00,88.549000
2022-06-01 10:15:00,87.780000
2022-06-01 10:20:00,85.731000
2022-06-01 10:25:00,85.668000
2022-06-01 10:30:00,85.666000
2022-06-01 10:35:00,84.792000
2022-06-01 10:40:00,86.925000
2022-06-01 10:45:00,88.340000
2022-06-01 10:50:00,87.980000
2022-06-01 10:55:00,87.436000
2022-06-01 11:00:00,86.085000
2022-06-01 11:05:00,84.479000
2022-06-01 11:10:00,82.841000
2022-06-01 11:15:00,83.178000
2022-06-01 11:20:00,85.303000
2022-06-01 11:25:00,88.588000
2022-06-01 11:30:00,88.656000
