fecha,velocidad,direccion
2022-06-01 00:00:00,1.289000,15.000000
2022-06-01 00:05:00,1.406000,13.000000
2022-06-01 00:10:00,1.422000,24.000000
2022-06-01 00:15:00,1.711000,45.000000
2022-06-01 00:20:00,1.547000,46.000000
2022-06-01 00:25:00,1.703000,48.000000
2022-06-01 00:30:00,1.578000,49.000000
2022-06-01 00:35:00,1.281000,38.000000
2022-06-01 00:40:00,1.242000,9.000000
2022-06-01 00:45:00,1.883000,348.000000
2022-06-01 00:50:00,2.375000,332.000000
2022-06-01 00:55:00,2.867000,344.000000
2022-06-01 01:00:00,2.828000,343.000000
2022-06-01 01:05:00,2.891000,340.000000
2022-06-01 01:10:00,0.898000,17.000000
2022-06-01 01:15:00,0.359000,6.000000
2022-06-01 01:20:00,2.258000,305.000000
2022-06-01 01:25:00,2.578000,304.000000
2022-06-01 01:30:00,2.453000,309.000000
2022-06-01 01:35:00,2.461000,307.000000
2022-06-01 01:40:00,2.047000,306.000000
2022-06-01 01:45:00,2.281000,308.000000
2022-06-01 01:50:00,2.539000,301.000000
2022-06-01 01:55:00,2.234000,306.000000
2022-06-01 02:00:00,1.469000,331.000000
2022-06-01 02:05:00,1.453000,1.000000
2022-06-01 02:10:00,1.391000,17.000000
2022-06-01 02:15:00,1.250000,15.000000
2022-06-01 02:20:00,1.023000,5.000000
2022-06-01 02:25:00,1.078000,331.000000
2022-06-01 02:30:00,1.891000,307.000000
2022-06-01 02:35:00,1.391000,322.000000
2022-06-01 02:40:00,1.617000,357.000000
2022-06-01 02:45:00,1.562000,11.000000
2022-06-01 02:50:00,1.164000,32.000000
2022-06-01 02:55:00,0.891000,37.000000
2022-06-01 03:00:00,1.344000,56.000000
2022-06-01 03:05:00,1.742000,67.000000
2022-06-01 03:10:00,1.734000,64.000000
2022-06-01 03:15:00,1.750000,59.000000
2022-06-01 03:20:00,1.906000,60.000000
2022-06-01 03:25:00,1.867000,61.000000
2022-06-01 03:30:00,1.570000,61.000000
2022-06-01 03:35:00,1.094000,40.000000
2022-06-01 03:40:00,0.820000,45.000000
2022-06-01 03:45:00,0.953000,53.000000
2022-06-01 03:50:00,0.867000,48.000000
2022-06-01 03:55:00,1.000000,50.000000
2022-06-01 04:00:00,0.961000,30.000000
2022-06-01 04:05:00,1.008000,48.000000
2022-06-01 04:10:00,1.039000,81.000000
2022-06-01 04:15:00,0.914000,108.000000
2022-06-01 04:20:00,0.523000,36.000000
2022-06-01 04:25:00,0.289000,52.000000
2022-06-01 04:30:00,0.586000,60.000000
2022-06-01 04:35:00,1.648000,65.000000
2022-06-01 04:40:00,1.492000,81.000000
2022-06-01 04:45:00,1.555000,83.000000
2022-06-01 04:50:00,1.141000,81.000000
2022-06-01 04:55:00,0.703000,79.000000
2022-06-01 05:00:00,0.875000,70.000000
2022-06-01 05:05:00,1.117000,65.000000
2022-06-01 05:10:00,1.281000,73.000000
2022-06-01 05:15:00,1.500000,79.000000
2022-06-01 05:20:00,1.469000,80.000000
2022-06-01 05:25:00,1.266000,84.000000
2022-06-01 05:30:00,1.461000,83.000000
2022-06-01 05:35:00,1.203000,84.000000
2022-06-01 05:40:00,1.172000,83.000000
2022-06-01 05:45:00,1.227000,75.000000
2022-06-01 05:50:00,1.242000,76.000000
2022-06-01 05:55:00,1.016000,73.000000
2022-06-01 06:00:00,0.859000,86.000000
2022-06-01 06:05:00,0.852000,89.000000
2022-06-01 06:10:00,1.336000,87.000000
2022-06-01 06:15:00,1.023000,86.000000
2022-06-01 06:20:00,0.695000,84.000000
2022-06-01 06:25:00,0.367000,81.000000
2022-06-01 06:30:00,0.445000,66.000000
2022-06-01 06:35:00,0.750000,92.000000
2022-06-01 06:40:00,1.195000,109.000000
2022-06-01 06:45:00,1.336000,100.000000
2022-06-01 06:50:00,1.438000,98.000000
2022-06-01 06:55:00,0.953000,134.000000
2022-06-01 07:00:00,0.547000,131.000000
2022-06-01 07:05:00,0.758000,141.000000
2022-06-01 07:10:00,0.711000,118.000000
2022-06-01 07:15:00,0.070000,75.000000
2022-06-01 07:20:00,0.500000,114.000000
2022-06-01 07:25:00,0.906000,135.000000
2022-06-01 07:30:00,1.430000,164.000000
2022-06-01 07:35:00,1.977000,172.000000
2022-06-01 07:40:00,1.797000,168.000000
2022-06-01 07:45:00,1.141000,153.000000
2022-06-01 07:50:00,0.500000,92.000000
2022-06-01 07:55:00,1.391000,143.000000
2022-06-01 08:00:00,1.656000,120.000000
2022-06-01 08:05:00,2.055000,118.000000
2022-06-01 08:10:00,2.375000,152.000000
2022-06-01 08:15:00,1.750000,162.000000
2022-06-01 08:20:00,1.758000,139.000000
2022-06-01 08:25:00,1.742000,101.000000
2022-06-01 08:30:00,1.672000,86.000000
