Nombre Dispositivo:,,OM-CP-VOLT101A
Descripción del dispositivo:,,Registrador de Voltaje
Número de Serie:,,S02590
ID Dispositivo:,,Stn3
,,
,,Canal 1
Fecha ,Tiempo,Voltaje (ppm)
10/19/2022,15:24:00,20
10/19/2022,15:39:00,150
10/19/2022,15:54:00,20
10/19/2022,16:09:00,120
10/19/2022,16:24:00,130
10/19/2022,16:39:00,140
10/19/2022,16:54:00,140
10/19/2022,17:09:00,145
10/19/2022,17:24:00,155
10/19/2022,17:39:00,130
10/19/2022,17:54:00,160
10/19/2022,18:09:00,155
10/19/2022,18:24:00,175
10/19/2022,18:39:00,190
10/19/2022,18:54:00,190
10/19/2022,19:09:00,185
10/19/2022,19:24:00,200
10/19/2022,19:39:00,190
10/19/2022,19:54:00,215
10/19/2022,20:09:00,220
10/19/2022,20:24:00,215
10/19/2022,20:39:00,220
10/19/2022,20:54:00,240
10/19/2022,21:09:00,235
10/19/2022,21:24:00,250
10/19/2022,21:39:00,225
10/19/2022,21:54:00,240
10/19/2022,22:09:00,245
10/19/2022,22:24:00,240
10/19/2022,22:39:00,261
10/19/2022,22:54:00,240
10/19/2022,23:09:00,271
10/19/2022,23:24:00,245
10/19/2022,23:39:00,225
10/19/2022,23:54:00,225
10/20/2022,0:09:00,250
10/20/2022,0:24:00,230
10/20/2022,0:39:00,245
10/20/2022,0:54:00,240
10/20/2022,1:09:00,235
10/20/2022,1:24:00,255
10/20/2022,1:39:00,266
10/20/2022,1:54:00,245
10/20/2022,2:09:00,281
10/20/2022,2:24:00,271
10/20/2022,2:39:00,255
10/20/2022,2:54:00,266
10/20/2022,3:09:00,245
10/20/2022,3:24:00,250
10/20/2022,3:39:00,281
10/20/2022,3:54:00,286
10/20/2022,4:09:00,271
10/20/2022,4:24:00,286
10/20/2022,4:39:00,286
10/20/2022,4:54:00,281
10/20/2022,5:09:00,291
10/20/2022,5:24:00,286
10/20/2022,5:39:00,296
10/20/2022,5:54:00,286
10/20/2022,6:09:00,296
10/20/2022,6:24:00,291
10/20/2022,6:39:00,296
10/20/2022,6:54:00,316
10/20/2022,7:09:00,296
10/20/2022,7:24:00,286
10/20/2022,7:39:00,306
10/20/2022,7:54:00,316
10/20/2022,8:09:00,311
10/20/2022,8:24:00,321
10/20/2022,8:39:00,296
10/20/2022,8:54:00,326
10/20/2022,9:09:00,326
10/20/2022,9:24:00,321
10/20/2022,9:39:00,336
10/20/2022,9:54:00,316
10/20/2022,10:09:00,336
10/20/2022,10:24:00,351
10/20/2022,10:39:00,316
10/20/2022,10:54:00,346
10/20/2022,11:09:00,341
10/20/2022,11:24:00,326
10/20/2022,11:39:00,331
10/20/2022,11:54:00,331
