Nombre Dispositivo:,,OM-CP-VOLT101A
Descripción del dispositivo:,,Registrador de Voltaje
Número de Serie:,,S02590
ID Dispositivo:,,Stn3
,,
,,Canal 1
Fecha ,Tiempo,Voltaje (ppm)
12/1/2022 12:57,12:57:47,471
12/1/2022 13:12,13:12:47,476
12/1/2022 13:27,13:27:47,466
12/1/2022 13:42,13:42:47,456
12/1/2022 13:57,13:57:47,471
12/1/2022 14:12,14:12:47,466
12/1/2022 14:27,14:27:47,461
12/1/2022 14:42,14:42:47,466
12/1/2022 14:57,14:57:47,471
12/1/2022 15:12,15:12:47,481
12/1/2022 15:27,15:27:47,476
12/1/2022 15:42,15:42:47,461
12/1/2022 15:57,15:57:47,436
12/1/2022 16:12,16:12:47,381
12/1/2022 16:27,16:27:47,255
12/1/2022 16:42,16:42:47,110
12/1/2022 16:57,16:57:47,25
12/1/2022 17:12,17:12:47,20
12/1/2022 17:27,17:27:47,20
12/1/2022 17:42,17:42:47,20
12/1/2022 17:57,17:57:47,20
12/1/2022 18:12,18:12:47,20
12/1/2022 18:27,18:27:47,20
12/1/2022 18:42,18:42:47,20
12/1/2022 18:57,18:57:47,20
12/1/2022 19:12,19:12:47,20
12/1/2022 19:27,19:27:47,20
12/1/2022 19:42,19:42:47,20
12/1/2022 19:57,19:57:47,20
12/1/2022 20:12,20:12:47,20
12/1/2022 20:27,20:27:47,20
12/1/2022 20:42,20:42:47,20
12/1/2022 20:57,20:57:47,20
12/1/2022 21:12,21:12:47,20
12/1/2022 21:27,21:27:47,20
12/1/2022 21:42,21:42:47,20
12/1/2022 21:57,21:57:47,20
12/1/2022 22:12,22:12:47,20
12/1/2022 22:27,22:27:47,20
12/1/2022 22:42,22:42:47,20
12/1/2022 22:57,22:57:47,20
12/1/2022 23:12,23:12:47,20
12/1/2022 23:27,23:27:47,20
12/1/2022 23:42,23:42:47,20
12/1/2022 23:57,23:57:47,20
12/2/2022 0:12,0:12:47,20
12/2/2022 0:27,0:27:47,20
12/2/2022 0:42,0:42:47,20
12/2/2022 0:57,0:57:47,20
12/2/2022 1:12,1:12:47,20
12/2/2022 1:27,1:27:47,20
12/2/2022 1:42,1:42:47,20
12/2/2022 1:57,1:57:47,20
12/2/2022 2:12,2:12:47,20
12/2/2022 2:27,2:27:47,20
12/2/2022 2:42,2:42:47,20
12/2/2022 2:57,2:57:47,20
12/2/2022 3:12,3:12:47,20
12/2/2022 3:27,3:27:47,20
12/2/2022 3:42,3:42:47,20
12/2/2022 3:57,3:57:47,20
12/2/2022 4:12,4:12:47,20
12/2/2022 4:27,4:27:47,20
12/2/2022 4:42,4:42:47,20
12/2/2022 4:57,4:57:47,20
12/2/2022 5:12,5:12:47,20
