Nombre Dispositivo:,,OM-CP-VOLT101A
Descripción del dispositivo:,,Registrador de Voltaje
Número de Serie:,,Q98475
ID Dispositivo:,,Stn4
,,
,,Canal 1
Fecha ,Tiempo,Voltaje (ppm)
12/1/2022 13:07,13:07:55,1853
12/1/2022 13:22,13:22:55,1803
12/1/2022 13:37,13:37:55,1803
12/1/2022 13:52,13:52:55,1813
12/1/2022 14:07,14:07:55,1838
12/1/2022 14:22,14:22:55,1883
12/1/2022 14:37,14:37:55,1868
12/1/2022 14:52,14:52:55,1863
12/1/2022 15:07,15:07:55,1873
12/1/2022 15:22,15:22:55,1863
12/1/2022 15:37,15:37:55,1868
12/1/2022 15:52,15:52:55,1858
12/1/2022 16:07,16:07:55,1878
12/1/2022 16:22,16:22:55,1873
12/1/2022 16:37,16:37:55,1853
12/1/2022 16:52,16:52:55,1873
12/1/2022 17:07,17:07:55,1853
12/1/2022 17:22,17:22:55,1848
12/1/2022 17:37,17:37:55,1878
12/1/2022 17:52,17:52:55,1868
12/1/2022 18:07,18:07:55,1873
12/1/2022 18:22,18:22:55,1868
12/1/2022 18:37,18:37:55,1878
12/1/2022 18:52,18:52:55,1853
12/1/2022 19:07,19:07:55,1848
12/1/2022 19:22,19:22:55,1863
12/1/2022 19:37,19:37:55,1853
12/1/2022 19:52,19:52:55,1868
12/1/2022 20:07,20:07:55,1853
12/1/2022 20:22,20:22:55,1858
12/1/2022 20:37,20:37:55,1843
12/1/2022 20:52,20:52:55,1843
12/1/2022 21:07,21:07:55,1848
12/1/2022 21:22,21:22:55,1853
12/1/2022 21:37,21:37:55,1858
12/1/2022 21:52,21:52:55,1853
12/1/2022 22:07,22:07:55,1873
12/1/2022 22:22,22:22:55,1838
12/1/2022 22:37,22:37:55,1838
12/1/2022 22:52,22:52:55,1838
12/1/2022 23:07,23:07:55,1843
12/1/2022 23:22,23:22:55,1853
12/1/2022 23:37,23:37:55,1838
12/1/2022 23:52,23:52:55,1863
12/2/2022 0:07,0:07:55,1838
12/2/2022 0:22,0:22:55,1853
12/2/2022 0:37,0:37:55,1853
12/2/2022 0:52,0:52:55,1843
12/2/2022 1:07,1:07:55,1838
12/2/2022 1:22,1:22:55,1848
12/2/2022 1:37,1:37:55,1863
12/2/2022 1:52,1:52:55,1838
12/2/2022 2:07,2:07:55,1853
12/2/2022 2:22,2:22:55,1848
12/2/2022 2:37,2:37:55,1853
12/2/2022 2:52,2:52:55,1843
12/2/2022 3:07,3:07:55,1838
12/2/2022 3:22,3:22:55,1828
12/2/2022 3:37,3:37:55,1858
12/2/2022 3:52,3:52:55,1858
12/2/2022 4:07,4:07:55,1833
12/2/2022 4:22,4:22:55,1858
12/2/2022 4:37,4:37:55,1838
12/2/2022 4:52,4:52:55,1853
12/2/2022 5:07,5:07:55,1843
12/2/2022 5:22,5:22:55,1838
12/2/2022 5:37,5:37:55,1848
12/2/2022 5:52,5:52:55,1843
12/2/2022 6:07,6:07:55,1848
12/2/2022 6:22,6:22:55,1838
12/2/2022 6:37,6:37:55,1843
12/2/2022 6:52,6:52:55,1838
12/2/2022 7:07,7:07:55,1818
12/2/2022 7:22,7:22:55,1823
12/2/2022 7:37,7:37:55,1828
12/2/2022 7:52,7:52:55,1803
12/2/2022 8:07,8:07:55,1833
12/2/2022 8:22,8:22:55,1833
12/2/2022 8:37,8:37:55,1818
12/2/2022 8:52,8:52:55,1818
12/2/2022 9:07,9:07:55,1798
12/2/2022 9:22,9:22:55,1813
12/2/2022 9:37,9:37:55,1823
12/2/2022 9:52,9:52:55,1818
12/2/2022 10:07,10:07:55,1833
12/2/2022 10:22,10:22:55,1813
12/2/2022 10:37,10:37:55,1828
12/2/2022 10:52,10:52:55,1833
12/2/2022 11:07,11:07:55,1823
12/2/2022 11:22,11:22:55,1828
12/2/2022 11:37,11:37:55,1863
12/2/2022 11:52,11:52:55,1818
12/2/2022 12:07,12:07:55,1828
12/2/2022 12:22,12:22:55,1828
12/2/2022 12:37,12:37:55,1843
12/2/2022 12:52,12:52:55,1843
12/2/2022 13:07,13:07:55,1848
12/2/2022 13:22,13:22:55,1883
12/2/2022 13:37,13:37:55,1858
12/2/2022 13:52,13:52:55,1873
12/2/2022 14:07,14:07:55,1893
12/2/2022 14:22,14:22:55,1888
12/2/2022 14:37,14:37:55,1888
12/2/2022 14:52,14:52:55,1858
12/2/2022 15:07,15:07:55,1853
12/2/2022 15:22,15:22:55,1863
12/2/2022 15:37,15:37:55,1843
12/2/2022 15:52,15:52:55,1883
12/2/2022 16:07,16:07:55,1888
12/2/2022 16:22,16:22:55,1893
12/2/2022 16:37,16:37:55,1893
12/2/2022 16:52,16:52:55,1883
12/2/2022 17:07,17:07:55,1908
12/2/2022 17:22,17:22:55,1923
12/2/2022 17:37,17:37:55,1913
12/2/2022 17:52,17:52:55,1928
12/2/2022 18:07,18:07:55,1898
12/2/2022 18:22,18:22:55,1923
12/2/2022 18:37,18:37:55,1898
12/2/2022 18:52,18:52:55,1938
12/2/2022 19:07,19:07:55,1908
12/2/2022 19:22,19:22:55,1913
12/2/2022 19:37,19:37:55,1903
12/2/2022 19:52,19:52:55,1893
12/2/2022 20:07,20:07:55,1918
12/2/2022 20:22,20:22:55,1893
12/2/2022 20:37,20:37:55,1903
12/2/2022 20:52,20:52:55,1898
12/2/2022 21:07,21:07:55,1898
12/2/2022 21:22,21:22:55,1888
12/2/2022 21:37,21:37:55,1868
12/2/2022 21:52,21:52:55,1863
12/2/2022 22:07,22:07:55,1878
12/2/2022 22:22,22:22:55,1888
12/2/2022 22:37,22:37:55,1868
12/2/2022 22:52,22:52:55,1863
12/2/2022 23:07,23:07:55,1893
12/2/2022 23:22,23:22:55,1863
12/2/2022 23:37,23:37:55,1873
12/2/2022 23:52,23:52:55,1858
12/3/2022 0:07,0:07:55,1868
12/3/2022 0:22,0:22:55,1878
12/3/2022 0:37,0:37:55,1878
12/3/2022 0:52,0:52:55,1878
12/3/2022 1:07,1:07:55,1873
12/3/2022 1:22,1:22:55,1903
12/3/2022 1:37,1:37:55,1888
12/3/2022 1:52,1:52:55,1883
12/3/2022 2:07,2:07:55,1878
12/3/2022 2:22,2:22:55,1878
12/3/2022 2:37,2:37:55,1868
12/3/2022 2:52,2:52:55,1858
12/3/2022 3:07,3:07:55,1863
12/3/2022 3:22,3:22:55,1883
12/3/2022 3:37,3:37:55,1878
12/3/2022 3:52,3:52:55,1883
12/3/2022 4:07,4:07:55,1858
12/3/2022 4:22,4:22:55,1888
12/3/2022 4:37,4:37:55,1913
12/3/2022 4:52,4:52:55,1878
12/3/2022 5:07,5:07:55,1878
12/3/2022 5:22,5:22:55,1893
12/3/2022 5:37,5:37:55,1908
12/3/2022 5:52,5:52:55,1893
12/3/2022 6:07,6:07:55,1893
12/3/2022 6:22,6:22:55,1893
12/3/2022 6:37,6:37:55,1883
12/3/2022 6:52,6:52:55,1878
12/3/2022 7:07,7:07:55,1883
12/3/2022 7:22,7:22:55,1873
12/3/2022 7:37,7:37:55,1888
12/3/2022 7:52,7:52:55,1883
12/3/2022 8:07,8:07:55,1893
12/3/2022 8:22,8:22:55,1883
12/3/2022 8:37,8:37:55,1868
12/3/2022 8:52,8:52:55,1883
12/3/2022 9:07,9:07:55,1878
12/3/2022 9:22,9:22:55,1873
12/3/2022 9:37,9:37:55,1848
12/3/2022 9:52,9:52:55,1878
12/3/2022 10:07,10:07:55,1883
12/3/2022 10:22,10:22:55,1898
12/3/2022 10:37,10:37:55,1858
12/3/2022 10:52,10:52:55,1863
12/3/2022 11:07,11:07:55,1903
12/3/2022 11:22,11:22:55,1873
12/3/2022 11:37,11:37:55,1858
12/3/2022 11:52,11:52:55,1873
12/3/2022 12:07,12:07:55,1903
12/3/2022 12:22,12:22:55,1853
12/3/2022 12:37,12:37:55,1883
12/3/2022 12:52,12:52:55,1883
12/3/2022 13:07,13:07:55,1893
12/3/2022 13:22,13:22:55,1928
12/3/2022 13:37,13:37:55,1913
12/3/2022 13:52,13:52:55,1948
12/3/2022 14:07,14:07:55,1913
12/3/2022 14:22,14:22:55,1908
12/3/2022 14:37,14:37:55,1883
12/3/2022 14:52,14:52:55,1913
12/3/2022 15:07,15:07:55,1913
12/3/2022 15:22,15:22:55,1918
12/3/2022 15:37,15:37:55,1953
12/3/2022 15:52,15:52:55,1938
12/3/2022 16:07,16:07:55,1913
12/3/2022 16:22,16:22:55,1923
12/3/2022 16:37,16:37:55,1918
12/3/2022 16:52,16:52:55,1893
12/3/2022 17:07,17:07:55,1893
12/3/2022 17:22,17:22:55,1908
12/3/2022 17:37,17:37:55,1913
12/3/2022 17:52,17:52:55,1903
12/3/2022 18:07,18:07:55,1913
12/3/2022 18:22,18:22:55,1928
12/3/2022 18:37,18:37:55,1913
12/3/2022 18:52,18:52:55,1918
12/3/2022 19:07,19:07:55,1933
12/3/2022 19:22,19:22:55,1943
12/3/2022 19:37,19:37:55,1958
12/3/2022 19:52,19:52:55,1928
12/3/2022 20:07,20:07:55,1933
12/3/2022 20:22,20:22:55,1948
12/3/2022 20:37,20:37:55,1938
12/3/2022 20:52,20:52:55,1928
12/3/2022 21:07,21:07:55,1963
12/3/2022 21:22,21:22:55,1953
12/3/2022 21:37,21:37:55,1938
12/3/2022 21:52,21:52:55,1928
12/3/2022 22:07,22:07:55,1958
12/3/2022 22:22,22:22:55,1938
12/3/2022 22:37,22:37:55,1953
12/3/2022 22:52,22:52:55,1953
12/3/2022 23:07,23:07:55,1958
12/3/2022 23:22,23:22:55,1933
12/3/2022 23:37,23:37:55,1918
12/3/2022 23:52,23:52:55,1933
12/4/2022 0:07,0:07:55,1948
12/4/2022 0:22,0:22:55,1943
12/4/2022 0:37,0:37:55,1943
12/4/2022 0:52,0:52:55,1923
12/4/2022 1:07,1:07:55,1948
12/4/2022 1:22,1:22:55,1948
12/4/2022 1:37,1:37:55,1938
12/4/2022 1:52,1:52:55,1938
12/4/2022 2:07,2:07:55,1938
12/4/2022 2:22,2:22:55,1933
12/4/2022 2:37,2:37:55,1938
12/4/2022 2:52,2:52:55,1948
12/4/2022 3:07,3:07:55,1933
12/4/2022 3:22,3:22:55,1933
12/4/2022 3:37,3:37:55,1948
12/4/2022 3:52,3:52:55,1923
12/4/2022 4:07,4:07:55,1943
12/4/2022 4:22,4:22:55,1938
12/4/2022 4:37,4:37:55,1948
12/4/2022 4:52,4:52:55,1958
12/4/2022 5:07,5:07:55,1923
12/4/2022 5:22,5:22:55,1918
12/4/2022 5:37,5:37:55,1948
12/4/2022 5:52,5:52:55,1918
12/4/2022 6:07,6:07:55,1938
12/4/2022 6:22,6:22:55,1903
12/4/2022 6:37,6:37:55,1923
12/4/2022 6:52,6:52:55,1913
12/4/2022 7:07,7:07:55,1918
12/4/2022 7:22,7:22:55,1923
12/4/2022 7:37,7:37:55,1918
12/4/2022 7:52,7:52:55,1913
12/4/2022 8:07,8:07:55,1928
12/4/2022 8:22,8:22:55,1938
12/4/2022 8:37,8:37:55,1923
12/4/2022 8:52,8:52:55,1908
12/4/2022 9:07,9:07:55,1943
12/4/2022 9:22,9:22:55,1943
12/4/2022 9:37,9:37:55,1978
12/4/2022 9:52,9:52:55,1958
12/4/2022 10:07,10:07:55,1948
12/4/2022 10:22,10:22:55,1973
12/4/2022 10:37,10:37:55,1973
12/4/2022 10:52,10:52:55,1963
12/4/2022 11:07,11:07:55,1958
12/4/2022 11:22,11:22:55,1958
12/4/2022 11:37,11:37:55,1953
12/4/2022 11:52,11:52:55,1988
12/4/2022 12:07,12:07:55,1928
12/4/2022 12:22,12:22:55,1923
12/4/2022 12:37,12:37:55,1903
12/4/2022 12:52,12:52:55,1948
12/4/2022 13:07,13:07:55,1938
12/4/2022 13:22,13:22:55,1943
12/4/2022 13:37,13:37:55,1968
12/4/2022 13:52,13:52:55,1953
12/4/2022 14:07,14:07:55,1973
12/4/2022 14:22,14:22:55,1958
12/4/2022 14:37,14:37:55,1973
12/4/2022 14:52,14:52:55,1968
12/4/2022 15:07,15:07:55,1988
12/4/2022 15:22,15:22:55,1973
12/4/2022 15:37,15:37:55,1943
12/4/2022 15:52,15:52:55,1898
12/4/2022 16:07,16:07:55,1888
12/4/2022 16:22,16:22:55,1858
12/4/2022 16:37,16:37:55,1883
12/4/2022 16:52,16:52:55,1873
12/4/2022 17:07,17:07:55,1863
12/4/2022 17:22,17:22:55,1838
12/4/2022 17:37,17:37:55,1863
12/4/2022 17:52,17:52:55,1853
12/4/2022 18:07,18:07:55,1883
12/4/2022 18:22,18:22:55,1878
12/4/2022 18:37,18:37:55,1888
12/4/2022 18:52,18:52:55,1903
12/4/2022 19:07,19:07:55,1903
12/4/2022 19:22,19:22:55,1898
12/4/2022 19:37,19:37:55,1888
12/4/2022 19:52,19:52:55,1893
12/4/2022 20:07,20:07:55,1908
12/4/2022 20:22,20:22:55,1913
12/4/2022 20:37,20:37:55,1923
12/4/2022 20:52,20:52:55,1903
12/4/2022 21:07,21:07:55,1913
12/4/2022 21:22,21:22:55,1913
12/4/2022 21:37,21:37:55,1903
12/4/2022 21:52,21:52:55,1918
12/4/2022 22:07,22:07:55,1933
12/4/2022 22:22,22:22:55,1938
12/4/2022 22:37,22:37:55,1908
12/4/2022 22:52,22:52:55,1928
12/4/2022 23:07,23:07:55,1938
12/4/2022 23:22,23:22:55,1913
12/4/2022 23:37,23:37:55,1933
12/4/2022 23:52,23:52:55,1933
12/5/2022 0:07,0:07:55,1943
12/5/2022 0:22,0:22:55,1938
12/5/2022 0:37,0:37:55,1938
12/5/2022 0:52,0:52:55,1923
12/5/2022 1:07,1:07:55,1928
12/5/2022 1:22,1:22:55,1928
12/5/2022 1:37,1:37:55,1923
12/5/2022 1:52,1:52:55,1928
12/5/2022 2:07,2:07:55,1933
12/5/2022 2:22,2:22:55,1943
12/5/2022 2:37,2:37:55,1928
12/5/2022 2:52,2:52:55,1923
12/5/2022 3:07,3:07:55,1928
12/5/2022 3:22,3:22:55,1938
12/5/2022 3:37,3:37:55,1933
12/5/2022 3:52,3:52:55,1928
12/5/2022 4:07,4:07:55,1938
12/5/2022 4:22,4:22:55,1923
12/5/2022 4:37,4:37:55,1943
12/5/2022 4:52,4:52:55,1938
12/5/2022 5:07,5:07:55,1918
12/5/2022 5:22,5:22:55,1918
12/5/2022 5:37,5:37:55,1923
12/5/2022 5:52,5:52:55,1918
12/5/2022 6:07,6:07:55,1938
12/5/2022 6:22,6:22:55,1918
12/5/2022 6:37,6:37:55,1918
12/5/2022 6:52,6:52:55,1918
12/5/2022 7:07,7:07:55,1918
12/5/2022 7:22,7:22:55,1908
12/5/2022 7:37,7:37:55,1913
12/5/2022 7:52,7:52:55,1908
12/5/2022 8:07,8:07:55,1913
12/5/2022 8:22,8:22:55,1893
12/5/2022 8:37,8:37:55,1878
12/5/2022 8:52,8:52:55,1923
12/5/2022 9:07,9:07:55,1898
12/5/2022 9:22,9:22:55,1903
12/5/2022 9:37,9:37:55,1888
12/5/2022 9:52,9:52:55,1898
12/5/2022 10:07,10:07:55,1918
12/5/2022 10:22,10:22:55,1923
12/5/2022 10:37,10:37:55,1908
12/5/2022 10:52,10:52:55,1938
12/5/2022 11:07,11:07:55,1918
12/5/2022 11:22,11:22:55,1933
12/5/2022 11:37,11:37:55,1953
12/5/2022 11:52,11:52:55,1933
12/5/2022 12:07,12:07:55,1933
12/5/2022 12:22,12:22:55,1918
12/5/2022 12:37,12:37:55,1958
12/5/2022 12:52,12:52:55,1923
12/5/2022 13:07,13:07:55,1943
12/5/2022 13:22,13:22:55,1968
12/5/2022 13:37,13:37:55,1993
12/5/2022 13:52,13:52:55,1988
12/5/2022 14:07,14:07:55,1993
12/5/2022 14:22,14:22:55,1953
12/5/2022 14:37,14:37:55,1943
12/5/2022 14:52,14:52:55,1923
12/5/2022 15:07,15:07:55,1928
12/5/2022 15:22,15:22:55,1953
12/5/2022 15:37,15:37:55,1948
12/5/2022 15:52,15:52:55,1943
