Nombre Dispositivo:,,OM-CP-VOLT101A
Descripción del dispositivo:,,Registrador de Voltaje
Número de Serie:,,R39140
ID Dispositivo:,,Stn01 well
,,
,,Canal 1
Fecha ,Tiempo,Voltaje (ppm)
11/29/2022 14:12,14:12:47,6652.8
11/29/2022 14:27,14:27:47,8611.8
11/29/2022 14:42,14:42:47,9519.9
11/29/2022 14:57,14:57:47,9607.1
11/29/2022 15:12,15:12:47,9617.6
11/29/2022 15:27,15:27:47,9507.8
11/29/2022 15:42,15:42:47,9510.8
11/29/2022 15:57,15:57:47,9577
11/29/2022 16:12,16:12:47,9641.6
11/29/2022 16:27,16:27:47,9760.4
11/29/2022 16:42,16:42:47,9795
11/29/2022 16:57,16:57:47,9743.9
11/29/2022 17:12,17:12:47,9730.3
11/29/2022 17:27,17:27:47,9751.4
11/29/2022 17:42,17:42:47,9758.9
11/29/2022 17:57,17:57:47,9810
11/29/2022 18:12,18:12:47,9816
11/29/2022 18:27,18:27:47,9795
11/29/2022 18:42,18:42:47,9781.5
11/29/2022 18:57,18:57:47,9849.1
11/29/2022 19:12,19:12:47,9865.7
11/29/2022 19:27,19:27:47,9954.4
11/29/2022 19:42,19:42:47,10037
11/29/2022 19:57,19:57:47,10038.6
11/29/2022 20:12,20:12:47,10073.1
11/29/2022 20:27,20:27:47,10149.8
11/29/2022 20:42,20:42:47,10170.9
11/29/2022 20:57,20:57:47,10151.3
11/29/2022 21:12,21:12:47,10163.3
11/29/2022 21:27,21:27:47,10103.2
11/29/2022 21:42,21:42:47,10074.6
11/29/2022 21:57,21:57:47,10145.3
11/29/2022 22:12,22:12:47,10088.2
11/29/2022 22:27,22:27:47,10082.2
11/29/2022 22:42,22:42:47,10136.3
11/29/2022 22:57,22:57:47,10196.4
11/29/2022 23:12,23:12:47,10241.5
11/29/2022 23:27,23:27:47,10309.2
11/29/2022 23:42,23:42:47,10309.2
11/29/2022 23:57,23:57:47,10330.2
11/30/2022 0:12,0:12:47,10330.2
11/30/2022 0:27,0:27:47,10318.2
11/30/2022 0:42,0:42:47,10330.2
11/30/2022 0:57,0:57:47,10406.9
11/30/2022 1:12,1:12:47,10437
11/30/2022 1:27,1:27:47,10495.6
11/30/2022 1:42,1:42:47,10572.3
11/30/2022 1:57,1:57:47,10603.9
11/30/2022 2:12,2:12:47,10632.4
11/30/2022 2:27,2:27:47,10677.5
11/30/2022 2:42,2:42:47,10722.6
11/30/2022 2:57,2:57:47,10770.7
11/30/2022 3:12,3:12:47,10808.3
11/30/2022 3:27,3:27:47,10805.3
11/30/2022 3:42,3:42:47,10844.4
11/30/2022 3:57,3:57:47,10860.9
11/30/2022 4:12,4:12:47,10851.9
11/30/2022 4:27,4:27:47,10897
11/30/2022 4:42,4:42:47,10927.1
11/30/2022 4:57,4:57:47,10948.1
11/30/2022 5:12,5:12:47,10883.5
11/30/2022 5:27,5:27:47,10894
11/30/2022 5:42,5:42:47,10836.9
